序号,信号时间,方向,成交价,ATR,ATR%,EMA70偏离度%,前3K涨幅%,是否确认,出场时间,出场价,持仓K数,R值,出场原因,年份
504,2023-04-22 20:00,做多,27384.9,367.36,1.347,3.69,0.08,弱突破,2023-04-22 20:00,27477.0,0,0.251,弱突破平仓,2023
505,2023-04-10 20:00,做多,28417.9,251.28,0.888,12.91,-0.05,弱突破,2023-04-10 20:00,28427.7,0,0.039,弱突破平仓,2023
506,2023-04-10 00:00,做多,28055.0,254.82,0.914,11.83,-0.49,弱突破,2023-04-10 00:00,28128.8,0,0.29,弱突破平仓,2023
507,2023-04-04 16:00,做多,28130.1,404.13,1.443,14.59,-0.21,弱突破,2023-04-04 16:00,28274.6,0,0.358,弱突破平仓,2023
508,2023-03-13 20:00,做多,22571.3,424.18,1.92,1.52,0.5,确认,2023-03-15 00:00,24508.57,7,5.052,KAMA跟踪止损,2023
509,2023-03-13 08:00,做多,22089.07,400.91,1.823,1.33,7.58,弱突破,2023-03-13 08:00,22222.87,0,0.334,弱突破平仓,2023
510,2023-03-09 04:00,做空,21898.2,237.69,1.081,0.84,-0.14,确认,2023-03-10 20:00,20190.69,10,9.939,KAMA跟踪止损,2023
511,2023-03-07 20:00,做空,22322.66,210.3,0.941,2.4,0.27,弱突破,2023-03-07 20:00,22310.43,0,0.058,弱突破平仓,2023
512,2023-03-06 20:00,做多,22496.41,232.55,1.04,2.6,-0.22,弱突破,2023-03-06 20:00,22543.6,0,0.203,弱突破平仓,2023
513,2023-03-03 08:00,做空,23191.37,305.63,1.303,7.93,-0.2,确认,2023-03-05 08:00,22370.67,12,2.616,KAMA跟踪止损,2023
514,2023-03-02 00:00,做空,23416.04,327.52,1.382,9.31,-1.16,弱突破,2023-03-02 00:00,23342.0,0,0.226,弱突破平仓,2023
515,2023-03-01 12:00,做多,23592.2,324.34,1.384,8.06,-0.34,弱突破,2023-03-01 12:00,23709.6,0,0.362,弱突破平仓,2023
516,2023-03-01 04:00,做空,23197.64,316.75,1.362,7.5,-0.12,弱突破,2023-03-01 04:00,23119.4,0,0.247,弱突破平仓,2023
517,2023-02-28 00:00,做空,23326.62,319.2,1.356,9.07,-0.0,弱突破,2023-02-28 00:00,23266.14,0,0.189,弱突破平仓,2023
518,2023-02-26 04:00,做多,23147.6,356.51,1.552,7.01,-0.57,弱突破,2023-02-26 04:00,23147.9,0,0.001,弱突破平仓,2023
519,2023-02-15 16:00,做多,22272.59,235.07,1.064,7.17,-0.45,确认,2023-02-17 04:00,24633.0,9,17.837,KAMA跟踪止损,2023
520,2023-02-10 00:00,做空,22361.97,262.38,1.161,11.31,-0.41,确认,2023-02-12 04:00,21808.39,13,2.044,KAMA跟踪止损,2023
521,2023-01-12 00:00,做多,17462.5,98.84,0.57,-0.63,-0.47,确认,2023-01-14 08:00,21304.25,14,72.946,止盈,2023
522,2023-01-11 00:00,做多,17366.85,96.45,0.557,-0.6,0.68,确认,2023-01-11 20:00,17366.85,5,0.0,KAMA跟踪止损,2023
523,2023-01-10 20:00,做多,17275.9,93.0,0.539,-1.02,0.43,弱突破,2023-01-10 20:00,17317.73,0,0.45,弱突破平仓,2023
524,2023-01-10 04:00,做空,17180.79,91.62,0.53,-0.76,-0.57,弱突破,2023-01-10 04:00,17170.53,0,0.112,弱突破平仓,2023
525,2023-01-09 08:00,做多,17161.2,84.32,0.492,-1.75,1.21,弱突破,2023-01-09 08:00,17188.1,0,0.319,弱突破平仓,2023
526,2022-12-14 20:00,做多,17863.55,138.71,0.778,-1.56,0.26,确认,2022-12-15 00:00,17724.83,1,-1.0,前3K止损,2022
527,2022-11-07 04:00,做空,21147.9,210.67,0.994,4.04,-0.01,确认,2022-11-09 00:00,20020.64,11,8.234,KAMA跟踪止损,2022
528,2022-11-04 12:00,做多,20315.63,217.06,1.069,-0.05,0.34,确认,2022-11-06 08:00,21225.69,11,5.955,KAMA跟踪止损,2022
529,2022-11-03 00:00,做空,20338.83,211.42,1.036,0.5,0.54,弱突破,2022-11-03 00:00,20247.1,0,0.434,弱突破平仓,2022
530,2022-11-01 20:00,做空,20436.82,237.05,1.156,1.03,-0.15,弱突破,2022-11-01 20:00,20436.49,0,0.001,弱突破平仓,2022
531,2022-11-01 12:00,做多,20577.0,241.51,1.179,0.86,0.45,弱突破,2022-11-01 12:00,20590.2,0,0.055,弱突破平仓,2022
532,2022-10-31 20:00,做空,20422.19,240.34,1.16,2.08,-0.52,弱突破,2022-10-31 20:00,20386.9,0,0.147,弱突破平仓,2022
533,2022-10-29 08:00,做多,20736.67,260.94,1.268,1.56,2.09,弱突破,2022-10-29 08:00,20745.4,0,0.033,弱突破平仓,2022
534,2022-10-29 00:00,做多,20576.9,264.71,1.293,1.0,0.93,弱突破,2022-10-29 00:00,20598.35,0,0.081,弱突破平仓,2022
535,2022-10-28 04:00,做空,20433.17,246.76,1.197,1.78,0.4,确认,2022-10-28 20:00,20349.87,4,0.338,KAMA跟踪止损,2022
536,2022-10-26 16:00,做多,20367.9,211.98,1.042,0.38,0.36,确认,2022-10-27 16:00,20558.03,6,-0.412,KAMA跟踪止损,2022
537,2022-09-13 20:00,做空,22061.44,377.78,1.678,1.2,-0.6,确认,2022-09-17 00:00,19414.06,19,9.287,止盈,2022
538,2022-08-17 20:00,做空,23686.93,384.3,1.619,-1.94,0.45,确认,2022-08-20 04:00,20844.5,14,12.38,止盈,2022
539,2022-08-17 16:00,做空,23755.09,393.06,1.653,-1.76,0.58,弱突破,2022-08-17 16:00,23737.6,0,0.045,弱突破平仓,2022
540,2022-08-15 08:00,做多,24578.5,358.22,1.475,0.19,-1.06,确认,2022-08-15 12:00,24220.28,1,-1.0,前3K止损,2022
541,2022-08-14 12:00,做多,24627.05,364.11,1.483,1.27,0.21,确认,2022-08-15 00:00,24262.93,3,-1.0,前3K止损,2022
542,2022-08-13 08:00,做多,24437.8,387.82,1.59,0.61,3.07,确认,2022-08-14 00:00,24437.8,4,0.0,KAMA跟踪止损,2022
543,2022-08-13 04:00,做多,24246.6,387.24,1.602,-0.31,0.91,弱突破,2022-08-13 04:00,24390.2,0,0.371,弱突破平仓,2022
544,2022-08-13 00:00,做多,24129.0,391.6,1.634,-1.13,-0.12,弱突破,2022-08-13 00:00,24166.15,0,0.095,弱突破平仓,2022
545,2022-08-12 16:00,做空,23753.38,386.2,1.613,-1.21,1.06,弱突破,2022-08-12 16:00,23664.86,0,0.229,弱突破平仓,2022
546,2022-08-12 04:00,做空,24078.83,397.74,1.643,-0.14,0.91,弱突破,2022-08-12 04:00,23922.16,0,0.394,弱突破平仓,2022
547,2022-08-12 00:00,做空,24280.41,401.38,1.649,0.42,-0.1,弱突破,2022-08-12 00:00,24204.8,0,0.188,弱突破平仓,2022
548,2022-08-11 08:00,做多,24208.91,384.45,1.606,-1.24,3.61,弱突破,2022-08-11 08:00,24313.6,0,0.272,弱突破平仓,2022
549,2022-08-09 16:00,做空,23630.29,318.73,1.335,-1.61,0.24,确认,2022-08-10 20:00,23280.5,7,0.424,KAMA跟踪止损,2022
550,2022-08-08 16:00,做多,23839.27,328.8,1.381,-2.0,2.81,确认,2022-08-09 08:00,23839.27,4,0.0,KAMA跟踪止损,2022
551,2022-04-21 16:00,做多,41922.0,585.65,1.4,-1.15,1.6,确认,2022-04-22 00:00,41336.35,2,-1.0,前3K止损,2022
552,2022-04-21 12:00,做多,41748.58,589.15,1.414,-1.51,1.03,弱突破,2022-04-21 12:00,41825.36,0,0.13,弱突破平仓,2022
553,2022-04-11 16:00,做空,41768.69,600.04,1.419,-1.39,2.15,确认,2022-04-13 20:00,40449.67,13,2.414,KAMA跟踪止损,2022
554,2022-04-11 00:00,做多,42847.76,565.73,1.324,-0.59,-0.09,确认,2022-04-11 04:00,42282.03,1,-1.0,前3K止损,2022
555,2022-04-10 04:00,做多,42609.9,640.76,1.508,-1.18,0.07,弱突破,2022-04-10 04:00,42730.95,0,0.189,弱突破平仓,2022
556,2022-04-09 04:00,做空,42413.32,731.83,1.713,-0.66,2.33,弱突破,2022-04-09 04:00,42246.89,0,0.227,弱突破平仓,2022
557,2022-04-09 00:00,做空,42755.74,702.25,1.609,1.46,-0.11,弱突破,2022-04-09 00:00,42728.1,0,0.039,弱突破平仓,2022
558,2022-04-05 20:00,做空,46418.43,633.99,1.358,8.52,-0.2,确认,2022-04-07 20:00,43855.06,12,6.162,KAMA跟踪止损,2022
559,2022-04-05 04:00,做多,46336.2,666.05,1.451,6.9,-0.54,弱突破,2022-04-05 04:00,46588.81,0,0.379,弱突破平仓,2022
560,2022-04-04 08:00,做空,46176.26,672.09,1.449,8.3,-0.35,弱突破,2022-04-04 08:00,45993.0,0,0.273,弱突破平仓,2022
561,2022-03-31 20:00,做空,46904.88,589.02,1.249,10.82,-0.21,确认,2022-04-01 20:00,45326.6,6,3.128,KAMA跟踪止损,2022
562,2022-03-24 20:00,做多,43458.16,664.54,1.548,2.85,0.16,确认,2022-03-29 04:00,47157.75,26,9.479,KAMA跟踪止损,2022
563,2022-03-24 04:00,做多,42753.3,670.97,1.59,1.22,0.23,弱突破,2022-03-24 04:00,42872.75,0,0.178,弱突破平仓,2022
564,2022-03-23 20:00,做多,42516.7,659.54,1.569,0.82,-0.76,弱突破,2022-03-23 20:00,42595.03,0,0.119,弱突破平仓,2022
565,2022-03-22 08:00,做多,41527.22,611.65,1.492,-1.55,-0.57,确认,2022-03-23 12:00,41791.36,7,-1.505,KAMA跟踪止损,2022
566,2022-03-21 08:00,做空,40915.7,630.36,1.528,-0.94,0.8,弱突破,2022-03-21 08:00,40809.53,0,0.168,弱突破平仓,2022
567,2022-03-19 00:00,做多,41030.0,774.91,1.894,-1.77,0.99,确认,2022-03-20 20:00,41462.91,11,-0.387,KAMA跟踪止损,2022
568,2022-03-18 08:00,做空,40576.1,811.38,1.984,-1.78,-0.38,弱突破,2022-03-18 08:00,40506.61,0,0.086,弱突破平仓,2022
569,2022-03-10 08:00,做空,41669.51,962.52,2.295,-0.59,0.49,确认,2022-03-11 16:00,40042.19,8,0.836,KAMA跟踪止损,2022
570,2022-03-09 20:00,做多,42419.5,996.88,2.365,-0.09,8.91,弱突破,2022-03-09 20:00,42509.0,0,0.09,弱突破平仓,2022
571,2022-03-09 16:00,做多,41850.66,1007.14,2.411,-0.98,7.78,弱突破,2022-03-09 16:00,42152.67,0,0.3,弱突破平仓,2022
572,2022-03-04 08:00,做空,41842.01,1032.41,2.432,-0.66,2.16,弱突破,2022-03-04 08:00,41449.9,0,0.38,弱突破平仓,2022
573,2022-03-04 00:00,做空,42357.39,1060.4,2.492,-0.45,1.77,弱突破,2022-03-04 00:00,42221.78,0,0.128,弱突破平仓,2022
574,2022-03-03 20:00,做空,42927.3,1025.72,2.364,1.52,1.14,弱突破,2022-03-03 20:00,42544.34,0,0.373,弱突破平仓,2022
575,2022-03-03 08:00,做空,43338.98,1080.31,2.461,2.68,0.48,弱突破,2022-03-03 08:00,43311.31,0,0.026,弱突破平仓,2022
576,2022-02-17 20:00,做空,42933.09,731.02,1.694,-1.95,1.58,确认,2022-02-20 00:00,40332.52,13,4.709,KAMA跟踪止损,2022
577,2022-02-17 16:00,做空,43336.02,713.5,1.625,-0.27,0.67,弱突破,2022-02-17 16:00,43165.73,0,0.239,弱突破平仓,2022
578,2022-02-16 20:00,做空,43684.68,718.45,1.626,0.11,0.8,弱突破,2022-02-16 20:00,43589.7,0,0.132,弱突破平仓,2022
579,2022-02-15 16:00,做多,43755.0,782.01,1.791,-1.06,3.7,确认,2022-02-16 12:00,43755.0,5,0.0,KAMA跟踪止损,2022
580,2022-02-15 12:00,做多,43657.29,802.97,1.844,-1.35,2.3,弱突破,2022-02-15 12:00,43664.2,0,0.009,弱突破平仓,2022
581,2022-02-12 00:00,做空,42802.7,936.97,2.146,-1.43,-0.79,弱突破,2022-02-12 00:00,42722.01,0,0.086,弱突破平仓,2022
582,2022-02-10 16:00,做多,44789.28,845.54,1.919,-0.62,-0.88,弱突破,2022-02-10 16:00,44822.08,0,0.039,弱突破平仓,2022
583,2022-02-10 00:00,做多,44424.27,871.38,1.987,-1.13,1.25,弱突破,2022-02-10 00:00,44457.1,0,0.038,弱突破平仓,2022
584,2022-02-08 20:00,做空,43529.9,821.11,1.866,-0.84,-0.38,弱突破,2022-02-08 20:00,43414.26,0,0.141,弱突破平仓,2022
585,2022-02-08 12:00,做多,44473.98,760.02,1.721,-0.47,0.82,弱突破,2022-02-08 12:00,44844.65,0,0.488,弱突破平仓,2022
586,2022-02-08 00:00,做多,43875.0,760.05,1.735,-1.3,2.34,弱突破,2022-02-08 00:00,44247.41,0,0.49,弱突破平仓,2022
587,2021-12-04 00:00,做空,55800.44,1163.51,2.076,-1.46,0.56,确认,2021-12-04 12:00,49104.39,3,9.66,止盈,2021
588,2021-12-03 20:00,做空,56115.02,1128.1,1.978,0.25,-0.9,弱突破,2021-12-03 20:00,56045.44,0,0.062,弱突破平仓,2021
589,2021-12-02 08:00,做空,56506.71,1227.76,2.146,0.4,-0.09,弱突破,2021-12-02 08:00,56326.85,0,0.146,弱突破平仓,2021
590,2021-12-01 20:00,做多,57851.03,1166.87,2.041,0.31,0.38,确认,2021-12-02 04:00,56684.16,2,-1.0,前3K止损,2021
591,2021-11-30 12:00,做空,56804.53,1114.99,1.952,0.25,0.03,弱突破,2021-11-30 12:00,56516.11,0,0.259,弱突破平仓,2021
592,2021-11-30 00:00,做多,57699.38,1090.55,1.909,0.29,-0.47,弱突破,2021-11-30 00:00,57919.21,0,0.202,弱突破平仓,2021
593,2021-11-26 12:00,做空,57917.91,1131.69,1.952,1.7,1.88,确认,2021-11-29 04:00,55431.01,16,0.719,KAMA跟踪止损,2021
594,2021-11-25 20:00,做多,58513.27,1162.99,2.003,1.68,1.56,弱突破,2021-11-25 20:00,59084.49,0,0.491,弱突破平仓,2021
595,2021-11-25 08:00,做多,57495.2,1184.15,2.071,0.21,0.9,弱突破,2021-11-25 08:00,57777.97,0,0.239,弱突破平仓,2021
596,2021-11-24 00:00,做多,57734.08,1329.12,2.335,-0.22,-0.1,弱突破,2021-11-24 00:00,57814.59,0,0.061,弱突破平仓,2021
597,2021-11-22 08:00,做空,58549.67,1133.13,1.933,2.76,0.14,确认,2021-11-23 16:00,57679.61,8,-0.727,KAMA跟踪止损,2021
598,2021-11-21 00:00,做多,58827.28,1205.9,2.092,1.1,-1.55,确认,2021-11-21 16:00,58827.28,4,0.0,KAMA跟踪止损,2021
599,2021-11-20 20:00,做空,57960.0,1201.34,2.048,2.88,-1.0,弱突破,2021-11-20 20:00,57630.48,0,0.274,弱突破平仓,2021
600,2021-11-20 08:00,做多,58317.96,1293.05,2.227,2.01,1.86,弱突破,2021-11-20 08:00,58535.79,0,0.168,弱突破平仓,2021
601,2021-11-18 20:00,做空,59023.19,1268.65,2.142,4.11,1.88,确认,2021-11-19 20:00,57836.85,6,0.211,KAMA跟踪止损,2021
602,2021-11-18 16:00,做空,59542.14,1284.84,2.149,5.08,0.73,弱突破,2021-11-18 16:00,59228.43,0,0.244,弱突破平仓,2021
603,2021-11-17 08:00,做空,59143.11,1262.05,2.1,5.84,0.79,弱突破,2021-11-17 08:00,59056.05,0,0.069,弱突破平仓,2021
604,2021-11-15 04:00,做多,64834.9,1051.66,1.638,13.67,-0.71,确认,2021-11-15 20:00,65083.67,4,0.237,KAMA跟踪止损,2021
605,2021-10-06 20:00,做多,51802.69,919.29,1.792,13.72,-0.3,确认,2021-10-07 12:00,54338.52,4,1.957,KAMA跟踪止损,2021
606,2021-10-04 00:00,做多,48148.75,856.19,1.789,7.6,-0.07,确认,2021-10-04 12:00,47292.56,3,-1.0,前3K止损,2021
607,2021-10-01 12:00,做多,44099.67,971.45,2.227,-1.52,1.11,确认,2021-10-03 08:00,47558.15,11,3.632,KAMA跟踪止损,2021
608,2021-09-24 16:00,做空,43887.96,1071.11,2.39,0.71,-0.18,确认,2021-09-26 16:00,42978.56,12,-0.116,KAMA跟踪止损,2021
609,2021-09-24 00:00,做多,44350.48,1095.66,2.504,-1.82,-0.7,弱突破,2021-09-24 00:00,44742.43,0,0.358,弱突破平仓,2021
610,2021-09-23 12:00,做多,44171.05,1144.42,2.598,-1.13,1.99,弱突破,2021-09-23 12:00,44207.54,0,0.032,弱突破平仓,2021
611,2021-09-20 08:00,做空,46849.51,740.45,1.567,5.6,0.2,确认,2021-09-21 08:00,41227.57,6,12.468,止盈,2021
612,2021-09-18 08:00,做多,47727.23,806.65,1.705,6.14,-0.25,弱突破,2021-09-18 08:00,47918.15,0,0.237,弱突破平仓,2021
613,2021-09-14 20:00,做多,46155.34,959.47,2.087,3.83,2.25,确认,2021-09-16 08:00,47637.05,9,0.895,KAMA跟踪止损,2021
614,2021-09-14 16:00,做多,45885.42,985.54,2.155,3.26,2.15,弱突破,2021-09-14 16:00,45979.62,0,0.096,弱突破平仓,2021
615,2021-09-14 12:00,做多,45521.63,994.09,2.199,2.07,1.89,弱突破,2021-09-14 12:00,45725.73,0,0.205,弱突破平仓,2021
616,2021-09-13 12:00,做空,44575.71,940.92,2.109,0.95,2.83,弱突破,2021-09-13 12:00,44492.69,0,0.088,弱突破平仓,2021
617,2021-09-12 16:00,做多,45497.73,916.52,2.02,2.68,-0.03,确认,2021-09-13 08:00,46065.2,4,0.619,KAMA跟踪止损,2021
618,2021-09-10 20:00,做空,45655.12,1047.86,2.261,5.1,0.14,弱突破,2021-09-10 20:00,45437.97,0,0.207,弱突破平仓,2021
619,2021-09-09 20:00,做多,46546.13,1107.04,2.391,5.04,0.5,弱突破,2021-09-09 20:00,46989.29,0,0.4,弱突破平仓,2021
620,2021-09-08 12:00,做空,46009.58,1145.84,2.466,5.59,0.4,确认,2021-09-09 04:00,46009.58,4,0.0,KAMA跟踪止损,2021
621,2021-09-03 16:00,做多,49880.0,816.98,1.656,14.25,-0.13,弱突破,2021-09-03 16:00,50203.16,0,0.396,弱突破平仓,2021
622,2021-09-01 16:00,做多,47498.15,796.85,1.687,10.34,-0.26,弱突破,2021-09-01 16:00,47748.64,0,0.314,弱突破平仓,2021
623,2021-08-31 04:00,做空,47414.76,772.38,1.587,14.52,-1.41,确认,2021-08-31 20:00,47414.76,4,0.0,KAMA跟踪止损,2021
624,2021-08-25 20:00,做多,48605.99,840.58,1.766,14.34,-0.3,弱突破,2021-08-25 20:00,48799.29,0,0.23,弱突破平仓,2021
625,2021-08-06 00:00,做多,39538.96,923.97,2.384,2.97,-1.76,确认,2021-08-09 00:00,43388.2,18,5.467,KAMA跟踪止损,2021
626,2021-08-04 20:00,做多,38554.26,884.18,2.318,1.61,-0.15,确认,2021-08-05 16:00,38554.26,5,0.0,KAMA跟踪止损,2021
627,2021-08-03 08:00,做空,38684.84,952.81,2.434,4.51,0.98,弱突破,2021-08-03 08:00,38647.22,0,0.039,弱突破平仓,2021
628,2021-07-28 04:00,做多,38741.82,981.85,2.6,2.32,1.73,确认,2021-07-30 16:00,38935.28,15,-1.632,KAMA跟踪止损,2021
629,2021-07-27 20:00,做多,38021.73,980.06,2.578,3.03,2.14,弱突破,2021-07-27 20:00,38210.4,0,0.193,弱突破平仓,2021
630,2021-07-27 00:00,做多,39239.91,840.53,2.179,4.73,0.78,弱突破,2021-07-27 00:00,39371.41,0,0.156,弱突破平仓,2021
631,2021-05-13 00:00,做空,55318.95,1374.89,2.477,2.72,3.95,确认,2021-05-13 08:00,48680.68,2,5.546,止盈,2021
632,2021-05-12 08:00,做多,56887.81,1391.85,2.454,4.69,2.59,确认,2021-05-12 20:00,55495.97,3,-1.0,前3K止损,2021
633,2021-05-12 00:00,做多,56232.37,1450.73,2.587,3.53,1.61,弱突破,2021-05-12 00:00,56655.01,0,0.291,弱突破平仓,2021
634,2021-05-07 20:00,做多,57158.75,1364.54,2.415,5.07,0.12,弱突破,2021-05-07 20:00,57544.42,0,0.283,弱突破平仓,2021
635,2021-05-05 20:00,做多,55894.24,1362.61,2.469,2.97,3.63,确认,2021-05-07 00:00,56280.52,7,-1.017,KAMA跟踪止损,2021
636,2021-05-04 20:00,做空,54689.52,1205.45,2.145,5.07,1.75,确认,2021-05-05 12:00,54689.52,4,0.0,KAMA跟踪止损,2021
637,2021-04-30 20:00,做多,54828.01,1257.78,2.317,2.11,1.35,确认,2021-05-02 08:00,57105.48,9,1.852,KAMA跟踪止损,2021
638,2021-04-30 12:00,做多,53858.11,1307.85,2.436,0.99,-0.13,弱突破,2021-04-30 12:00,54354.0,0,0.379,弱突破平仓,2021
639,2021-04-30 00:00,做空,53358.85,1341.82,2.496,1.37,0.95,弱突破,2021-04-30 00:00,52889.17,0,0.35,弱突破平仓,2021
640,2021-04-29 00:00,做多,55316.59,1358.85,2.5,2.54,-0.79,弱突破,2021-04-29 00:00,55417.91,0,0.075,弱突破平仓,2021
641,2021-04-28 12:00,做空,54294.0,1394.48,2.545,3.36,0.37,弱突破,2021-04-28 12:00,54282.36,0,0.008,弱突破平仓,2021
642,2021-04-27 16:00,做多,54859.91,1555.07,2.851,2.99,0.97,弱突破,2021-04-27 16:00,55115.2,0,0.164,弱突破平仓,2021
643,2021-04-27 12:00,做多,54339.47,1551.92,2.902,0.98,-0.17,弱突破,2021-04-27 12:00,54540.99,0,0.13,弱突破平仓,2021
644,2021-04-27 00:00,做多,53906.96,1596.99,2.981,1.27,2.22,弱突破,2021-04-27 00:00,54017.49,0,0.069,弱突破平仓,2021
645,2021-04-26 16:00,做多,53040.47,1661.52,3.146,-0.15,7.0,弱突破,2021-04-26 16:00,53595.2,0,0.334,弱突破平仓,2021
646,2021-04-26 12:00,做多,52536.69,1697.1,3.238,-0.93,4.25,弱突破,2021-04-26 12:00,52815.88,0,0.165,弱突破平仓,2021
647,2021-04-23 04:00,做空,52263.5,1692.51,3.196,-0.31,2.21,弱突破,2021-04-23 04:00,51723.66,0,0.319,弱突破平仓,2021
648,2021-04-23 00:00,做空,53151.09,1628.22,2.978,2.92,-2.18,弱突破,2021-04-23 00:00,52949.78,0,0.124,弱突破平仓,2021
649,2021-04-22 08:00,做空,53632.29,1626.37,3.023,1.2,1.4,弱突破,2021-04-22 08:00,53503.28,0,0.079,弱突破平仓,2021
650,2021-04-22 04:00,做空,54282.45,1615.68,2.913,4.34,-0.31,弱突破,2021-04-22 04:00,53794.03,0,0.302,弱突破平仓,2021
651,2021-04-21 16:00,做空,54992.07,1627.59,2.944,4.01,2.28,弱突破,2021-04-21 16:00,54558.51,0,0.266,弱突破平仓,2021
652,2021-04-21 00:00,做多,56457.43,1718.36,3.106,4.13,1.45,弱突破,2021-04-21 00:00,56579.24,0,0.071,弱突破平仓,2021
653,2021-04-10 08:00,做多,58808.29,932.14,1.603,14.77,-0.7,弱突破,2021-04-10 08:00,59269.8,0,0.495,弱突破平仓,2021
654,2020-10-29 20:00,做多,13318.44,209.5,1.606,14.25,-1.59,确认,2020-10-30 12:00,13368.31,4,0.238,KAMA跟踪止损,2020
655,2020-10-19 20:00,做多,11534.6,95.55,0.833,5.44,-0.24,确认,2020-10-23 08:00,12885.59,21,26.707,KAMA跟踪止损,2020
656,2020-10-18 12:00,做多,11397.0,103.73,0.913,4.66,0.25,确认,2020-10-19 08:00,11413.54,5,0.159,KAMA跟踪止损,2020
657,2020-10-16 00:00,做多,11419.82,114.87,1.008,5.43,0.16,确认,2020-10-16 12:00,11304.95,3,-1.0,前3K止损,2020
658,2020-10-15 16:00,做空,11337.84,112.2,0.985,5.42,-0.52,弱突破,2020-10-15 16:00,11313.42,0,0.218,弱突破平仓,2020
659,2020-10-14 20:00,做空,11360.13,114.29,1.006,5.31,0.49,弱突破,2020-10-14 20:00,11317.53,0,0.373,弱突破平仓,2020
660,2020-10-14 16:00,做空,11366.83,115.81,1.015,5.76,-0.2,弱突破,2020-10-14 16:00,11363.21,0,0.031,弱突破平仓,2020
661,2020-10-12 20:00,做多,11412.82,106.66,0.948,4.59,-1.08,确认,2020-10-13 16:00,11412.82,5,0.0,KAMA跟踪止损,2020
662,2020-10-12 16:00,做空,11284.62,102.32,0.899,5.8,-0.36,弱突破,2020-10-12 16:00,11247.14,0,0.366,弱突破平仓,2020
663,2020-10-08 20:00,做多,10664.77,80.83,0.763,-0.81,-0.59,确认,2020-10-12 04:00,11296.03,20,13.04,KAMA跟踪止损,2020
664,2020-10-08 12:00,做空,10600.49,80.31,0.755,-0.47,-0.11,弱突破,2020-10-08 12:00,10587.75,0,0.159,弱突破平仓,2020
665,2020-10-08 00:00,做多,10643.31,85.2,0.802,-0.51,0.51,弱突破,2020-10-08 00:00,10647.59,0,0.05,弱突破平仓,2020
666,2020-10-07 00:00,做空,10616.24,86.95,0.81,0.48,0.25,确认,2020-10-07 16:00,10616.24,4,0.0,KAMA跟踪止损,2020
667,2020-10-06 16:00,做空,10701.35,83.8,0.783,0.27,0.19,弱突破,2020-10-06 16:00,10693.11,0,0.098,弱突破平仓,2020
668,2020-10-06 04:00,做多,10768.87,86.72,0.808,0.44,0.47,弱突破,2020-10-06 04:00,10784.99,0,0.186,弱突破平仓,2020
669,2020-10-05 00:00,做多,10630.5,91.87,0.868,-0.86,0.42,弱突破,2020-10-05 00:00,10667.36,0,0.401,弱突破平仓,2020
670,2020-10-01 20:00,做空,10772.99,102.31,0.939,1.98,-1.16,确认,2020-10-04 12:00,10607.63,16,1.657,KAMA跟踪止损,2020
671,2020-10-01 16:00,做多,10850.94,102.44,0.947,1.25,1.01,弱突破,2020-10-01 16:00,10897.74,0,0.457,弱突破平仓,2020
672,2020-09-30 04:00,做多,10791.87,109.1,1.016,0.47,0.14,弱突破,2020-09-30 04:00,10836.99,0,0.414,弱突破平仓,2020
673,2020-09-28 08:00,做多,10776.2,112.33,1.043,0.81,1.37,确认,2020-09-29 04:00,10776.2,5,0.0,KAMA跟踪止损,2020
674,2020-09-27 16:00,做空,10627.57,116.58,1.093,-0.12,0.44,弱突破,2020-09-27 16:00,10622.43,0,0.044,弱突破平仓,2020
675,2020-09-25 00:00,做多,10542.0,132.41,1.257,-1.31,2.32,确认,2020-09-27 12:00,10673.61,15,0.214,KAMA跟踪止损,2020
676,2020-09-23 12:00,做空,10445.97,124.95,1.193,-1.92,-0.21,弱突破,2020-09-23 12:00,10423.49,0,0.18,弱突破平仓,2020
677,2020-09-21 16:00,做空,10813.56,116.18,1.066,1.9,-0.31,确认,2020-09-23 04:00,10560.5,9,0.935,KAMA跟踪止损,2020
678,2020-09-20 20:00,做空,10896.48,116.07,1.06,2.28,1.16,确认,2020-09-21 12:00,10896.48,4,0.0,KAMA跟踪止损,2020
679,2020-09-19 16:00,做多,10974.47,116.53,1.069,1.87,0.34,确认,2020-09-20 08:00,10974.47,4,0.0,KAMA跟踪止损,2020
680,2020-09-19 00:00,做空,10870.54,125.89,1.156,1.97,0.22,弱突破,2020-09-19 00:00,10858.53,0,0.095,弱突破平仓,2020
681,2020-09-18 04:00,做多,10920.68,134.61,1.234,2.19,0.31,弱突破,2020-09-18 04:00,10934.18,0,0.1,弱突破平仓,2020
682,2020-09-16 20:00,做多,10932.45,138.82,1.274,2.09,1.06,弱突破,2020-09-16 20:00,10998.0,0,0.472,弱突破平仓,2020
683,2020-09-16 12:00,做多,10870.1,138.99,1.29,0.97,-0.08,弱突破,2020-09-16 12:00,10911.3,0,0.296,弱突破平仓,2020
684,2020-09-14 20:00,做多,10467.3,130.7,1.249,-1.81,1.34,确认,2020-09-16 00:00,10702.38,7,2.079,KAMA跟踪止损,2020
685,2020-09-13 16:00,做空,10402.91,137.54,1.305,-1.12,-0.75,确认,2020-09-14 16:00,10402.91,6,0.0,KAMA跟踪止损,2020
686,2020-09-03 20:00,做空,11195.49,160.6,1.431,4.13,1.53,确认,2020-09-05 00:00,10510.42,7,5.374,KAMA跟踪止损,2020
