序号,信号时间,方向,6K极值,回调基准,是否有回调基准,回调基准偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
406,2021-06-28 04:00,做多,33562.0,,否,,1223.43,3.645,34687.71,32377.3,34762.0,成交,确认,33562.0,33194.97,40945.64,2021-06-30 16:00,34595.63,15,0.069,KAMA跟踪止损,是,35544.42,否,9.12,0.87,,,2021
407,2021-06-30 20:00,做空,34401.0,35320.0,是,2.671,1086.43,3.158,34191.68,34060.0,35002.3,未成交,确认,35320.0,35645.93,31081.6,2021-07-03 04:00,33801.53,14,0.971,KAMA跟踪止损,是,33337.58,否,7.5,0.37,7.5,0.971,2021
408,2021-07-03 12:00,做多,33892.72,,否,,950.04,2.803,34477.46,33425.84,34650.0,成交,确认,33892.72,33607.71,41349.12,2021-07-05 08:00,35097.6,11,0.775,KAMA跟踪止损,是,35565.98,否,6.09,0.9,,,2021
409,2021-07-05 16:00,做空,34000.0,,否,,780.78,2.296,33363.31,33290.0,34538.0,成交,确认,34000.0,34234.23,29920.0,2021-07-06 00:00,34234.23,2,-0.3,前3K止损,否,,是,2.85,-0.76,,,2021
410,2021-07-06 12:00,做多,34538.0,34538.0,是,0.0,783.64,2.269,34853.46,33886.07,34948.0,成交,弱突破,34538.0,34302.91,42136.36,2021-07-06 12:00,34853.46,0,0.403,弱突破平仓,否,,是,0.0,0.0,,,2021
411,2021-07-08 08:00,做空,33756.48,33925.0,是,0.499,757.59,2.244,33283.2,33046.7,33910.0,未成交,确认,33925.0,34152.28,29854.0,2021-07-09 20:00,33311.07,9,-0.291,KAMA跟踪止损,是,32476.39,否,5.48,0.66,5.48,-0.291,2021
412,2021-07-10 04:00,做多,33700.0,,否,,735.6,2.183,33805.01,33358.0,34100.0,成交,弱突破,33700.0,33479.32,41114.0,2021-07-10 04:00,33805.01,0,0.143,弱突破平仓,否,,是,0.0,0.0,,,2021
413,2021-07-12 04:00,做多,34105.0,,否,,624.54,1.831,34253.81,33690.55,34629.62,成交,弱突破,34105.0,33917.64,41608.1,2021-07-12 04:00,34253.81,0,0.238,弱突破平仓,否,,是,0.0,0.0,,,2021
414,2021-07-12 20:00,做空,33517.61,33645.94,是,0.383,643.21,1.919,33340.32,33301.0,33629.99,未成交,弱突破,33645.94,33838.9,29608.43,2021-07-12 20:00,33340.32,0,0.475,弱突破平仓,否,,是,0.0,0.0,0,0.475,2021
415,2021-07-13 00:00,做空,33301.0,33690.55,是,1.17,627.5,1.884,32828.59,32714.42,33433.0,未成交,确认,33690.55,33878.8,29647.68,2021-07-14 20:00,32756.81,11,0.771,KAMA跟踪止损,是,32306.71,否,6.34,1.05,6.34,0.771,2021
416,2021-07-15 20:00,做空,31763.14,32273.0,是,1.605,635.4,2.0,31673.4,31401.2,32130.0,未成交,确认,32273.0,32463.62,28400.24,2021-07-17 00:00,32196.59,7,-1.636,KAMA跟踪止损,是,31080.62,否,3.89,0.09,3.89,-1.636,2021
417,2021-07-18 08:00,做多,31945.0,31945.0,是,0.0,591.65,1.852,32155.46,31451.0,32435.93,成交,弱突破,31945.0,31767.51,38972.9,2021-07-18 08:00,32155.46,0,0.356,弱突破平仓,否,,是,0.0,0.0,,,2021
418,2021-07-19 20:00,做空,31075.1,31075.1,是,0.0,567.4,1.826,30672.99,30358.77,31365.0,成交,确认,31075.1,31245.32,27346.09,2021-07-21 12:00,30273.95,10,0.194,KAMA跟踪止损,是,29582.94,否,5.9,0.08,,,2021
419,2021-07-21 16:00,做多,30933.19,29978.0,是,3.088,611.22,1.976,31500.0,30700.0,31646.15,未成交,确认,29978.0,29794.64,36573.16,2021-07-25 20:00,34113.62,25,10.381,KAMA跟踪止损,是,31904.38,否,16.02,4.78,16.02,10.381,2021
420,2021-07-26 04:00,做多,34780.0,34780.0,是,0.0,596.14,1.714,35370.66,34260.0,35400.0,成交,确认,34780.0,34601.16,42431.6,2021-07-26 08:00,42431.6,1,19.805,止盈,是,38276.54,是,38.5,1.17,,,2021
421,2021-07-28 08:00,做多,39546.34,,否,,1295.94,3.277,39815.0,38861.61,40388.0,成交,弱突破,39546.34,39157.56,48246.53,2021-07-28 08:00,39815.0,0,0.207,弱突破平仓,否,,是,0.0,0.0,,,2021
422,2021-07-28 16:00,做多,40388.0,,否,,1290.49,3.195,40729.99,39350.0,40894.0,成交,弱突破,40388.0,40000.85,49273.36,2021-07-28 16:00,40729.99,0,0.265,弱突破平仓,否,,是,0.0,0.0,,,2021
423,2021-07-30 16:00,做空,39365.33,39365.33,是,0.0,1141.51,2.9,38637.34,38320.0,39768.08,成交,确认,39365.33,39707.78,34641.49,2021-07-31 00:00,39707.78,2,-0.3,前3K止损,否,,是,2.06,-1.31,,,2021
424,2021-07-31 04:00,做多,40400.0,40400.0,是,0.0,1123.27,2.78,42203.25,39707.44,42316.6,成交,确认,40400.0,40063.02,49288.0,2021-08-02 00:00,40676.22,11,-1.307,KAMA跟踪止损,是,42420.62,否,5.48,0.42,,,2021
425,2021-08-02 04:00,做空,40567.73,41091.77,是,1.292,1032.91,2.546,39846.78,39350.4,41512.87,成交,确认,41091.77,41401.64,36160.76,2021-08-04 16:00,38229.9,15,4.035,KAMA跟踪止损,是,39535.48,否,8.74,1.56,,,2021
426,2021-08-04 20:00,做多,38700.0,38700.0,是,0.0,952.38,2.461,39289.96,38143.22,39444.0,成交,确认,38700.0,38414.29,47214.0,2021-08-05 16:00,38700.0,5,0.0,KAMA跟踪止损,否,,否,3.3,-2.3,,,2021
427,2021-08-06 00:00,做多,39975.32,39975.32,是,0.0,979.0,2.449,40694.19,38704.0,41350.0,成交,确认,39975.32,39681.62,48769.89,2021-08-09 00:00,43389.87,18,4.689,KAMA跟踪止损,是,42213.52,否,13.44,-0.31,,,2021
428,2021-08-09 16:00,做多,45197.89,45197.89,是,0.0,1105.46,2.446,45930.81,43590.7,46080.0,成交,确认,45197.89,44866.25,55141.43,2021-08-10 20:00,45197.89,7,0.0,KAMA跟踪止损,否,,否,3.54,-0.77,,,2021
429,2021-08-11 12:00,做多,46201.0,46201.0,是,0.0,1096.01,2.372,46367.38,45450.0,46450.0,成交,弱突破,46201.0,45872.2,56365.22,2021-08-11 12:00,46367.38,0,0.152,弱突破平仓,否,,是,0.0,0.0,,,2021
430,2021-08-12 12:00,做空,45363.45,45450.0,是,0.191,1033.29,2.278,45230.0,44820.0,46023.0,成交,弱突破,45450.0,45759.99,39996.0,2021-08-12 12:00,45230.0,0,0.213,弱突破平仓,否,,是,0.0,0.0,,,2021
431,2021-08-12 16:00,做空,44820.0,,否,,1041.78,2.324,44764.31,44610.01,45680.0,成交,弱突破,44820.0,45132.53,39441.6,2021-08-12 16:00,44764.31,0,0.053,弱突破平仓,否,,是,0.0,0.0,,,2021
432,2021-08-12 20:00,做空,44610.01,,否,,1043.19,2.338,44203.37,43925.0,44972.44,成交,弱突破,44610.01,44922.97,39256.81,2021-08-12 20:00,44203.37,0,0.39,弱突破平仓,否,,是,0.0,0.0,,,2021
433,2021-08-13 12:00,做多,46023.0,46023.0,是,0.0,1017.51,2.211,46108.85,44908.0,46349.46,成交,弱突破,46023.0,45717.75,56148.06,2021-08-13 12:00,46108.85,0,0.084,弱突破平仓,否,,是,0.0,0.0,,,2021
434,2021-08-14 04:00,做多,46681.82,,否,,964.3,2.066,47792.52,46411.0,47980.69,成交,确认,46681.82,46392.53,56951.82,2021-08-14 16:00,46392.53,3,-0.3,前3K止损,否,,是,3.47,-1.46,,,2021
435,2021-08-15 12:00,做空,46000.0,46000.0,是,0.0,961.8,2.091,45788.25,45666.0,46914.09,成交,弱突破,46000.0,46288.54,40480.0,2021-08-15 12:00,45788.25,0,0.22,弱突破平仓,否,,是,0.0,0.0,,,2021
436,2021-08-16 08:00,做多,47388.75,47388.75,是,0.0,958.36,2.022,47391.88,46769.91,48074.23,成交,弱突破,47388.75,47101.24,57814.28,2021-08-16 08:00,47391.88,0,0.003,弱突破平仓,否,,是,0.0,0.0,,,2021
437,2021-08-18 04:00,做空,45240.0,45240.0,是,0.0,1005.6,2.223,44704.84,44412.01,45565.11,成交,确认,45240.0,45541.68,39811.2,2021-08-18 16:00,45541.68,3,-0.3,前3K止损,否,,是,2.24,-0.73,,,2021
438,2021-08-19 08:00,做空,44227.32,44227.32,是,0.0,996.58,2.253,44058.62,44050.0,45243.81,成交,弱突破,44227.32,44526.29,38920.04,2021-08-19 08:00,44058.62,0,0.169,弱突破平仓,否,,是,0.0,0.0,,,2021
439,2021-08-20 00:00,做多,46050.0,46050.0,是,0.0,1017.17,2.209,46719.82,45427.01,46783.0,成交,确认,46050.0,45744.85,56181.0,2021-08-22 20:00,48551.35,17,2.261,KAMA跟踪止损,是,48752.38,否,8.21,0.69,,,2021
440,2021-08-23 08:00,做多,49556.2,49500.0,是,0.113,918.12,1.853,50306.81,49100.0,50476.0,成交,确认,49500.0,49224.56,60390.0,2021-08-24 00:00,49500.0,4,0.0,KAMA跟踪止损,否,,否,2.22,-0.77,,,2021
441,2021-08-24 20:00,做空,48801.01,48801.01,是,0.0,876.8,1.797,48370.25,48252.0,49480.35,成交,弱突破,48801.01,49064.05,42944.89,2021-08-24 20:00,48370.25,0,0.491,弱突破平仓,否,,是,0.0,0.0,,,2021
442,2021-08-25 04:00,做空,47750.05,48801.01,是,2.201,885.64,1.855,47719.36,47600.0,48428.34,未成交,确认,48801.01,49066.7,42944.89,2021-08-25 20:00,48480.59,4,0.362,KAMA跟踪止损,否,,否,3.42,-0.1,3.42,0.362,2021
443,2021-08-26 12:00,做空,47130.57,47130.57,是,0.0,915.0,1.941,46920.11,46600.0,48090.0,成交,弱突破,47130.57,47405.07,41474.9,2021-08-26 12:00,46920.11,0,0.23,弱突破平仓,否,,是,0.0,0.0,,,2021
444,2021-08-27 20:00,做多,47795.13,47454.74,是,0.712,921.35,1.928,48199.56,47022.97,48444.0,成交,确认,47454.74,47178.34,57894.78,2021-08-28 20:00,48644.77,6,0.815,KAMA跟踪止损,是,49083.98,否,3.96,1.15,,,2021
445,2021-08-29 08:00,做空,48395.65,48395.65,是,0.0,823.07,1.701,48242.87,48100.0,49769.2,成交,弱突破,48395.65,48642.57,42588.17,2021-08-29 08:00,48242.87,0,0.186,弱突破平仓,否,,是,0.0,0.0,,,2021
446,2021-08-31 04:00,做空,47400.0,,否,,805.2,1.699,47024.7,46876.49,48746.81,成交,弱突破,47400.0,47641.56,41712.0,2021-08-31 04:00,47024.7,0,0.466,弱突破平仓,否,,是,0.0,0.0,,,2021
447,2021-09-02 00:00,做多,47888.0,47617.36,是,0.565,805.86,1.683,48200.44,47440.0,49160.79,成交,确认,47617.36,47375.6,58093.18,2021-09-03 08:00,49212.62,8,2.438,KAMA跟踪止损,是,48842.94,否,5.89,1.1,,,2021
448,2021-09-06 00:00,做多,50517.34,,否,,771.95,1.528,50723.01,50146.49,50911.0,成交,弱突破,50517.34,50285.75,61631.15,2021-09-06 00:00,50723.01,0,0.266,弱突破平仓,否,,是,0.0,0.0,,,2021
449,2021-09-06 04:00,做多,50911.0,,否,,771.58,1.516,51799.57,50665.12,51950.0,成交,确认,50911.0,50679.53,62111.42,2021-09-07 16:00,51844.96,9,0.123,KAMA跟踪止损,是,52683.97,否,4.01,-0.81,,,2021
450,2021-09-07 20:00,做空,50500.0,51040.0,是,1.069,825.12,1.634,46644.0,42088.0,51176.25,成交,确认,51040.0,51287.54,44915.2,2021-09-08 16:00,44915.2,5,9.602,止盈,是,46713.14,否,12.95,6.84,,,2021
451,2021-09-09 20:00,做多,46834.31,46834.31,是,0.0,1183.81,2.528,46989.14,45623.27,47243.35,成交,弱突破,46834.31,46479.17,57137.86,2021-09-09 20:00,46989.14,0,0.131,弱突破平仓,否,,是,0.0,0.0,,,2021
