序号,信号时间,成交时间,成交方式,方向,6K极值,回调突破线,回调偏移%,ATR,峰值价,峰值K时间,波段涨跌幅%_回调线基准,波段涨跌幅%_极值基准,入场后涨跌幅%,出场方式,出场时间,持仓K数,R值,年份
383,2024-05-05 20:00,2024-05-06 16:00,挂单触发,做多,64198.9,64198.9,0.0,1184.86,65500.0,2024-05-06 16:00,2.027,2.027,0.178,ATR止损,2024-05-06 16:00,0,-1.0,2024
384,2024-05-04 04:00,2024-05-04 04:00,信号K触发,做多,62239.6,59976.9,3.635,1248.39,64547.9,2024-05-04 16:00,7.621,3.709,5.427,KAMA跟踪(跌破KAMA),2024-05-05 08:00,7,1.5529,2024
385,2024-05-03 20:00,2024-05-03 20:00,信号K触发,做多,59976.9,59976.9,0.0,1248.39,62239.6,2024-05-03 20:00,3.773,3.773,1.657,保护性平仓,2024-05-03 20:00,0,0.3499,2024
386,2024-05-01 00:00,2024-05-01 00:00,信号K触发,做空,60517.6,62511.1,3.294,860.66,56537.7,2024-05-01 16:00,9.556,6.576,8.293,KAMA跟踪(跌破KAMA),2024-05-02 20:00,11,2.9439,2024
387,2024-04-30 16:00,2024-04-30 20:00,挂单触发,做空,61726.2,61726.2,0.0,868.27,60517.6,2024-04-30 20:00,1.958,1.958,0.559,保护性平仓,2024-04-30 20:00,0,0.1071,2024
388,2024-04-30 04:00,2024-04-30 08:00,挂单触发,做多,63716.9,63716.9,0.0,844.24,64700.0,2024-04-30 08:00,1.543,1.543,0.215,ATR止损,2024-04-30 08:00,0,-1.0,2024
389,2024-04-29 04:00,2024-04-29 08:00,挂单触发,做空,63115.0,63115.0,0.0,911.13,62056.1,2024-04-29 08:00,1.678,1.678,0.238,保护性平仓,2024-04-29 08:00,0,-0.0615,2024
390,2024-04-27 08:00,2024-04-27 08:00,信号K触发,做空,63291.5,63844.0,0.873,1047.67,62332.8,2024-04-27 08:00,2.367,1.515,0.738,保护性平仓,2024-04-27 08:00,0,-0.2395,2024
391,2024-04-25 00:00,2024-04-25 00:00,信号K触发,做空,64489.7,65924.7,2.225,1103.06,62721.3,2024-04-25 20:00,4.859,2.742,3.24,KAMA跟踪(跌破KAMA),2024-04-26 00:00,6,0.3314,2024
392,2024-04-24 20:00,2024-04-24 20:00,信号K触发,做空,65750.0,65750.0,0.0,1162.43,64489.7,2024-04-24 20:00,1.917,1.917,0.152,保护性平仓,2024-04-24 20:00,0,-0.0055,2024
393,2024-04-18 20:00,2024-04-19 12:00,挂单触发,做多,63049.9,62957.2,0.147,1684.96,65189.0,2024-04-19 12:00,3.545,3.393,0.846,保护性平仓,2024-04-19 12:00,0,-0.0727,2024
394,2024-04-17 20:00,2024-04-17 20:00,信号K触发,做空,61680.0,61680.0,0.0,1687.77,59713.2,2024-04-17 20:00,3.189,3.189,0.465,保护性平仓,2024-04-17 20:00,0,-0.1658,2024
395,2024-04-15 12:00,2024-04-15 12:00,信号K触发,做多,65842.8,64891.6,1.445,1593.8,66550.0,2024-04-15 12:00,2.556,1.074,0.097,保护性平仓,2024-04-15 12:00,0,-0.1635,2024
396,2024-04-12 20:00,2024-04-13 00:00,挂单触发,做空,69592.6,69592.6,0.0,1184.04,59652.5,2024-04-14 04:00,14.283,14.283,12.8,固定止盈,2024-04-14 04:00,7,6.0531,2024
397,2024-04-11 04:00,2024-04-11 04:00,信号K触发,做多,70130.0,69650.0,0.684,1145.88,71412.2,2024-04-11 04:00,2.53,1.828,0.871,保护性平仓,2024-04-11 04:00,0,-0.0996,2024
398,2024-04-09 20:00,2024-04-09 20:00,信号K触发,做空,69536.8,71276.0,2.501,1137.66,67546.2,2024-04-10 20:00,5.233,2.863,3.696,KAMA跟踪(跌破KAMA),2024-04-11 00:00,7,0.4119,2024
399,2024-04-08 12:00,2024-04-08 16:00,挂单触发,做多,70395.0,70395.0,0.0,1065.34,72890.4,2024-04-08 20:00,3.545,3.545,2.001,成本线止损,2024-04-09 08:00,4,0.0,2024
400,2024-04-05 00:00,2024-04-05 00:00,信号K触发,做多,67916.0,66624.0,1.902,1202.06,69329.7,2024-04-05 00:00,4.061,2.082,2.217,ATR止损,2024-04-05 12:00,3,-1.0,2024
401,2024-04-01 20:00,2024-04-01 20:00,信号K触发,做空,68895.5,70329.6,2.082,906.94,64500.0,2024-04-03 08:00,8.289,6.38,7.091,KAMA跟踪(跌破KAMA),2024-04-04 20:00,18,2.9227,2024
402,2024-04-01 12:00,2024-04-01 12:00,信号K触发,做空,69928.0,69928.0,0.0,959.13,68895.5,2024-04-01 12:00,1.477,1.477,0.106,保护性平仓,2024-04-01 12:00,0,-0.6966,2024
403,2024-04-01 00:00,2024-04-01 04:00,挂单触发,做多,70824.0,70373.8,0.636,1027.85,71495.5,2024-04-01 04:00,1.594,0.948,0.131,保护性平仓,2024-04-01 04:00,0,-0.0376,2024
404,2024-03-29 20:00,2024-03-29 20:00,信号K触发,做空,69612.8,70411.0,1.147,1359.71,69000.0,2024-03-29 20:00,2.004,0.88,0.074,保护性平仓,2024-03-29 20:00,0,-0.1389,2024
405,2024-03-25 04:00,2024-03-25 04:00,信号K触发,做多,66127.0,65245.3,1.333,1631.72,67700.0,2024-03-25 04:00,3.762,2.379,1.231,保护性平仓,2024-03-25 04:00,0,0.2353,2024
406,2024-03-22 16:00,2024-03-22 20:00,挂单触发,做空,64550.1,64550.1,0.0,1859.39,62614.5,2024-03-22 20:00,2.999,2.999,0.122,保护性平仓,2024-03-22 20:00,0,-0.6611,2024
407,2024-03-21 00:00,2024-03-21 04:00,挂单触发,做多,65802.8,65802.8,0.0,1789.38,68140.0,2024-03-21 04:00,3.552,3.552,0.81,ATR止损,2024-03-21 04:00,0,-1.0,2024
408,2024-03-19 08:00,2024-03-19 08:00,信号K触发,做空,66601.6,66814.6,0.32,1717.46,64893.1,2024-03-19 08:00,2.876,2.565,0.313,保护性平仓,2024-03-19 08:00,0,-0.4852,2024
409,2024-03-17 00:00,2024-03-17 04:00,挂单触发,做空,67420.0,67420.0,0.0,1850.2,64750.0,2024-03-17 04:00,3.96,3.96,1.25,保护性平仓,2024-03-17 04:00,0,0.1183,2024
410,2024-03-15 08:00,2024-03-15 08:00,信号K触发,做空,68600.0,72540.5,5.744,1303.95,65580.0,2024-03-15 16:00,9.595,4.402,7.941,KAMA跟踪(跌破KAMA),2024-03-16 00:00,4,0.7259,2024
411,2024-03-14 20:00,2024-03-15 00:00,挂单触发,做空,71671.1,71671.1,0.0,1385.06,68600.0,2024-03-15 00:00,4.285,4.285,2.399,ATR止损,2024-03-15 04:00,1,-1.0,2024
412,2024-03-11 16:00,2024-03-11 16:00,信号K触发,做多,71537.7,69999.8,2.15,1259.42,72346.3,2024-03-11 16:00,3.352,1.13,1.526,保护性平仓,2024-03-11 16:00,0,0.2377,2024
413,2024-03-11 12:00,2024-03-11 12:00,信号K触发,做多,69999.8,69999.8,0.0,1259.42,71537.7,2024-03-11 12:00,2.197,2.197,0.391,保护性平仓,2024-03-11 12:00,0,-0.0281,2024
414,2024-03-06 00:00,2024-03-06 00:00,信号K触发,做空,65021.1,66100.0,1.659,1162.89,59112.0,2024-03-06 00:00,10.572,9.088,8.97,ATR止损,2024-03-06 12:00,3,-1.0,2024
415,2024-03-04 00:00,2024-03-04 08:00,挂单触发,做多,62720.0,62276.6,0.707,1109.46,64429.3,2024-03-04 08:00,3.457,2.725,1.646,保护性平仓,2024-03-04 08:00,0,0.1242,2024
416,2024-02-26 20:00,2024-02-26 20:00,信号K触发,做多,52050.0,52050.0,0.0,525.93,64300.0,2024-02-29 00:00,23.535,23.535,22.299,固定止盈,2024-02-29 00:00,13,20.7729,2024
417,2024-02-25 00:00,2024-02-25 08:00,挂单触发,做多,51228.6,51228.6,0.0,675.21,51949.8,2024-02-25 08:00,1.408,1.408,0.089,保护性平仓,2024-02-25 08:00,0,-0.3697,2024
418,2024-02-20 08:00,2024-02-21 00:00,挂单触发,做空,51688.8,51933.1,0.473,660.38,50788.0,2024-02-21 00:00,2.205,1.743,0.945,ATR止损,2024-02-21 00:00,0,-1.0,2024
419,2024-02-14 16:00,2024-02-14 16:00,信号K触发,做多,50290.0,50290.0,0.0,668.58,52859.0,2024-02-15 20:00,5.108,5.108,3.729,KAMA跟踪(跌破KAMA),2024-02-17 20:00,19,0.6622,2024
420,2024-02-12 20:00,2024-02-12 20:00,信号K触发,做多,48846.0,48469.3,0.771,586.72,50428.8,2024-02-13 08:00,4.043,3.24,2.798,成本线止损,2024-02-13 20:00,6,0.0,2024
421,2024-02-11 04:00,2024-02-11 08:00,挂单触发,做多,47671.7,47671.7,0.0,608.75,48571.4,2024-02-11 08:00,1.887,1.887,0.603,保护性平仓,2024-02-11 08:00,0,0.3888,2024
422,2024-02-08 00:00,2024-02-08 04:00,挂单触发,做多,43378.8,43378.8,0.0,473.13,48230.3,2024-02-10 00:00,11.184,11.184,9.984,KAMA跟踪(跌破KAMA),2024-02-10 16:00,15,6.7652,2024
423,2024-02-05 16:00,2024-02-05 20:00,挂单触发,做多,43168.4,43112.1,0.13,457.05,43580.0,2024-02-05 20:00,1.085,0.953,0.025,ATR止损,2024-02-05 20:00,0,-1.0,2024
424,2024-02-04 12:00,2024-02-05 04:00,挂单触发,做空,42858.3,42858.3,0.0,512.45,42176.7,2024-02-05 04:00,1.59,1.59,0.399,保护性平仓,2024-02-05 04:00,0,-0.438,2024
425,2024-01-30 08:00,2024-01-30 08:00,信号K触发,做多,43340.8,42493.0,1.956,521.7,43888.0,2024-01-30 20:00,3.283,1.263,2.03,成本线止损,2024-01-31 04:00,5,0.0,2024
426,2024-01-29 20:00,2024-01-30 00:00,挂单触发,做多,42525.0,42525.0,0.0,512.3,43298.0,2024-01-30 00:00,1.818,1.818,0.606,ATR止损,2024-01-30 00:00,0,-1.0,2024
427,2024-01-26 16:00,2024-01-26 16:00,信号K触发,做多,40300.0,40300.0,0.0,607.12,42836.0,2024-01-28 12:00,6.293,6.293,4.715,KAMA跟踪(跌破KAMA),2024-01-29 00:00,14,1.6922,2024
428,2024-01-23 16:00,2024-01-23 16:00,信号K触发,做空,39402.0,39402.0,0.0,585.4,38652.3,2024-01-23 16:00,1.903,1.903,0.423,保护性平仓,2024-01-23 16:00,0,-0.0572,2024
429,2024-01-22 08:00,2024-01-22 12:00,挂单触发,做空,41500.0,41544.0,0.106,548.13,40666.0,2024-01-22 12:00,2.113,2.01,0.805,保护性平仓,2024-01-22 12:00,0,-0.0853,2024
430,2024-01-19 00:00,2024-01-19 00:00,信号K触发,做空,42200.0,42200.0,0.0,705.34,40673.6,2024-01-19 04:00,3.617,3.617,1.979,成本线止损,2024-01-19 16:00,4,0.0,2024
431,2024-01-13 00:00,2024-01-13 00:00,信号K触发,做空,44360.8,45600.0,2.793,1143.14,41370.0,2024-01-13 04:00,9.276,6.742,6.943,KAMA跟踪(跌破KAMA),2024-01-14 12:00,9,1.2211,2024
432,2024-01-12 20:00,2024-01-12 20:00,信号K触发,做空,45527.5,45600.0,0.159,1143.14,44360.8,2024-01-12 20:00,2.718,2.563,0.216,保护性平仓,2024-01-12 20:00,0,-0.0335,2024
433,2024-01-08 16:00,2024-01-08 20:00,挂单触发,做多,44486.9,44486.9,0.0,682.72,45440.0,2024-01-08 20:00,2.142,2.142,0.599,ATR止损,2024-01-08 20:00,0,-1.0,2024
434,2024-01-03 20:00,2024-01-03 20:00,信号K触发,做空,43500.0,44598.0,2.524,614.59,40333.0,2024-01-03 20:00,9.563,7.28,8.3,KAMA跟踪(跌破KAMA),2024-01-04 20:00,6,0.7091,2024
435,2024-01-03 16:00,2024-01-03 16:00,信号K触发,做空,44598.0,44598.0,0.0,614.59,43500.0,2024-01-03 16:00,2.462,2.462,1.099,保护性平仓,2024-01-03 16:00,0,0.4141,2024
436,2024-01-02 04:00,2024-01-02 04:00,信号K触发,做多,43593.2,42832.0,1.746,528.33,45950.0,2024-01-02 16:00,7.28,5.406,5.972,KAMA跟踪(跌破KAMA),2024-01-03 00:00,5,2.7793,2024
437,2024-01-02 00:00,2024-01-02 00:00,信号K触发,做多,42887.5,42832.0,0.129,528.33,43593.2,2024-01-02 00:00,1.777,1.645,0.537,保护性平仓,2024-01-02 00:00,0,0.3707,2024
438,2023-12-28 20:00,2023-12-29 08:00,挂单触发,做空,42726.6,42726.6,0.0,532.61,42123.1,2023-12-29 08:00,1.412,1.412,0.168,ATR止损,2023-12-29 08:00,0,-1.0,2023
439,2023-12-27 16:00,2023-12-28 04:00,挂单触发,做多,42870.0,42870.0,0.0,516.34,43700.0,2023-12-28 04:00,1.936,1.936,0.723,保护性平仓,2023-12-28 04:00,0,0.1307,2023
440,2023-12-26 12:00,2023-12-26 12:00,信号K触发,做空,43083.2,43083.2,0.0,485.99,42552.3,2023-12-26 12:00,1.232,1.232,0.105,保护性平仓,2023-12-26 12:00,0,-0.4146,2023
441,2023-12-25 04:00,2023-12-25 04:00,信号K触发,做空,43421.0,43421.0,0.0,511.51,42550.0,2023-12-25 04:00,2.006,2.006,0.838,保护性平仓,2023-12-25 04:00,0,-0.1934,2023
442,2023-12-20 20:00,2023-12-20 20:00,信号K触发,做多,43068.5,43068.5,0.0,643.48,44384.6,2023-12-20 20:00,3.056,3.056,1.539,成本线止损,2023-12-21 12:00,4,-0.0519,2023
443,2023-12-19 04:00,2023-12-19 08:00,挂单触发,做多,42226.8,42226.8,0.0,618.15,43550.0,2023-12-19 08:00,3.134,3.134,1.646,保护性平仓,2023-12-19 08:00,0,0.4128,2023
444,2023-12-14 00:00,2023-12-14 00:00,信号K触发,做多,41979.0,41577.0,0.958,696.34,43517.6,2023-12-14 04:00,4.667,3.665,2.943,成本线止损,2023-12-14 20:00,5,0.0,2023
445,2023-12-11 08:00,2023-12-11 08:00,信号K触发,做空,43552.5,43624.0,0.164,503.56,40228.3,2023-12-12 00:00,7.784,7.633,6.707,KAMA跟踪(跌破KAMA),2023-12-12 12:00,7,2.0717,2023
446,2023-12-06 00:00,2023-12-06 00:00,信号K触发,做多,42542.0,42440.0,0.24,538.77,44528.1,2023-12-06 04:00,4.92,4.669,3.605,KAMA跟踪(跌破KAMA),2023-12-07 16:00,10,1.0233,2023
447,2023-12-04 08:00,2023-12-04 08:00,信号K触发,做多,40410.1,39549.0,2.131,412.06,42440.0,2023-12-05 04:00,7.31,5.023,6.203,KAMA跟踪(跌破KAMA),2023-12-05 12:00,7,3.5579,2023
448,2023-12-04 04:00,2023-12-04 04:00,信号K触发,做多,39847.0,39725.0,0.306,418.28,40410.1,2023-12-04 04:00,1.725,1.413,0.665,保护性平仓,2023-12-04 04:00,0,-0.3911,2023
449,2023-12-03 00:00,2023-12-03 00:00,信号K触发,做多,38989.0,38989.0,0.0,431.81,39900.0,2023-12-03 00:00,2.337,2.337,1.216,保护性平仓,2023-12-03 00:00,0,-0.0102,2023
450,2023-12-01 12:00,2023-12-01 16:00,挂单触发,做多,38132.0,38132.0,0.0,430.03,38844.0,2023-12-01 16:00,1.867,1.867,0.731,保护性平仓,2023-12-01 16:00,0,0.0371,2023
451,2023-11-28 20:00,2023-11-29 00:00,挂单触发,做多,37338.0,37338.0,0.0,403.87,38500.0,2023-11-29 16:00,3.112,3.112,2.009,成本线止损,2023-11-29 20:00,5,0.0,2023
452,2023-11-27 20:00,2023-11-27 20:00,信号K触发,做空,36829.8,37126.0,0.804,392.86,36725.1,2023-11-27 20:00,1.08,0.284,0.022,保护性平仓,2023-11-27 20:00,0,-0.0256,2023
453,2023-11-26 20:00,2023-11-27 00:00,挂单触发,做空,37607.6,37607.6,0.0,465.97,37126.0,2023-11-27 00:00,1.281,1.281,0.042,保护性平仓,2023-11-27 00:00,0,-0.4686,2023
454,2023-11-24 20:00,2023-11-24 20:00,信号K触发,做多,38200.0,37544.9,1.715,547.56,38425.0,2023-11-24 20:00,2.344,0.589,0.873,保护性平仓,2023-11-24 20:00,0,0.228,2023
455,2023-11-24 16:00,2023-11-24 16:00,信号K触发,做多,37650.0,37650.0,0.0,540.14,38200.0,2023-11-24 16:00,1.461,1.461,0.026,保护性平仓,2023-11-24 16:00,0,-0.8154,2023
456,2023-11-20 00:00,2023-11-20 04:00,挂单触发,做多,36900.0,36900.0,0.0,535.76,37528.2,2023-11-20 04:00,1.702,1.702,0.247,保护性平仓,2023-11-20 04:00,0,-0.1117,2023
457,2023-11-17 00:00,2023-11-17 00:00,信号K触发,做空,36251.0,36256.0,0.014,576.48,35486.1,2023-11-17 00:00,2.124,2.11,0.542,保护性平仓,2023-11-17 00:00,0,-0.4458,2023
458,2023-11-16 00:00,2023-11-16 00:00,信号K触发,做多,36449.0,36449.0,0.0,549.28,38000.0,2023-11-16 04:00,4.255,4.255,2.707,成本线止损,2023-11-16 20:00,5,0.0,2023
459,2023-11-15 00:00,2023-11-15 00:00,信号K触发,做空,35665.2,36220.4,1.557,443.33,34446.3,2023-11-15 00:00,4.898,3.418,3.72,成本线止损,2023-11-15 16:00,4,0.0,2023
460,2023-11-14 20:00,2023-11-14 20:00,信号K触发,做空,36220.4,36220.4,0.0,443.33,35665.2,2023-11-14 20:00,1.533,1.533,0.313,保护性平仓,2023-11-14 20:00,0,-0.8834,2023
461,2023-11-08 00:00,2023-11-08 00:00,信号K触发,做多,35172.9,35172.9,0.0,426.5,35609.4,2023-11-08 00:00,1.241,1.241,0.028,保护性平仓,2023-11-08 00:00,0,-0.2954,2023
462,2023-11-02 04:00,2023-11-02 04:00,信号K触发,做多,35249.0,34744.7,1.431,432.08,35999.9,2023-11-02 08:00,3.613,2.13,2.34,成本线止损,2023-11-02 20:00,4,0.0,2023
463,2023-11-01 04:00,2023-11-01 20:00,挂单触发,做多,34632.0,34620.7,0.033,446.29,35249.0,2023-11-01 20:00,1.815,1.782,0.519,ATR止损,2023-11-01 20:00,0,-1.0,2023
464,2023-10-24 04:00,2023-10-24 04:00,信号K触发,做多,31430.9,30990.0,1.403,393.84,35981.9,2023-10-24 04:00,16.108,14.479,14.651,KAMA跟踪(跌破KAMA),2023-10-24 20:00,4,5.3672,2023
465,2023-10-24 00:00,2023-10-24 00:00,信号K触发,做多,30990.0,30990.0,0.0,393.84,31430.9,2023-10-24 00:00,1.423,1.423,0.15,保护性平仓,2023-10-24 00:00,0,-0.1116,2023
466,2023-10-23 08:00,2023-10-23 08:00,信号K触发,做多,30229.7,30229.7,0.0,381.72,30818.0,2023-10-23 08:00,1.946,1.946,0.675,ATR止损,2023-10-23 08:00,0,-1.0,2023
467,2023-10-21 20:00,2023-10-22 00:00,挂单触发,做多,29900.0,29900.0,0.0,408.33,30374.6,2023-10-22 00:00,1.587,1.587,0.219,保护性平仓,2023-10-22 00:00,0,-0.4399,2023
468,2023-10-19 20:00,2023-10-19 20:00,信号K触发,做多,28498.2,28423.4,0.262,366.53,28801.6,2023-10-19 20:00,1.331,1.065,0.041,保护性平仓,2023-10-19 20:00,0,-0.3558,2023
469,2023-10-16 00:00,2023-10-16 04:00,挂单触发,做多,26958.0,26937.9,0.075,207.39,27456.1,2023-10-16 04:00,1.924,1.848,1.145,保护性平仓,2023-10-16 04:00,0,-0.0265,2023
470,2023-10-11 08:00,2023-10-11 08:00,信号K触发,做空,27281.0,27482.0,0.737,252.08,26525.0,2023-10-12 00:00,3.482,2.771,2.589,KAMA跟踪(跌破KAMA),2023-10-13 12:00,13,1.2327,2023
471,2023-10-09 16:00,2023-10-09 16:00,信号K触发,做空,27671.0,27671.0,0.0,259.7,27392.0,2023-10-09 16:00,1.008,1.008,0.07,保护性平仓,2023-10-09 16:00,0,-0.1717,2023
472,2023-10-01 12:00,2023-10-02 04:00,挂单触发,做多,27085.0,27085.0,0.0,235.33,28613.0,2023-10-02 20:00,5.641,5.641,4.732,KAMA跟踪(跌破KAMA),2023-10-03 00:00,5,2.4077,2023
473,2023-09-28 20:00,2023-09-29 00:00,挂单触发,做多,26849.9,26849.9,0.0,239.77,27308.7,2023-09-29 00:00,1.709,1.709,0.809,ATR止损,2023-09-29 00:00,0,-1.0,2023
474,2023-09-27 16:00,2023-09-27 16:00,信号K触发,做多,26322.4,26322.4,0.0,199.74,26849.9,2023-09-27 20:00,2.004,2.004,1.236,ATR止损,2023-09-27 20:00,1,-1.0,2023
475,2023-09-25 04:00,2023-09-25 04:00,信号K触发,做空,26300.0,26529.6,0.873,184.19,25965.0,2023-09-25 08:00,2.128,1.274,1.444,KAMA跟踪(跌破KAMA),2023-09-25 20:00,4,0.357,2023
476,2023-09-25 00:00,2023-09-25 00:00,信号K触发,做空,26529.6,26529.6,0.0,184.19,26300.0,2023-09-25 00:00,0.865,0.865,0.172,保护性平仓,2023-09-25 00:00,0,-0.4728,2023
477,2023-09-21 20:00,2023-09-21 20:00,信号K触发,做空,26612.5,26740.0,0.479,300.34,26360.1,2023-09-21 20:00,1.421,0.948,0.301,保护性平仓,2023-09-21 20:00,0,-0.4263,2023
478,2023-09-21 00:00,2023-09-21 16:00,挂单触发,做空,26923.3,26923.3,0.0,290.74,26612.5,2023-09-21 16:00,1.154,1.154,0.075,保护性平仓,2023-09-21 16:00,0,-0.31,2023
479,2023-09-18 08:00,2023-09-18 16:00,挂单触发,做多,26614.3,26614.3,0.0,239.58,27397.0,2023-09-18 20:00,2.941,2.941,2.023,ATR止损,2023-09-19 00:00,2,-1.0,2023
480,2023-09-14 20:00,2023-09-15 00:00,挂单触发,做多,26536.7,26536.7,0.0,317.81,26880.0,2023-09-15 00:00,1.294,1.294,0.095,保护性平仓,2023-09-15 00:00,0,-0.6057,2023
481,2023-09-12 16:00,2023-09-12 16:00,信号K触发,做多,25989.6,25817.9,0.661,196.8,26330.9,2023-09-12 16:00,1.987,1.313,1.215,保护性平仓,2023-09-12 16:00,0,0.3684,2023
482,2023-09-11 20:00,2023-09-11 20:00,信号K触发,做空,25508.7,25508.7,0.0,187.4,24888.0,2023-09-12 04:00,2.433,2.433,1.711,ATR止损,2023-09-12 08:00,3,-1.0,2023
483,2023-09-08 04:00,2023-09-08 04:00,信号K触发,做多,25971.7,25838.0,0.515,218.95,26451.0,2023-09-08 04:00,2.372,1.845,1.512,ATR止损,2023-09-08 16:00,3,-1.0,2023
484,2023-09-06 20:00,2023-09-07 00:00,挂单触发,做空,25610.0,25610.0,0.0,238.52,25326.0,2023-09-07 00:00,1.109,1.109,0.179,ATR止损,2023-09-07 00:00,0,-1.0,2023
485,2023-08-31 20:00,2023-09-01 00:00,挂单触发,做空,26950.0,26950.0,0.0,301.22,25312.0,2023-09-02 00:00,6.078,6.078,5.016,KAMA跟踪(跌破KAMA),2023-09-02 20:00,11,2.4384,2023
486,2023-08-29 20:00,2023-08-29 20:00,信号K触发,做多,26244.6,26244.6,0.0,189.05,28168.0,2023-08-30 00:00,7.329,7.329,6.561,KAMA跟踪(跌破KAMA),2023-08-30 20:00,6,3.4529,2023
487,2023-08-24 00:00,2023-08-24 00:00,信号K触发,做多,26187.0,26177.0,0.038,282.71,26806.0,2023-08-24 00:00,2.403,2.364,1.309,成本线止损,2023-08-24 16:00,4,0.0,2023
488,2023-08-23 00:00,2023-08-23 04:00,挂单触发,做空,25900.0,25921.1,0.081,288.43,25280.0,2023-08-23 04:00,2.473,2.394,1.376,ATR止损,2023-08-23 04:00,0,-1.0,2023
489,2023-08-17 20:00,2023-08-17 20:00,信号K触发,做空,28288.6,28288.6,0.0,194.51,24581.0,2023-08-18 04:00,13.106,13.106,12.505,固定止盈,2023-08-18 04:00,2,16.452,2023
490,2023-08-16 00:00,2023-08-16 00:00,信号K触发,做空,29233.0,29233.0,0.0,173.15,29050.0,2023-08-16 00:00,0.626,0.626,0.034,保护性平仓,2023-08-16 00:00,0,-0.65,2023
491,2023-08-14 20:00,2023-08-14 20:00,信号K触发,做多,29486.0,29463.0,0.078,141.79,29665.0,2023-08-14 20:00,0.686,0.607,0.203,ATR止损,2023-08-14 20:00,0,-1.0,2023
492,2023-08-14 04:00,2023-08-14 08:00,挂单触发,做空,29316.2,29343.8,0.094,152.92,29070.0,2023-08-14 08:00,0.933,0.84,0.414,ATR止损,2023-08-14 08:00,0,-1.0,2023
493,2023-08-07 20:00,2023-08-07 20:00,信号K触发,做空,28978.5,28978.5,0.0,177.92,28771.0,2023-08-07 20:00,0.716,0.716,0.103,保护性平仓,2023-08-07 20:00,0,-0.2957,2023
494,2023-08-05 00:00,2023-08-05 04:00,挂单触发,做空,29079.6,29079.6,0.0,248.17,28780.0,2023-08-05 04:00,1.03,1.03,0.178,ATR止损,2023-08-05 04:00,0,-1.0,2023
495,2023-08-02 04:00,2023-08-02 04:00,信号K触发,做多,29337.3,29337.3,0.0,200.63,30059.9,2023-08-02 08:00,2.463,2.463,1.767,成本线止损,2023-08-02 20:00,4,0.0,2023
496,2023-08-01 08:00,2023-08-01 08:00,信号K触发,做空,29100.0,29250.0,0.515,181.96,28550.0,2023-08-01 20:00,2.393,1.89,1.782,成本线止损,2023-08-02 00:00,4,0.0,2023
497,2023-07-31 00:00,2023-07-31 04:00,挂单触发,做空,29211.2,29276.0,0.222,186.62,29006.0,2023-07-31 04:00,0.922,0.702,0.287,保护性平仓,2023-07-31 04:00,0,-0.9737,2023
498,2023-07-24 08:00,2023-07-24 16:00,挂单触发,做空,29718.9,29718.9,0.0,234.42,28830.0,2023-07-24 20:00,2.991,2.991,2.22,KAMA跟踪(跌破KAMA),2023-07-26 08:00,10,0.6004,2023
499,2023-07-24 00:00,2023-07-24 00:00,信号K触发,做多,29974.6,29892.5,0.274,238.54,30368.2,2023-07-24 00:00,1.591,1.313,0.787,保护性平仓,2023-07-24 00:00,0,-0.201,2023
500,2023-07-18 00:00,2023-07-18 00:00,信号K触发,做空,29910.0,30110.6,0.671,293.98,29630.0,2023-07-18 00:00,1.596,0.936,0.626,保护性平仓,2023-07-18 00:00,0,-0.1816,2023
501,2023-07-14 00:00,2023-07-14 00:00,信号K触发,做多,31205.3,30529.0,2.167,309.38,31850.0,2023-07-14 00:00,4.327,2.066,3.28,KAMA跟踪(跌破KAMA),2023-07-15 00:00,6,0.0182,2023
502,2023-07-11 00:00,2023-07-11 00:00,信号K触发,做多,30359.7,30336.9,0.075,280.48,31040.0,2023-07-11 04:00,2.318,2.241,1.38,ATR止损,2023-07-11 04:00,1,-1.0,2023
503,2023-07-05 00:00,2023-07-05 16:00,挂单触发,做空,30810.2,30810.2,0.0,352.64,30326.0,2023-07-05 16:00,1.572,1.572,0.432,保护性平仓,2023-07-05 16:00,0,0.1774,2023
504,2023-07-04 00:00,2023-07-04 00:00,信号K触发,做多,31179.0,30800.0,1.216,351.21,31395.2,2023-07-04 00:00,1.932,0.693,0.783,保护性平仓,2023-07-04 00:00,0,0.293,2023
505,2023-07-03 20:00,2023-07-03 20:00,信号K触发,做多,30800.0,30800.0,0.0,351.21,31179.0,2023-07-03 20:00,1.231,1.231,0.089,保护性平仓,2023-07-03 20:00,0,-0.2369,2023
506,2023-06-30 20:00,2023-06-30 20:00,信号K触发,做空,30222.0,30222.0,0.0,389.4,29500.0,2023-06-30 20:00,2.389,2.389,1.115,保护性平仓,2023-06-30 20:00,0,-0.5634,2023
507,2023-06-29 16:00,2023-06-30 12:00,挂单触发,做多,30485.0,30485.0,0.0,399.83,31300.0,2023-06-30 12:00,2.673,2.673,1.344,保护性平仓,2023-06-30 12:00,0,-0.3145,2023
508,2023-06-28 12:00,2023-06-29 00:00,挂单触发,做空,30222.5,30222.5,0.0,405.42,29804.6,2023-06-29 00:00,1.383,1.383,0.042,保护性平仓,2023-06-29 00:00,0,-0.6495,2023
509,2023-06-23 20:00,2023-06-23 20:00,信号K触发,做多,30353.9,30353.9,0.0,473.81,31500.0,2023-06-23 20:00,3.776,3.776,2.181,成本线止损,2023-06-24 12:00,4,-0.2284,2023
