序号,信号时间,成交时间,成交方式,方向,6K极值,回调突破线,回调偏移%,ATR,峰值价,峰值K时间,波段涨跌幅%_回调线基准,波段涨跌幅%_极值基准,入场后涨跌幅%,出场方式,出场时间,持仓K数,R值,年份
256,2025-02-19 00:00,2025-02-19 00:00,信号K触发,做空,95000.0,95150.6,0.159,920.88,93321.6,2025-02-19 00:00,1.922,1.767,0.964,保护性平仓,2025-02-19 00:00,0,0.182,2025
257,2025-02-16 12:00,2025-02-17 04:00,挂单触发,做空,97255.2,97255.2,0.0,1180.49,96002.0,2025-02-17 04:00,1.289,1.289,0.076,保护性平仓,2025-02-17 04:00,0,0.0065,2025
258,2025-02-13 04:00,2025-02-13 04:00,信号K触发,做多,97700.0,96468.5,1.26,1280.6,98090.9,2025-02-13 04:00,1.682,0.4,0.35,保护性平仓,2025-02-13 04:00,0,0.0525,2025
259,2025-02-12 00:00,2025-02-12 00:00,信号K触发,做空,96529.3,96828.4,0.31,1321.77,94814.3,2025-02-12 00:00,2.08,1.777,0.725,保护性平仓,2025-02-12 00:00,0,0.3924,2025
260,2025-02-04 00:00,2025-02-04 00:00,信号K触发,做多,99501.4,99319.0,0.183,1486.4,102456.0,2025-02-04 04:00,3.159,2.969,1.637,ATR止损,2025-02-04 12:00,3,-1.0,2025
261,2025-02-02 16:00,2025-02-02 16:00,信号K触发,做空,98989.0,101344.0,2.379,1451.76,91130.3,2025-02-03 08:00,10.078,7.939,8.771,KAMA跟踪(跌破KAMA),2025-02-03 20:00,7,2.1109,2025
262,2025-02-02 04:00,2025-02-02 08:00,挂单触发,做空,101344.0,101509.0,0.163,1582.26,99111.0,2025-02-02 08:00,2.362,2.203,0.816,保护性平仓,2025-02-02 08:00,0,0.4841,2025
263,2025-02-01 00:00,2025-02-01 00:00,信号K触发,做空,103880.0,103880.0,0.0,1563.29,102100.0,2025-02-01 00:00,1.714,1.714,0.212,保护性平仓,2025-02-01 00:00,0,0.0262,2025
264,2025-01-30 00:00,2025-01-30 08:00,挂单触发,做多,103089.9,103089.9,0.0,1749.71,105287.9,2025-01-30 08:00,2.132,2.132,0.428,保护性平仓,2025-01-30 08:00,0,0.1807,2025
265,2025-01-27 08:00,2025-01-27 08:00,信号K触发,做空,102450.3,104358.3,1.862,1624.28,97680.0,2025-01-27 12:00,6.399,4.656,4.92,KAMA跟踪(跌破KAMA),2025-01-28 00:00,4,1.024,2025
266,2025-01-27 04:00,2025-01-27 04:00,信号K触发,做空,104358.3,104358.3,0.0,1624.28,102450.3,2025-01-27 04:00,1.828,1.828,0.276,保护性平仓,2025-01-27 04:00,0,0.1071,2025
267,2025-01-20 04:00,2025-01-20 04:00,信号K触发,做空,103458.6,103750.0,0.282,1520.41,99501.0,2025-01-20 08:00,4.095,3.825,2.669,ATR止损,2025-01-20 12:00,2,-1.0,2025
268,2025-01-17 08:00,2025-01-17 16:00,挂单触发,做多,100850.0,100850.0,0.0,1517.3,102568.8,2025-01-17 16:00,1.704,1.704,0.197,保护性平仓,2025-01-17 16:00,0,-0.1224,2025
269,2025-01-14 16:00,2025-01-14 16:00,信号K触发,做多,95437.8,93626.1,1.898,1340.28,100850.0,2025-01-16 08:00,7.716,5.671,6.195,KAMA跟踪(跌破KAMA),2025-01-16 16:00,12,2.9276,2025
270,2025-01-13 12:00,2025-01-13 16:00,挂单触发,做空,93661.1,93661.1,0.0,1224.85,88909.0,2025-01-13 20:00,5.074,5.074,3.816,ATR止损,2025-01-14 04:00,3,-1.0,2025
271,2025-01-08 00:00,2025-01-08 00:00,信号K触发,做空,97100.0,101223.0,4.246,1129.89,91055.8,2025-01-10 04:00,10.044,6.225,9.029,KAMA跟踪(跌破KAMA),2025-01-10 12:00,15,5.1638,2025
272,2025-01-07 20:00,2025-01-07 20:00,信号K触发,做空,98670.0,98670.0,0.0,1125.09,97100.0,2025-01-07 20:00,1.591,1.591,0.456,保护性平仓,2025-01-07 20:00,0,-0.3292,2025
273,2025-01-06 08:00,2025-01-06 12:00,挂单触发,做多,98852.6,98496.3,0.36,1002.64,99886.7,2025-01-06 12:00,1.412,1.046,0.39,保护性平仓,2025-01-06 12:00,0,-0.2184,2025
274,2024-12-30 00:00,2024-12-30 20:00,挂单触发,做空,93925.4,94356.5,0.459,1469.86,91510.0,2024-12-30 20:00,3.017,2.572,1.482,ATR止损,2024-12-31 00:00,1,-1.0,2024
275,2024-12-27 20:00,2024-12-28 00:00,挂单触发,做空,94620.0,95200.1,0.613,1727.56,93440.0,2024-12-28 00:00,1.849,1.247,0.035,保护性平仓,2024-12-28 00:00,0,-0.7223,2024
276,2024-12-26 16:00,2024-12-26 16:00,信号K触发,做空,97570.0,97570.0,0.0,1813.28,95153.0,2024-12-26 16:00,2.477,2.477,0.63,保护性平仓,2024-12-26 16:00,0,0.0519,2024
277,2024-12-24 20:00,2024-12-25 00:00,挂单触发,做多,96377.2,96377.2,0.0,1945.27,99450.0,2024-12-25 00:00,3.188,3.188,1.147,保护性平仓,2024-12-25 00:00,0,-0.3927,2024
278,2024-12-22 12:00,2024-12-23 04:00,挂单触发,做空,96375.0,96375.0,0.0,2087.2,94200.0,2024-12-23 04:00,2.257,2.257,0.093,保护性平仓,2024-12-23 04:00,0,-0.4148,2024
279,2024-12-20 16:00,2024-12-20 16:00,信号K触发,做空,95681.2,95681.2,0.0,1922.35,92272.6,2024-12-20 20:00,3.562,3.562,1.585,ATR止损,2024-12-20 20:00,1,-1.0,2024
280,2024-12-20 00:00,2024-12-20 00:00,信号K触发,做空,98744.0,98744.0,0.0,1687.32,96233.7,2024-12-20 00:00,2.542,2.542,0.848,保护性平仓,2024-12-20 00:00,0,-0.0684,2024
281,2024-12-19 00:00,2024-12-19 04:00,挂单触发,做空,103065.6,103065.6,0.0,1538.57,98744.0,2024-12-19 08:00,4.193,4.193,2.741,成本线止损,2024-12-19 20:00,4,-0.5804,2024
282,2024-12-18 08:00,2024-12-18 12:00,挂单触发,做空,105252.0,105623.0,0.352,1511.52,103065.6,2024-12-18 12:00,2.421,2.077,1.005,保护性平仓,2024-12-18 12:00,0,-0.0586,2024
283,2024-12-11 20:00,2024-12-11 20:00,信号K触发,做多,98499.9,98320.6,0.182,1827.61,100798.6,2024-12-11 20:00,2.52,2.334,0.649,保护性平仓,2024-12-11 20:00,0,0.1119,2024
284,2024-12-09 16:00,2024-12-10 00:00,挂单触发,做空,98374.3,98709.4,0.341,1671.23,97029.5,2024-12-10 00:00,1.702,1.367,0.009,保护性平仓,2024-12-10 00:00,0,-0.053,2024
285,2024-12-06 04:00,2024-12-06 04:00,信号K触发,做空,97189.3,97189.3,0.0,1390.05,90200.0,2024-12-06 04:00,7.191,7.191,5.845,保护性平仓,2024-12-06 04:00,0,-0.8649,2024
286,2024-12-02 12:00,2024-12-02 16:00,挂单触发,做空,96249.1,96249.1,0.0,1226.36,94887.0,2024-12-02 16:00,1.415,1.415,0.143,保护性平仓,2024-12-02 16:00,0,-0.1374,2024
287,2024-11-29 08:00,2024-11-29 20:00,挂单触发,做多,96627.6,96627.6,0.0,1648.72,98713.3,2024-11-29 20:00,2.158,2.158,0.445,保护性平仓,2024-11-29 20:00,0,-0.1214,2024
288,2024-11-28 00:00,2024-11-28 00:00,信号K触发,做多,95908.0,94745.2,1.212,1678.16,96687.4,2024-11-28 00:00,2.05,0.813,0.274,保护性平仓,2024-11-28 00:00,0,0.147,2024
289,2024-11-26 04:00,2024-11-26 04:00,信号K触发,做空,94467.4,96265.1,1.903,1353.44,90866.4,2024-11-27 04:00,5.608,3.812,4.262,KAMA跟踪(跌破KAMA),2024-11-27 20:00,10,0.599,2024
290,2024-11-21 16:00,2024-11-21 16:00,信号K触发,做多,97899.9,94849.0,3.116,1630.49,99660.0,2024-11-23 00:00,5.072,1.798,3.297,KAMA跟踪(跌破KAMA),2024-11-24 00:00,14,0.7579,2024
291,2024-11-21 08:00,2024-11-21 12:00,挂单触发,做多,94849.0,94849.0,0.0,1630.49,97899.9,2024-11-21 12:00,3.217,3.217,1.472,保护性平仓,2024-11-21 12:00,0,0.2886,2024
292,2024-11-20 00:00,2024-11-20 20:00,挂单触发,做多,92885.0,92675.9,0.225,1827.87,94849.0,2024-11-20 20:00,2.345,2.114,0.365,保护性平仓,2024-11-20 20:00,0,0.1279,2024
293,2024-11-16 04:00,2024-11-16 04:00,信号K触发,做多,90898.0,89502.6,1.535,2196.7,91921.5,2024-11-16 04:00,2.703,1.126,0.242,保护性平仓,2024-11-16 04:00,0,-0.2844,2024
294,2024-11-13 20:00,2024-11-13 20:00,信号K触发,做多,89920.0,89920.0,0.0,1964.85,92808.0,2024-11-13 20:00,3.212,3.212,1.005,保护性平仓,2024-11-13 20:00,0,0.3681,2024
295,2024-11-10 08:00,2024-11-10 12:00,挂单触发,做多,76920.0,76800.0,0.156,1095.87,90070.1,2024-11-12 12:00,17.279,17.096,15.629,KAMA跟踪(跌破KAMA),2024-11-12 16:00,13,8.2679,2024
296,2024-11-05 20:00,2024-11-05 20:00,信号K触发,做多,69243.8,69243.8,0.0,880.05,70300.0,2024-11-05 20:00,1.525,1.525,0.251,ATR止损,2024-11-05 20:00,0,-1.0,2024
297,2024-11-03 08:00,2024-11-03 08:00,信号K触发,做空,69022.8,69022.8,0.0,906.39,67846.0,2024-11-03 08:00,1.705,1.705,0.397,保护性平仓,2024-11-03 08:00,0,-0.277,2024
298,2024-11-01 00:00,2024-11-01 00:00,信号K触发,做空,70453.1,71631.6,1.673,856.94,68870.4,2024-11-01 08:00,3.855,2.246,2.691,KAMA跟踪(跌破KAMA),2024-11-01 20:00,5,0.2235,2024
299,2024-10-31 20:00,2024-10-31 20:00,信号K触发,做空,71444.2,71444.2,0.0,845.49,70453.1,2024-10-31 20:00,1.387,1.387,0.206,保护性平仓,2024-10-31 20:00,0,-0.0473,2024
300,2024-10-30 00:00,2024-10-30 00:00,信号K触发,做多,72490.0,71607.0,1.218,806.96,73660.0,2024-10-30 00:00,2.867,1.614,1.721,保护性平仓,2024-10-30 00:00,0,0.1421,2024
301,2024-10-29 20:00,2024-10-29 20:00,信号K触发,做多,71607.0,71607.0,0.0,806.96,72490.0,2024-10-29 20:00,1.233,1.233,0.105,保护性平仓,2024-10-29 20:00,0,-0.0484,2024
302,2024-10-27 20:00,2024-10-28 04:00,挂单触发,做多,67450.0,67450.0,0.0,774.88,68306.1,2024-10-28 04:00,1.269,1.269,0.119,保护性平仓,2024-10-28 04:00,0,-0.2998,2024
303,2024-10-26 00:00,2024-10-26 00:00,信号K触发,做空,67222.4,67329.2,0.159,760.24,65950.3,2024-10-26 00:00,2.048,1.892,0.929,保护性平仓,2024-10-26 00:00,0,-0.3378,2024
304,2024-10-25 00:00,2024-10-25 04:00,挂单触发,做多,68000.0,67615.3,0.566,773.72,68842.5,2024-10-25 04:00,1.815,1.239,0.663,保护性平仓,2024-10-25 04:00,0,-0.2782,2024
305,2024-10-24 20:00,2024-10-24 20:00,信号K触发,做多,67615.3,66921.7,1.026,737.58,68000.0,2024-10-24 20:00,1.611,0.569,0.504,保护性平仓,2024-10-24 20:00,0,0.0182,2024
306,2024-10-23 16:00,2024-10-24 00:00,挂单触发,做空,66613.0,66613.0,0.0,740.81,65222.3,2024-10-24 00:00,2.088,2.088,0.987,保护性平仓,2024-10-24 00:00,0,-0.8005,2024
307,2024-10-21 20:00,2024-10-21 20:00,信号K触发,做空,68136.0,68176.7,0.06,641.46,66865.9,2024-10-21 20:00,1.923,1.864,0.991,保护性平仓,2024-10-21 20:00,0,0.2821,2024
308,2024-10-18 20:00,2024-10-18 20:00,信号K触发,做多,68371.0,67673.9,1.02,891.37,68870.7,2024-10-18 20:00,1.768,0.731,0.445,保护性平仓,2024-10-18 20:00,0,0.1624,2024
309,2024-10-14 12:00,2024-10-14 12:00,信号K触发,做多,64377.6,62960.0,2.202,714.33,67953.7,2024-10-15 20:00,7.932,5.555,6.721,KAMA跟踪(跌破KAMA),2024-10-15 20:00,8,1.8961,2024
310,2024-10-14 08:00,2024-10-14 08:00,信号K触发,做多,63260.0,63260.0,0.0,736.95,64377.6,2024-10-14 08:00,1.767,1.767,0.595,保护性平仓,2024-10-14 08:00,0,0.3863,2024
311,2024-10-12 00:00,2024-10-12 00:00,信号K触发,做多,62432.6,61020.0,2.263,817.23,63462.6,2024-10-12 20:00,4.003,1.65,2.628,KAMA跟踪(跌破KAMA),2024-10-13 16:00,10,0.8752,2024
312,2024-10-11 20:00,2024-10-11 20:00,信号K触发,做多,61294.7,61294.7,0.0,748.67,62432.6,2024-10-11 20:00,1.856,1.856,0.627,保护性平仓,2024-10-11 20:00,0,0.2333,2024
313,2024-10-11 00:00,2024-10-11 00:00,信号K触发,做空,60251.9,60251.9,0.0,772.63,58900.0,2024-10-11 00:00,2.244,2.244,0.974,保护性平仓,2024-10-11 00:00,0,-0.2817,2024
314,2024-10-10 04:00,2024-10-10 04:00,信号K触发,做空,60800.2,61962.8,1.912,773.2,60251.9,2024-10-10 04:00,2.761,0.902,1.532,成本线止损,2024-10-10 20:00,4,-0.0599,2024
315,2024-10-10 00:00,2024-10-10 00:00,信号K触发,做空,61600.1,61843.6,0.395,799.49,60800.2,2024-10-10 00:00,1.687,1.299,0.4,保护性平仓,2024-10-10 00:00,0,0.038,2024
316,2024-10-06 20:00,2024-10-07 08:00,挂单触发,做多,62344.0,62344.0,0.0,780.31,63950.0,2024-10-07 08:00,2.576,2.576,1.308,保护性平仓,2024-10-07 08:00,0,0.4745,2024
317,2024-10-02 00:00,2024-10-02 00:00,信号K触发,做空,61801.6,62825.0,1.656,690.76,59934.9,2024-10-03 00:00,4.6,3.02,3.54,成本线止损,2024-10-03 00:00,6,0.0,2024
318,2024-10-01 20:00,2024-10-01 20:00,信号K触发,做空,62825.0,62825.0,0.0,690.76,61801.6,2024-10-01 20:00,1.629,1.629,0.535,保护性平仓,2024-10-01 20:00,0,-0.6943,2024
319,2024-09-30 16:00,2024-09-30 16:00,信号K触发,做空,64150.0,65401.0,1.95,644.1,62825.0,2024-10-01 04:00,3.939,2.065,2.983,KAMA跟踪(跌破KAMA),2024-10-01 12:00,5,1.1603,2024
320,2024-09-26 16:00,2024-09-26 20:00,挂单触发,做多,63971.0,63971.0,0.0,792.85,66450.0,2024-09-27 20:00,3.875,3.875,2.604,KAMA跟踪(跌破KAMA),2024-09-30 08:00,21,0.6491,2024
321,2024-09-25 00:00,2024-09-25 04:00,挂单触发,做多,63925.5,63790.0,0.212,818.1,64666.0,2024-09-25 04:00,1.373,1.158,0.09,保护性平仓,2024-09-25 04:00,0,-0.4462,2024
322,2024-09-23 04:00,2024-09-23 08:00,挂单触发,做多,63546.9,63546.9,0.0,771.57,64724.8,2024-09-23 08:00,1.854,1.854,0.632,保护性平仓,2024-09-23 08:00,0,0.0021,2024
323,2024-09-19 08:00,2024-09-19 08:00,信号K触发,做多,61765.0,60747.7,1.647,878.65,64126.7,2024-09-20 12:00,5.562,3.824,4.057,KAMA跟踪(跌破KAMA),2024-09-20 20:00,9,1.1731,2024
324,2024-09-19 04:00,2024-09-19 04:00,信号K触发,做多,61320.7,60747.7,0.934,878.65,61765.0,2024-09-19 04:00,1.675,0.725,0.225,保护性平仓,2024-09-19 04:00,0,0.124,2024
325,2024-09-17 20:00,2024-09-17 20:00,信号K触发,做多,59274.4,58766.0,0.858,760.61,61345.0,2024-09-17 20:00,4.389,3.493,3.055,成本线止损,2024-09-18 16:00,5,0.0,2024
326,2024-09-14 04:00,2024-09-14 04:00,信号K触发,做多,59979.2,58366.8,2.688,904.63,60597.0,2024-09-14 04:00,3.821,1.03,2.236,成本线止损,2024-09-16 04:00,12,0.0,2024
327,2024-09-13 20:00,2024-09-13 20:00,信号K触发,做多,58606.6,58606.6,0.0,916.23,59706.1,2024-09-13 20:00,1.876,1.876,0.308,保护性平仓,2024-09-13 20:00,0,0.1099,2024
328,2024-09-09 04:00,2024-09-09 20:00,挂单触发,做多,54700.0,54700.0,0.0,874.47,55774.9,2024-09-09 20:00,1.965,1.965,0.361,保护性平仓,2024-09-09 20:00,0,-0.2449,2024
329,2024-09-03 20:00,2024-09-04 08:00,挂单触发,做空,58075.0,58075.0,0.0,900.18,55555.0,2024-09-04 08:00,4.339,4.339,2.833,ATR止损,2024-09-04 20:00,3,-1.0,2024
330,2024-09-03 04:00,2024-09-03 08:00,挂单触发,做多,58783.0,58626.3,0.267,924.76,59790.0,2024-09-03 08:00,1.985,1.713,0.401,保护性平仓,2024-09-03 08:00,0,-0.5008,2024
331,2024-08-23 20:00,2024-08-24 00:00,挂单触发,做多,61370.0,61364.0,0.01,1041.32,65175.4,2024-08-26 04:00,6.211,6.201,4.439,KAMA跟踪(跌破KAMA),2024-08-26 12:00,15,1.1069,2024
332,2024-08-20 08:00,2024-08-20 08:00,信号K触发,做多,59585.4,58736.6,1.425,986.53,61386.0,2024-08-20 12:00,4.511,3.022,2.784,ATR止损,2024-08-20 20:00,3,-1.0,2024
333,2024-08-19 04:00,2024-08-19 16:00,挂单触发,做空,59122.1,59122.1,0.0,1072.02,57750.0,2024-08-19 16:00,2.321,2.321,0.517,保护性平仓,2024-08-19 16:00,0,-0.2899,2024
334,2024-08-16 00:00,2024-08-16 04:00,挂单触发,做空,57679.6,57679.6,0.0,1244.54,55969.0,2024-08-16 04:00,2.966,2.966,0.826,保护性平仓,2024-08-16 04:00,0,-0.8645,2024
335,2024-08-14 00:00,2024-08-14 20:00,挂单触发,做多,60390.8,60390.8,0.0,1378.93,61839.7,2024-08-14 20:00,2.399,2.399,0.113,ATR止损,2024-08-14 20:00,0,-1.0,2024
336,2024-08-12 04:00,2024-08-12 04:00,信号K触发,做空,59512.2,60721.0,2.031,1348.89,57615.0,2024-08-12 12:00,5.115,3.188,2.959,成本线止损,2024-08-12 20:00,4,-0.324,2024
337,2024-08-09 04:00,2024-08-09 04:00,信号K触发,做多,59839.7,57688.8,3.594,1778.25,62737.2,2024-08-09 04:00,8.751,4.842,5.499,KAMA跟踪(跌破KAMA),2024-08-12 00:00,17,0.2316,2024
338,2024-08-08 20:00,2024-08-08 20:00,信号K触发,做多,57688.8,57454.0,0.407,1755.3,59493.0,2024-08-08 20:00,3.549,3.127,0.479,保护性平仓,2024-08-08 20:00,0,0.1037,2024
339,2024-08-03 04:00,2024-08-03 04:00,信号K触发,做空,62350.0,63312.0,1.543,1124.16,52222.0,2024-08-05 08:00,17.516,16.244,16.025,固定止盈,2024-08-05 08:00,13,5.7584,2024
340,2024-08-01 00:00,2024-08-01 08:00,挂单触发,做空,65254.5,65254.5,0.0,1032.48,63722.0,2024-08-01 08:00,2.348,2.348,0.779,保护性平仓,2024-08-01 08:00,0,0.2995,2024
341,2024-07-30 00:00,2024-07-30 00:00,信号K触发,做空,67588.4,67588.4,0.0,976.46,66365.8,2024-07-30 00:00,1.809,1.809,0.37,保护性平仓,2024-07-30 00:00,0,-0.6807,2024
342,2024-07-29 08:00,2024-07-29 08:00,信号K触发,做多,68300.0,68246.6,0.078,1027.5,69782.2,2024-07-29 08:00,2.25,2.17,0.733,保护性平仓,2024-07-29 08:00,0,0.0477,2024
343,2024-07-26 08:00,2024-07-26 08:00,信号K触发,做多,66144.0,65606.3,0.813,980.4,67470.4,2024-07-26 08:00,2.841,2.005,1.327,保护性平仓,2024-07-26 08:00,0,0.4358,2024
344,2024-07-25 04:00,2024-07-25 08:00,挂单触发,做空,65450.8,65450.8,0.0,957.11,63823.3,2024-07-25 08:00,2.487,2.487,1.039,保护性平仓,2024-07-25 08:00,0,0.4385,2024
345,2024-07-24 00:00,2024-07-24 00:00,信号K触发,做空,65921.7,66784.1,1.308,964.03,65416.5,2024-07-24 00:00,2.048,0.766,0.613,保护性平仓,2024-07-24 00:00,0,0.3153,2024
346,2024-07-22 04:00,2024-07-22 04:00,信号K触发,做多,67719.8,67412.4,0.454,935.63,68351.2,2024-07-22 04:00,1.393,0.932,0.005,保护性平仓,2024-07-22 04:00,0,-0.2245,2024
347,2024-07-19 20:00,2024-07-20 00:00,挂单触发,做多,65098.9,65098.9,0.0,1055.69,67719.8,2024-07-22 00:00,4.026,4.026,2.366,KAMA跟踪(跌破KAMA),2024-07-22 00:00,12,0.1518,2024
348,2024-07-17 00:00,2024-07-17 08:00,挂单触发,做多,64988.8,64988.8,0.0,1033.67,66100.0,2024-07-17 08:00,1.71,1.71,0.117,保护性平仓,2024-07-17 08:00,0,-0.348,2024
349,2024-07-15 08:00,2024-07-15 08:00,信号K触发,做多,61412.4,60397.2,1.653,911.53,64988.8,2024-07-16 12:00,7.602,5.824,6.003,KAMA跟踪(跌破KAMA),2024-07-16 12:00,7,2.4851,2024
350,2024-07-15 04:00,2024-07-15 04:00,信号K触发,做多,60397.2,60397.2,0.0,911.53,61412.4,2024-07-15 04:00,1.681,1.681,0.169,保护性平仓,2024-07-15 04:00,0,-0.5954,2024
351,2024-07-13 16:00,2024-07-14 04:00,挂单触发,做多,58500.0,58500.0,0.0,1041.78,59850.0,2024-07-14 04:00,2.308,2.308,0.518,ATR止损,2024-07-14 04:00,0,-1.0,2024
352,2024-07-10 12:00,2024-07-10 12:00,信号K触发,做多,58290.6,58290.6,0.0,1145.55,59449.6,2024-07-10 12:00,1.988,1.988,0.023,保护性平仓,2024-07-10 12:00,0,-0.426,2024
353,2024-07-06 20:00,2024-07-07 04:00,挂单触发,做多,57000.0,57000.0,0.0,1213.36,58472.0,2024-07-07 04:00,2.582,2.582,0.444,保护性平仓,2024-07-07 04:00,0,0.0022,2024
354,2024-07-04 08:00,2024-07-04 08:00,信号K触发,做空,59299.3,59515.1,0.364,744.75,57611.0,2024-07-04 08:00,3.199,2.847,1.973,保护性平仓,2024-07-04 08:00,0,-0.4324,2024
355,2024-07-02 20:00,2024-07-03 00:00,挂单触发,做空,62387.0,62502.2,0.185,677.22,61800.0,2024-07-03 00:00,1.123,0.941,0.04,保护性平仓,2024-07-03 00:00,0,-0.1757,2024
356,2024-06-30 12:00,2024-07-01 00:00,挂单触发,做多,61232.0,61232.0,0.0,734.8,62100.0,2024-07-01 00:00,1.418,1.418,0.215,保护性平仓,2024-07-01 00:00,0,0.0681,2024
357,2024-06-28 20:00,2024-06-29 00:00,挂单触发,做空,61137.7,61137.7,0.0,821.89,60077.2,2024-06-29 00:00,1.735,1.735,0.396,保护性平仓,2024-06-29 00:00,0,0.2234,2024
358,2024-06-25 20:00,2024-06-26 00:00,挂单触发,做多,61677.0,61677.0,0.0,697.23,62448.1,2024-06-26 00:00,1.25,1.25,0.118,保护性平仓,2024-06-26 00:00,0,-0.5971,2024
359,2024-06-23 20:00,2024-06-24 04:00,挂单触发,做空,64200.2,64200.2,0.0,660.65,58218.0,2024-06-25 04:00,9.318,9.318,8.375,KAMA跟踪(跌破KAMA),2024-06-25 08:00,7,4.237,2024
360,2024-06-21 08:00,2024-06-21 16:00,挂单触发,做空,64526.0,64804.7,0.432,750.94,63485.0,2024-06-21 16:00,2.036,1.613,0.888,保护性平仓,2024-06-21 16:00,0,0.4105,2024
361,2024-06-20 16:00,2024-06-20 16:00,信号K触发,做多,65977.0,65519.6,0.693,801.44,66467.0,2024-06-20 16:00,1.446,0.743,0.22,保护性平仓,2024-06-20 16:00,0,-0.2134,2024
362,2024-06-17 16:00,2024-06-17 20:00,挂单触发,做空,65907.5,66169.4,0.397,719.56,65094.9,2024-06-17 20:00,1.624,1.233,0.542,保护性平仓,2024-06-17 20:00,0,0.15,2024
363,2024-06-15 00:00,2024-06-15 00:00,信号K触发,做空,66251.1,66251.1,0.0,962.97,65052.4,2024-06-15 00:00,1.809,1.809,0.361,保护性平仓,2024-06-15 00:00,0,-0.2355,2024
364,2024-06-11 12:00,2024-06-11 12:00,信号K触发,做空,67881.9,69201.2,1.944,563.65,66000.0,2024-06-11 20:00,4.626,2.772,3.843,KAMA跟踪(跌破KAMA),2024-06-12 16:00,7,1.0691,2024
365,2024-06-11 08:00,2024-06-11 08:00,信号K触发,做空,69201.2,69201.2,0.0,563.65,67881.9,2024-06-11 08:00,1.906,1.906,1.101,保护性平仓,2024-06-11 08:00,0,0.2932,2024
366,2024-06-08 00:00,2024-06-08 00:00,信号K触发,做空,70101.9,70101.9,0.0,759.52,68405.0,2024-06-08 00:00,2.421,2.421,1.352,保护性平仓,2024-06-08 00:00,0,0.0726,2024
367,2024-06-04 20:00,2024-06-05 08:00,挂单触发,做多,70372.9,70372.9,0.0,776.98,71389.8,2024-06-05 08:00,1.445,1.445,0.337,保护性平仓,2024-06-05 08:00,0,-0.2006,2024
368,2024-06-03 20:00,2024-06-03 20:00,信号K触发,做多,69385.0,68545.9,1.209,699.04,70372.9,2024-06-03 20:00,2.665,1.424,1.629,成本线止损,2024-06-04 12:00,4,-0.0656,2024
369,2024-06-03 12:00,2024-06-03 12:00,信号K触发,做多,68848.0,68545.9,0.439,699.04,69255.0,2024-06-03 12:00,1.034,0.591,0.015,保护性平仓,2024-06-03 12:00,0,-0.4221,2024
370,2024-06-02 16:00,2024-06-03 08:00,挂单触发,做多,67951.7,67936.0,0.023,787.29,68848.0,2024-06-03 08:00,1.342,1.319,0.181,保护性平仓,2024-06-03 08:00,0,-0.365,2024
371,2024-05-31 20:00,2024-06-01 00:00,挂单触发,做空,67792.4,67792.4,0.0,910.9,66700.5,2024-06-01 00:00,1.611,1.611,0.271,保护性平仓,2024-06-01 00:00,0,-0.9204,2024
372,2024-05-30 20:00,2024-05-31 00:00,挂单触发,做多,68479.0,68330.6,0.217,928.01,69568.9,2024-05-31 00:00,1.812,1.592,0.448,保护性平仓,2024-05-31 00:00,0,-0.5966,2024
373,2024-05-28 08:00,2024-05-29 00:00,挂单触发,做空,68268.7,68268.7,0.0,804.9,67273.0,2024-05-29 00:00,1.459,1.459,0.283,ATR止损,2024-05-29 00:00,0,-1.0,2024
374,2024-05-27 20:00,2024-05-27 20:00,信号K触发,做多,69425.2,69425.2,0.0,850.6,70584.9,2024-05-27 20:00,1.67,1.67,0.44,保护性平仓,2024-05-27 20:00,0,0.1713,2024
375,2024-05-25 00:00,2024-05-25 16:00,挂单触发,做多,68445.0,68388.0,0.083,1098.25,69622.8,2024-05-25 16:00,1.806,1.721,0.197,保护性平仓,2024-05-25 16:00,0,-0.3403,2024
376,2024-05-24 00:00,2024-05-24 00:00,信号K触发,做空,67612.8,68736.8,1.662,1010.4,66763.9,2024-05-24 00:00,2.87,1.256,1.421,保护性平仓,2024-05-24 00:00,0,0.4824,2024
377,2024-05-23 04:00,2024-05-23 20:00,挂单触发,做空,69241.5,69242.0,0.001,978.13,67612.8,2024-05-23 20:00,2.353,2.352,0.954,保护性平仓,2024-05-23 20:00,0,0.1645,2024
378,2024-05-20 20:00,2024-05-21 00:00,挂单触发,做多,67341.4,67303.4,0.056,764.52,72132.8,2024-05-21 08:00,7.176,7.115,5.972,KAMA跟踪(跌破KAMA),2024-05-22 00:00,6,2.0439,2024
379,2024-05-20 00:00,2024-05-20 00:00,信号K触发,做空,66619.4,66682.6,0.095,828.17,65835.8,2024-05-20 00:00,1.27,1.176,0.028,保护性平仓,2024-05-20 00:00,0,-0.1793,2024
380,2024-05-15 16:00,2024-05-15 20:00,挂单触发,做多,62295.9,62295.9,0.0,876.03,66800.0,2024-05-16 20:00,7.23,7.23,5.743,KAMA跟踪(跌破KAMA),2024-05-16 20:00,6,2.8453,2024
381,2024-05-13 12:00,2024-05-13 16:00,挂单触发,做多,61849.4,61849.4,0.0,818.09,63289.3,2024-05-13 16:00,2.328,2.328,0.992,保护性平仓,2024-05-13 16:00,0,0.0397,2024
382,2024-05-10 04:00,2024-05-10 04:00,信号K触发,做多,62637.3,62224.5,0.659,1046.99,63447.2,2024-05-10 04:00,1.965,1.293,0.278,保护性平仓,2024-05-10 04:00,0,-0.2115,2024
