序号,信号时间,方向,3K极值,入场基准,成交价,基准类型,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,年份
2023,2020-09-01 12:00,做多,11759.0,11759.0,11759.0,回调基准,118.6,1.009,成交,确认,11640.4,14345.98,2020-09-02 12:00,11759.0,6,-2.446,KAMA跟踪止损,是,12049.13,2.57,-0.25,2020
2024,2020-08-30 08:00,做多,11549.99,11549.99,11549.99,回退3K极值,125.5,1.087,成交,确认,11424.49,14090.99,2020-09-01 08:00,11588.81,12,-0.967,KAMA跟踪止损,是,11748.99,2.03,-0.16,2020
2025,2020-08-29 16:00,做空,11456.34,11456.34,11456.34,回调基准,132.89,1.16,成交,弱突破,,,2020-08-29 16:00,11450.19,0,0.046,弱突破平仓,否,,0.0,0.0,2020
2026,2020-08-29 12:00,做多,11544.88,11544.88,11544.88,回调基准,134.65,1.166,成交,弱突破,,,2020-08-29 12:00,11558.99,0,0.105,弱突破平仓,否,,0.0,0.0,2020
2027,2020-08-28 20:00,做多,11480.0,11480.0,11480.0,回退3K极值,144.03,1.255,成交,弱突破,,,2020-08-28 20:00,11531.42,0,0.357,弱突破平仓,否,,0.0,0.0,2020
2028,2020-08-28 16:00,做多,11447.62,11447.62,11447.62,回退3K极值,145.29,1.269,成交,弱突破,,,2020-08-28 16:00,11474.99,0,0.188,弱突破平仓,否,,0.0,0.0,2020
2029,2020-08-28 00:00,做空,11257.8,11257.8,11257.8,回退3K极值,147.54,1.311,成交,弱突破,,,2020-08-28 00:00,11251.34,0,0.044,弱突破平仓,否,,0.0,0.0,2020
2030,2020-08-27 16:00,做空,11335.0,11335.0,11335.0,回退3K极值,137.07,1.209,成交,弱突破,,,2020-08-27 16:00,11316.77,0,0.133,弱突破平仓,否,,0.0,0.0,2020
2031,2020-08-25 12:00,做空,11660.05,11660.05,11660.05,回退3K极值,123.34,1.058,成交,确认,11783.39,10260.84,2020-08-26 20:00,11445.9,8,1.616,KAMA跟踪止损,是,11431.11,4.55,-0.02,2020
2032,2020-08-25 08:00,做空,11706.61,11706.61,11706.61,回退3K极值,124.04,1.06,成交,弱突破,,,2020-08-25 08:00,11675.08,0,0.254,弱突破平仓,否,,0.0,0.0,2020
2033,2020-08-24 16:00,做多,11780.0,11780.0,11780.0,回退3K极值,133.73,1.135,成交,弱突破,,,2020-08-24 16:00,11799.0,0,0.142,弱突破平仓,否,,0.0,0.0,2020
2034,2020-08-24 12:00,做多,11724.0,11724.0,11724.0,回退3K极值,133.7,1.14,成交,弱突破,,,2020-08-24 12:00,11761.52,0,0.281,弱突破平仓,否,,0.0,0.0,2020
2035,2020-08-24 00:00,做多,11675.0,11675.0,11675.0,回退3K极值,141.83,1.215,成交,弱突破,,,2020-08-24 00:00,11686.39,0,0.08,弱突破平仓,否,,0.0,0.0,2020
2036,2020-08-23 16:00,做空,11565.0,11565.0,11565.0,回退3K极值,143.71,1.243,成交,弱突破,,,2020-08-23 16:00,11532.84,0,0.224,弱突破平仓,否,,0.0,0.0,2020
2037,2020-08-23 04:00,做多,11645.66,11645.66,11645.66,回退3K极值,152.41,1.309,成交,弱突破,,,2020-08-23 04:00,11670.47,0,0.163,弱突破平仓,否,,0.0,0.0,2020
2038,2020-08-22 08:00,做空,11491.0,11491.0,11491.0,回退3K极值,164.89,1.435,成交,弱突破,,,2020-08-22 08:00,11478.46,0,0.076,弱突破平仓,否,,0.0,0.0,2020
2039,2020-08-22 04:00,做空,11608.08,11608.08,11608.08,回退3K极值,161.65,1.393,成交,弱突破,,,2020-08-22 04:00,11538.53,0,0.43,弱突破平仓,否,,0.0,0.0,2020
2040,2020-08-21 16:00,做空,11785.06,11785.06,11785.06,回退3K极值,162.62,1.38,成交,弱突破,,,2020-08-21 16:00,11721.84,0,0.389,弱突破平仓,否,,0.0,0.0,2020
2041,2020-08-20 20:00,做多,11833.97,11833.97,11833.97,回调基准,184.92,1.563,成交,弱突破,,,2020-08-20 20:00,11860.95,0,0.146,弱突破平仓,否,,0.0,0.0,2020
2042,2020-08-19 12:00,做空,11840.31,11840.31,11840.31,回退3K极值,194.13,1.64,成交,弱突破,,,2020-08-19 12:00,11830.99,0,0.048,弱突破平仓,否,,0.0,0.0,2020
2043,2020-08-17 20:00,做多,11947.0,11947.0,11947.0,回调基准,164.17,1.374,成交,确认,11782.83,14575.34,2020-08-18 20:00,12016.69,6,-1.605,KAMA跟踪止损,是,12349.85,4.62,-1.15,2020
2044,2020-08-17 04:00,做多,11909.0,11909.0,11909.0,回退3K极值,174.06,1.462,成交,弱突破,,,2020-08-17 04:00,11921.23,0,0.07,弱突破平仓,否,,0.0,0.0,2020
2045,2020-08-14 04:00,做多,11634.72,11634.72,11634.72,回调基准,200.59,1.724,成交,确认,11434.13,14194.36,2020-08-15 20:00,11735.63,10,0.503,KAMA跟踪止损,否,,3.08,0.08,2020
2046,2020-08-11 20:00,做空,11651.0,11651.0,11651.0,回退3K极值,195.18,1.675,成交,确认,11846.18,10252.88,2020-08-12 20:00,11548.66,6,0.524,KAMA跟踪止损,否,,4.5,0.18,2020
2047,2020-08-11 12:00,做空,11760.0,11760.0,11760.0,回退3K极值,200.9,1.708,成交,弱突破,,,2020-08-11 12:00,11757.66,0,0.012,弱突破平仓,否,,0.0,0.0,2020
2048,2020-08-10 08:00,做多,11700.0,11700.0,11700.0,回退3K极值,176.78,1.511,成交,确认,11523.22,14274.0,2020-08-10 16:00,11523.22,2,-3.588,前3K止损,是,11980.72,3.29,-2.69,2020
2049,2020-08-09 20:00,做空,11610.0,11610.0,11610.0,回退3K极值,186.4,1.605,成交,弱突破,,,2020-08-09 20:00,11575.09,0,0.187,弱突破平仓,否,,0.0,0.0,2020
2050,2020-08-08 16:00,做多,11657.88,11657.88,11657.88,回退3K极值,206.12,1.768,成交,确认,11451.76,14222.61,2020-08-09 08:00,11716.58,4,0.285,KAMA跟踪止损,否,,1.38,-0.71,2020
2051,2020-08-07 20:00,做空,11688.01,11688.01,11688.01,回退3K极值,206.68,1.768,成交,弱突破,,,2020-08-07 20:00,11647.96,0,0.194,弱突破平仓,否,,0.0,0.0,2020
2052,2020-08-06 20:00,做多,11813.0,11813.0,11813.0,回调基准,217.25,1.839,成交,弱突破,,,2020-08-06 20:00,11850.0,0,0.17,弱突破平仓,否,,0.0,0.0,2020
2053,2020-08-05 20:00,做多,11465.0,11465.0,11465.0,回退3K极值,228.33,1.992,成交,确认,11236.67,13987.3,2020-08-06 12:00,11592.42,4,0.558,KAMA跟踪止损,否,,3.04,0.46,2020
2054,2020-08-05 16:00,做多,11337.35,11337.35,11337.35,回退3K极值,230.77,2.035,成交,弱突破,,,2020-08-05 16:00,11444.63,0,0.465,弱突破平仓,否,,0.0,0.0,2020
2055,2020-08-05 12:00,做多,11280.0,11280.0,11280.0,回退3K极值,237.41,2.105,成交,弱突破,,,2020-08-05 12:00,11286.62,0,0.028,弱突破平仓,否,,0.0,0.0,2020
2056,2020-08-04 16:00,做空,11140.09,11140.09,11140.09,回调基准,255.99,2.298,成交,弱突破,,,2020-08-04 16:00,11128.36,0,0.046,弱突破平仓,否,,0.0,0.0,2020
2057,2020-08-04 00:00,做多,11394.06,11394.06,11394.06,回退3K极值,270.48,2.374,成交,弱突破,,,2020-08-04 00:00,11409.76,0,0.058,弱突破平仓,否,,0.0,0.0,2020
2058,2020-08-03 20:00,做多,11260.89,11260.89,11260.89,回退3K极值,274.76,2.44,成交,弱突破,,,2020-08-03 20:00,11392.33,0,0.478,弱突破平仓,否,,0.0,0.0,2020
2059,2020-07-31 20:00,做多,11240.0,11240.0,11240.0,回退3K极值,206.41,1.836,成交,确认,11033.59,13712.8,2020-08-02 12:00,11760.25,10,2.975,KAMA跟踪止损,是,11666.32,8.13,-6.67,2020
2060,2020-07-31 16:00,做多,11195.52,11195.52,11195.52,回调基准,209.91,1.875,成交,弱突破,,,2020-07-31 16:00,11231.87,0,0.173,弱突破平仓,否,,0.0,0.0,2020
2061,2020-07-31 00:00,做多,11060.0,11060.0,11060.0,回调基准,220.45,1.993,成交,弱突破,,,2020-07-31 00:00,11130.69,0,0.321,弱突破平仓,否,,0.0,0.0,2020
2062,2020-07-29 20:00,做多,11166.02,11166.02,11166.02,回退3K极值,222.59,1.993,成交,弱突破,,,2020-07-29 20:00,11174.78,0,0.039,弱突破平仓,否,,0.0,0.0,2020
2063,2020-07-29 16:00,做多,11095.5,11095.5,11095.5,回退3K极值,221.46,1.996,成交,弱突破,,,2020-07-29 16:00,11110.06,0,0.066,弱突破平仓,否,,0.0,0.0,2020
2064,2020-07-26 00:00,做多,9630.37,9630.37,9630.37,回调基准,74.31,0.772,成交,确认,9556.06,11749.05,2020-07-28 16:00,10634.69,16,22.337,KAMA跟踪止损,是,9979.15,19.29,0.26,2020
2065,2020-07-25 00:00,做多,9574.0,9574.0,9574.0,回调基准,73.79,0.771,成交,弱突破,,,2020-07-25 00:00,9583.65,0,0.131,弱突破平仓,否,,0.0,0.0,2020
2066,2020-07-23 04:00,做多,9384.0,9384.0,9384.0,回退3K极值,59.58,0.635,成交,确认,9324.42,11448.48,2020-07-24 12:00,9500.52,8,2.071,KAMA跟踪止损,是,9493.62,3.14,0.6,2020
2067,2020-07-23 00:00,做多,9366.25,9366.25,9366.25,回调基准,59.72,0.638,成交,弱突破,,,2020-07-23 00:00,9372.24,0,0.1,弱突破平仓,否,,0.0,0.0,2020
2068,2020-07-21 12:00,做多,9203.83,9203.83,9203.83,回调基准,50.01,0.543,成交,确认,9153.82,11228.67,2020-07-22 12:00,9297.9,6,0.995,KAMA跟踪止损,是,9342.21,2.56,0.74,2020
2069,2020-07-20 04:00,做多,9175.63,9175.63,9175.63,回退3K极值,51.19,0.558,成交,确认,9124.44,11194.27,2020-07-20 20:00,9175.63,4,0.0,KAMA跟踪止损,否,,0.49,-0.49,2020
2070,2020-07-20 00:00,做多,9162.37,9162.37,9162.37,回调基准,50.99,0.557,成交,弱突破,,,2020-07-20 00:00,9167.09,0,0.093,弱突破平仓,否,,0.0,0.0,2020
2071,2020-07-19 16:00,做空,9142.63,9142.63,9142.63,回退3K极值,52.33,0.572,成交,弱突破,,,2020-07-19 16:00,9126.96,0,0.299,弱突破平仓,否,,0.0,0.0,2020
2072,2020-07-17 20:00,做多,9143.3,9143.3,9143.3,回退3K极值,64.12,0.701,成交,弱突破,,,2020-07-17 20:00,9146.19,0,0.045,弱突破平仓,否,,0.0,0.0,2020
2073,2020-07-16 12:00,做空,9156.0,9156.0,9156.0,回调基准,65.71,0.718,成交,弱突破,,,2020-07-16 12:00,9124.21,0,0.484,弱突破平仓,否,,0.0,0.0,2020
2074,2020-07-16 00:00,做空,9190.0,9190.0,9190.0,回退3K极值,67.62,0.736,成交,弱突破,,,2020-07-16 00:00,9183.07,0,0.102,弱突破平仓,否,,0.0,0.0,2020
2075,2020-07-15 00:00,做多,9244.44,9244.44,9244.44,回退3K极值,74.66,0.808,成交,弱突破,,,2020-07-15 00:00,9267.52,0,0.309,弱突破平仓,否,,0.0,0.0,2020
2076,2020-07-14 12:00,做空,9200.0,9200.0,9200.0,回调基准,73.28,0.796,成交,弱突破,,,2020-07-14 12:00,9180.56,0,0.265,弱突破平仓,否,,0.0,0.0,2020
2077,2020-07-14 00:00,做空,9237.32,9237.32,9237.32,回调基准,73.79,0.799,成交,弱突破,,,2020-07-14 00:00,9233.45,0,0.052,弱突破平仓,否,,0.0,0.0,2020
2078,2020-07-12 20:00,做空,9231.03,9231.03,9231.03,回调基准,69.74,0.755,成交,弱突破,,,2020-07-12 20:00,9214.35,0,0.239,弱突破平仓,否,,0.0,0.0,2020
2079,2020-07-12 08:00,做多,9254.27,9254.27,9254.27,回退3K极值,73.85,0.798,成交,弱突破,,,2020-07-12 08:00,9270.72,0,0.223,弱突破平仓,否,,0.0,0.0,2020
2080,2020-07-11 16:00,做空,9209.0,9209.0,9209.0,回调基准,77.77,0.845,成交,弱突破,,,2020-07-11 16:00,9199.39,0,0.124,弱突破平仓,否,,0.0,0.0,2020
2081,2020-07-11 04:00,做多,9253.79,9253.79,9253.79,回退3K极值,81.07,0.876,成交,弱突破,,,2020-07-11 04:00,9288.39,0,0.427,弱突破平仓,否,,0.0,0.0,2020
2082,2020-07-10 20:00,做多,9239.0,9239.0,9239.0,回调基准,82.52,0.893,成交,弱突破,,,2020-07-10 20:00,9245.55,0,0.079,弱突破平仓,否,,0.0,0.0,2020
2083,2020-07-10 12:00,做空,9190.32,9190.32,9190.32,回调基准,82.9,0.902,成交,弱突破,,,2020-07-10 12:00,9153.71,0,0.442,弱突破平仓,否,,0.0,0.0,2020
2084,2020-07-08 20:00,做多,9320.0,9320.0,9320.0,回调基准,80.03,0.859,成交,确认,9239.97,11370.4,2020-07-09 20:00,9324.93,6,0.062,KAMA跟踪止损,否,,1.57,-1.67,2020
2085,2020-07-08 08:00,做多,9295.55,9295.55,9295.55,回调基准,82.37,0.886,成交,弱突破,,,2020-07-08 08:00,9310.0,0,0.175,弱突破平仓,否,,0.0,0.0,2020
2086,2020-07-06 12:00,做多,9123.0,9123.0,9123.0,回退3K极值,80.08,0.878,成交,确认,9042.92,11130.06,2020-07-07 16:00,9225.99,7,0.325,KAMA跟踪止损,是,9302.99,2.82,0.53,2020
2087,2020-07-05 16:00,做空,9040.0,9040.0,9040.0,回退3K极值,76.52,0.846,成交,弱突破,,,2020-07-05 16:00,9035.32,0,0.061,弱突破平仓,否,,0.0,0.0,2020
2088,2020-07-02 20:00,做空,9171.0,9171.0,9171.0,回退3K极值,87.24,0.951,成交,确认,9258.24,8070.48,2020-07-05 00:00,9108.42,13,0.717,KAMA跟踪止损,否,,2.56,-0.25,2020
2089,2020-07-01 20:00,做多,9200.0,9200.0,9200.0,回退3K极值,94.15,1.023,成交,确认,9105.85,11224.0,2020-07-02 12:00,9200.0,4,0.0,KAMA跟踪止损,否,,1.01,-0.25,2020
2090,2020-06-30 04:00,做多,9181.0,9181.0,9181.0,回退3K极值,112.45,1.225,成交,弱突破,,,2020-06-30 04:00,9189.48,0,0.075,弱突破平仓,否,,0.0,0.0,2020
2091,2020-06-30 00:00,做多,9136.66,9136.66,9136.66,回退3K极值,114.16,1.249,成交,弱突破,,,2020-06-30 00:00,9157.23,0,0.18,弱突破平仓,否,,0.0,0.0,2020
2092,2020-06-28 00:00,做空,9107.34,9107.34,9107.34,回退3K极值,115.96,1.273,成交,确认,9223.3,8014.46,2020-06-28 20:00,9107.34,5,0.0,KAMA跟踪止损,否,,2.4,-0.73,2020
2093,2020-06-26 12:00,做空,9181.26,9181.26,9181.26,回退3K极值,122.23,1.331,成交,弱突破,,,2020-06-26 12:00,9143.88,0,0.306,弱突破平仓,否,,0.0,0.0,2020
2094,2020-06-24 12:00,做空,9592.74,9592.74,9592.74,回退3K极值,97.36,1.015,成交,确认,9690.1,8441.61,2020-06-25 16:00,9325.85,7,2.858,KAMA跟踪止损,是,9337.26,6.13,0.38,2020
2095,2020-06-23 00:00,做多,9508.0,9508.0,9508.0,回退3K极值,99.7,1.049,成交,确认,9408.3,11599.76,2020-06-24 04:00,9602.64,7,0.103,KAMA跟踪止损,是,9686.99,3.02,0.59,2020
2096,2020-06-22 20:00,做多,9470.0,9470.0,9470.0,回退3K极值,101.27,1.069,成交,弱突破,,,2020-06-22 20:00,9489.82,0,0.196,弱突破平仓,否,,0.0,0.0,2020
2097,2020-06-22 16:00,做多,9450.0,9450.0,9450.0,回退3K极值,103.21,1.092,成交,弱突破,,,2020-06-22 16:00,9458.88,0,0.086,弱突破平仓,否,,0.0,0.0,2020
2098,2020-06-22 12:00,做多,9394.43,9394.43,9394.43,回退3K极值,104.43,1.112,成交,弱突破,,,2020-06-22 12:00,9416.73,0,0.214,弱突破平仓,否,,0.0,0.0,2020
2099,2020-06-22 04:00,做空,9301.0,9301.0,9301.0,回退3K极值,105.3,1.132,成交,弱突破,,,2020-06-22 04:00,9293.51,0,0.071,弱突破平仓,否,,0.0,0.0,2020
2100,2020-06-19 08:00,做空,9272.41,9272.41,9272.41,回退3K极值,126.84,1.368,成交,弱突破,,,2020-06-19 08:00,9268.73,0,0.029,弱突破平仓,否,,0.0,0.0,2020
2101,2020-06-18 00:00,做空,9355.0,9355.0,9355.0,回退3K极值,135.64,1.45,成交,弱突破,,,2020-06-18 00:00,9293.61,0,0.453,弱突破平仓,否,,0.0,0.0,2020
2102,2020-06-17 20:00,做空,9416.0,9416.0,9416.0,回调基准,131.52,1.397,成交,弱突破,,,2020-06-17 20:00,9393.05,0,0.175,弱突破平仓,否,,0.0,0.0,2020
2103,2020-06-16 08:00,做多,9490.83,9490.83,9490.83,回退3K极值,143.68,1.514,成交,弱突破,,,2020-06-16 08:00,9559.49,0,0.478,弱突破平仓,否,,0.0,0.0,2020
2104,2020-06-15 08:00,做空,9240.97,9240.97,9240.97,回退3K极值,123.39,1.335,成交,确认,9364.36,8132.05,2020-06-16 00:00,9240.97,4,0.0,KAMA跟踪止损,否,,3.81,-2.26,2020
2105,2020-06-11 20:00,做空,9755.0,9755.0,9755.0,回退3K极值,128.92,1.322,成交,确认,9883.92,8584.4,2020-06-14 00:00,9494.51,13,0.364,KAMA跟踪止损,是,9280.99,7.18,1.87,2020
2106,2020-06-11 00:00,做多,9785.56,9785.56,9785.56,回调基准,122.9,1.256,成交,确认,9662.66,11938.38,2020-06-11 16:00,9792.78,4,0.059,KAMA跟踪止损,否,,1.89,-0.31,2020
2107,2020-06-10 04:00,做多,9750.0,9750.0,9750.0,回退3K极值,135.11,1.386,成交,弱突破,,,2020-06-10 04:00,9771.66,0,0.16,弱突破平仓,否,,0.0,0.0,2020
2108,2020-06-08 00:00,做多,9715.26,9715.26,9715.26,回调基准,142.49,1.467,成交,弱突破,,,2020-06-08 00:00,9771.75,0,0.396,弱突破平仓,否,,0.0,0.0,2020
2109,2020-06-07 20:00,做空,9540.0,9540.0,9540.0,回退3K极值,137.9,1.445,成交,弱突破,,,2020-06-07 20:00,9495.71,0,0.321,弱突破平仓,否,,0.0,0.0,2020
2110,2020-06-07 16:00,做空,9622.46,9622.46,9622.46,回退3K极值,137.89,1.433,成交,弱突破,,,2020-06-07 16:00,9573.97,0,0.352,弱突破平仓,否,,0.0,0.0,2020
2111,2020-06-05 16:00,做空,9726.01,9726.01,9726.01,回退3K极值,166.19,1.709,成交,弱突破,,,2020-06-05 16:00,9697.25,0,0.173,弱突破平仓,否,,0.0,0.0,2020
2112,2020-06-04 20:00,做多,9684.85,9684.85,9684.85,回调基准,172.61,1.782,成交,确认,9512.24,11815.52,2020-06-05 12:00,9743.43,4,0.339,KAMA跟踪止损,否,,2.06,0.41,2020
2113,2020-06-04 04:00,做多,9644.0,9644.0,9644.0,回退3K极值,183.37,1.901,成交,弱突破,,,2020-06-04 04:00,9663.59,0,0.107,弱突破平仓,否,,0.0,0.0,2020
2114,2020-06-03 16:00,做多,9548.97,9548.97,9548.97,回调基准,190.28,1.993,成交,弱突破,,,2020-06-03 16:00,9614.17,0,0.343,弱突破平仓,否,,0.0,0.0,2020
2115,2020-06-02 04:00,做多,9610.0,9610.0,9610.0,回退3K极值,137.13,1.427,成交,确认,9472.87,11724.2,2020-06-02 20:00,9796.76,4,-0.922,KAMA跟踪止损,是,10109.99,6.79,-3.6,2020
2116,2020-05-31 04:00,做多,9582.17,9582.17,9582.17,回调基准,144.54,1.508,成交,确认,9437.63,11690.25,2020-05-31 20:00,9582.17,4,0.0,KAMA跟踪止损,否,,1.21,-1.53,2020
2117,2020-05-30 12:00,做多,9450.0,9450.0,9450.0,回调基准,152.39,1.613,成交,弱突破,,,2020-05-30 12:00,9523.52,0,0.482,弱突破平仓,否,,0.0,0.0,2020
2118,2020-05-27 16:00,做多,8892.0,8892.0,8892.0,回退3K极值,161.26,1.814,成交,确认,8730.74,10848.24,2020-05-29 16:00,9412.18,12,4.895,KAMA跟踪止损,是,9143.0,8.21,1.73,2020
2119,2020-05-26 20:00,做空,8777.0,8777.0,8777.0,回退3K极值,176.91,2.016,成交,弱突破,,,2020-05-26 20:00,8720.48,0,0.319,弱突破平仓,否,,0.0,0.0,2020
2120,2020-05-26 00:00,做多,8876.6,8876.6,8876.6,回退3K极值,184.43,2.078,成交,弱突破,,,2020-05-26 00:00,8922.18,0,0.247,弱突破平仓,否,,0.0,0.0,2020
2121,2020-05-25 04:00,做空,8851.24,8851.24,8851.24,回退3K极值,177.31,2.003,成交,确认,9028.55,7789.09,2020-05-25 20:00,8851.24,4,0.0,KAMA跟踪止损,否,,2.57,-0.29,2020
2122,2020-05-24 20:00,做空,9089.0,9089.0,9089.0,回退3K极值,176.42,1.941,成交,弱突破,,,2020-05-24 20:00,9050.0,0,0.221,弱突破平仓,否,,0.0,0.0,2020
2123,2020-05-24 12:00,做多,9245.33,9245.33,9245.33,回退3K极值,178.15,1.927,成交,弱突破,,,2020-05-24 12:00,9251.22,0,0.033,弱突破平仓,否,,0.0,0.0,2020
2124,2020-05-23 08:00,做多,9259.38,9259.38,9259.38,回退3K极值,204.32,2.207,成交,弱突破,,,2020-05-23 08:00,9280.0,0,0.101,弱突破平仓,否,,0.0,0.0,2020
2125,2020-05-20 20:00,做空,9635.0,9635.0,9635.0,回退3K极值,209.8,2.177,成交,确认,9844.8,8478.8,2020-05-22 20:00,9196.71,12,1.544,KAMA跟踪止损,是,9082.3,8.54,0.42,2020
2126,2020-05-19 08:00,做空,9540.01,9540.01,9540.01,回退3K极值,229.76,2.408,成交,弱突破,,,2020-05-19 08:00,9526.23,0,0.06,弱突破平仓,否,,0.0,0.0,2020
2127,2020-05-17 20:00,做多,9572.38,9572.38,9572.38,回调基准,239.58,2.503,成交,确认,9332.8,11678.3,2020-05-18 16:00,9668.25,5,0.4,KAMA跟踪止损,否,,4.04,-1.28,2020
2128,2020-05-17 08:00,做多,9529.53,9529.53,9529.53,回调基准,254.53,2.671,成交,弱突破,,,2020-05-17 08:00,9539.0,0,0.037,弱突破平仓,否,,0.0,0.0,2020
2129,2020-05-17 00:00,做空,9326.0,9326.0,9326.0,回退3K极值,265.96,2.852,成交,弱突破,,,2020-05-17 00:00,9325.59,0,0.002,弱突破平仓,否,,0.0,0.0,2020
2130,2020-05-16 04:00,做空,9320.0,9320.0,9320.0,回退3K极值,276.6,2.968,成交,弱突破,,,2020-05-16 04:00,9310.73,0,0.034,弱突破平仓,否,,0.0,0.0,2020
2131,2020-05-16 00:00,做空,9364.82,9364.82,9364.82,回调基准,279.99,2.99,成交,弱突破,,,2020-05-16 00:00,9337.31,0,0.098,弱突破平仓,否,,0.0,0.0,2020
2132,2020-05-14 16:00,做多,9544.53,9544.53,9544.53,回退3K极值,256.52,2.688,成交,确认,9288.01,11644.33,2020-05-15 08:00,9635.85,4,0.356,KAMA跟踪止损,否,,3.47,-3.28,2020
2133,2020-05-14 12:00,做多,9397.0,9397.0,9397.0,回退3K极值,255.2,2.716,成交,弱突破,,,2020-05-14 12:00,9502.66,0,0.414,弱突破平仓,否,,0.0,0.0,2020
2134,2020-05-14 04:00,做多,9180.48,9180.48,9180.48,回退3K极值,261.49,2.848,成交,弱突破,,,2020-05-14 04:00,9305.91,0,0.48,弱突破平仓,否,,0.0,0.0,2020
2135,2020-05-13 20:00,做多,9048.66,9048.66,9048.66,回退3K极值,272.55,3.012,成交,弱突破,,,2020-05-13 20:00,9135.32,0,0.318,弱突破平仓,否,,0.0,0.0,2020
2136,2020-05-13 16:00,做多,8971.0,8971.0,8971.0,回退3K极值,275.28,3.069,成交,弱突破,,,2020-05-13 16:00,9034.48,0,0.231,弱突破平仓,否,,0.0,0.0,2020
2137,2020-05-12 20:00,做多,8829.0,8829.0,8829.0,回退3K极值,304.63,3.45,成交,弱突破,,,2020-05-12 20:00,8863.5,0,0.113,弱突破平仓,否,,0.0,0.0,2020
2138,2020-05-11 16:00,做多,8837.4,8837.4,8837.4,回调基准,279.28,3.16,成交,弱突破,,,2020-05-11 16:00,8923.21,0,0.307,弱突破平仓,否,,0.0,0.0,2020
2139,2020-05-10 08:00,做空,9530.0,9530.0,9530.0,回退3K极值,213.86,2.244,成交,确认,9743.86,8386.4,2020-05-11 00:00,8386.4,4,7.317,止盈,是,8807.73,13.43,6.61,2020
2140,2020-05-09 12:00,做空,9731.86,9731.86,9731.86,回退3K极值,218.85,2.249,成交,确认,9950.71,8564.04,2020-05-10 04:00,9731.86,4,0.0,KAMA跟踪止损,否,,2.09,-0.75,2020
2141,2020-05-07 20:00,做多,9379.0,9379.0,9379.0,回调基准,201.13,2.144,成交,确认,9177.87,11442.38,2020-05-09 08:00,9758.2,9,1.321,KAMA跟踪止损,是,9871.77,7.47,1.35,2020
2142,2020-05-06 16:00,做多,9071.98,9071.98,9071.98,回退3K极值,189.4,2.088,成交,确认,8882.58,11067.82,2020-05-07 08:00,9071.98,4,0.0,KAMA跟踪止损,否,,3.67,-0.55,2020
2143,2020-05-05 12:00,做多,8954.94,8954.94,8954.94,回退3K极值,198.13,2.212,成交,弱突破,,,2020-05-05 12:00,9020.52,0,0.331,弱突破平仓,否,,0.0,0.0,2020
2144,2020-05-03 08:00,做多,9020.0,9020.0,9020.0,回退3K极值,205.35,2.277,成交,确认,8814.65,11004.4,2020-05-03 20:00,8814.65,3,-1.0,前3K止损,否,,1.52,-3.25,2020
2145,2020-05-02 20:00,做多,8893.85,8893.85,8893.85,回退3K极值,213.31,2.398,成交,弱突破,,,2020-05-02 20:00,8942.97,0,0.23,弱突破平仓,否,,0.0,0.0,2020
2146,2020-05-01 16:00,做多,8896.22,8896.22,8896.22,回调基准,229.12,2.575,成交,弱突破,,,2020-05-01 16:00,9003.17,0,0.467,弱突破平仓,否,,0.0,0.0,2020
2147,2020-04-26 16:00,做多,7579.0,7579.0,7579.0,回退3K极值,120.57,1.591,成交,确认,7458.43,9246.38,2020-04-30 08:00,9246.38,22,26.04,止盈,是,7774.0,22.97,-1.35,2020
2148,2020-04-25 12:00,做多,7546.97,7546.97,7546.97,回退3K极值,133.27,1.766,成交,弱突破,,,2020-04-25 12:00,7558.47,0,0.086,弱突破平仓,否,,0.0,0.0,2020
2149,2020-04-23 20:00,做多,7178.0,7178.0,7178.0,回调基准,117.16,1.632,成交,确认,7060.84,8757.16,2020-04-24 20:00,7420.74,6,1.216,KAMA跟踪止损,是,7521.05,6.14,2.93,2020
2150,2020-04-22 20:00,做多,6970.0,6970.0,6970.0,回退3K极值,121.27,1.74,成交,确认,6848.73,8503.4,2020-04-23 12:00,7026.31,4,0.464,KAMA跟踪止损,否,,2.98,0.72,2020
2151,2020-04-20 16:00,做空,7081.04,7081.04,7081.04,回退3K极值,118.12,1.668,成交,确认,7199.16,6231.32,2020-04-22 12:00,6942.34,11,-0.313,KAMA跟踪止损,是,6766.71,4.87,-0.13,2020
2152,2020-04-16 12:00,做多,6769.0,6769.0,6769.0,回调基准,136.67,2.019,成交,确认,6632.33,8258.18,2020-04-19 20:00,7067.97,20,2.539,KAMA跟踪止损,是,7019.97,7.7,1.41,2020
2153,2020-04-16 04:00,做空,6672.1,6672.1,6672.1,回退3K极值,132.31,1.983,成交,弱突破,,,2020-04-16 04:00,6616.89,0,0.417,弱突破平仓,否,,0.0,0.0,2020
2154,2020-04-15 20:00,做空,6736.84,6736.84,6736.84,回退3K极值,136.35,2.024,成交,弱突破,,,2020-04-15 20:00,6699.85,0,0.271,弱突破平仓,否,,0.0,0.0,2020
2155,2020-04-15 16:00,做空,6805.0,6805.0,6805.0,回退3K极值,136.1,2.0,成交,弱突破,,,2020-04-15 16:00,6779.23,0,0.189,弱突破平仓,否,,0.0,0.0,2020
