序号,信号时间,方向,6K极值,入场基准,基准类型,回调偏移%,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,是否歧义,年份
486,2022-02-28 00:00,做空,38162.0,38162.0,回调基准,0.0,1023.98,2.683,成交,确认,39185.98,33582.56,2022-02-28 16:00,38317.4,4,-0.152,KAMA跟踪止损,否,,3.22,-1.32,否,2022
487,2022-02-28 20:00,做多,39868.6,39868.6,回调基准,0.0,1056.46,2.65,成交,确认,38812.14,48639.69,2022-03-02 12:00,43939.74,10,4.596,KAMA跟踪止损,是,43155.0,12.71,2.02,否,2022
488,2022-03-03 08:00,做空,43321.0,43321.0,回调基准,0.0,1140.59,2.633,成交,弱突破,,,2022-03-03 08:00,43312.7,0,0.007,弱突破平仓,否,,0.0,0.0,否,2022
489,2022-03-03 20:00,做空,42858.0,43321.0,回调基准,1.08,1085.77,2.506,成交,确认,44406.77,38122.48,2022-03-06 00:00,39461.96,13,5.377,KAMA跟踪止损,是,41441.1,11.08,1.29,否,2022
490,2022-03-06 16:00,做空,38754.5,38754.5,回调基准,0.0,912.15,2.354,成交,弱突破,,,2022-03-06 16:00,38330.9,0,0.464,弱突破平仓,否,,0.0,0.0,否,2022
491,2022-03-07 08:00,做空,38056.0,38056.0,回调基准,0.0,932.16,2.449,成交,弱突破,,,2022-03-07 08:00,37848.8,0,0.222,弱突破平仓,否,,0.0,0.0,否,2022
492,2022-03-08 00:00,做空,37529.9,37529.9,回调基准,0.0,908.53,2.421,成交,弱突破,,,2022-03-08 00:00,37288.7,0,0.265,弱突破平仓,否,,0.0,0.0,否,2022
493,2022-03-09 08:00,做多,39340.5,39340.5,回退6K极值,,970.82,2.468,成交,确认,38369.68,47995.41,2022-03-10 08:00,41330.06,6,1.592,KAMA跟踪止损,是,41773.8,8.41,2.95,否,2022
494,2022-03-14 04:00,做空,38333.0,38333.0,回退6K极值,,819.15,2.137,成交,确认,39152.15,33733.04,2022-03-14 12:00,39152.15,2,-1.0,前3K止损,否,,2.12,-2.2,否,2022
495,2022-03-15 04:00,做多,39287.4,39287.4,回调基准,0.0,812.97,2.069,成交,弱突破,,,2022-03-15 04:00,39653.8,0,0.451,弱突破平仓,否,,0.0,0.0,否,2022
496,2022-03-19 00:00,做多,41086.0,41071.5,回调基准,0.035,832.41,2.027,成交,确认,40239.09,50107.23,2022-03-20 20:00,41460.09,11,0.467,KAMA跟踪止损,否,,3.35,0.31,否,2022
497,2022-03-21 08:00,做空,40900.0,40900.0,回退6K极值,,672.2,1.644,成交,弱突破,,,2022-03-21 08:00,40811.3,0,0.132,弱突破平仓,否,,0.0,0.0,否,2022
498,2022-03-22 08:00,做多,41544.4,41544.4,回调基准,0.0,650.72,1.566,成交,确认,40893.68,50684.17,2022-03-23 12:00,41786.76,7,-1.457,KAMA跟踪止损,是,42977.0,4.75,0.45,否,2022
499,2022-03-24 20:00,做多,43500.0,43500.0,回退6K极值,,708.85,1.63,成交,确认,42791.15,53070.0,2022-03-29 04:00,47155.8,26,8.634,KAMA跟踪止损,是,44691.0,10.8,0.17,否,2022
500,2022-03-31 20:00,做空,46819.9,46819.9,回调基准,0.0,629.62,1.345,成交,确认,47449.52,41201.51,2022-04-01 20:00,45319.29,6,2.794,KAMA跟踪止损,是,45578.1,5.58,0.26,否,2022
501,2022-04-04 20:00,做空,45735.0,46169.6,回调基准,0.95,691.27,1.497,成交,确认,46860.87,40629.25,2022-04-05 04:00,46860.87,2,-1.0,前3K止损,否,,2.33,-1.57,否,2022
502,2022-04-09 00:00,做空,42728.0,43173.0,回调基准,1.041,736.82,1.707,成交,确认,43909.82,37992.24,2022-04-11 00:00,43004.14,12,0.229,KAMA跟踪止损,否,,2.55,-0.38,否,2022
503,2022-04-11 04:00,做空,42365.0,42365.0,回调基准,0.0,600.02,1.416,成交,弱突破,,,2022-04-11 04:00,42140.4,0,0.374,弱突破平仓,否,,0.0,0.0,否,2022
504,2022-04-18 04:00,做空,39768.0,40094.3,回调基准,0.821,541.71,1.351,成交,确认,40636.01,35282.98,2022-04-19 00:00,39955.61,5,-1.689,KAMA跟踪止损,是,38902.1,4.06,-3.03,否,2022
505,2022-04-19 20:00,做多,41310.0,41310.0,回调基准,0.0,635.0,1.537,成交,弱突破,,,2022-04-19 20:00,41433.3,0,0.194,弱突破平仓,否,,0.0,0.0,否,2022
506,2022-04-20 16:00,做多,41788.0,41788.0,回调基准,0.0,604.89,1.448,成交,弱突破,,,2022-04-20 16:00,42070.8,0,0.468,弱突破平仓,否,,0.0,0.0,否,2022
507,2022-04-21 16:00,做多,42166.8,42166.8,回调基准,0.0,626.38,1.485,成交,弱突破,,,2022-04-21 16:00,42418.0,0,0.401,弱突破平仓,否,,0.0,0.0,否,2022
508,2022-04-22 04:00,做空,41118.2,41118.2,回调基准,0.0,670.96,1.632,成交,确认,41789.16,36184.02,2022-04-26 00:00,39533.55,23,2.184,KAMA跟踪止损,是,39414.6,7.31,0.81,否,2022
509,2022-04-29 16:00,做空,38861.8,38861.8,回调基准,0.0,723.99,1.863,成交,弱突破,,,2022-04-29 16:00,38737.7,0,0.171,弱突破平仓,否,,0.0,0.0,否,2022
510,2022-04-30 00:00,做空,38586.7,38586.7,回退6K极值,,741.26,1.921,成交,弱突破,,,2022-04-30 00:00,38314.2,0,0.368,弱突破平仓,否,,0.0,0.0,否,2022
511,2022-05-01 04:00,做空,38135.0,38284.0,回调基准,0.391,639.16,1.67,成交,确认,38923.16,33689.92,2022-05-01 20:00,38284.0,4,0.0,KAMA跟踪止损,否,,2.44,-1.04,否,2022
512,2022-05-02 12:00,做多,38809.0,38680.6,回调基准,0.331,652.77,1.688,成交,弱突破,,,2022-05-02 12:00,38869.6,0,0.29,弱突破平仓,否,,0.0,0.0,否,2022
513,2022-05-04 00:00,做空,38032.2,38032.2,回调基准,0.0,615.76,1.619,成交,确认,38647.96,33468.34,2022-05-04 12:00,38647.96,3,-1.0,前3K止损,否,,1.36,-1.94,否,2022
514,2022-05-04 16:00,做多,38770.0,38659.7,回调基准,0.284,627.12,1.622,成交,确认,38032.58,47164.83,2022-05-05 20:00,38906.83,7,-1.118,KAMA跟踪止损,是,39855.2,3.65,-8.08,否,2022
515,2022-05-08 04:00,做空,35702.9,35702.9,回调基准,0.0,650.59,1.822,成交,弱突破,,,2022-05-08 04:00,35466.7,0,0.363,弱突破平仓,否,,0.0,0.0,否,2022
516,2022-05-10 04:00,做空,30300.0,30300.0,回退6K极值,,844.29,2.786,成交,弱突破,,,2022-05-10 04:00,30056.6,0,0.288,弱突破平仓,否,,0.0,0.0,否,2022
517,2022-05-13 08:00,做多,30257.0,30257.0,回调基准,0.0,1404.47,4.642,成交,弱突破,,,2022-05-13 08:00,30564.3,0,0.219,弱突破平仓,否,,0.0,0.0,否,2022
518,2022-05-14 16:00,做空,29180.1,29180.1,回调基准,0.0,1234.08,4.229,成交,弱突破,,,2022-05-14 16:00,29065.0,0,0.093,弱突破平仓,否,,0.0,0.0,否,2022
519,2022-05-16 04:00,做多,30555.0,30352.2,回调基准,0.664,1074.34,3.54,成交,确认,29277.86,37029.68,2022-05-16 20:00,29939.6,4,-0.384,KAMA跟踪止损,否,,3.21,-3.53,否,2022
520,2022-05-18 20:00,做空,29420.0,29420.0,回调基准,0.0,890.45,3.027,成交,确认,30310.45,25889.6,2022-05-19 12:00,29420.0,4,0.0,KAMA跟踪止损,否,,2.69,-0.39,否,2022
521,2022-05-19 20:00,做多,29890.0,29890.0,回调基准,0.0,845.15,2.828,成交,确认,29044.85,36465.8,2022-05-20 12:00,29890.0,4,0.0,KAMA跟踪止损,否,,2.99,-0.17,否,2022
522,2022-05-20 20:00,做空,29345.0,29345.0,回调基准,0.0,788.34,2.686,成交,弱突破,,,2022-05-20 20:00,29142.0,0,0.258,弱突破平仓,否,,0.0,0.0,否,2022
523,2022-05-22 16:00,做多,29650.0,29650.0,回调基准,0.0,622.8,2.101,成交,弱突破,,,2022-05-22 16:00,29891.1,0,0.387,弱突破平仓,否,,0.0,0.0,否,2022
524,2022-05-24 00:00,做空,29730.6,29730.6,回调基准,0.0,603.74,2.031,成交,确认,30334.34,26162.93,2022-05-25 04:00,29730.6,7,0.0,KAMA跟踪止损,否,,3.68,-0.53,否,2022
525,2022-05-25 08:00,做多,29887.3,29887.3,回退6K极值,,610.48,2.043,成交,弱突破,,,2022-05-25 08:00,30188.9,0,0.494,弱突破平仓,否,,0.0,0.0,否,2022
526,2022-05-26 16:00,做空,29330.0,29330.0,回调基准,0.0,576.46,1.965,成交,确认,29906.46,25810.4,2022-05-27 08:00,29330.0,4,0.0,KAMA跟踪止损,否,,4.7,-1.56,否,2022
527,2022-05-30 08:00,做多,29595.2,29595.2,回退6K极值,,469.24,1.586,成交,确认,29125.96,36106.14,2022-05-31 20:00,31469.95,9,5.795,KAMA跟踪止损,是,30625.3,9.16,2.13,否,2022
528,2022-06-01 20:00,做空,31222.0,31222.0,回调基准,0.0,528.53,1.693,成交,确认,31750.53,27475.36,2022-06-03 04:00,30489.55,8,0.68,KAMA跟踪止损,是,30116.5,6.16,1.51,否,2022
529,2022-06-03 20:00,做空,29579.9,29579.9,回调基准,0.0,558.41,1.888,成交,弱突破,,,2022-06-03 20:00,29486.7,0,0.167,弱突破平仓,否,,0.0,0.0,否,2022
530,2022-06-06 00:00,做多,29975.0,29968.7,回调基准,0.021,435.66,1.454,成交,弱突破,,,2022-06-06 00:00,30036.3,0,0.155,弱突破平仓,否,,0.0,0.0,否,2022
531,2022-06-06 08:00,做多,30250.0,29884.9,回调基准,1.207,433.56,1.451,成交,确认,29451.34,36459.58,2022-06-07 08:00,31126.65,6,2.515,KAMA跟踪止损,是,31277.9,6.34,-2.33,否,2022
532,2022-06-10 20:00,做空,29470.5,29914.5,回调基准,1.507,564.15,1.886,成交,确认,30478.65,26324.76,2022-06-12 20:00,28307.42,12,4.024,KAMA跟踪止损,是,28970.5,10.24,1.49,否,2022
533,2022-06-13 04:00,做空,26850.0,26850.0,回退6K极值,,639.61,2.382,成交,弱突破,,,2022-06-13 04:00,26564.7,0,0.446,弱突破平仓,否,,0.0,0.0,否,2022
534,2022-06-13 08:00,做空,26538.7,26538.7,回退6K极值,,657.97,2.479,成交,确认,27196.67,23354.06,2022-06-13 20:00,23354.06,3,7.04,止盈,是,24801.2,14.99,1.12,否,2022
535,2022-06-14 04:00,做空,22559.7,22559.7,回退6K极值,,870.24,3.857,成交,弱突破,,,2022-06-14 04:00,22471.5,0,0.101,弱突破平仓,否,,0.0,0.0,否,2022
536,2022-06-19 00:00,做空,18690.0,18690.0,回退6K极值,,876.13,4.688,成交,确认,19566.13,16447.2,2022-06-19 16:00,18690.0,4,0.0,KAMA跟踪止损,否,,5.87,-7.54,否,2022
537,2022-06-20 00:00,做多,20100.0,19500.0,回调基准,2.985,964.42,4.946,成交,确认,18535.58,23790.0,2022-06-22 12:00,20160.96,15,-0.296,KAMA跟踪止损,是,21107.7,11.49,0.67,否,2022
538,2022-06-24 00:00,做多,20855.0,20855.0,回退6K极值,,748.61,3.59,成交,弱突破,,,2022-06-24 00:00,20900.5,0,0.061,弱突破平仓,否,,0.0,0.0,否,2022
539,2022-06-24 04:00,做多,20950.0,20950.0,回退6K极值,,750.78,3.584,成交,弱突破,,,2022-06-24 04:00,21096.6,0,0.195,弱突破平仓,否,,0.0,0.0,否,2022
540,2022-06-26 16:00,做多,21600.0,21549.8,回调基准,0.232,566.36,2.628,成交,弱突破,,,2022-06-26 16:00,21699.5,0,0.264,弱突破平仓,否,,0.0,0.0,否,2022
541,2022-06-27 04:00,做空,21116.5,21130.0,回调基准,0.064,555.75,2.63,成交,弱突破,,,2022-06-27 04:00,21029.1,0,0.182,弱突破平仓,否,,0.0,0.0,否,2022
542,2022-06-27 20:00,做空,20908.8,20908.8,回调基准,0.0,511.46,2.446,成交,弱突破,,,2022-06-27 20:00,20744.0,0,0.322,弱突破平仓,否,,0.0,0.0,否,2022
543,2022-06-29 00:00,做空,20500.0,20500.0,回调基准,0.0,484.92,2.365,成交,确认,20984.92,18040.0,2022-06-30 04:00,20427.12,7,0.15,KAMA跟踪止损,否,,3.33,0.24,否,2022
544,2022-06-30 12:00,做空,19817.2,19817.2,回调基准,0.0,436.34,2.202,成交,确认,20253.54,17439.14,2022-07-01 04:00,19427.88,4,0.115,KAMA跟踪止损,是,19088.7,6.33,-0.75,否,2022
545,2022-07-04 00:00,做多,19400.0,19400.0,回调基准,0.0,434.65,2.24,成交,弱突破,,,2022-07-04 00:00,19483.3,0,0.192,弱突破平仓,否,,0.0,0.0,否,2022
546,2022-07-04 16:00,做多,19645.4,19645.4,回调基准,0.0,416.86,2.122,成交,弱突破,,,2022-07-04 16:00,19794.2,0,0.357,弱突破平仓,否,,0.0,0.0,否,2022
547,2022-07-07 20:00,做多,20667.6,20667.6,回调基准,0.0,432.33,2.092,成交,弱突破,,,2022-07-07 20:00,20881.9,0,0.496,弱突破平仓,否,,0.0,0.0,否,2022
548,2022-07-10 08:00,做空,21309.6,21309.6,回调基准,0.0,469.1,2.201,成交,弱突破,,,2022-07-10 08:00,21288.6,0,0.045,弱突破平仓,否,,0.0,0.0,否,2022
549,2022-07-12 04:00,做空,20260.0,20260.0,回退6K极值,,431.04,2.128,成交,确认,20691.04,17828.8,2022-07-12 20:00,19985.17,4,0.638,KAMA跟踪止损,否,,3.49,1.04,否,2022
550,2022-07-13 00:00,做空,19552.4,19552.4,回退6K极值,,419.61,2.146,成交,弱突破,,,2022-07-13 00:00,19383.6,0,0.402,弱突破平仓,否,,0.0,0.0,否,2022
551,2022-07-14 04:00,做多,20150.0,20150.0,回退6K极值,,481.34,2.389,成交,弱突破,,,2022-07-14 04:00,20220.1,0,0.146,弱突破平仓,否,,0.0,0.0,否,2022
552,2022-07-15 00:00,做多,20463.3,20436.6,回调基准,0.13,498.79,2.441,成交,弱突破,,,2022-07-15 00:00,20602.9,0,0.333,弱突破平仓,否,,0.0,0.0,否,2022
553,2022-07-16 00:00,做多,21090.0,20900.0,回调基准,0.901,481.69,2.305,成交,确认,20418.31,25498.0,2022-07-16 16:00,20541.0,4,-0.745,KAMA跟踪止损,否,,1.44,-2.05,否,2022
554,2022-07-18 04:00,做空,20810.4,20900.0,回调基准,0.431,447.98,2.143,成交,弱突破,,,2022-07-18 04:00,20794.4,0,0.236,弱突破平仓,否,,0.0,0.0,否,2022
555,2022-07-18 12:00,做多,21674.1,21674.1,回调基准,0.0,450.26,2.077,成交,确认,21223.84,26442.4,2022-07-19 04:00,21614.9,4,-2.484,KAMA跟踪止损,是,22674.2,5.19,-1.33,否,2022
556,2022-07-19 20:00,做多,22950.0,22800.0,回调基准,0.654,609.29,2.672,成交,确认,22190.71,27816.0,2022-07-21 08:00,22800.0,9,-1.51,KAMA跟踪止损,是,23720.0,6.48,-0.6,否,2022
557,2022-07-22 16:00,做多,23342.2,23342.2,回退6K极值,,617.43,2.645,成交,弱突破,,,2022-07-22 16:00,23600.8,0,0.419,弱突破平仓,否,,0.0,0.0,否,2022
558,2022-07-23 00:00,做空,22625.3,22625.3,回调基准,0.0,610.65,2.699,成交,弱突破,,,2022-07-23 00:00,22578.9,0,0.076,弱突破平仓,否,,0.0,0.0,否,2022
559,2022-07-23 16:00,做空,22500.0,22500.0,回调基准,0.0,577.6,2.567,成交,弱突破,,,2022-07-23 16:00,22226.3,0,0.474,弱突破平仓,否,,0.0,0.0,否,2022
560,2022-07-24 20:00,做多,22828.8,22828.8,回退6K极值,,533.11,2.335,成交,弱突破,,,2022-07-24 20:00,22837.0,0,0.015,弱突破平仓,否,,0.0,0.0,否,2022
561,2022-07-25 08:00,做空,22256.4,22256.4,回调基准,0.0,516.29,2.32,成交,确认,22772.69,19585.63,2022-07-27 04:00,21124.67,11,2.532,KAMA跟踪止损,是,21300.0,7.04,0.02,否,2022
562,2022-07-27 12:00,做多,21294.0,21250.0,回调基准,0.207,474.51,2.233,成交,弱突破,,,2022-07-27 12:00,21335.0,0,0.179,弱突破平仓,否,,0.0,0.0,否,2022
563,2022-07-27 20:00,做多,21442.0,21442.0,回退6K极值,,463.11,2.16,成交,弱突破,,,2022-07-27 20:00,21516.4,0,0.161,弱突破平仓,否,,0.0,0.0,否,2022
564,2022-07-28 00:00,做多,21531.8,21531.8,回退6K极值,,458.95,2.132,成交,确认,21072.85,26268.8,2022-07-29 16:00,23629.12,10,6.069,KAMA跟踪止损,是,22941.1,13.79,4.82,否,2022
565,2022-07-30 20:00,做多,24220.0,24220.0,回调基准,0.0,509.82,2.105,成交,确认,23710.18,29548.4,2022-07-31 04:00,23710.18,2,-1.0,前3K止损,否,,1.51,-2.95,否,2022
566,2022-08-01 04:00,做空,23340.0,23505.0,回调基准,0.707,505.96,2.153,成交,弱突破,,,2022-08-01 04:00,23290.1,0,0.425,弱突破平仓,否,,0.0,0.0,否,2022
567,2022-08-05 00:00,做空,22707.0,22707.0,回调基准,0.0,446.97,1.968,成交,确认,23153.97,19982.16,2022-08-05 08:00,23153.97,2,-1.0,前3K止损,否,,1.2,-2.12,否,2022
568,2022-08-08 12:00,做多,23400.0,23400.0,回退6K极值,,332.99,1.423,成交,确认,23067.01,28548.0,2022-08-09 08:00,23681.77,5,-0.59,KAMA跟踪止损,是,24160.0,3.6,0.93,否,2022
569,2022-08-09 16:00,做空,23617.6,23757.4,回调基准,0.592,334.21,1.407,成交,确认,24091.61,20906.51,2022-08-10 20:00,23282.29,7,0.762,KAMA跟踪止损,是,23061.7,4.84,-1.77,否,2022
570,2022-08-11 08:00,做多,24235.2,24235.2,回退6K极值,,403.73,1.666,成交,弱突破,,,2022-08-11 08:00,24313.7,0,0.194,弱突破平仓,否,,0.0,0.0,否,2022
571,2022-08-12 16:00,做空,23750.0,23750.0,回退6K极值,,409.11,1.723,成交,弱突破,,,2022-08-12 16:00,23663.2,0,0.212,弱突破平仓,否,,0.0,0.0,否,2022
572,2022-08-13 04:00,做多,24325.0,24325.0,回调基准,0.0,410.18,1.686,成交,弱突破,,,2022-08-13 04:00,24387.5,0,0.152,弱突破平仓,否,,0.0,0.0,否,2022
573,2022-08-13 08:00,做多,24438.8,24438.8,回退6K极值,,410.07,1.678,成交,确认,24028.73,29815.34,2022-08-14 00:00,24438.8,4,0.0,KAMA跟踪止损,否,,1.8,-0.7,否,2022
574,2022-08-15 00:00,做空,24309.7,24309.7,回调基准,0.0,382.26,1.572,成交,弱突破,,,2022-08-15 00:00,24273.8,0,0.094,弱突破平仓,否,,0.0,0.0,否,2022
575,2022-08-15 12:00,做空,24138.0,24138.0,回调基准,0.0,411.03,1.703,成交,弱突破,,,2022-08-15 12:00,24010.8,0,0.309,弱突破平仓,否,,0.0,0.0,否,2022
576,2022-08-17 20:00,做空,23650.0,23650.0,回调基准,0.0,399.49,1.689,成交,确认,24049.49,20812.0,2022-08-20 04:00,20812.0,14,11.978,止盈,是,22759.0,12.22,0.13,否,2022
