止盈配置,信号时间,年份,月份,方向,突破基准价,信号K收盘价,ATR,ATR%,初始止损价,日线EMA70,偏离度_突破K(%),偏离度_前一K(%),出场时间,出场价,出场原因,实际涨跌幅(%),R值,盘中最大涨跌幅MFE(%),MFE的R值,MFE是否≥10%,MFE是否≥8%,持仓K线数,持仓小时
13%,2022-02-10 00:00,2022,2,做多,44436.44,44455.07,918.76,2.07,43517.68,44366.99,0.2,-1.15,2022-02-10 16:00,44436.44,保本平仓,0.0,0.0,1.66,0.8,否,否,4,16
13%,2022-02-15 08:00,2022,2,做多,42888.0,43535.1,823.56,1.92,42064.44,44131.09,-1.35,-3.61,2022-02-16 20:00,43688.84,KAMA跟踪止盈,1.87,0.97,4.4,2.29,否,否,9,36
13%,2022-02-17 16:00,2022,2,做空,43277.8,43158.2,749.55,1.73,44027.35,44021.17,-1.96,-0.27,2022-02-20 00:00,40341.2,KAMA跟踪止盈,6.79,3.92,8.91,5.14,否,是,14,56
13%,2022-02-20 12:00,2022,2,做空,39610.3,38770.4,720.27,1.82,40330.57,43645.42,-11.17,-8.86,2022-02-21 08:00,39017.61,KAMA跟踪止盈,1.5,0.82,4.31,2.37,否,否,5,20
13%,2022-02-21 16:00,2022,2,做空,37905.0,37549.9,754.21,1.99,38659.21,43457.85,-13.59,-9.65,2022-02-21 20:00,38659.21,ATR止损,-1.99,-1.0,1.94,0.97,否,否,1,4
13%,2022-02-22 04:00,2022,2,做空,37171.2,36986.4,919.34,2.47,38090.54,43457.85,-14.89,-12.3,2022-02-22 20:00,37171.2,保本平仓,0.0,0.0,2.32,0.94,否,否,4,16
13%,2022-02-23 16:00,2022,2,做多,38450.0,38757.2,920.93,2.4,37529.07,43138.74,-10.16,-11.63,2022-02-24 00:00,37529.07,ATR止损,-2.4,-1.0,2.08,0.87,否,否,2,8
13%,2022-02-24 04:00,2022,2,做空,37500.4,37227.8,940.21,2.51,38440.61,43138.74,-13.7,-12.83,2022-02-25 04:00,37384.85,KAMA跟踪止盈,0.31,0.12,8.52,3.4,否,是,6,24
13%,2022-02-28 00:00,2022,2,做空,38162.0,37574.7,1023.98,2.68,39185.98,42644.81,-11.89,-7.78,2022-02-28 16:00,38162.0,保本平仓,0.0,0.0,3.22,1.2,否,否,4,16
13%,2022-02-28 20:00,2022,2,做多,39868.6,40792.8,1056.46,2.65,38812.14,42659.18,-4.38,-10.19,2022-03-02 12:00,43939.74,KAMA跟踪止盈,10.21,3.85,12.71,4.8,是,是,10,40
13%,2022-03-03 08:00,2022,3,做空,43321.0,43312.7,1140.59,2.63,44461.59,42733.01,1.36,2.68,2022-03-06 00:00,39461.96,KAMA跟踪止盈,8.91,3.38,11.08,4.21,是,是,16,64
13%,2022-03-06 16:00,2022,3,做空,38754.5,38330.9,912.15,2.35,39666.65,42423.14,-9.65,-7.2,2022-03-07 20:00,38754.5,保本平仓,0.0,0.0,3.16,1.34,否,否,7,28
13%,2022-03-08 00:00,2022,3,做空,37529.9,37288.7,908.53,2.42,38438.43,42297.53,-11.84,-7.65,2022-03-08 04:00,38438.43,ATR止损,-2.42,-1.0,1.05,0.44,否,否,1,4
13%,2022-03-09 08:00,2022,3,做多,39340.5,41198.5,970.82,2.47,38369.68,42189.17,-2.35,-8.26,2022-03-10 08:00,41330.06,KAMA跟踪止盈,5.06,2.05,8.41,3.41,否,是,6,24
13%,2022-03-10 12:00,2022,3,做空,40500.0,39219.9,1029.01,2.54,41529.01,42110.81,-6.86,-3.19,2022-03-11 16:00,40051.26,KAMA跟踪止盈,1.11,0.44,5.68,2.24,否,否,7,28
13%,2022-03-14 04:00,2022,3,做空,38333.0,37743.7,819.15,2.14,39152.15,41806.55,-9.72,-7.09,2022-03-14 12:00,39152.15,ATR止损,-2.14,-1.0,2.12,0.99,否,否,2,8
13%,2022-03-15 04:00,2022,3,做多,39287.4,39653.8,812.97,2.07,38474.43,41745.91,-5.01,-7.07,2022-03-15 12:00,38474.43,ATR止损,-2.07,-1.0,1.3,0.63,否,否,2,8
13%,2022-03-19 00:00,2022,3,做多,41086.0,42020.3,832.41,2.03,40253.59,41641.84,0.91,-1.78,2022-03-20 20:00,41460.09,KAMA跟踪止盈,0.91,0.45,3.31,1.63,否,否,11,44
13%,2022-03-21 08:00,2022,3,做空,40900.0,40811.3,672.2,1.64,41572.2,41627.37,-1.96,-0.92,2022-03-22 00:00,40900.0,保本平仓,0.0,0.0,0.55,0.33,否,否,4,16
13%,2022-03-22 08:00,2022,3,做多,41544.4,42230.0,650.72,1.57,40893.68,41647.72,1.4,-1.55,2022-03-23 12:00,41786.76,KAMA跟踪止盈,0.58,0.37,4.75,3.03,否,否,7,28
13%,2022-03-24 20:00,2022,3,做多,43500.0,43967.0,708.85,1.63,42791.15,41746.63,5.32,2.88,2022-03-29 04:00,47155.8,KAMA跟踪止盈,8.4,5.16,10.8,6.63,是,是,26,104
13%,2022-03-31 20:00,2022,3,做空,46819.9,46450.0,629.62,1.34,47449.52,42542.51,9.18,10.82,2022-04-01 20:00,45319.29,KAMA跟踪止盈,3.21,2.38,5.58,4.15,否,否,6,24
13%,2022-04-04 20:00,2022,4,做空,45735.0,45627.0,691.27,1.51,46426.27,42944.46,6.25,7.46,2022-04-05 04:00,46426.27,ATR止损,-1.51,-1.0,1.4,0.93,否,否,2,8
13%,2022-04-06 08:00,2022,4,做空,45300.0,45200.0,721.13,1.59,46021.13,43019.86,5.07,5.72,2022-04-07 20:00,43852.46,KAMA跟踪止盈,3.2,2.01,5.77,3.63,否,否,9,36
13%,2022-04-09 00:00,2022,4,做空,42728.0,42722.1,736.82,1.72,43464.82,43008.46,-0.67,1.46,2022-04-10 04:00,42728.0,保本平仓,0.0,0.0,1.53,0.89,否,否,7,28
13%,2022-04-11 00:00,2022,4,做多,42888.2,43217.2,595.39,1.39,42292.81,42976.32,0.56,-0.59,2022-04-11 04:00,42292.81,ATR止损,-1.39,-1.0,1.19,0.86,否,否,1,4
13%,2022-04-11 16:00,2022,4,做空,41650.0,41055.1,633.75,1.52,42283.75,42878.56,-4.25,-1.39,2022-04-13 20:00,40444.48,KAMA跟踪止盈,2.89,1.9,6.03,3.97,否,否,13,52
13%,2022-04-15 00:00,2022,4,做空,39908.0,39752.6,738.2,1.85,40646.2,42672.26,-6.84,-6.4,2022-04-15 16:00,39908.0,保本平仓,0.0,0.0,0.69,0.37,否,否,4,16
13%,2022-04-18 04:00,2022,4,做空,39768.0,39649.1,541.71,1.36,40309.71,42466.82,-6.64,-4.97,2022-04-19 00:00,39768.0,保本平仓,0.0,0.0,3.27,2.4,否,否,5,20
13%,2022-04-19 20:00,2022,4,做多,41310.0,41433.3,635.0,1.54,40675.0,42392.8,-2.26,-4.08,2022-04-20 12:00,41310.0,保本平仓,0.0,0.0,0.8,0.52,否,否,4,16
13%,2022-04-20 16:00,2022,4,做多,41788.0,42070.8,604.89,1.45,41183.11,42362.8,-0.69,-2.45,2022-04-20 20:00,41183.11,ATR止损,-1.45,-1.0,0.89,0.61,否,否,1,4
13%,2022-04-21 16:00,2022,4,做多,42166.8,42418.0,626.38,1.49,41540.42,42308.91,0.26,-1.12,2022-04-22 00:00,41540.42,ATR止损,-1.49,-1.0,1.9,1.28,否,否,2,8
13%,2022-04-22 04:00,2022,4,做空,41118.2,40449.8,670.96,1.63,41789.16,42308.91,-4.39,-2.6,2022-04-26 00:00,39533.55,KAMA跟踪止盈,3.85,2.36,7.31,4.48,否,否,23,92
13%,2022-04-26 04:00,2022,4,做多,40390.0,40411.0,683.11,1.69,39706.89,42031.62,-3.86,-4.35,2022-04-26 20:00,40390.0,保本平仓,0.0,0.0,1.02,0.6,否,否,4,16
13%,2022-04-27 00:00,2022,4,做空,38530.2,38250.8,720.99,1.87,39251.19,41920.69,-8.75,-8.05,2022-04-27 16:00,38530.2,保本平仓,0.0,0.0,2.23,1.19,否,否,4,16
13%,2022-04-29 16:00,2022,4,做空,38861.8,38737.7,723.99,1.86,39585.79,41694.32,-7.09,-5.06,2022-05-01 20:00,38631.78,KAMA跟踪止盈,0.59,0.32,3.89,2.09,否,否,13,52
13%,2022-05-02 12:00,2022,5,做多,38809.0,38869.6,652.77,1.68,38156.23,41407.45,-6.13,-6.65,2022-05-03 00:00,38156.23,ATR止损,-1.68,-1.0,1.06,0.63,否,否,3,12
13%,2022-05-04 00:00,2022,5,做空,38032.2,37707.3,615.76,1.62,38647.96,41303.38,-8.71,-7.21,2022-05-04 12:00,38647.96,ATR止损,-1.62,-1.0,1.36,0.84,否,否,3,12
13%,2022-05-04 16:00,2022,5,做多,38770.0,38987.5,627.12,1.62,38142.88,41257.76,-5.5,-6.26,2022-05-05 20:00,38906.83,KAMA跟踪止盈,0.35,0.22,3.36,2.08,否,否,7,28
13%,2022-05-08 04:00,2022,5,做空,35702.9,35466.7,650.59,1.82,36353.49,40824.92,-13.12,-12.17,2022-05-10 00:00,31061.52,固定止盈,13.0,7.13,15.13,8.3,是,是,11,44
13%,2022-05-10 04:00,2022,5,做空,30300.0,30056.6,844.29,2.79,31144.29,40335.62,-25.48,-23.33,2022-05-10 08:00,31144.29,ATR止损,-2.79,-1.0,1.98,0.71,否,否,1,4
13%,2022-05-13 08:00,2022,5,做多,30257.0,30564.3,1404.47,4.64,28852.53,39173.38,-21.98,-26.46,2022-05-14 00:00,30257.0,保本平仓,0.0,0.0,2.7,0.58,否,否,4,16
13%,2022-05-14 16:00,2022,5,做空,29180.1,29065.0,1234.08,4.23,30414.18,38917.22,-25.32,-24.42,2022-05-15 08:00,29180.1,保本平仓,0.0,0.0,1.98,0.47,否,否,4,16
13%,2022-05-16 04:00,2022,5,做多,30555.0,31324.4,1074.34,3.52,29480.66,38703.34,-19.07,-21.32,2022-05-16 12:00,29480.66,ATR止损,-3.52,-1.0,2.53,0.72,否,否,2,8
13%,2022-05-18 20:00,2022,5,做空,29420.0,28971.9,890.45,3.03,30310.45,37960.18,-23.68,-21.45,2022-05-19 12:00,29420.0,保本平仓,0.0,0.0,2.69,0.89,否,否,4,16
13%,2022-05-19 20:00,2022,5,做多,29890.0,30386.4,845.15,2.83,29044.85,37744.96,-19.5,-21.89,2022-05-20 12:00,29890.0,保本平仓,0.0,0.0,2.99,1.06,否,否,4,16
13%,2022-05-20 20:00,2022,5,做空,29345.0,29142.0,788.34,2.69,30133.34,37503.95,-22.3,-18.91,2022-05-21 12:00,29345.0,保本平仓,0.0,0.0,2.19,0.82,否,否,4,16
13%,2022-05-22 16:00,2022,5,做多,29650.0,29891.1,622.8,2.1,29027.2,37079.47,-19.39,-20.63,2022-05-23 20:00,30014.26,KAMA跟踪止盈,1.23,0.58,3.4,1.62,否,否,7,28
13%,2022-05-24 00:00,2022,5,做空,29730.6,29062.8,603.74,2.03,30334.34,36854.63,-21.14,-17.63,2022-05-25 04:00,29730.6,保本平仓,0.0,0.0,3.68,1.81,否,否,7,28
13%,2022-05-25 08:00,2022,5,做多,29887.3,30188.9,610.48,2.04,29276.82,36451.07,-17.18,-19.12,2022-05-26 00:00,29887.3,保本平仓,0.0,0.0,1.08,0.53,否,否,4,16
13%,2022-05-26 16:00,2022,5,做空,29330.0,28992.8,576.46,1.97,29906.46,36246.65,-20.01,-18.02,2022-05-27 08:00,29330.0,保本平仓,0.0,0.0,4.7,2.39,否,否,4,16
13%,2022-05-30 08:00,2022,5,做多,29595.2,30345.6,469.24,1.59,29125.96,35543.94,-14.63,-17.39,2022-05-31 20:00,31469.95,KAMA跟踪止盈,6.33,4.0,9.16,5.78,否,是,9,36
13%,2022-06-01 20:00,2022,6,做空,31222.0,30733.7,528.53,1.69,31750.53,35279.5,-12.89,-10.44,2022-06-03 04:00,30489.55,KAMA跟踪止盈,2.35,1.39,6.16,3.64,否,否,8,32
13%,2022-06-03 20:00,2022,6,做空,29579.9,29486.7,558.41,1.89,30138.31,34989.28,-15.73,-14.99,2022-06-04 12:00,29579.9,保本平仓,0.0,0.0,0.67,0.36,否,否,4,16
13%,2022-06-06 00:00,2022,6,做多,29975.0,30036.3,435.66,1.45,29539.34,34705.46,-13.45,-13.68,2022-06-07 08:00,31126.65,KAMA跟踪止盈,3.84,2.64,6.02,4.14,否,否,8,32
13%,2022-06-10 20:00,2022,6,做空,29470.5,29438.2,564.15,1.91,30034.65,34123.83,-13.73,-12.07,2022-06-12 20:00,28307.42,KAMA跟踪止盈,3.95,2.06,8.89,4.65,否,是,12,48
13%,2022-06-13 04:00,2022,6,做空,26850.0,26564.7,639.61,2.38,27489.61,33754.66,-21.3,-18.8,2022-06-13 20:00,23359.5,固定止盈,13.0,5.46,15.98,6.71,是,是,4,16
13%,2022-06-14 04:00,2022,6,做空,22559.7,22471.5,870.24,3.86,23429.94,33436.83,-32.79,-30.62,2022-06-14 20:00,22559.7,保本平仓,0.0,0.0,7.7,2.0,否,否,4,16
13%,2022-06-15 12:00,2022,6,做空,21350.0,20707.5,995.72,4.66,22345.72,32820.92,-36.91,-34.67,2022-06-16 00:00,22345.72,ATR止损,-4.66,-1.0,5.85,1.26,否,否,3,12
13%,2022-06-16 04:00,2022,6,做多,22440.0,22567.5,1050.44,4.68,21389.56,32820.92,-31.24,-34.14,2022-06-16 16:00,21389.56,ATR止损,-4.68,-1.0,2.5,0.53,否,否,3,12
13%,2022-06-17 04:00,2022,6,做空,20739.0,20387.4,1006.9,4.86,21745.9,32470.68,-37.21,-35.75,2022-06-17 20:00,20739.0,保本平仓,0.0,0.0,2.46,0.51,否,否,4,16
13%,2022-06-18 12:00,2022,6,做空,20300.8,19244.9,872.88,4.3,21173.68,31761.21,-39.41,-35.61,2022-06-19 04:00,17661.7,固定止盈,13.0,3.02,13.34,3.1,是,是,4,16
13%,2022-06-19 16:00,2022,6,做多,19529.5,19685.4,925.73,4.74,18603.77,31445.8,-37.4,-41.81,2022-06-22 12:00,20160.96,KAMA跟踪止盈,3.23,0.68,11.32,2.39,是,是,17,68
13%,2022-06-24 00:00,2022,6,做多,20855.0,20900.5,748.61,3.59,20106.39,30273.6,-30.96,-32.81,2022-06-24 16:00,20855.0,保本平仓,0.0,0.0,2.51,0.7,否,否,4,16
13%,2022-06-26 16:00,2022,6,做多,21600.0,21699.5,566.36,2.62,21033.64,29531.94,-26.52,-27.57,2022-06-27 04:00,21033.64,ATR止损,-2.62,-1.0,1.33,0.51,否,否,3,12
13%,2022-06-27 20:00,2022,6,做空,20908.8,20744.0,511.46,2.45,21420.26,29284.0,-29.16,-27.27,2022-06-28 12:00,20892.92,KAMA跟踪止盈,0.08,0.03,1.96,0.8,否,否,4,16
13%,2022-06-29 00:00,2022,6,做空,20500.0,20246.6,484.92,2.37,20984.92,29030.05,-30.26,-29.05,2022-06-30 04:00,20427.12,KAMA跟踪止盈,0.36,0.15,3.33,1.41,否,否,7,28
13%,2022-06-30 12:00,2022,6,做空,19817.2,19423.5,436.34,2.2,20253.54,28529.33,-31.92,-29.68,2022-07-01 04:00,19427.88,KAMA跟踪止盈,1.96,0.89,6.33,2.87,否,否,4,16
13%,2022-07-04 00:00,2022,7,做多,19400.0,19483.3,434.65,2.24,18965.35,27768.95,-29.84,-31.45,2022-07-04 16:00,19400.0,保本平仓,0.0,0.0,2.26,1.01,否,否,4,16
13%,2022-07-05 04:00,2022,7,做多,20123.0,20226.6,440.25,2.19,19682.75,27556.49,-26.6,-28.06,2022-07-05 16:00,19682.75,ATR止损,-2.19,-1.0,1.74,0.8,否,否,3,12
13%,2022-07-07 20:00,2022,7,做多,20667.6,20881.9,432.33,2.09,20235.27,27000.88,-22.66,-24.06,2022-07-08 20:00,21335.18,KAMA跟踪止盈,3.23,1.54,9.25,4.42,否,是,6,24
13%,2022-07-10 08:00,2022,7,做空,21309.6,21288.6,469.1,2.2,21778.7,26535.31,-19.77,-19.18,2022-07-11 20:00,20734.22,KAMA跟踪止盈,2.7,1.23,4.93,2.24,否,否,9,36
13%,2022-07-12 04:00,2022,7,做空,20260.0,19954.3,431.04,2.13,20691.04,26349.93,-24.27,-22.2,2022-07-12 20:00,19985.17,KAMA跟踪止盈,1.36,0.64,3.49,1.64,否,否,4,16
13%,2022-07-13 00:00,2022,7,做空,19552.4,19383.6,419.61,2.15,19972.01,26151.99,-25.88,-23.99,2022-07-13 16:00,19552.4,保本平仓,0.0,0.0,1.66,0.77,否,否,4,16
13%,2022-07-14 04:00,2022,7,做多,20150.0,20220.1,481.34,2.39,19668.66,25984.89,-22.19,-24.4,2022-07-14 16:00,19668.66,ATR止损,-2.39,-1.0,1.42,0.6,否,否,3,12
13%,2022-07-15 00:00,2022,7,做多,20463.3,20602.9,498.79,2.44,19964.51,25832.6,-20.24,-21.11,2022-07-19 20:00,23123.53,固定止盈,13.0,5.33,13.37,5.49,是,是,29,116
13%,2022-07-20 00:00,2022,7,做多,23200.0,23391.5,640.45,2.76,22559.55,25290.25,-7.51,-8.6,2022-07-21 04:00,23200.0,保本平仓,0.0,0.0,4.64,1.68,否,否,7,28
13%,2022-07-21 08:00,2022,7,做空,22912.4,22774.4,661.58,2.89,23573.98,25173.17,-9.53,-7.97,2022-07-22 00:00,22717.23,KAMA跟踪止盈,0.85,0.3,2.5,0.86,否,否,4,16
13%,2022-07-22 16:00,2022,7,做多,23342.2,23600.8,617.43,2.65,22724.77,25102.81,-5.98,-7.94,2022-07-23 00:00,22724.77,ATR止损,-2.65,-1.0,1.75,0.66,否,否,2,8
13%,2022-07-23 16:00,2022,7,做空,22500.0,22226.3,577.6,2.57,23077.6,25027.8,-11.19,-9.04,2022-07-24 08:00,22500.0,保本平仓,0.0,0.0,2.52,0.98,否,否,4,16
13%,2022-07-24 20:00,2022,7,做多,22828.8,22837.0,533.11,2.34,22295.69,24958.59,-8.5,-9.26,2022-07-25 08:00,22295.69,ATR止损,-2.34,-1.0,0.75,0.32,否,否,3,12
13%,2022-07-26 04:00,2022,7,做空,21544.5,21300.0,496.59,2.3,22041.09,24855.53,-14.3,-11.97,2022-07-27 04:00,21124.67,KAMA跟踪止盈,1.95,0.85,3.97,1.72,否,否,6,24
13%,2022-07-27 12:00,2022,7,做多,21294.0,21335.0,474.51,2.23,20819.49,24702.65,-13.63,-14.73,2022-07-29 00:00,24062.22,固定止盈,13.0,5.83,13.15,5.9,是,是,9,36
13%,2022-07-30 20:00,2022,7,做多,24220.0,24522.8,509.82,2.1,23710.18,24623.88,-0.41,-2.71,2022-07-31 04:00,23710.18,ATR止损,-2.1,-1.0,1.51,0.72,否,否,2,8
13%,2022-08-01 04:00,2022,7,做空,23340.0,23290.1,505.96,2.17,23845.96,24586.31,-5.27,-3.06,2022-08-01 20:00,23340.0,保本平仓,0.0,0.0,1.74,0.8,否,否,4,16
13%,2022-08-05 00:00,2022,8,做空,22707.0,22439.1,446.97,1.97,23153.97,24404.53,-8.05,-6.11,2022-08-05 08:00,23153.97,ATR止损,-1.97,-1.0,1.2,0.61,否,否,2,8
13%,2022-08-08 12:00,2022,8,做多,23400.0,23796.8,332.99,1.42,23067.01,24286.28,-2.02,-4.08,2022-08-09 08:00,23681.77,KAMA跟踪止盈,1.2,0.85,3.6,2.53,否,否,5,20
13%,2022-08-09 16:00,2022,8,做空,23617.6,23257.8,334.21,1.42,23951.81,24254.0,-4.11,-1.6,2022-08-10 20:00,23282.29,KAMA跟踪止盈,1.42,1.0,4.27,3.02,否,否,7,28
13%,2022-08-11 08:00,2022,8,做多,24235.2,24313.7,403.73,1.67,23831.47,24235.94,0.32,-1.26,2022-08-12 00:00,24235.2,保本平仓,0.0,0.0,3.04,1.82,否,否,4,16
13%,2022-08-12 16:00,2022,8,做空,23750.0,23663.2,409.11,1.72,24159.11,24240.21,-2.38,-1.2,2022-08-13 00:00,24159.11,ATR止损,-1.72,-1.0,0.45,0.26,否,否,2,8
13%,2022-08-13 04:00,2022,8,做多,24325.0,24387.5,410.18,1.69,23914.82,24240.21,0.61,-0.32,2022-08-13 20:00,24325.0,保本平仓,0.0,0.0,2.28,1.35,否,否,4,16
13%,2022-08-15 00:00,2022,8,做空,24309.7,24273.8,382.26,1.57,24691.96,24246.9,0.11,1.09,2022-08-15 08:00,24691.96,ATR止损,-1.57,-1.0,0.66,0.42,否,否,2,8
13%,2022-08-15 12:00,2022,8,做空,24138.0,24010.8,411.03,1.7,24549.03,24242.34,-0.96,2.53,2022-08-16 04:00,24138.0,保本平仓,0.0,0.0,1.56,0.91,否,否,4,16
13%,2022-08-17 20:00,2022,8,做空,23650.0,23385.7,399.49,1.69,24049.49,24205.8,-3.39,-1.94,2022-08-20 20:00,21325.94,KAMA跟踪止盈,9.83,5.82,12.22,7.23,是,是,18,72
13%,2022-08-21 16:00,2022,8,做多,21350.0,21514.3,392.81,1.84,20957.19,23929.14,-10.09,-11.23,2022-08-22 12:00,21350.0,保本平仓,0.0,0.0,2.13,1.16,否,否,5,20
13%,2022-08-25 00:00,2022,8,做多,21662.0,21695.8,351.81,1.62,21310.19,23722.99,-8.55,-8.93,2022-08-25 08:00,21310.19,ATR止损,-1.62,-1.0,0.41,0.25,否,否,2,8
13%,2022-08-26 16:00,2022,8,做空,21311.0,21179.7,316.14,1.48,21627.14,23565.03,-10.12,-9.02,2022-08-26 20:00,21627.14,ATR止损,-1.48,-1.0,3.52,2.38,否,否,1,4
13%,2022-08-27 04:00,2022,8,做空,20518.0,20228.7,369.08,1.8,20887.08,23565.03,-14.16,-12.43,2022-08-28 08:00,20098.6,KAMA跟踪止盈,2.04,1.14,3.77,2.1,否,否,7,28
13%,2022-08-29 04:00,2022,8,做空,19793.8,19547.5,322.88,1.63,20116.68,23354.92,-16.3,-14.53,2022-08-29 20:00,19793.8,保本平仓,0.0,0.0,1.29,0.79,否,否,4,16
13%,2022-08-30 20:00,2022,8,做空,19795.1,19743.8,317.21,1.6,20112.31,23170.57,-14.79,-11.98,2022-08-31 08:00,20112.31,ATR止损,-1.6,-1.0,1.37,0.85,否,否,3,12
13%,2022-09-01 20:00,2022,9,做空,19790.4,19775.8,363.04,1.83,20153.44,22999.04,-14.01,-12.78,2022-09-02 04:00,20153.44,ATR止损,-1.83,-1.0,1.19,0.65,否,否,2,8
13%,2022-09-02 20:00,2022,9,做多,20290.0,20344.8,350.25,1.73,19939.75,22912.9,-11.21,-12.35,2022-09-03 00:00,19939.75,ATR止损,-1.73,-1.0,0.38,0.22,否,否,1,4
13%,2022-09-04 12:00,2022,9,做空,19628.7,19618.5,301.74,1.54,19930.44,22745.99,-13.75,-13.1,2022-09-05 00:00,19930.44,ATR止损,-1.54,-1.0,0.3,0.19,否,否,3,12
13%,2022-09-05 04:00,2022,9,做多,19947.6,19992.7,292.99,1.47,19654.61,22745.99,-12.1,-12.63,2022-09-05 16:00,19654.61,ATR止损,-1.47,-1.0,0.5,0.34,否,否,3,12
13%,2022-09-07 00:00,2022,9,做空,19650.4,18813.0,277.81,1.41,19928.21,22553.26,-16.58,-12.16,2022-09-08 00:00,19104.85,KAMA跟踪止盈,2.78,1.96,5.85,4.14,否,否,6,24
13%,2022-09-08 04:00,2022,9,做多,19188.0,19287.0,315.02,1.64,18872.98,22461.25,-14.13,-15.49,2022-09-08 20:00,19188.0,保本平仓,0.0,0.0,1.1,0.67,否,否,4,16
13%,2022-09-09 08:00,2022,9,做多,19450.0,19936.0,310.29,1.6,19139.71,22343.72,-10.78,-13.69,2022-09-10 20:00,21203.51,KAMA跟踪止盈,9.02,5.65,11.41,7.15,是,是,9,36
13%,2022-09-13 20:00,2022,9,做空,22003.9,20823.9,399.65,1.82,22403.55,22251.3,-6.41,1.19,2022-09-17 08:00,20065.02,KAMA跟踪止盈,8.81,4.85,12.29,6.77,是,是,21,84
13%,2022-09-19 04:00,2022,9,做空,19556.7,19404.5,341.86,1.75,19898.56,21929.54,-11.51,-10.1,2022-09-19 20:00,19234.6,KAMA跟踪止盈,1.65,0.94,6.86,3.92,否,否,4,16
13%,2022-09-23 20:00,2022,9,做空,18767.6,18704.4,466.36,2.48,19233.96,21553.32,-13.22,-12.52,2022-09-24 04:00,19233.96,ATR止损,-2.48,-1.0,1.1,0.44,否,否,2,8
13%,2022-09-27 08:00,2022,9,做多,19311.5,20091.9,353.52,1.83,18957.98,21277.81,-5.57,-9.96,2022-09-28 00:00,19734.2,KAMA跟踪止盈,2.19,1.2,5.51,3.01,否,否,4,16
13%,2022-09-28 08:00,2022,9,做空,18801.5,18736.0,420.64,2.24,19222.14,21225.12,-11.73,-10.38,2022-09-28 20:00,19222.14,ATR止损,-2.24,-1.0,1.29,0.58,否,否,3,12
13%,2022-09-30 20:00,2022,9,做多,19698.6,19749.4,408.62,2.07,19289.98,21129.07,-6.53,-8.04,2022-10-01 04:00,19289.98,ATR止损,-2.07,-1.0,0.85,0.41,否,否,2,8
13%,2022-10-04 00:00,2022,10,做多,19489.9,19537.7,315.73,1.62,19174.17,20981.13,-6.88,-7.87,2022-10-05 12:00,20098.22,KAMA跟踪止盈,3.12,1.93,5.18,3.2,否,否,9,36
13%,2022-10-07 20:00,2022,10,做空,19800.0,19574.1,287.25,1.45,20087.25,20873.01,-6.22,-4.23,2022-10-09 16:00,19501.34,KAMA跟踪止盈,1.51,1.04,3.03,2.09,否,否,11,44
13%,2022-10-10 16:00,2022,10,做空,19333.0,19323.2,216.27,1.12,19549.27,20745.22,-6.85,-6.48,2022-10-11 20:00,19224.84,KAMA跟踪止盈,0.56,0.5,2.5,2.23,否,否,7,28
13%,2022-10-13 16:00,2022,10,做空,18924.3,18744.9,195.04,1.03,19119.34,20617.66,-9.08,-7.85,2022-10-14 00:00,19119.34,ATR止损,-1.03,-1.0,5.32,5.16,否,否,2,8
13%,2022-10-14 08:00,2022,10,做多,19498.6,19806.3,267.63,1.37,19230.97,20576.73,-3.74,-6.07,2022-10-15 00:00,19498.6,保本平仓,0.0,0.0,1.77,1.29,否,否,4,16
13%,2022-10-17 00:00,2022,10,做多,19188.0,19369.9,212.98,1.11,18975.02,20497.9,-5.5,-6.58,2022-10-18 20:00,19405.23,KAMA跟踪止盈,1.13,1.02,2.7,2.43,否,否,11,44
13%,2022-10-19 00:00,2022,10,做空,19275.0,19209.6,218.06,1.13,19493.06,20438.54,-6.01,-5.26,2022-10-19 20:00,19275.0,保本平仓,0.0,0.0,1.17,1.03,否,否,5,20
13%,2022-10-20 08:00,2022,10,做空,19050.0,19033.2,212.53,1.12,19262.53,20362.81,-6.53,-6.3,2022-10-20 20:00,19262.53,ATR止损,-1.12,-1.0,0.1,0.09,否,否,3,12
13%,2022-10-24 00:00,2022,10,做多,19236.8,19492.2,158.81,0.83,19077.99,20276.0,-3.87,-5.4,2022-10-24 16:00,19317.26,KAMA跟踪止盈,0.42,0.51,2.36,2.85,否,否,4,16
13%,2022-10-25 20:00,2022,10,做多,19439.8,19740.3,167.6,0.86,19272.2,20243.93,-2.49,-4.71,2022-10-27 16:00,20557.31,KAMA跟踪止盈,5.75,6.67,8.18,9.49,否,是,11,44
13%,2022-10-28 04:00,2022,10,做空,20420.0,20285.5,261.0,1.28,20681.0,20259.18,0.13,1.78,2022-10-28 20:00,20341.71,KAMA跟踪止盈,0.38,0.3,2.3,1.8,否,否,4,16
13%,2022-10-29 08:00,2022,10,做多,20740.0,20745.2,277.11,1.34,20462.89,20283.18,2.28,1.55,2022-10-30 04:00,20740.0,保本平仓,0.0,0.0,1.68,1.26,否,否,5,20
13%,2022-10-31 20:00,2022,10,做空,20416.0,20390.4,253.75,1.24,20669.75,20297.88,0.46,2.09,2022-11-01 12:00,20416.0,保本平仓,0.0,0.0,0.48,0.38,否,否,4,16
13%,2022-11-03 00:00,2022,11,做空,20323.0,20241.1,221.53,1.09,20544.53,20298.21,-0.28,0.5,2022-11-03 16:00,20323.0,保本平仓,0.0,0.0,1.4,1.28,否,否,4,16
