序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,是否降档,实际档位,底仓加权R,加仓加权R,加权R值,出场原因,年份
594,2020-02-14 12:00,做空,基准值,10153.47,145.46,1.418,18.94,3,-0.06,0.68,弱突破,,,2020-02-14 12:00,10124.03,0,0.202,,0.202,1.5x,,1.5x,0.304,,0.304,弱突破平仓,2020
595,2020-02-11 20:00,做多,基准值,9863.39,118.91,1.213,15.68,8,-0.46,2.32,确认,是,10246.55,2020-02-13 16:00,10283.54,11,3.533,0.074,3.607,2.0x,,2.0x,7.067,0.147,7.214,KAMA跟踪止损,2020
596,2020-02-11 08:00,做空,基准值,9783.28,123.32,1.252,16.91,16,-0.28,1.21,弱突破,,,2020-02-11 08:00,9735.84,0,0.385,,0.385,1.5x,,1.5x,0.577,,0.577,弱突破平仓,2020
597,2020-02-03 20:00,做空,基准值,9298.56,125.37,1.341,15.04,7,-0.22,0.99,弱突破,,,2020-02-03 20:00,9269.52,0,0.232,,0.232,1.5x,,1.5x,0.347,,0.347,弱突破平仓,2020
598,2020-02-03 04:00,做空,基准值,9350.28,119.72,1.268,16.62,3,-0.74,0.84,弱突破,,,2020-02-03 04:00,9330.83,0,0.162,,0.162,1.5x,,1.5x,0.244,,0.244,弱突破平仓,2020
599,2020-02-02 16:00,做多,基准值,9408.51,125.28,1.337,15.76,6,0.04,1.0,弱突破,,,2020-02-02 16:00,9434.49,0,0.207,,0.207,2.0x,,2.0x,0.415,,0.415,弱突破平仓,2020
600,2020-02-02 08:00,做空,基准值,9302.55,119.63,1.275,16.46,7,-0.34,0.87,弱突破,,,2020-02-02 08:00,9269.28,0,0.278,,0.278,1.5x,,1.5x,0.417,,0.417,弱突破平仓,2020
601,2020-01-26 16:00,做多,基准值,8418.51,104.47,1.246,7.16,8,0.26,1.34,确认,是,8613.13,2020-01-27 16:00,8583.58,6,1.58,-0.099,1.481,2.0x,,2.0x,3.16,-0.198,2.962,KAMA跟踪止损,2020
602,2020-01-25 08:00,做空,基准值,8374.74,118.7,1.406,8.39,3,-0.33,1.17,确认,,,2020-01-26 04:00,8374.74,5,0.0,,0.0,1.5x,是,1.0x,0.0,,0.0,KAMA跟踪止损,2020
603,2020-01-19 08:00,做多,基准值,8963.84,132.25,1.483,16.79,160,0.44,1.81,确认,,,2020-01-19 16:00,8831.59,2,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2020
604,2020-01-10 20:00,做多,基准值,7853.56,142.02,1.812,6.06,9,0.26,1.45,确认,是,8194.0,2020-01-12 08:00,8006.81,9,1.079,-0.388,0.691,2.0x,,2.0x,2.158,-0.776,1.382,KAMA跟踪止损,2020
605,2019-12-31 20:00,做空,基准值,7204.19,69.38,0.958,-0.87,22,0.04,1.85,弱突破,,,2019-12-31 20:00,7197.33,0,0.099,,0.099,1.5x,是,1.0x,0.099,,0.099,弱突破平仓,2019
606,2019-12-27 16:00,做空,基准值,7159.04,71.94,1.001,-1.65,9,1.57,0.82,弱突破,,,2019-12-27 16:00,7138.83,0,0.281,,0.281,1.5x,是,1.0x,0.281,,0.281,弱突破平仓,2019
