序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,是否降档,实际档位,底仓加权R,加仓加权R,加权R值,出场原因,年份
1,2026-08-19 20:00,做多,基准值,64705.7,388.77,0.603,-1.05,467,-0.33,11.32,确认,是,68394.9,2026-08-21 16:00,78940.95,11,36.616,2.586,39.202,2.0x,,2.0x,73.232,5.172,78.404,止盈,2026
2,2026-08-17 04:00,做空,基准值,62933.08,319.61,0.507,-3.04,11,-0.08,1.16,弱突破,,,2026-08-17 04:00,62876.0,0,0.179,,0.179,1.5x,,1.5x,0.268,,0.268,弱突破平仓,2026
3,2026-08-11 16:00,做多,基准值,64185.6,424.24,0.663,-2.03,4,0.02,1.2,弱突破,,,2026-08-11 16:00,64358.3,0,0.407,,0.407,2.0x,,2.0x,0.814,,0.814,弱突破平仓,2026
4,2026-08-03 20:00,做多,基准值,63575.6,539.6,0.863,-4.68,3,-1.6,3.6,弱突破,,,2026-08-03 20:00,63664.89,0,0.165,,0.165,2.0x,,2.0x,0.331,,0.331,弱突破平仓,2026
5,2026-08-03 08:00,做空,基准值,62981.56,528.95,0.832,-3.22,5,-0.86,0.89,弱突破,,,2026-08-03 08:00,62844.14,0,0.26,,0.26,1.5x,,1.5x,0.39,,0.39,弱突破平仓,2026
6,2026-07-24 20:00,做空,基准值,64733.3,584.43,0.898,-1.73,23,0.03,3.19,确认,,,2026-07-26 12:00,64562.36,10,0.292,,0.292,1.5x,,1.5x,0.439,,0.439,KAMA跟踪止损,2026
7,2026-07-20 20:00,做多,基准值,65084.6,601.23,0.925,-1.97,167,0.44,3.26,确认,是,66171.0,2026-07-22 20:00,65612.95,12,0.879,-0.514,0.365,2.0x,,2.0x,1.758,-1.027,0.73,KAMA跟踪止损,2026
8,2026-07-20 12:00,做空,基准值,64288.3,542.23,0.836,-2.18,8,-0.45,1.78,弱突破,,,2026-07-20 12:00,64249.9,0,0.071,,0.071,1.5x,,1.5x,0.106,,0.106,弱突破平仓,2026
9,2026-07-19 16:00,做空,基准值,64484.96,558.99,0.864,-2.45,3,-0.25,0.59,弱突破,,,2026-07-19 16:00,64445.6,0,0.07,,0.07,1.5x,,1.5x,0.106,,0.106,弱突破平仓,2026
10,2026-07-06 04:00,做多,基准值,63084.3,679.18,1.082,-7.05,75,-0.4,1.92,确认,,,2026-07-06 16:00,62497.9,3,-0.863,,-0.863,2.0x,,2.0x,-1.727,,-1.727,3K收盘认赔,2026
11,2026-06-30 12:00,做空,基准值,59562.6,885.73,1.486,-12.77,3,0.34,1.02,弱突破,,,2026-06-30 12:00,59498.44,0,0.072,,0.072,1.5x,,1.5x,0.109,,0.109,弱突破平仓,2026
12,2026-06-29 00:00,做空,基准值,59749.6,864.27,1.444,-13.06,12,0.53,0.74,弱突破,,,2026-06-29 00:00,59453.94,0,0.342,,0.342,1.5x,,1.5x,0.513,,0.513,弱突破平仓,2026
13,2026-06-25 20:00,做空,基准值,60675.62,903.47,1.475,-12.05,4,-0.34,5.14,确认,是,59283.3,2026-06-26 12:00,60675.62,4,0.0,-0.606,-0.606,1.5x,,1.5x,0.0,-0.91,-0.91,KAMA跟踪止损,2026
14,2026-06-23 04:00,做空,基准值,64014.9,739.33,1.147,-8.44,3,-0.44,0.92,弱突破,,,2026-06-23 04:00,63990.41,0,0.033,,0.033,1.5x,,1.5x,0.05,,0.05,弱突破平仓,2026
15,2026-06-22 20:00,做多,基准值,64787.71,731.88,1.133,-8.22,28,2.12,3.0,弱突破,,,2026-06-22 20:00,64807.9,0,0.028,,0.028,2.0x,,2.0x,0.055,,0.055,弱突破平仓,2026
16,2026-06-22 04:00,做空,基准值,63874.87,686.57,1.07,-9.09,7,-0.0,1.28,确认,,,2026-06-22 08:00,64561.44,1,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2026
17,2026-06-21 08:00,做多,基准值,64365.7,770.29,1.198,-9.22,14,0.98,0.42,弱突破,,,2026-06-21 08:00,64399.9,0,0.044,,0.044,2.0x,,2.0x,0.089,,0.089,弱突破平仓,2026
18,2026-06-15 04:00,做多,基准值,64640.6,745.89,1.17,-11.41,65,-0.96,2.74,确认,是,65894.6,2026-06-16 20:00,65620.02,10,1.313,-0.137,1.176,2.0x,,2.0x,2.626,-0.275,2.352,KAMA跟踪止损,2026
19,2026-06-09 20:00,做空,基准值,62386.69,1173.59,1.872,-14.43,14,0.6,2.26,确认,,,2026-06-10 20:00,62136.01,6,0.214,,0.214,1.5x,,1.5x,0.32,,0.32,KAMA跟踪止损,2026
20,2026-06-08 04:00,做多,基准值,62932.29,1244.43,2.03,-17.03,15,-1.71,1.04,弱突破,,,2026-06-08 04:00,63304.37,0,0.299,,0.299,1.0x,,1.0x,0.299,,0.299,弱突破平仓,2026
21,2026-06-08 00:00,做空,基准值,61454.32,1249.76,2.013,-15.99,3,-0.64,0.52,弱突破,,,2026-06-08 00:00,61303.8,0,0.12,,0.12,1.0x,,1.0x,0.12,,0.12,弱突破平仓,2026
22,2026-06-04 00:00,做空,基准值,65802.22,1038.58,1.573,-12.29,3,-0.34,1.32,弱突破,,,2026-06-04 00:00,65432.4,0,0.356,,0.356,1.5x,,1.5x,0.534,,0.534,弱突破平仓,2026
23,2026-05-30 20:00,做多,基准值,73763.3,765.78,1.041,-3.3,4,0.19,0.56,弱突破,,,2026-05-30 20:00,73892.8,0,0.169,,0.169,2.0x,,2.0x,0.338,,0.338,弱突破平仓,2026
24,2026-05-21 16:00,做空,基准值,77191.4,720.05,0.925,1.99,3,-0.28,1.12,弱突破,,,2026-05-21 16:00,77157.3,0,0.047,,0.047,1.5x,是,1.0x,0.047,,0.047,弱突破平仓,2026
25,2026-05-21 08:00,做多,基准值,77820.24,727.17,0.938,1.6,18,0.2,0.8,弱突破,,,2026-05-21 08:00,78039.67,0,0.302,,0.302,2.0x,是,1.5x,0.453,,0.453,弱突破平仓,2026
26,2026-05-13 20:00,做空,基准值,80377.5,739.03,0.918,6.01,53,-0.0,3.09,确认,是,79011.11,2026-05-14 20:00,80377.5,6,0.0,-0.649,-0.649,1.5x,是,1.0x,0.0,-0.649,-0.649,KAMA跟踪止损,2026
27,2026-05-13 08:00,做多,基准值,80968.6,744.19,0.925,6.15,4,-0.35,0.79,弱突破,,,2026-05-13 08:00,81217.1,0,0.334,,0.334,2.0x,是,1.5x,0.501,,0.501,弱突破平仓,2026
28,2026-05-10 00:00,做多,基准值,80623.4,749.11,0.931,6.89,12,0.18,0.79,弱突破,,,2026-05-10 00:00,80896.0,0,0.364,,0.364,2.0x,,2.0x,0.728,,0.728,弱突破平仓,2026
29,2026-05-06 16:00,做多,基准值,81745.51,835.22,1.027,8.66,568,-0.28,1.9,确认,,,2026-05-07 04:00,81396.63,3,-0.418,,-0.418,2.0x,是,1.5x,-0.627,,-0.627,3K收盘认赔,2026
30,2026-05-01 08:00,做多,基准值,76623.1,773.25,1.013,3.16,8,0.35,1.02,确认,是,78430.48,2026-05-02 04:00,77734.89,5,1.438,-0.27,1.168,2.0x,,2.0x,2.876,-0.539,2.337,KAMA跟踪止损,2026
31,2026-04-30 20:00,做多,基准值,76417.07,825.6,1.086,2.8,5,0.37,1.11,弱突破,,,2026-04-30 20:00,76429.2,0,0.015,,0.015,2.0x,是,1.5x,0.022,,0.022,弱突破平仓,2026
32,2026-04-29 20:00,做空,基准值,76142.69,772.9,0.997,4.96,4,-1.65,2.29,弱突破,,,2026-04-29 20:00,75875.02,0,0.346,,0.346,1.5x,是,1.0x,0.346,,0.346,弱突破平仓,2026
33,2026-04-17 16:00,做多,基准值,75496.4,928.1,1.237,3.2,15,-0.36,2.15,弱突破,,,2026-04-17 16:00,75542.1,0,0.049,,0.049,2.0x,,2.0x,0.098,,0.098,弱突破平仓,2026
34,2026-04-17 00:00,做多,基准值,75134.66,951.02,1.274,2.86,4,-0.26,1.08,弱突破,,,2026-04-17 00:00,75309.88,0,0.184,,0.184,2.0x,,2.0x,0.368,,0.368,弱突破平仓,2026
35,2026-04-15 12:00,做空,基准值,73789.7,948.2,1.276,2.47,7,1.3,0.69,弱突破,,,2026-04-15 12:00,73705.1,0,0.089,,0.089,1.5x,,1.5x,0.134,,0.134,弱突破平仓,2026
36,2026-04-13 20:00,做多,基准值,71245.0,796.99,1.124,-2.09,8,0.25,2.96,确认,是,73293.8,2026-04-15 00:00,73994.61,7,3.45,0.246,3.696,2.0x,,2.0x,6.9,0.493,7.392,KAMA跟踪止损,2026
37,2026-04-12 20:00,做空,基准值,71268.62,861.74,1.206,-1.24,17,2.15,1.53,弱突破,,,2026-04-12 20:00,70856.2,0,0.479,,0.479,1.5x,,1.5x,0.718,,0.718,弱突破平仓,2026
38,2026-04-08 04:00,做多,基准值,69218.74,837.22,1.213,-4.71,79,0.58,4.51,确认,是,71260.06,2026-04-12 08:00,72130.15,25,3.477,0.302,3.78,2.0x,,2.0x,6.955,0.605,7.56,KAMA跟踪止损,2026
39,2026-04-05 20:00,做多,基准值,67279.2,680.28,1.016,-7.65,3,-0.44,1.87,弱突破,,,2026-04-05 20:00,67279.31,0,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,弱突破平仓,2026
40,2026-04-02 08:00,做空,基准值,67915.52,983.03,1.444,-6.9,8,0.85,1.59,确认,是,66185.6,2026-04-03 00:00,67290.4,4,0.636,-0.407,0.229,1.5x,,1.5x,0.954,-0.611,0.343,KAMA跟踪止损,2026
41,2026-04-01 12:00,做多,基准值,68566.73,1008.59,1.48,-6.83,29,2.16,1.37,弱突破,,,2026-04-01 12:00,68668.5,0,0.101,,0.101,2.0x,,2.0x,0.202,,0.202,弱突破平仓,2026
42,2026-03-30 08:00,做多,基准值,66844.3,899.17,1.363,-10.38,8,-1.21,1.83,弱突破,,,2026-03-30 08:00,67129.24,0,0.317,,0.317,2.0x,,2.0x,0.634,,0.634,弱突破平仓,2026
43,2026-03-24 12:00,做多,基准值,71213.33,1125.97,1.597,-5.39,3,0.57,0.94,弱突破,,,2026-03-24 12:00,71266.0,0,0.047,,0.047,2.0x,,2.0x,0.094,,0.094,弱突破平仓,2026
44,2026-03-04 12:00,做多,基准值,68971.86,1391.6,2.055,-12.94,7,-0.02,0.95,弱突破,,,2026-03-04 12:00,69474.99,0,0.362,,0.362,1.0x,,1.0x,0.362,,0.362,弱突破平仓,2026
45,2026-03-02 20:00,做多,基准值,67023.03,1264.18,1.906,-15.19,27,0.89,2.71,确认,是,68928.4,2026-03-03 16:00,67023.03,5,0.0,-0.601,-0.601,2.0x,,2.0x,0.0,-1.202,-1.202,KAMA跟踪止损,2026
46,2026-03-01 00:00,做多,基准值,65786.8,1198.59,1.85,-17.81,7,-1.46,1.01,弱突破,,,2026-03-01 00:00,66338.63,0,0.46,,0.46,2.0x,,2.0x,0.921,,0.921,弱突破平仓,2026
47,2026-02-25 20:00,做多,基准值,66283.06,1050.42,1.606,-18.19,14,2.13,2.06,确认,是,68999.52,2026-02-26 20:00,66983.9,6,0.667,-0.535,0.132,2.0x,,2.0x,1.334,-1.07,0.264,KAMA跟踪止损,2026
48,2026-02-22 20:00,做空,基准值,67776.79,839.36,1.231,-16.05,7,-0.32,1.3,弱突破,,,2026-02-22 20:00,67659.9,0,0.139,,0.139,1.5x,,1.5x,0.209,,0.209,弱突破平仓,2026
49,2026-02-16 20:00,做空,基准值,68118.59,1151.61,1.674,-17.88,17,-0.04,2.95,确认,,,2026-02-17 08:00,68443.6,3,-0.282,,-0.282,1.5x,,1.5x,-0.423,,-0.423,3K收盘认赔,2026
50,2026-02-13 00:00,做空,基准值,66644.47,1599.56,2.384,-21.59,6,0.67,1.97,确认,,,2026-02-13 16:00,66644.47,4,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2026
51,2026-01-28 16:00,做多,基准值,89486.0,923.61,1.037,-3.74,26,0.82,0.97,确认,,,2026-01-29 04:00,89265.8,3,-0.238,,-0.238,2.0x,,2.0x,-0.477,,-0.477,3K收盘认赔,2026
52,2026-01-24 20:00,做空,基准值,89383.9,963.36,1.076,-3.78,3,-0.0,0.38,弱突破,,,2026-01-24 20:00,89237.33,0,0.152,,0.152,1.5x,,1.5x,0.228,,0.228,弱突破平仓,2026
53,2026-01-22 20:00,做空,基准值,89418.36,1065.15,1.185,-3.63,4,-0.55,1.73,弱突破,,,2026-01-22 20:00,88990.21,0,0.402,,0.402,1.5x,,1.5x,0.603,,0.603,弱突破平仓,2026
54,2026-01-09 16:00,做空,基准值,90525.52,1004.97,1.108,-3.11,3,0.2,1.14,弱突破,,,2026-01-09 16:00,90407.69,0,0.117,,0.117,1.5x,,1.5x,0.176,,0.176,弱突破平仓,2026
55,2025-12-31 20:00,做空,基准值,88135.27,823.09,0.925,-5.66,3,-0.58,1.66,弱突破,,,2025-12-31 20:00,87900.7,0,0.285,,0.285,1.5x,,1.5x,0.427,,0.427,弱突破平仓,2025
56,2025-12-30 16:00,做多,基准值,87569.33,833.46,0.953,-7.45,3,0.15,1.69,弱突破,,,2025-12-30 16:00,87885.96,0,0.38,,0.38,2.0x,是,1.5x,0.57,,0.57,弱突破平仓,2025
57,2025-12-29 08:00,做多,基准值,88060.9,710.43,0.808,-7.34,37,0.09,3.78,确认,是,89583.1,2025-12-29 20:00,87350.47,3,-1.0,-1.0,-2.0,2.0x,是,1.5x,-1.5,-1.5,-3.0,前3K止损,2025
58,2025-12-29 00:00,做空,基准值,87571.3,731.62,0.833,-7.48,4,-0.1,0.75,弱突破,,,2025-12-29 00:00,87498.87,0,0.099,,0.099,1.5x,,1.5x,0.148,,0.148,弱突破平仓,2025
59,2025-12-28 04:00,做多,基准值,87638.81,856.54,0.979,-7.96,7,0.04,0.52,弱突破,,,2025-12-28 04:00,87847.1,0,0.243,,0.243,2.0x,,2.0x,0.486,,0.486,弱突破平仓,2025
60,2025-12-26 08:00,做多,基准值,88554.4,946.14,1.085,-8.73,17,-0.33,2.4,弱突破,,,2025-12-26 08:00,88796.1,0,0.255,,0.255,2.0x,,2.0x,0.511,,0.511,弱突破平仓,2025
61,2025-12-26 04:00,做空,基准值,87228.0,931.18,1.057,-7.77,6,-0.36,0.88,弱突破,,,2025-12-26 04:00,87192.37,0,0.038,,0.038,1.5x,,1.5x,0.057,,0.057,弱突破平仓,2025
62,2025-12-25 20:00,做多,基准值,87933.5,941.98,1.077,-8.43,9,-0.16,0.86,弱突破,,,2025-12-25 20:00,88316.1,0,0.406,,0.406,2.0x,,2.0x,0.812,,0.812,弱突破平仓,2025
63,2025-12-23 00:00,做空,基准值,88671.5,1077.1,1.201,-6.83,3,-1.08,1.57,确认,是,86866.3,2025-12-25 04:00,87825.23,13,0.786,-0.727,0.059,1.5x,,1.5x,1.179,-1.091,0.088,KAMA跟踪止损,2025
64,2025-12-21 16:00,做多,基准值,88418.5,1093.29,1.24,-8.65,9,-0.06,0.68,弱突破,,,2025-12-21 16:00,88570.65,0,0.139,,0.139,2.0x,,2.0x,0.278,,0.278,弱突破平仓,2025
65,2025-12-18 00:00,做空,基准值,86180.41,1280.7,1.469,-10.62,7,-0.02,2.01,弱突破,,,2025-12-18 00:00,85982.6,0,0.154,,0.154,1.5x,,1.5x,0.232,,0.232,弱突破平仓,2025
66,2025-12-17 12:00,做空,基准值,87024.5,1175.44,1.348,-10.64,3,0.88,1.02,弱突破,,,2025-12-17 12:00,87015.2,0,0.008,,0.008,1.5x,,1.5x,0.012,,0.012,弱突破平仓,2025
67,2025-12-15 20:00,做空,基准值,88034.9,1037.86,1.158,-8.73,78,-1.71,4.48,确认,是,86104.1,2025-12-16 20:00,87608.25,6,0.411,-0.507,-0.096,1.5x,,1.5x,0.617,-0.76,-0.143,KAMA跟踪止损,2025
68,2025-12-14 16:00,做空,基准值,89722.05,1031.36,1.143,-8.44,15,-0.06,1.29,弱突破,,,2025-12-14 16:00,89325.93,0,0.384,,0.384,1.5x,,1.5x,0.576,,0.576,弱突破平仓,2025
69,2025-12-13 20:00,做空,基准值,90078.97,1217.25,1.348,-8.62,3,-0.08,0.36,弱突破,,,2025-12-13 20:00,90055.4,0,0.019,,0.019,1.5x,,1.5x,0.029,,0.029,弱突破平仓,2025
70,2025-12-09 20:00,做多,基准值,90803.72,1231.64,1.363,-9.43,26,-0.29,2.41,确认,是,93761.9,2025-12-11 08:00,91212.51,9,0.332,-0.608,-0.277,2.0x,,2.0x,0.664,-1.217,-0.553,KAMA跟踪止损,2025
71,2025-12-08 00:00,做多,基准值,89752.59,1129.34,1.262,-10.69,12,-0.19,1.81,确认,是,91519.8,2025-12-08 20:00,90152.59,5,0.354,-0.472,-0.118,2.0x,,2.0x,0.708,-0.944,-0.236,KAMA跟踪止损,2025
72,2025-12-05 16:00,做空,基准值,91666.7,1345.93,1.459,-8.54,3,-0.31,0.72,弱突破,,,2025-12-05 16:00,91307.9,0,0.267,,0.267,1.5x,,1.5x,0.4,,0.4,弱突破平仓,2025
73,2025-12-01 04:00,做空,基准值,90890.3,1053.28,1.152,-10.74,6,-0.55,1.03,确认,是,86319.2,2025-12-02 04:00,86730.78,6,3.949,-0.073,3.876,1.5x,,1.5x,5.924,-0.11,5.814,KAMA跟踪止损,2025
74,2025-11-27 00:00,做多,基准值,87937.49,1510.08,1.737,-16.28,36,-0.18,2.03,确认,是,90440.0,2025-11-29 00:00,90737.84,12,1.854,0.074,1.929,2.0x,,2.0x,3.709,0.148,3.857,KAMA跟踪止损,2025
75,2025-11-25 00:00,做多,基准值,87796.54,1673.22,1.933,-17.32,23,-0.96,1.48,弱突破,,,2025-11-25 00:00,88277.0,0,0.287,,0.287,2.0x,,2.0x,0.574,,0.574,弱突破平仓,2025
76,2025-11-12 20:00,做空,基准值,102635.8,1332.72,1.27,-4.98,17,-1.91,2.17,弱突破,,,2025-11-12 20:00,102175.67,0,0.345,,0.345,1.5x,,1.5x,0.518,,0.518,弱突破平仓,2025
77,2025-11-11 12:00,做空,基准值,104739.5,1380.07,1.297,-3.91,3,-1.33,1.27,弱突破,,,2025-11-11 12:00,104737.0,0,0.002,,0.002,1.5x,,1.5x,0.003,,0.003,弱突破平仓,2025
78,2025-11-09 20:00,做多,基准值,102296.45,1308.05,1.28,-8.01,9,-0.07,1.55,确认,是,104770.2,2025-11-10 20:00,104758.46,6,1.882,-0.003,1.879,2.0x,,2.0x,3.764,-0.006,3.758,KAMA跟踪止损,2025
79,2025-11-08 00:00,做多,基准值,102480.4,1592.31,1.58,-9.67,6,-1.08,1.07,确认,,,2025-11-08 12:00,102314.6,3,-0.104,,-0.104,2.0x,,2.0x,-0.208,,-0.208,3K收盘认赔,2025
80,2025-11-07 16:00,做空,基准值,100500.29,1534.87,1.505,-8.58,3,-0.64,0.98,弱突破,,,2025-11-07 16:00,100390.63,0,0.071,,0.071,1.5x,,1.5x,0.107,,0.107,弱突破平仓,2025
81,2025-11-02 12:00,做多,基准值,110492.99,1220.36,1.109,-2.5,9,-0.21,0.57,弱突破,,,2025-11-02 12:00,110844.41,0,0.288,,0.288,2.0x,,2.0x,0.576,,0.576,弱突破平仓,2025
82,2025-10-23 12:00,做多,基准值,108768.88,1660.44,1.533,-4.46,7,-0.05,0.9,弱突破,,,2025-10-23 12:00,109229.94,0,0.278,,0.278,2.0x,,2.0x,0.555,,0.555,弱突破平仓,2025
83,2025-10-03 20:00,做多,基准值,120508.37,1006.05,0.836,5.93,301,-0.14,1.66,确认,是,122621.3,2025-10-06 00:00,122412.22,13,1.892,-0.067,1.825,2.0x,,2.0x,3.785,-0.134,3.651,KAMA跟踪止损,2025
84,2025-10-01 16:00,做多,基准值,114720.49,867.41,0.758,1.21,71,0.16,2.93,确认,是,117367.37,2025-10-03 12:00,119863.31,11,5.929,0.71,6.639,2.0x,,2.0x,11.858,1.42,13.278,KAMA跟踪止损,2025
85,2025-09-28 20:00,做多,基准值,109749.9,768.0,0.703,-3.16,10,-0.23,1.02,弱突破,,,2025-09-28 20:00,109986.1,0,0.308,,0.308,2.0x,,2.0x,0.615,,0.615,弱突破平仓,2025
86,2025-09-25 08:00,做空,基准值,112763.7,887.98,0.784,0.02,3,-0.24,1.43,弱突破,,,2025-09-25 08:00,112534.03,0,0.259,,0.259,1.5x,,1.5x,0.388,,0.388,弱突破平仓,2025
87,2025-09-24 00:00,做空,基准值,111821.53,851.96,0.755,-0.35,3,-0.47,1.59,弱突破,,,2025-09-24 00:00,111611.8,0,0.246,,0.246,1.5x,,1.5x,0.369,,0.369,弱突破平仓,2025
88,2025-09-17 00:00,做多,基准值,115972.12,808.9,0.698,2.66,8,0.54,2.11,确认,,,2025-09-17 20:00,115972.12,5,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2025
89,2025-09-09 20:00,做空,基准值,111065.9,923.4,0.822,0.09,8,-0.33,3.86,弱突破,,,2025-09-09 20:00,110830.1,0,0.255,,0.255,1.5x,,1.5x,0.383,,0.383,弱突破平仓,2025
90,2025-09-09 12:00,做多,基准值,112634.9,892.06,0.799,-0.55,21,-0.81,2.67,弱突破,,,2025-09-09 12:00,112952.4,0,0.356,,0.356,2.0x,,2.0x,0.712,,0.712,弱突破平仓,2025
91,2025-09-06 20:00,做空,基准值,110504.9,1166.45,1.053,-1.44,4,-0.11,0.44,弱突破,,,2025-09-06 20:00,110324.2,0,0.155,,0.155,1.5x,是,1.0x,0.155,,0.155,弱突破平仓,2025
92,2025-09-02 08:00,做多,基准值,109480.55,1144.53,1.048,-3.02,20,0.43,1.75,确认,是,111391.7,2025-09-04 12:00,110981.75,13,1.312,-0.317,0.995,2.0x,,2.0x,2.623,-0.634,1.989,KAMA跟踪止损,2025
93,2025-08-31 16:00,做空,基准值,108414.5,1070.0,0.985,-3.57,4,0.1,0.71,弱突破,,,2025-08-31 16:00,108355.83,0,0.055,,0.055,1.5x,,1.5x,0.082,,0.082,弱突破平仓,2025
94,2025-08-29 00:00,做空,基准值,111892.4,1249.55,1.109,-0.38,3,-0.61,0.7,弱突破,,,2025-08-29 00:00,111869.39,0,0.018,,0.018,1.5x,,1.5x,0.028,,0.028,弱突破平仓,2025
95,2025-08-28 12:00,做多,基准值,112550.0,1290.21,1.152,-0.98,18,-0.01,0.91,弱突破,,,2025-08-28 12:00,113079.2,0,0.41,,0.41,2.0x,,2.0x,0.82,,0.82,弱突破平仓,2025
96,2025-08-27 20:00,做多,基准值,111771.31,1284.16,1.154,-1.6,3,-0.39,1.16,弱突破,,,2025-08-27 20:00,111965.1,0,0.151,,0.151,2.0x,,2.0x,0.302,,0.302,弱突破平仓,2025
97,2025-08-22 20:00,做多,基准值,113486.12,1045.96,0.932,-0.82,20,-0.16,5.68,确认,是,116614.14,2025-08-23 20:00,114734.63,6,1.194,-0.45,0.743,2.0x,,2.0x,2.387,-0.901,1.487,KAMA跟踪止损,2025
98,2025-08-19 08:00,做空,基准值,114783.65,1034.52,0.89,2.74,3,-1.1,1.54,弱突破,,,2025-08-19 08:00,114768.29,0,0.015,,0.015,1.5x,,1.5x,0.022,,0.022,弱突破平仓,2025
99,2025-08-18 00:00,做空,基准值,117627.35,983.81,0.832,4.6,3,-0.48,0.77,弱突破,,,2025-08-18 00:00,117527.1,0,0.102,,0.102,1.5x,,1.5x,0.153,,0.153,弱突破平仓,2025
100,2025-08-13 16:00,做多,基准值,120268.1,1093.51,0.915,6.31,9,-0.05,0.94,弱突破,,,2025-08-13 16:00,120546.8,0,0.255,,0.255,2.0x,,2.0x,0.51,,0.51,弱突破平仓,2025
101,2025-08-12 20:00,做多,基准值,119246.4,1091.65,0.922,5.65,4,-0.15,1.96,确认,,,2025-08-13 12:00,119246.4,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2025
102,2025-08-10 08:00,做多,基准值,117190.82,904.86,0.777,4.42,55,-0.55,2.13,确认,是,118773.23,2025-08-12 00:00,119135.76,10,2.149,0.146,2.295,2.0x,,2.0x,4.299,0.292,4.59,KAMA跟踪止损,2025
103,2025-08-07 16:00,做多,基准值,115228.5,997.91,0.87,3.2,38,-0.4,2.54,确认,是,117417.5,2025-08-08 20:00,116079.0,7,0.852,-0.42,0.432,2.0x,,2.0x,1.705,-0.84,0.865,KAMA跟踪止损,2025
104,2025-07-29 20:00,做空,基准值,117415.2,1008.85,0.851,7.7,18,-0.44,2.52,弱突破,,,2025-07-29 20:00,117351.44,0,0.063,,0.063,1.5x,,1.5x,0.095,,0.095,弱突破平仓,2025
105,2025-07-25 08:00,做空,基准值,117775.61,1276.56,1.079,8.68,83,0.24,2.66,确认,是,115315.99,2025-07-26 04:00,117224.76,5,0.432,-0.511,-0.079,1.5x,,1.5x,0.647,-0.766,-0.119,KAMA跟踪止损,2025
106,2025-07-23 12:00,做空,基准值,118390.4,1388.36,1.17,9.26,3,0.24,0.67,弱突破,,,2025-07-23 12:00,118327.35,0,0.045,,0.045,1.5x,,1.5x,0.068,,0.068,弱突破平仓,2025
107,2025-07-21 12:00,做多,基准值,118856.6,1192.56,1.007,9.68,15,-0.25,1.19,弱突破,,,2025-07-21 12:00,119344.28,0,0.409,,0.409,2.0x,,2.0x,0.818,,0.818,弱突破平仓,2025
108,2025-07-17 08:00,做空,基准值,118169.56,1392.55,1.174,11.46,4,0.13,0.72,弱突破,,,2025-07-17 08:00,118103.68,0,0.047,,0.047,1.5x,,1.5x,0.071,,0.071,弱突破平仓,2025
109,2025-07-06 20:00,做多,基准值,108211.0,684.95,0.634,4.54,11,-0.13,1.63,确认,是,109348.9,2025-07-07 16:00,108595.46,5,0.561,-0.413,0.148,2.0x,,2.0x,1.123,-0.827,0.296,KAMA跟踪止损,2025
110,2025-07-02 12:00,做多,基准值,106241.62,870.03,0.82,3.38,3,0.22,1.29,确认,是,108695.3,2025-07-04 20:00,108453.2,14,2.542,-0.073,2.469,2.0x,,2.0x,5.084,-0.146,4.938,KAMA跟踪止损,2025
111,2025-06-21 16:00,做多,基准值,103789.5,1067.32,1.032,2.13,3,0.1,0.51,弱突破,,,2025-06-21 16:00,103832.4,0,0.04,,0.04,2.0x,,2.0x,0.08,,0.08,弱突破平仓,2025
112,2025-06-19 20:00,做空,基准值,104402.27,1109.77,1.06,3.51,3,0.11,0.74,弱突破,,,2025-06-19 20:00,104055.1,0,0.313,,0.313,1.5x,,1.5x,0.469,,0.469,弱突破平仓,2025
113,2025-06-16 08:00,做多,基准值,105794.9,992.22,0.94,4.83,4,0.59,0.74,弱突破,,,2025-06-16 08:00,105868.4,0,0.074,,0.074,2.0x,,2.0x,0.148,,0.148,弱突破平仓,2025
114,2025-06-15 04:00,做多,基准值,105088.0,1054.26,1.008,4.06,3,-0.38,0.52,弱突破,,,2025-06-15 04:00,105359.8,0,0.258,,0.258,2.0x,,2.0x,0.516,,0.516,弱突破平仓,2025
115,2025-06-09 16:00,做多,基准值,106449.6,853.64,0.809,6.01,64,-0.68,2.81,确认,是,108511.74,2025-06-12 00:00,108847.44,14,2.809,0.115,2.924,2.0x,,2.0x,5.618,0.23,5.848,KAMA跟踪止损,2025
116,2025-06-03 20:00,做多,基准值,106471.35,1055.81,1.003,6.91,28,-0.53,2.22,弱突破,,,2025-06-03 20:00,106556.0,0,0.08,,0.08,2.0x,,2.0x,0.16,,0.16,弱突破平仓,2025
117,2025-05-21 00:00,做多,基准值,106363.3,1264.71,1.201,11.77,9,-0.42,1.77,弱突破,,,2025-05-21 00:00,106988.8,0,0.495,,0.495,2.0x,,2.0x,0.989,,0.989,弱突破平仓,2025
