突破K索引,突破K时间,起点KAMA值,ATR值,突破线价格,峰值价格,峰值K索引,终点K索引,涨跌幅%,持续K数,KAMA同向运行根数
10982,2024-09-12 00:00:00+00:00,56690.77,947.78,57638.56,60456.2,10993,11005,4.89,23,24
6588,2022-09-10 16:00:00+00:00,21092.27,374.28,21466.55,22516.3,6604,6605,4.89,17,21
14058,2026-02-06 16:00:00+00:00,65711.78,2344.64,68056.42,71381.0,14070,14084,4.89,26,26
2378,2020-10-09 00:00:00+00:00,10781.68,100.26,10881.94,11413.28,2384,2398,4.88,20,20
4355,2021-09-03 12:00:00+00:00,49389.82,845.19,50235.02,52683.97,4375,4378,4.87,23,24
11024,2024-09-19 00:00:00+00:00,59758.63,1004.51,60763.14,63723.3,11030,11044,4.87,20,20
8898,2023-09-30 16:00:00+00:00,26723.07,267.97,26991.04,28299.1,8907,8911,4.85,13,21
3409,2021-03-29 20:00:00+00:00,55918.72,1287.86,57206.58,59979.99,3428,3439,4.85,30,30
10982,2024-09-12 00:00:00+00:00,56737.29,924.25,57661.54,60456.2,10993,11005,4.85,23,23
11663,2025-01-03 12:00:00+00:00,96182.84,1281.93,97464.78,102180.4,11683,11687,4.84,24,26
14063,2026-02-07 12:00:00+00:00,65793.34,2304.15,68097.49,71381.0,14070,14084,4.82,21,23
11664,2025-01-03 16:00:00+00:00,96173.28,1312.37,97485.65,102180.4,11683,11687,4.82,23,27
11548,2024-12-15 08:00:00+00:00,100395.06,1526.58,101921.63,106824.4,11558,11564,4.81,16,22
8898,2023-09-30 16:00:00+00:00,26735.64,265.82,27001.46,28299.1,8907,8911,4.81,13,20
14267,2026-03-13 12:00:00+00:00,70248.43,1172.69,71421.12,74846.4,14287,14296,4.8,29,29
11664,2025-01-03 16:00:00+00:00,96238.17,1257.75,97495.92,102180.4,11683,11687,4.8,23,25
14059,2026-02-06 20:00:00+00:00,65736.18,2382.59,68118.77,71381.0,14070,14084,4.79,25,25
10655,2024-07-19 12:00:00+00:00,64055.53,1018.47,65074.0,68193.5,10674,10677,4.79,22,23
3411,2021-03-30 04:00:00+00:00,55976.83,1265.62,57242.45,59979.99,3428,3439,4.78,28,29
14060,2026-02-07 00:00:00+00:00,65775.94,2360.94,68136.88,71381.0,14070,14084,4.76,24,24
14420,2026-04-08 00:00:00+00:00,69292.45,1007.32,70299.77,73635.9,14442,14444,4.75,24,24
11548,2024-12-15 08:00:00+00:00,100499.43,1477.34,101976.77,106824.4,11558,11564,4.75,16,21
10986,2024-09-12 16:00:00+00:00,56837.46,896.21,57733.67,60456.2,10993,11005,4.72,19,20
11548,2024-12-15 08:00:00+00:00,100566.52,1451.08,102017.6,106824.4,11558,11564,4.71,16,20
12414,2025-05-08 16:00:00+00:00,98987.7,1090.45,100078.14,104788.8,12427,12437,4.71,23,23
14278,2026-03-15 08:00:00+00:00,70426.38,1066.88,71493.25,74846.4,14287,14296,4.69,18,21
10984,2024-09-12 08:00:00+00:00,56832.76,919.67,57752.42,60456.2,10993,11005,4.68,21,21
12593,2025-06-07 12:00:00+00:00,104212.19,1100.78,105312.98,110235.4,12613,12618,4.67,25,25
10983,2024-09-12 04:00:00+00:00,56824.55,937.15,57761.7,60456.2,10993,11005,4.66,22,22
14278,2026-03-15 08:00:00+00:00,70478.85,1044.24,71523.09,74846.4,14287,14296,4.65,18,20
14278,2026-03-15 08:00:00+00:00,70412.08,1109.75,71521.83,74846.4,14287,14296,4.65,18,22
11664,2025-01-03 16:00:00+00:00,96413.27,1231.19,97644.46,102180.4,11683,11687,4.65,23,24
10655,2024-07-19 12:00:00+00:00,64159.3,1007.27,65166.57,68193.5,10674,10677,4.64,22,22
3411,2021-03-30 04:00:00+00:00,56101.79,1234.17,57335.97,59979.99,3428,3439,4.61,28,28
14278,2026-03-15 08:00:00+00:00,70401.6,1143.39,71544.99,74846.4,14287,14296,4.61,18,23
4197,2021-08-08 04:00:00+00:00,43283.48,1124.15,44407.63,46448.42,4218,4222,4.6,25,25
6588,2022-09-10 16:00:00+00:00,21159.81,367.0,21526.82,22516.3,6604,6605,4.6,17,20
14421,2026-04-08 04:00:00+00:00,69405.3,1001.97,70407.28,73635.9,14442,14444,4.59,23,23
14278,2026-03-15 08:00:00+00:00,70343.23,1222.56,71565.79,74846.4,14287,14296,4.58,18,28
14278,2026-03-15 08:00:00+00:00,70400.71,1182.78,71583.48,74846.4,14287,14296,4.56,18,24
14063,2026-02-07 12:00:00+00:00,65865.8,2410.94,68276.74,71381.0,14070,14084,4.55,21,22
14278,2026-03-15 08:00:00+00:00,70396.75,1191.54,71588.28,74846.4,14287,14296,4.55,18,25
14278,2026-03-15 08:00:00+00:00,70373.93,1231.64,71605.57,74846.4,14287,14296,4.53,18,27
853,2020-01-28 20:00:00+00:00,8986.86,125.81,9112.67,9525.67,865,878,4.53,25,28
14278,2026-03-15 08:00:00+00:00,70394.71,1217.12,71611.83,74846.4,14287,14296,4.52,18,26
4355,2021-09-03 12:00:00+00:00,49536.26,873.49,50409.75,52683.97,4375,4378,4.51,23,23
9873,2024-03-11 04:00:00+00:00,68966.0,1276.36,70242.36,73399.9,9888,9893,4.5,20,20
2580,2020-11-11 16:00:00+00:00,15374.21,352.64,15726.85,16432.35,2588,2596,4.49,16,20
14576,2026-05-04 00:00:00+00:00,78318.27,642.94,78961.21,82485.4,14590,14597,4.46,21,22
14576,2026-05-04 00:00:00+00:00,78311.61,660.04,78971.65,82485.4,14590,14597,4.45,21,23
14576,2026-05-04 00:00:00+00:00,78284.98,685.88,78970.86,82485.4,14590,14597,4.45,21,25
14576,2026-05-04 00:00:00+00:00,78298.17,677.57,78975.74,82485.4,14590,14597,4.44,21,24
14576,2026-05-04 00:00:00+00:00,78277.05,701.54,78978.59,82485.4,14590,14597,4.44,21,26
853,2020-01-28 20:00:00+00:00,8993.56,128.17,9121.73,9525.67,865,878,4.43,25,27
12960,2025-08-07 16:00:00+00:00,115501.84,1047.91,116549.75,121700.1,12980,12984,4.42,24,24
14422,2026-04-08 08:00:00+00:00,69544.83,985.32,70530.15,73635.9,14442,14444,4.4,22,22
4204,2021-08-09 08:00:00+00:00,43363.6,1127.79,44491.39,46448.42,4218,4222,4.4,18,24
12594,2025-06-07 16:00:00+00:00,104521.84,1078.96,105600.8,110235.4,12613,12618,4.39,24,24
4368,2021-09-05 16:00:00+00:00,49610.62,870.8,50481.42,52683.97,4375,4378,4.36,10,21
4204,2021-08-09 08:00:00+00:00,43389.87,1116.4,44506.27,46448.42,4218,4222,4.36,18,23
4368,2021-09-05 16:00:00+00:00,49617.4,875.61,50493.01,52683.97,4375,4378,4.34,10,20
4356,2021-09-03 16:00:00+00:00,49607.22,889.36,50496.58,52683.97,4375,4378,4.33,22,22
853,2020-01-28 20:00:00+00:00,8997.05,133.68,9130.73,9525.67,865,878,4.33,25,26
14930,2026-07-02 00:00:00+00:00,59777.87,862.07,60639.93,63268.1,14946,14950,4.33,20,23
4204,2021-08-09 08:00:00+00:00,43391.57,1133.36,44524.93,46448.42,4218,4222,4.32,18,22
4204,2021-08-09 08:00:00+00:00,43401.47,1127.75,44529.22,46448.42,4218,4222,4.31,18,20
4204,2021-08-09 08:00:00+00:00,43400.36,1132.84,44533.2,46448.42,4218,4222,4.3,18,21
11664,2025-01-03 16:00:00+00:00,96764.17,1230.39,97994.56,102180.4,11683,11687,4.27,23,23
12599,2025-06-08 12:00:00+00:00,104668.51,1056.39,105724.9,110235.4,12613,12618,4.27,19,23
12599,2025-06-08 12:00:00+00:00,104755.99,992.85,105748.84,110235.4,12613,12618,4.24,19,21
14930,2026-07-02 00:00:00+00:00,59784.64,912.26,60696.9,63268.1,14946,14950,4.24,20,21
12599,2025-06-08 12:00:00+00:00,104743.27,1023.35,105766.62,110235.4,12613,12618,4.23,19,22
10656,2024-07-19 16:00:00+00:00,64391.55,1049.9,65441.45,68193.5,10674,10677,4.21,21,21
14930,2026-07-02 00:00:00+00:00,59780.9,930.26,60711.16,63268.1,14946,14950,4.21,20,22
14423,2026-04-08 12:00:00+00:00,69720.17,964.96,70685.13,73635.9,14442,14444,4.17,21,21
3131,2021-02-11 12:00:00+00:00,45611.5,1571.48,47182.98,49144.99,3148,3152,4.16,21,22
11665,2025-01-03 20:00:00+00:00,96892.44,1248.64,98141.08,102180.4,11683,11687,4.12,22,22
12599,2025-06-08 12:00:00+00:00,104955.33,956.16,105911.49,110235.4,12613,12618,4.08,19,20
13855,2026-01-03 20:00:00+00:00,89705.92,852.76,90558.69,94248.6,13866,13872,4.07,17,20
9134,2023-11-09 00:00:00+00:00,35427.62,441.75,35869.37,37330.4,9145,9163,4.07,29,29
11667,2025-01-04 04:00:00+00:00,96964.3,1220.03,98184.33,102180.4,11683,11687,4.07,20,21
8202,2023-06-06 16:00:00+00:00,25877.98,284.03,26162.01,27221.5,8203,8223,4.05,21,22
12961,2025-08-07 20:00:00+00:00,115902.45,1092.11,116994.56,121700.1,12980,12984,4.02,23,23
14930,2026-07-02 00:00:00+00:00,59881.8,940.52,60822.32,63268.1,14946,14950,4.02,20,20
11677,2025-01-05 20:00:00+00:00,97075.3,1184.56,98259.86,102180.4,11683,11687,3.99,10,20
12970,2025-08-09 08:00:00+00:00,115988.19,1069.4,117057.59,121700.1,12980,12984,3.97,14,22
10377,2024-06-03 04:00:00+00:00,68197.25,697.9,68895.15,71625.1,10391,10398,3.96,21,22
14063,2026-02-07 12:00:00+00:00,66306.13,2352.77,68658.9,71381.0,14070,14084,3.96,21,21
14576,2026-05-04 00:00:00+00:00,78683.16,660.24,79343.4,82485.4,14590,14597,3.96,21,21
10657,2024-07-19 20:00:00+00:00,64524.83,1076.34,65601.17,68193.5,10674,10677,3.95,20,20
8786,2023-09-12 00:00:00+00:00,25429.77,235.11,25664.88,26679.9,8801,8807,3.95,21,21
3131,2021-02-11 12:00:00+00:00,45684.7,1597.59,47282.29,49144.99,3148,3152,3.94,21,21
9373,2023-12-18 20:00:00+00:00,41789.1,622.44,42411.54,44079.0,9383,9409,3.93,36,36
12974,2025-08-10 00:00:00+00:00,116036.73,1063.52,117100.25,121700.1,12980,12984,3.93,10,21
2138,2020-08-30 00:00:00+00:00,11465.47,128.04,11593.52,12049.13,2153,2158,3.93,20,21
2138,2020-08-30 00:00:00+00:00,11461.56,133.94,11595.5,12049.13,2153,2158,3.91,20,23
2138,2020-08-30 00:00:00+00:00,11465.44,131.1,11596.54,12049.13,2153,2158,3.9,20,22
12974,2025-08-10 00:00:00+00:00,116100.45,1039.1,117139.55,121700.1,12980,12984,3.89,10,20
7341,2023-01-14 04:00:00+00:00,20214.05,323.51,20537.56,21337.2,7362,7368,3.89,27,27
2138,2020-08-30 00:00:00+00:00,11472.16,125.5,11597.66,12049.13,2153,2158,3.89,20,20
8202,2023-06-06 16:00:00+00:00,25894.15,310.7,26204.84,27221.5,8203,8223,3.88,21,21
14504,2026-04-22 00:00:00+00:00,75303.85,993.38,76297.23,79234.3,14507,14535,3.85,31,32
14424,2026-04-08 16:00:00+00:00,69889.85,1026.06,70915.9,73635.9,14442,14444,3.84,20,20
8787,2023-09-12 04:00:00+00:00,25432.18,264.99,25697.17,26679.9,8801,8807,3.82,20,20
4575,2021-10-10 04:00:00+00:00,54274.33,1112.71,55387.05,57501.9,4584,4590,3.82,15,22
4575,2021-10-10 04:00:00+00:00,54298.17,1111.11,55409.28,57501.9,4584,4590,3.78,15,21
4575,2021-10-10 04:00:00+00:00,54312.24,1095.82,55408.07,57501.9,4584,4590,3.78,15,20
14577,2026-05-04 04:00:00+00:00,78746.89,736.76,79483.65,82485.4,14590,14597,3.78,20,20
12255,2025-04-12 04:00:00+00:00,80750.7,1816.84,82567.54,85691.3,12273,12276,3.78,21,21
10378,2024-06-03 08:00:00+00:00,68299.07,723.27,69022.35,71625.1,10391,10398,3.77,20,21
3132,2021-02-11 16:00:00+00:00,45745.41,1646.92,47392.34,49144.99,3148,3152,3.7,20,20
13301,2025-10-03 12:00:00+00:00,119900.5,1004.07,120904.58,125357.3,13320,13325,3.68,24,25
9374,2023-12-19 00:00:00+00:00,41874.88,651.59,42526.46,44079.0,9383,9409,3.65,35,35
1324,2020-04-16 08:00:00+00:00,6850.82,136.67,6987.49,7242.42,1339,1348,3.65,24,25
6115,2022-06-23 20:00:00+00:00,20180.7,756.95,20937.65,21699.5,6130,6137,3.64,22,24
6115,2022-06-23 20:00:00+00:00,20147.71,794.42,20942.13,21699.5,6130,6137,3.62,22,27
8203,2023-06-06 20:00:00+00:00,25923.34,354.55,26277.89,27221.5,8203,8223,3.59,20,20
14504,2026-04-22 00:00:00+00:00,75483.18,1016.41,76499.59,79234.3,14507,14535,3.57,31,31
10379,2024-06-03 12:00:00+00:00,68419.9,733.19,69153.09,71625.1,10391,10398,3.57,19,20
6115,2022-06-23 20:00:00+00:00,20176.9,777.15,20954.05,21699.5,6130,6137,3.56,22,25
6115,2022-06-23 20:00:00+00:00,20208.47,748.61,20957.08,21699.5,6130,6137,3.54,22,23
6115,2022-06-23 20:00:00+00:00,20169.51,791.0,20960.51,21699.5,6130,6137,3.53,22,26
12415,2025-05-08 20:00:00+00:00,100203.78,1092.76,101296.54,104788.8,12427,12437,3.45,22,22
14064,2026-02-07 16:00:00+00:00,66657.2,2341.62,68998.83,71381.0,14070,14084,3.45,20,20
1324,2020-04-16 08:00:00+00:00,6854.32,148.27,7002.6,7242.42,1339,1348,3.42,24,24
9375,2023-12-19 04:00:00+00:00,41969.34,666.75,42636.09,44079.0,9383,9409,3.38,34,34
3412,2021-03-30 08:00:00+00:00,56791.12,1234.46,58025.58,59979.99,3428,3439,3.37,27,27
13163,2025-09-10 12:00:00+00:00,111828.69,948.88,112777.57,116561.1,13176,13187,3.35,24,26
13301,2025-10-03 12:00:00+00:00,120283.15,1018.08,121301.22,125357.3,13320,13325,3.34,24,24
13163,2025-09-10 12:00:00+00:00,111832.02,963.34,112795.36,116561.1,13176,13187,3.34,24,25
9376,2023-12-19 08:00:00+00:00,42023.87,649.39,42673.26,44079.0,9383,9409,3.29,33,33
853,2020-01-28 20:00:00+00:00,9089.64,134.36,9224.0,9525.67,865,878,3.27,25,25
14505,2026-04-22 04:00:00+00:00,75685.74,1046.61,76732.35,79234.3,14507,14535,3.26,30,30
7342,2023-01-14 08:00:00+00:00,20343.74,320.27,20664.01,21337.2,7362,7368,3.26,26,26
13163,2025-09-10 12:00:00+00:00,111922.16,953.77,112875.93,116561.1,13176,13187,3.26,24,24
9381,2023-12-20 04:00:00+00:00,42066.45,633.67,42700.13,44079.0,9383,9409,3.23,28,32
1325,2020-04-16 12:00:00+00:00,6861.64,156.24,7017.88,7242.42,1339,1348,3.2,23,23
7728,2023-03-19 16:00:00+00:00,27037.42,662.79,27700.21,28586.2,7745,7746,3.2,18,20
12256,2025-04-12 08:00:00+00:00,81293.98,1774.06,83068.04,85691.3,12273,12276,3.16,20,20
6115,2022-06-23 20:00:00+00:00,20283.34,750.78,21034.12,21699.5,6130,6137,3.16,22,22
11068,2024-09-26 08:00:00+00:00,63247.07,778.97,64026.04,66041.0,11078,11090,3.15,22,24
13164,2025-09-10 16:00:00+00:00,112001.35,1007.16,113008.51,116561.1,13176,13187,3.14,23,23
9135,2023-11-09 04:00:00+00:00,35710.43,487.12,36197.55,37330.4,9145,9163,3.13,28,28
9381,2023-12-20 04:00:00+00:00,42103.03,643.48,42746.51,44079.0,9383,9409,3.12,28,31
11068,2024-09-26 08:00:00+00:00,63267.69,784.25,64051.93,66041.0,11078,11090,3.11,22,23
11068,2024-09-26 08:00:00+00:00,63276.04,771.6,64047.64,66041.0,11078,11090,3.11,22,22
7025,2022-11-22 12:00:00+00:00,15932.29,267.78,16200.06,16703.2,7034,7051,3.11,26,26
13165,2025-09-10 20:00:00+00:00,112047.67,1003.59,113051.27,116561.1,13176,13187,3.1,22,22
1326,2020-04-16 16:00:00+00:00,6869.16,156.88,7026.03,7242.42,1339,1348,3.08,22,22
9381,2023-12-20 04:00:00+00:00,42121.85,653.29,42775.14,44079.0,9383,9409,3.05,28,30
6116,2022-06-24 00:00:00+00:00,20318.92,742.99,21061.91,21699.5,6130,6137,3.03,21,21
14506,2026-04-22 08:00:00+00:00,75867.76,1050.57,76918.33,79234.3,14507,14535,3.01,29,29
9381,2023-12-20 04:00:00+00:00,42159.03,640.83,42799.87,44079.0,9383,9409,2.99,28,29
13166,2025-09-11 00:00:00+00:00,112200.36,980.24,113180.61,116561.1,13176,13187,2.99,21,21
7028,2022-11-23 00:00:00+00:00,15934.9,285.84,16220.73,16703.2,7034,7051,2.97,23,25
3413,2021-03-30 12:00:00+00:00,56991.47,1262.14,58253.61,59979.99,3428,3439,2.96,26,26
7028,2022-11-23 00:00:00+00:00,15941.2,283.67,16224.86,16703.2,7034,7051,2.95,23,24
11069,2024-09-26 12:00:00+00:00,63374.44,779.67,64154.11,66041.0,11078,11090,2.94,21,21
13302,2025-10-03 16:00:00+00:00,120680.55,1096.15,121776.7,125357.3,13320,13325,2.94,23,23
12416,2025-05-09 00:00:00+00:00,100624.75,1191.8,101816.55,104788.8,12427,12437,2.92,21,21
1327,2020-04-16 20:00:00+00:00,6883.4,156.28,7039.68,7242.42,1339,1348,2.88,21,21
11070,2024-09-26 16:00:00+00:00,63388.5,811.81,64200.31,66041.0,11078,11090,2.87,20,20
11811,2025-01-28 04:00:00+00:00,100897.13,1822.38,102719.51,105659.8,11826,11832,2.86,21,23
6118,2022-06-24 08:00:00+00:00,20374.61,726.65,21101.26,21699.5,6130,6137,2.84,19,20
9381,2023-12-20 04:00:00+00:00,42267.89,623.85,42891.74,44079.0,9383,9409,2.77,28,28
11820,2025-01-29 16:00:00+00:00,100942.24,1874.98,102817.22,105659.8,11826,11832,2.76,12,22
7028,2022-11-23 00:00:00+00:00,15979.66,277.98,16257.64,16703.2,7034,7051,2.74,23,23
11820,2025-01-29 16:00:00+00:00,101040.07,1809.97,102850.04,105659.8,11826,11832,2.73,12,20
11820,2025-01-29 16:00:00+00:00,100989.89,1860.38,102850.27,105659.8,11826,11832,2.73,12,21
13303,2025-10-03 20:00:00+00:00,120908.43,1165.06,122073.49,125357.3,13320,13325,2.69,22,22
1809,2020-07-06 04:00:00+00:00,9110.39,80.08,9190.47,9436.08,1825,1829,2.67,20,20
13167,2025-09-11 04:00:00+00:00,112593.36,972.17,113565.52,116561.1,13176,13187,2.64,20,20
9383,2023-12-20 12:00:00+00:00,42327.41,625.81,42953.22,44079.0,9383,9409,2.62,26,27
9216,2023-11-22 16:00:00+00:00,36712.78,545.72,37258.49,38217.3,9227,9240,2.57,24,24
854,2020-01-29 00:00:00+00:00,9138.72,148.57,9287.29,9525.67,865,878,2.57,24,24
13305,2025-10-04 04:00:00+00:00,121093.34,1144.28,122237.63,125357.3,13320,13325,2.55,20,21
1328,2020-04-17 00:00:00+00:00,6903.28,160.01,7063.29,7242.42,1339,1348,2.54,20,20
7345,2023-01-14 20:00:00+00:00,20466.04,343.64,20809.68,21337.2,7362,7368,2.53,23,25
9220,2023-11-23 08:00:00+00:00,36748.32,541.51,37289.83,38217.3,9227,9240,2.49,20,20
9217,2023-11-22 20:00:00+00:00,36717.95,572.27,37290.22,38217.3,9227,9240,2.49,23,23
7029,2022-11-23 04:00:00+00:00,16011.49,285.48,16296.97,16703.2,7034,7051,2.49,22,22
13309,2025-10-04 20:00:00+00:00,121216.14,1120.34,122336.48,125357.3,13320,13325,2.47,16,20
9219,2023-11-23 04:00:00+00:00,36735.74,562.11,37297.85,38217.3,9227,9240,2.47,21,21
9136,2023-11-09 08:00:00+00:00,35947.6,485.87,36433.46,37330.4,9145,9163,2.46,27,27
9218,2023-11-23 00:00:00+00:00,36722.44,576.7,37299.14,38217.3,9227,9240,2.46,22,22
11442,2024-11-27 16:00:00+00:00,94178.34,1592.48,95770.82,98076.2,11453,11470,2.41,28,29
14507,2026-04-22 12:00:00+00:00,76359.87,1021.57,77381.43,79234.3,14507,14535,2.39,28,28
3414,2021-03-30 16:00:00+00:00,57361.64,1243.03,58604.67,59979.99,3428,3439,2.35,25,25
15126,2026-08-03 16:00:00+00:00,63213.64,551.74,63765.37,65207.7,15161,15167,2.26,41,42
12417,2025-05-09 04:00:00+00:00,101293.85,1177.22,102471.07,104788.8,12427,12437,2.26,20,20
11442,2024-11-27 16:00:00+00:00,94284.35,1663.09,95947.43,98076.2,11453,11470,2.22,28,28
9383,2023-12-20 12:00:00+00:00,42524.47,611.7,43136.17,44079.0,9383,9409,2.19,26,26
15130,2026-08-04 08:00:00+00:00,63226.53,593.67,63820.21,65207.7,15161,15167,2.17,37,40
11450,2024-11-29 00:00:00+00:00,94349.59,1652.37,96001.96,98076.2,11453,11470,2.16,20,27
15126,2026-08-03 16:00:00+00:00,63225.23,602.15,63827.38,65207.7,15161,15167,2.16,41,41
15130,2026-08-04 08:00:00+00:00,63247.63,596.02,63843.66,65207.7,15161,15167,2.14,37,39
3415,2021-03-30 20:00:00+00:00,57521.49,1214.85,58736.34,59979.99,3428,3439,2.12,24,24
3419,2021-03-31 12:00:00+00:00,57566.73,1169.4,58736.13,59979.99,3428,3439,2.12,20,22
15130,2026-08-04 08:00:00+00:00,63259.04,599.64,63858.68,65207.7,15161,15167,2.11,37,38
855,2020-01-29 04:00:00+00:00,9179.83,149.07,9328.9,9525.67,865,878,2.11,23,23
3419,2021-03-31 12:00:00+00:00,57556.12,1193.58,58749.69,59979.99,3428,3439,2.09,20,23
15130,2026-08-04 08:00:00+00:00,63273.0,607.65,63880.65,65207.7,15161,15167,2.08,37,37
11450,2024-11-29 00:00:00+00:00,94452.12,1643.42,96095.54,98076.2,11453,11470,2.06,20,26
15131,2026-08-04 12:00:00+00:00,63293.42,602.13,63895.55,65207.7,15161,15167,2.05,36,36
7345,2023-01-14 20:00:00+00:00,20554.63,361.26,20915.89,21337.2,7362,7368,2.01,23,24
858,2020-01-29 16:00:00+00:00,9193.13,145.57,9338.7,9525.67,865,878,2.0,20,22
3419,2021-03-31 12:00:00+00:00,57572.43,1236.93,58809.35,59979.99,3428,3439,1.99,20,21
11450,2024-11-29 00:00:00+00:00,94513.1,1648.72,96161.82,98076.2,11453,11470,1.99,20,25
14808,2026-06-11 16:00:00+00:00,62111.92,1175.42,63287.34,64515.0,14822,14825,1.94,17,21
10124,2024-04-22 00:00:00+00:00,63887.42,1645.1,65532.51,66778.0,10129,10139,1.9,15,24
15132,2026-08-04 16:00:00+00:00,63404.54,602.92,64007.46,65207.7,15161,15167,1.88,35,35
9384,2023-12-20 16:00:00+00:00,42572.02,661.34,43233.37,44044.3,9392,9409,1.88,25,25
14808,2026-06-11 16:00:00+00:00,62139.61,1188.57,63328.18,64515.0,14822,14825,1.87,17,20
11450,2024-11-29 00:00:00+00:00,94669.81,1608.75,96278.55,98076.2,11453,11470,1.87,20,24
858,2020-01-29 16:00:00+00:00,9203.07,148.64,9351.7,9525.67,865,878,1.86,20,21
11450,2024-11-29 00:00:00+00:00,94712.35,1586.41,96298.76,98076.2,11453,11470,1.85,20,23
11450,2024-11-29 00:00:00+00:00,94756.28,1573.79,96330.07,98076.2,11453,11470,1.81,20,22
3419,2021-03-31 12:00:00+00:00,57666.15,1253.0,58919.15,59979.99,3428,3439,1.8,20,20
14508,2026-04-22 16:00:00+00:00,76639.4,1035.99,77675.39,79065.1,14534,14535,1.79,27,27
11450,2024-11-29 00:00:00+00:00,94824.79,1527.98,96352.77,98076.2,11453,11470,1.79,20,21
10124,2024-04-22 00:00:00+00:00,64066.14,1545.22,65611.36,66778.0,10129,10139,1.78,15,21
9385,2023-12-20 20:00:00+00:00,42614.37,667.18,43281.56,44044.3,9392,9409,1.76,24,24
858,2020-01-29 16:00:00+00:00,9217.44,146.66,9364.1,9525.67,865,878,1.73,20,20
10124,2024-04-22 00:00:00+00:00,64122.13,1523.37,65645.5,66778.0,10129,10139,1.73,15,20
10124,2024-04-22 00:00:00+00:00,64049.19,1600.24,65649.43,66778.0,10129,10139,1.72,15,22
15134,2026-08-05 00:00:00+00:00,63507.6,599.35,64106.95,65207.7,15161,15167,1.72,33,34
14509,2026-04-22 20:00:00+00:00,76726.77,1027.05,77753.82,79065.1,14534,14535,1.69,26,26
10124,2024-04-22 00:00:00+00:00,64032.04,1632.98,65665.02,66778.0,10129,10139,1.69,15,23
14511,2026-04-23 04:00:00+00:00,76756.01,1013.57,77769.58,79065.1,14534,14535,1.67,24,25
9386,2023-12-21 00:00:00+00:00,42656.84,663.12,43319.96,44044.3,9392,9409,1.67,23,23
7962,2023-04-27 16:00:00+00:00,28591.36,580.81,29172.17,29659.9,7962,7982,1.67,20,24
7030,2022-11-23 08:00:00+00:00,16148.6,282.2,16430.8,16703.2,7034,7051,1.66,21,21
9199,2023-11-19 20:00:00+00:00,36374.84,598.61,36973.45,37584.5,9204,9209,1.65,10,20
9199,2023-11-19 20:00:00+00:00,36374.6,616.34,36990.95,37584.5,9204,9209,1.6,10,21
9199,2023-11-19 20:00:00+00:00,36374.07,625.5,36999.58,37584.5,9204,9209,1.58,10,22
11450,2024-11-29 00:00:00+00:00,95052.99,1517.32,96570.31,98076.2,11453,11470,1.56,20,20
9137,2023-11-09 12:00:00+00:00,36271.83,484.95,36756.78,37330.4,9145,9163,1.56,26,26
14511,2026-04-23 04:00:00+00:00,76839.13,1019.1,77858.22,79065.1,14534,14535,1.55,24,24
11201,2024-10-18 12:00:00+00:00,67090.9,880.17,67971.07,69020.1,11215,11219,1.54,18,21
11201,2024-10-18 12:00:00+00:00,67083.44,891.18,67974.63,69020.1,11215,11219,1.54,18,22
15137,2026-08-05 12:00:00+00:00,63619.19,599.12,64218.31,65207.7,15161,15167,1.54,30,33
7962,2023-04-27 16:00:00+00:00,28607.58,607.5,29215.08,29659.9,7962,7982,1.52,20,23
11201,2024-10-18 12:00:00+00:00,67100.33,891.31,67991.64,69020.1,11215,11219,1.51,18,20
15137,2026-08-05 12:00:00+00:00,63658.42,594.32,64252.74,65207.7,15161,15167,1.49,30,31
15137,2026-08-05 12:00:00+00:00,63650.05,597.31,64247.36,65207.7,15161,15167,1.49,30,32
14513,2026-04-23 12:00:00+00:00,76918.74,1002.28,77921.02,79065.1,14534,14535,1.47,22,23
7032,2022-11-23 16:00:00+00:00,16182.94,278.31,16461.25,16703.2,7034,7051,1.47,19,20
7962,2023-04-27 16:00:00+00:00,28622.53,610.12,29232.65,29659.9,7962,7982,1.46,20,22
7962,2023-04-27 16:00:00+00:00,28637.94,598.18,29236.12,29659.9,7962,7982,1.45,20,21
7352,2023-01-16 00:00:00+00:00,20677.25,356.18,21033.43,21337.2,7362,7368,1.44,16,23
7352,2023-01-16 00:00:00+00:00,20689.59,354.28,21043.87,21337.2,7362,7368,1.39,16,22
9142,2023-11-10 08:00:00+00:00,36282.9,547.3,36830.2,37330.4,9145,9163,1.36,21,25
9387,2023-12-21 04:00:00+00:00,42802.81,652.88,43455.69,44044.3,9392,9409,1.35,22,22
7352,2023-01-16 00:00:00+00:00,20706.97,347.6,21054.57,21337.2,7362,7368,1.34,16,20
15137,2026-08-05 12:00:00+00:00,63772.9,578.35,64351.25,65207.7,15161,15167,1.33,30,30
13778,2025-12-22 00:00:00+00:00,87227.46,1499.84,88727.31,89905.2,13780,13782,1.33,4,21
7352,2023-01-16 00:00:00+00:00,20700.69,359.37,21060.06,21337.2,7362,7368,1.32,16,21
12334,2025-04-25 08:00:00+00:00,92821.56,1198.55,94020.11,95229.2,12336,12349,1.29,15,20
14513,2026-04-23 12:00:00+00:00,77025.95,1034.04,78060.0,79065.1,14534,14535,1.29,22,22
13779,2025-12-22 04:00:00+00:00,87262.55,1510.56,88773.11,89905.2,13780,13782,1.28,3,20
14515,2026-04-23 20:00:00+00:00,77030.64,1048.6,78079.25,79065.1,14534,14535,1.26,20,21
