序号,方向,基准线K时间,确认K时间,基准线,ATR,触发线,6K极值,状态,波段涨跌幅%_基准线,波段涨跌幅%_极值基准,峰值价,峰值K时间,未成交错过%,年份,成交时间,入场价,初始止损,保护线,止盈目标,出场时间,出场价,出场原因,平仓细节,保护性平仓第几K,持仓K数,R值,1m消歧
1,做多,2026-08-20 04:00,2026-08-20 12:00,70048.2,752.29,70800.49,70450.0,成交,3.482,2.892,72487.5,2026-08-20 16:00,,2026,2026-08-20 16:00,70800.49,70048.2,71176.63,85458.8,2026-08-22 16:00,77286.7,KAMA跟踪,跳空按开盘价,,12,8.622,是
2,做多,2026-08-18 08:00,2026-08-18 16:00,64541.6,396.33,64937.93,64600.8,成交,0.8,0.708,65057.9,2026-08-18 20:00,,2026,2026-08-18 20:00,64937.93,64541.6,65136.1,78740.75,2026-08-18 20:00,64823.9,保护性平仓,第0K(成交当根),0,0,-0.2877,是
3,做空,2026-08-11 00:00,2026-08-11 08:00,63788.0,453.67,63334.33,65373.6,成交,0.904,3.307,63211.6,2026-08-12 00:00,,2026,2026-08-12 00:00,63334.33,63788.0,63107.49,56133.44,2026-08-12 00:00,63508.5,保护性平仓,第0K(成交当根),0,0,-0.3839,否
4,做多,2026-08-09 08:00,2026-08-09 16:00,64982.4,439.1,65421.5,65163.0,成交,0.77,0.491,65482.7,2026-08-10 04:00,,2026,2026-08-10 04:00,65421.5,64982.4,65641.05,79278.53,2026-08-10 04:00,64982.4,ATR止损,成交当根(1m消歧),,0,-1.0,是
5,做多,2026-07-21 00:00,2026-07-21 08:00,65788.0,672.53,66460.53,65788.0,成交,1.727,1.727,66924.1,2026-07-21 20:00,,2026,2026-07-21 20:00,66460.53,65788.0,66796.8,80261.36,2026-07-21 20:00,66648.5,保护性平仓,第0K(成交当根),0,0,0.2795,否
6,做多,2026-07-03 00:00,2026-07-03 08:00,61900.0,981.91,62881.91,62180.0,成交,1.708,1.25,62957.2,2026-07-04 04:00,,2026,2026-07-04 04:00,62881.91,61900.0,63372.86,75518.0,2026-07-04 04:00,62565.5,保护性平仓,第0K(成交当根),0,0,-0.3222,否
7,做空,2026-06-04 20:00,2026-06-05 04:00,62344.1,1281.04,61063.06,65829.4,成交,3.751,8.847,60005.8,2026-06-05 20:00,,2026,2026-06-05 20:00,61063.06,62344.1,60422.54,54862.81,2026-06-06 04:00,61022.0,保护性平仓,第2K,2,2,0.0321,是
8,做空,2026-05-15 20:00,2026-05-16 04:00,78610.0,899.74,77710.26,81623.8,成交,1.283,4.927,77601.8,2026-05-16 16:00,,2026,2026-05-16 16:00,77710.26,78610.0,77260.39,69176.8,2026-05-16 16:00,78042.5,保护性平仓,第0K(成交当根),0,0,-0.3693,否
9,做多,2026-05-10 04:00,2026-05-10 12:00,80900.0,741.65,81641.65,81043.2,成交,1.929,1.749,82460.5,2026-05-11 04:00,,2026,2026-05-11 04:00,81641.65,80900.0,82012.48,98698.0,2026-05-11 08:00,80900.0,ATR止损,第1K,,1,-1.0,是
10,做多,2026-05-06 04:00,2026-05-06 12:00,81745.4,860.93,82606.33,81745.4,成交,1.325,1.325,82828.7,2026-05-06 16:00,,2026,2026-05-06 16:00,82606.33,81745.4,83036.8,99729.39,2026-05-06 16:00,82485.4,保护性平仓,第0K(成交当根),0,0,-0.1405,是
11,做多,2026-04-10 08:00,2026-04-10 16:00,72350.0,1013.33,73363.33,73128.0,成交,1.52,0.44,73450.0,2026-04-11 04:00,,2026,2026-04-11 04:00,73363.33,72350.0,73869.99,88267.0,2026-04-11 04:00,72917.4,保护性平仓,第0K(成交当根),0,0,-0.4401,否
12,做多,2026-04-09 04:00,2026-04-09 12:00,71726.7,1015.14,72741.84,72858.5,成交,1.954,0.37,73128.0,2026-04-10 04:00,,2026,2026-04-10 04:00,72741.84,71726.7,73249.42,87506.57,2026-04-10 04:00,71726.7,ATR止损,成交当根(1m消歧),,0,-1.0,是
13,做空,2026-03-27 00:00,2026-03-27 08:00,68115.8,1117.29,66998.51,71408.1,成交,2.849,7.328,66175.4,2026-03-27 16:00,,2026,2026-03-27 16:00,66998.51,68115.8,66439.86,59941.9,2026-03-27 16:00,66663.2,保护性平仓,第0K(成交当根),0,0,0.3001,是
14,做空,2026-02-23 12:00,2026-02-23 20:00,64628.5,978.7,63649.8,68205.1,成交,2.05,7.186,63303.9,2026-02-24 08:00,,2026,2026-02-24 08:00,63649.8,64628.5,63160.45,56873.08,2026-02-24 08:00,63570.5,保护性平仓,第0K(成交当根),0,0,0.081,是
15,做多,2026-02-08 00:00,2026-02-08 08:00,69887.7,2295.02,72182.72,71690.0,成交,3.452,0.851,72300.0,2026-02-09 04:00,,2026,2026-02-09 04:00,72182.72,69887.7,73330.23,85262.99,2026-02-09 04:00,70288.1,保护性平仓,第0K(成交当根),0,0,-0.8255,否
16,做空,2026-02-04 08:00,2026-02-04 16:00,75420.0,1781.88,73638.12,79049.0,成交,4.401,8.789,72101.0,2026-02-05 00:00,,2026,2026-02-05 00:00,73638.12,75420.0,72747.18,66369.6,2026-02-05 00:00,73895.3,保护性平仓,第0K(成交当根),0,0,-0.1443,否
17,做空,2026-02-01 04:00,2026-02-01 12:00,77037.8,1635.38,75402.42,84110.0,成交,3.223,11.36,74555.0,2026-02-02 08:00,,2026,2026-02-02 08:00,75402.42,77037.8,74584.73,67793.26,2026-02-02 08:00,76256.2,保护性平仓,第0K(成交当根),0,0,-0.5221,是
18,做多,2026-01-28 04:00,2026-01-28 12:00,89499.0,988.62,90487.62,89499.0,成交,1.222,1.222,90592.7,2026-01-29 00:00,,2026,2026-01-29 00:00,90487.62,89499.0,90981.93,109188.78,2026-01-29 00:00,89499.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
19,做空,2026-01-19 16:00,2026-01-20 00:00,92635.0,848.66,91786.34,95490.0,成交,2.064,4.992,90723.3,2026-01-20 12:00,,2026,2026-01-20 12:00,91786.34,92635.0,91362.01,81518.8,2026-01-21 20:00,89741.66,KAMA跟踪,,,8,2.4093,否
20,做多,2026-01-14 04:00,2026-01-14 12:00,96863.7,1044.79,97908.49,96863.7,成交,1.103,1.103,97932.1,2026-01-15 04:00,,2026,2026-01-15 04:00,97908.49,96863.7,98430.88,118173.71,2026-01-15 04:00,96863.7,ATR止损,成交当根(1m消歧),,0,-1.0,是
21,做多,2026-01-05 08:00,2026-01-05 16:00,93382.5,802.08,94184.58,93382.5,成交,1.171,1.171,94475.7,2026-01-06 00:00,,2026,2026-01-06 00:00,94184.58,93382.5,94585.62,113926.65,2026-01-06 00:00,94248.6,保护性平仓,第0K(成交当根),0,0,0.0798,是
22,做多,2026-01-04 16:00,2026-01-05 00:00,91581.7,782.68,92364.38,91779.7,成交,1.966,1.746,93382.5,2026-01-05 08:00,,2026,2026-01-05 08:00,92364.38,91581.7,92755.72,111729.67,2026-01-05 12:00,92492.1,保护性平仓,第1K,1,1,0.1632,是
23,做空,2025-11-18 20:00,2025-11-19 04:00,90888.0,1646.68,89241.32,93799.1,成交,2.517,5.543,88600.0,2025-11-20 00:00,,2025,2025-11-20 00:00,89241.32,90888.0,88417.98,79981.44,2025-11-20 00:00,88857.7,保护性平仓,第0K(成交当根),0,0,0.233,否
24,做空,2025-11-17 08:00,2025-11-17 16:00,93730.0,1565.91,92164.09,96600.0,成交,2.326,5.228,91550.2,2025-11-18 00:00,,2025,2025-11-18 00:00,92164.09,93730.0,91381.14,82482.4,2025-11-18 00:00,91656.2,保护性平仓,第0K(成交当根),0,0,0.3243,是
25,做空,2025-11-16 08:00,2025-11-16 16:00,94800.0,1592.13,93207.87,96439.6,成交,1.98,3.647,92922.8,2025-11-17 04:00,,2025,2025-11-17 04:00,93207.87,94800.0,92411.81,83424.0,2025-11-17 04:00,94221.7,保护性平仓,第0K(成交当根),0,0,-0.6368,否
26,做空,2025-11-04 00:00,2025-11-04 08:00,105300.0,1406.34,103893.66,110711.0,成交,1.662,6.468,103550.0,2025-11-04 16:00,,2025,2025-11-04 16:00,103893.66,105300.0,103190.49,92664.0,2025-11-04 16:00,104530.7,保护性平仓,第0K(成交当根),0,0,-0.453,否
27,做空,2025-10-30 00:00,2025-10-30 08:00,109026.4,1344.4,107682.0,113593.0,成交,1.626,5.58,107254.1,2025-10-30 20:00,,2025,2025-10-30 20:00,107682.0,109026.4,107009.8,95943.23,2025-10-30 20:00,107670.6,保护性平仓,第0K(成交当根),0,0,0.0085,是
28,做空,2025-10-29 08:00,2025-10-29 16:00,112036.1,1230.47,110805.63,116074.3,成交,2.686,6.072,109026.4,2025-10-30 00:00,,2025,2025-10-30 00:00,110805.63,112036.1,110190.39,98591.77,2025-10-30 00:00,110605.6,保护性平仓,第0K(成交当根),0,0,0.1626,否
29,做空,2025-10-16 00:00,2025-10-16 08:00,110096.9,1866.59,108230.31,113576.1,成交,2.356,5.347,107503.3,2025-10-17 00:00,,2025,2025-10-17 00:00,108230.31,110096.9,107297.02,96885.27,2025-10-17 00:00,108151.3,保护性平仓,第0K(成交当根),0,0,0.0423,否
30,做空,2025-10-10 04:00,2025-10-10 12:00,120787.9,1423.07,119364.83,123740.1,成交,1.957,4.296,118424.4,2025-10-10 20:00,,2025,2025-10-10 20:00,119364.83,120787.9,118653.3,106293.35,2025-10-10 20:00,118965.3,保护性平仓,第0K(成交当根),0,0,0.2808,是
31,做多,2025-10-04 20:00,2025-10-05 04:00,122480.9,1058.3,123539.2,122781.1,成交,1.546,1.297,124374.0,2025-10-05 08:00,,2025,2025-10-05 08:00,123539.2,122480.9,124068.36,149426.7,2025-10-05 08:00,123735.7,保护性平仓,第0K(成交当根),0,0,0.1857,是
32,做多,2025-10-02 08:00,2025-10-02 16:00,119457.0,1027.63,120484.63,119457.0,成交,1.291,1.291,120999.0,2025-10-03 00:00,,2025,2025-10-03 00:00,120484.63,119457.0,120998.44,145737.54,2025-10-03 00:00,120787.9,保护性平仓,第0K(成交当根),0,0,0.2951,是
33,做多,2025-09-29 04:00,2025-09-29 12:00,112300.0,830.79,113130.79,112300.0,成交,1.681,1.681,114188.0,2025-09-29 20:00,,2025,2025-09-29 20:00,113130.79,112300.0,113546.19,137006.0,2025-09-30 12:00,113591.41,KAMA跟踪,,,4,0.5544,是
34,做多,2025-09-12 12:00,2025-09-12 20:00,115613.0,940.52,116553.52,116280.0,成交,0.859,0.28,116605.7,2025-09-13 00:00,,2025,2025-09-13 00:00,116553.52,115613.0,117023.78,141047.86,2025-09-13 00:00,116561.1,保护性平仓,第0K(成交当根),0,0,0.0081,是
35,做多,2025-09-11 08:00,2025-09-11 16:00,114433.2,972.17,115405.37,114433.2,成交,0.879,0.879,115439.0,2025-09-12 04:00,,2025,2025-09-12 04:00,115405.37,114433.2,115891.45,139608.5,2025-09-12 04:00,115427.0,保护性平仓,第0K(成交当根),0,0,0.0223,是
36,做空,2025-08-02 08:00,2025-08-02 16:00,113145.0,1253.12,111891.88,115956.0,成交,1.145,3.541,111850.0,2025-08-03 08:00,,2025,2025-08-03 08:00,111891.88,113145.0,111265.32,99567.6,2025-08-03 08:00,113145.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
37,做多,2025-07-13 20:00,2025-07-14 04:00,119655.0,1027.72,120682.72,119655.0,成交,1.793,1.793,121800.0,2025-07-14 08:00,,2025,2025-07-14 08:00,120682.72,119655.0,121196.58,145979.1,2025-07-14 08:00,120733.2,保护性平仓,第0K(成交当根),0,0,0.0491,是
38,做多,2025-07-10 12:00,2025-07-10 20:00,111399.7,891.93,112291.63,112036.8,成交,2.119,1.538,113760.0,2025-07-11 00:00,,2025,2025-07-11 00:00,112291.63,111399.7,112737.59,135907.63,2025-07-12 20:00,117269.37,KAMA跟踪,,,11,5.5809,是
39,做多,2025-06-24 12:00,2025-06-24 20:00,105775.9,1490.76,107266.66,106050.0,成交,2.193,1.929,108095.7,2025-06-25 20:00,,2025,2025-06-25 20:00,107266.66,105775.9,108012.04,129046.6,2025-06-25 20:00,106982.6,保护性平仓,第0K(成交当根),0,0,-0.1905,否
40,做空,2025-06-22 08:00,2025-06-22 16:00,101781.8,1134.48,100647.32,103940.6,成交,2.942,4.958,98786.9,2025-06-22 20:00,,2025,2025-06-22 20:00,100647.32,101781.8,100080.09,89567.98,2025-06-23 04:00,100904.7,保护性平仓,第2K,2,2,-0.2269,是
41,做空,2025-06-21 08:00,2025-06-21 16:00,103067.7,1128.27,101939.43,106486.2,成交,2.21,5.349,100789.9,2025-06-22 04:00,,2025,2025-06-22 04:00,101939.43,103067.7,101375.29,90699.58,2025-06-22 04:00,102079.8,保护性平仓,第0K(成交当根),0,0,-0.1244,否
42,做空,2025-05-30 08:00,2025-05-30 16:00,104521.0,1345.94,103175.06,108860.0,成交,1.424,5.354,103032.1,2025-05-31 08:00,,2025,2025-05-31 08:00,103175.06,104521.0,102502.08,91978.48,2025-05-31 08:00,103640.1,保护性平仓,第0K(成交当根),0,0,-0.3455,否
43,做多,2025-04-22 08:00,2025-04-22 16:00,88850.0,994.2,89844.2,88850.0,成交,2.84,2.84,91373.0,2025-04-22 20:00,,2025,2025-04-22 20:00,89844.2,88850.0,90341.3,108397.0,2025-04-23 20:00,92222.5,KAMA跟踪,,,6,2.3922,是
44,做多,2025-04-02 04:00,2025-04-02 12:00,85595.5,1075.62,86671.12,85595.5,成交,1.977,1.977,87288.0,2025-04-02 20:00,,2025,2025-04-02 20:00,86671.12,85595.5,87208.93,104426.51,2025-04-02 20:00,86709.5,保护性平仓,第0K(成交当根),0,0,0.0357,是
45,做空,2025-03-29 00:00,2025-03-29 08:00,83531.7,1015.25,82516.45,87470.0,成交,1.878,6.296,81963.0,2025-03-29 16:00,,2025,2025-03-29 16:00,82516.45,83531.7,82008.83,73507.9,2025-03-29 16:00,82255.1,保护性平仓,第0K(成交当根),0,0,0.2574,是
46,做空,2025-02-27 08:00,2025-02-27 16:00,84000.0,1749.45,82250.55,89285.7,成交,5.357,10.96,79500.0,2025-02-28 08:00,,2025,2025-02-28 08:00,82250.55,84000.0,81375.82,73920.0,2025-02-28 20:00,84000.0,ATR止损,第3K,,3,-1.0,是
47,做空,2025-02-26 04:00,2025-02-26 12:00,87578.1,1514.59,86063.51,92287.0,成交,2.513,7.487,85377.2,2025-02-26 20:00,,2025,2025-02-26 20:00,86063.51,87578.1,85306.21,77068.73,2025-02-26 20:00,87578.1,ATR止损,成交当根(1m消歧),,0,-1.0,是
48,做空,2025-02-24 00:00,2025-02-24 08:00,95180.2,867.26,94312.94,96602.9,成交,1.45,2.901,93800.0,2025-02-24 20:00,,2025,2025-02-24 20:00,94312.94,95180.2,93879.31,83758.58,2025-02-24 20:00,94295.9,保护性平仓,第0K(成交当根),0,0,0.0196,是
49,做空,2025-02-01 16:00,2025-02-02 00:00,101344.0,1451.76,99892.24,105537.0,成交,2.203,6.089,99111.0,2025-02-02 08:00,,2025,2025-02-02 08:00,99892.24,101344.0,99166.36,89182.72,2025-02-02 12:00,99586.2,保护性平仓,第1K,1,1,0.2108,是
50,做多,2025-01-14 20:00,2025-01-15 04:00,97250.0,1523.6,98773.6,97353.9,成交,2.567,2.458,99746.6,2025-01-15 20:00,,2025,2025-01-15 20:00,98773.6,97250.0,99535.39,118645.0,2025-01-15 20:00,98943.4,保护性平仓,第0K(成交当根),0,0,0.1114,是
51,做空,2025-01-09 00:00,2025-01-09 08:00,92500.0,1376.5,91123.5,97242.2,成交,1.561,6.362,91055.8,2025-01-10 04:00,,2025,2025-01-10 04:00,91123.5,92500.0,90435.25,81400.0,2025-01-10 04:00,92500.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
52,做空,2024-12-30 04:00,2024-12-30 12:00,92961.8,1266.78,91695.02,95286.4,成交,1.562,3.963,91510.0,2024-12-30 20:00,,2024,2024-12-30 20:00,91695.02,92961.8,91061.63,81806.38,2024-12-30 20:00,92081.5,保护性平仓,第0K(成交当根),0,0,-0.3051,是
53,做空,2024-12-29 08:00,2024-12-29 16:00,94761.0,1394.54,93366.46,95700.0,成交,1.507,2.473,93333.0,2024-12-30 00:00,,2024,2024-12-30 00:00,93366.46,94761.0,92669.19,83389.68,2024-12-30 00:00,93559.6,保护性平仓,第0K(成交当根),0,0,-0.1385,否
54,做空,2024-12-20 04:00,2024-12-20 12:00,95681.2,1922.35,93758.85,102756.7,成交,3.206,9.871,92613.7,2024-12-20 16:00,,2024,2024-12-20 16:00,93758.85,95681.2,92797.67,84199.46,2024-12-20 20:00,95681.2,ATR止损,第1K,,1,-1.0,是
55,做空,2024-12-18 12:00,2024-12-18 20:00,103065.6,1538.57,101527.03,108366.8,成交,3.022,7.766,99951.1,2024-12-19 04:00,,2024,2024-12-19 04:00,101527.03,103065.6,100757.74,90697.73,2024-12-19 08:00,101163.3,保护性平仓,第1K,1,1,0.2364,否
56,做多,2024-11-28 20:00,2024-11-29 04:00,96284.0,1573.79,97857.79,97250.0,成交,2.523,1.505,98713.3,2024-11-29 20:00,,2024,2024-11-29 20:00,97857.79,96284.0,98644.68,117466.48,2024-11-29 20:00,98076.2,保护性平仓,第0K(成交当根),0,0,0.1388,否
57,做多,2024-11-20 20:00,2024-11-21 04:00,94849.0,1630.49,96479.49,94849.0,成交,3.217,3.217,97899.9,2024-11-21 12:00,,2024,2024-11-21 12:00,96479.49,94849.0,97294.73,115715.78,2024-11-21 12:00,96950.0,保护性平仓,第0K(成交当根),0,0,0.2886,否
58,做多,2024-11-09 16:00,2024-11-10 00:00,76735.0,1059.89,77794.89,77182.9,成交,4.102,3.498,79882.8,2024-11-10 12:00,,2024,2024-11-10 12:00,77794.89,76735.0,78324.83,93616.7,2024-11-12 16:00,86956.44,KAMA跟踪,,,13,8.6439,否
59,做多,2024-10-29 08:00,2024-10-29 16:00,71607.0,806.96,72413.96,71607.0,成交,1.233,1.233,72490.0,2024-10-29 20:00,,2024,2024-10-29 20:00,72413.96,71607.0,72817.44,87360.54,2024-10-29 20:00,72374.9,保护性平仓,第0K(成交当根),0,0,-0.0484,是
60,做多,2024-10-19 16:00,2024-10-20 00:00,68456.0,783.57,69239.57,69000.0,成交,1.417,0.617,69425.8,2024-10-21 04:00,,2024,2024-10-21 04:00,69239.57,68456.0,69631.36,83516.32,2024-10-21 04:00,69020.1,保护性平仓,第0K(成交当根),0,0,-0.2801,是
61,做多,2024-10-15 08:00,2024-10-15 16:00,66312.4,818.15,67130.55,66533.0,成交,2.475,2.135,67953.7,2024-10-15 20:00,,2024,2024-10-15 20:00,67130.55,66312.4,67539.63,80901.13,2024-10-15 20:00,66312.4,ATR止损,成交当根(1m消歧),,0,-1.0,是
62,做空,2024-10-10 08:00,2024-10-10 16:00,60309.0,765.04,59543.96,62386.0,成交,2.336,5.588,58900.0,2024-10-11 00:00,,2024,2024-10-11 00:00,59543.96,60309.0,59161.43,53071.92,2024-10-11 00:00,59696.9,保护性平仓,第0K(成交当根),0,0,-0.1999,是
63,做多,2024-09-13 04:00,2024-09-13 12:00,58366.8,904.63,59271.43,58606.6,成交,2.295,1.876,59706.1,2024-09-13 20:00,,2024,2024-09-13 20:00,59271.43,58366.8,59723.74,71207.5,2024-09-13 20:00,59623.5,保护性平仓,第0K(成交当根),0,0,0.3892,是
64,做空,2024-08-31 04:00,2024-08-31 12:00,58668.8,1085.62,57583.18,59914.9,成交,2.635,4.66,57123.0,2024-09-01 20:00,,2024,2024-09-01 20:00,57583.18,58668.8,57040.37,51628.54,2024-09-01 20:00,58184.1,保护性平仓,第0K(成交当根),0,0,-0.5535,否
65,做多,2024-08-22 20:00,2024-08-23 04:00,61364.0,1041.32,62405.32,61793.9,成交,3.96,3.237,63794.0,2024-08-24 00:00,,2024,2024-08-24 00:00,62405.32,61364.0,62925.97,74864.08,2024-08-26 12:00,63557.91,KAMA跟踪,,,15,1.1069,是
66,做空,2024-08-04 04:00,2024-08-04 12:00,59800.0,1218.56,58581.44,62166.0,成交,4.615,8.246,57040.0,2024-08-05 00:00,,2024,2024-08-05 00:00,58581.44,59800.0,57972.16,52624.0,2024-08-05 00:00,59234.0,保护性平仓,第0K(成交当根),0,0,-0.5355,否
67,做多,2024-07-26 08:00,2024-07-26 16:00,67470.4,1043.11,68513.51,67470.4,成交,2.833,2.833,69381.7,2024-07-27 20:00,,2024,2024-07-27 20:00,68513.51,67470.4,69035.07,82313.89,2024-07-27 20:00,68822.0,保护性平仓,第0K(成交当根),0,0,0.2957,否
68,做多,2024-07-14 16:00,2024-07-15 00:00,60397.2,911.53,61308.73,60397.2,成交,1.681,1.681,61412.4,2024-07-15 04:00,,2024,2024-07-15 04:00,61308.73,60397.2,61764.49,73684.58,2024-07-15 04:00,60766.0,保护性平仓,第0K(成交当根),0,0,-0.5954,是
69,做空,2024-07-03 16:00,2024-07-04 00:00,59515.1,744.75,58770.35,62362.8,成交,3.199,7.62,57611.0,2024-07-04 08:00,,2024,2024-07-04 08:00,58770.35,59515.1,58397.98,52373.29,2024-07-04 08:00,59092.4,保护性平仓,第0K(成交当根),0,0,-0.4324,是
70,做空,2024-06-23 04:00,2024-06-23 12:00,64215.9,632.17,63583.73,64520.0,成交,1.679,2.142,63137.9,2024-06-24 04:00,,2024,2024-06-24 04:00,63583.73,64215.9,63267.64,56509.99,2024-06-25 08:00,60740.35,KAMA跟踪,,,7,4.4978,否
71,做空,2024-06-14 08:00,2024-06-14 16:00,66471.3,919.17,65552.13,68607.7,成交,2.135,5.182,65052.4,2024-06-15 00:00,,2024,2024-06-15 00:00,65552.13,66471.3,65092.54,58494.74,2024-06-15 00:00,65514.9,保护性平仓,第0K(成交当根),0,0,0.0405,是
72,做空,2024-05-01 00:00,2024-05-01 08:00,59150.0,1018.31,58131.69,64700.0,成交,3.584,11.855,57030.0,2024-05-01 12:00,,2024,2024-05-01 12:00,58131.69,59150.0,57622.53,52052.0,2024-05-01 16:00,57862.1,保护性平仓,第1K,1,1,0.2647,是
73,做空,2024-04-13 12:00,2024-04-13 20:00,67039.3,1269.32,65769.98,71028.0,成交,5.235,10.556,63530.0,2024-04-14 00:00,,2024,2024-04-14 00:00,65769.98,67039.3,65135.32,58994.58,2024-04-15 04:00,65033.02,KAMA跟踪,,,7,0.5806,是
74,做多,2024-04-08 00:00,2024-04-08 08:00,70395.0,1065.34,71460.34,70395.0,成交,3.351,3.351,72753.6,2024-04-08 16:00,,2024,2024-04-08 16:00,71460.34,70395.0,71993.01,85881.9,2024-04-08 20:00,71815.7,保护性平仓,第1K,1,1,0.3336,否
75,做多,2024-02-28 00:00,2024-02-28 08:00,57679.5,823.49,58502.99,57780.0,成交,3.311,3.131,59589.0,2024-02-28 16:00,,2024,2024-02-28 16:00,58502.99,57679.5,58914.73,70368.99,2024-03-01 00:00,61970.1,KAMA跟踪,,,8,4.2103,否
76,做多,2024-01-27 12:00,2024-01-27 20:00,41880.5,585.11,42465.61,42239.3,成交,2.281,1.413,42836.0,2024-01-28 12:00,,2024,2024-01-28 12:00,42465.61,41880.5,42758.17,51094.21,2024-01-28 12:00,42369.9,保护性平仓,第0K(成交当根),0,0,-0.1636,否
