序号,组别,信号时间,方向,6K极值,入场基准,是否有回调突破线,回调偏移%,ATR,ATR%,突破K收盘价,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,同信号对方R值,年份
1903,B_新策略_回调突破线,2022-11-14 04:00,做空,16413.8,16413.8,是,0.0,494.97,3.016,16321.2,16413.8,16908.77,14444.14,2022-11-14 16:00,16908.77,3,-1.0,-3.016,3.706,ATR止损,-1.0,2022
1904,B_新策略_回调突破线,2022-11-10 00:00,做空,16830.0,16830.0,是,0.0,553.03,3.286,16764.5,16830.0,17383.03,14810.4,2022-11-10 16:00,16830.0,4,0.0,0.0,8.125,保本平仓,0.0,2022
1905,B_新策略_回调突破线,2022-11-07 04:00,做空,21133.8,21133.8,是,0.0,220.6,1.044,20900.0,21133.8,21354.4,18597.74,2022-11-09 00:00,20021.45,11,5.0423,5.263,20.365,KAMA跟踪,5.0423,2022
1906,B_新策略_回调突破线,2022-11-04 20:00,做多,20677.0,20327.6,是,1.69,229.68,1.111,20829.3,20327.6,20097.92,24799.67,2022-11-06 08:00,21225.44,9,3.9091,4.417,5.638,KAMA跟踪,,2022
1907,B_新策略_回调突破线,2022-11-03 00:00,做空,20323.0,20366.8,是,0.216,221.53,1.09,20241.1,20366.8,20588.33,17922.78,2022-11-04 12:00,20356.07,9,0.0484,0.053,1.673,KAMA跟踪,0.0,2022
1908,B_新策略_回调突破线,2022-10-31 20:00,做空,20416.0,20416.0,是,0.0,253.75,1.243,20390.4,20416.0,20669.75,17966.08,2022-11-01 12:00,20471.3,4,-0.2179,-0.271,0.478,保本平仓,-0.2179,2022
1909,B_新策略_回调突破线,2022-10-29 08:00,做多,20740.0,20326.9,是,1.992,277.11,1.336,20745.2,20326.9,20049.79,24798.82,2022-10-30 20:00,20615.57,9,1.0417,1.42,3.744,KAMA跟踪,0.0,2022
1910,B_新策略_回调突破线,2022-10-28 04:00,做空,20420.0,20420.0,否,0.0,261.0,1.278,20285.5,20420.0,20681.0,17969.6,2022-10-28 20:00,20341.71,4,0.3,0.383,2.297,KAMA跟踪,0.3,2022
1911,B_新策略_回调突破线,2022-10-25 20:00,做多,19439.8,19439.8,是,0.0,167.6,0.862,19740.3,19439.8,19272.2,23716.56,2022-10-27 16:00,20557.31,11,6.6676,5.749,8.18,KAMA跟踪,6.6676,2022
1912,B_新策略_回调突破线,2022-10-24 00:00,做多,19236.8,19236.8,是,0.0,158.81,0.826,19492.2,19236.8,19077.99,23468.9,2022-10-24 16:00,19317.26,4,0.5066,0.418,2.356,KAMA跟踪,0.5066,2022
1913,B_新策略_回调突破线,2022-10-19 00:00,做空,19275.0,19430.4,是,0.806,218.06,1.131,19209.6,19430.4,19648.46,17098.75,2022-10-20 20:00,19249.25,11,0.8308,0.932,2.82,KAMA跟踪,0.0,2022
1914,B_新策略_回调突破线,2022-10-17 00:00,做多,19188.0,19188.0,否,0.0,212.98,1.11,19369.9,19188.0,18975.02,23409.36,2022-10-18 20:00,19405.23,11,1.0199,1.132,2.702,KAMA跟踪,1.0199,2022
1915,B_新策略_回调突破线,2022-10-14 08:00,做多,19498.6,19166.7,是,1.702,267.63,1.373,19806.3,19166.7,18899.07,23383.37,2022-10-15 00:00,19241.26,4,0.2786,0.389,3.531,KAMA跟踪,-0.5444,2022
1916,B_新策略_回调突破线,2022-10-13 16:00,做空,18924.3,18924.3,是,0.0,195.04,1.031,18744.9,18924.3,19119.34,16653.38,2022-10-14 00:00,19119.34,2,-1.0,-1.031,5.319,ATR止损,-1.0,2022
1917,B_新策略_回调突破线,2022-10-10 16:00,做空,19333.0,19333.0,是,0.0,216.27,1.119,19323.2,19333.0,19549.27,17013.04,2022-10-11 20:00,19224.84,7,0.5001,0.559,2.498,KAMA跟踪,0.5001,2022
1918,B_新策略_回调突破线,2022-10-07 20:00,做空,19800.0,19800.0,否,0.0,287.25,1.451,19574.1,19800.0,20087.25,17424.0,2022-10-09 16:00,19501.34,11,1.0397,1.508,3.03,KAMA跟踪,1.0397,2022
1919,B_新策略_回调突破线,2022-10-04 00:00,做多,19489.9,19339.2,是,0.773,315.73,1.62,19537.7,19339.2,19023.47,23593.82,2022-10-05 12:00,20098.22,9,2.404,3.925,6.002,KAMA跟踪,1.9267,2022
1920,B_新策略_回调突破线,2022-09-30 20:00,做多,19698.6,19698.6,是,0.0,408.62,2.074,19749.4,19698.6,19289.98,24032.29,2022-10-01 04:00,19289.98,2,-1.0,-2.074,0.846,ATR止损,-1.0,2022
1921,B_新策略_回调突破线,2022-09-28 08:00,做空,18801.5,19182.0,是,2.024,420.64,2.237,18736.0,19182.0,19602.64,16880.16,2022-09-29 00:00,19477.9,4,-0.7034,-1.543,3.25,保本平仓,-1.0,2022
1922,B_新策略_回调突破线,2022-09-27 08:00,做多,19311.5,19311.5,是,0.0,353.52,1.831,20091.9,19311.5,18957.98,23560.03,2022-09-28 00:00,19734.2,4,1.1957,2.189,5.507,KAMA跟踪,1.1957,2022
1923,B_新策略_回调突破线,2022-09-23 20:00,做空,18767.6,18767.6,是,0.0,466.36,2.485,18704.4,18767.6,19233.96,16515.49,2022-09-24 04:00,19233.96,2,-1.0,-2.485,1.1,ATR止损,-1.0,2022
1924,B_新策略_回调突破线,2022-09-19 04:00,做空,19556.7,19930.0,是,1.909,341.86,1.748,19404.5,19930.0,20271.86,17538.4,2022-09-19 20:00,19234.6,4,2.0342,3.489,8.605,KAMA跟踪,0.9422,2022
1925,B_新策略_回调突破线,2022-09-13 20:00,做空,22003.9,22003.9,是,0.0,399.65,1.816,20823.9,22003.9,22403.55,19363.43,2022-09-17 00:00,19363.43,19,6.6069,12.0,12.288,固定止盈,6.6069,2022
1926,B_新策略_回调突破线,2022-09-09 08:00,做多,19450.0,19400.0,是,0.257,310.29,1.595,19936.0,19400.0,19089.71,23668.0,2022-09-10 20:00,21203.51,9,5.8123,9.296,11.701,KAMA跟踪,5.6511,2022
1927,B_新策略_回调突破线,2022-09-08 04:00,做多,19188.0,19066.6,是,0.633,315.02,1.642,19287.0,19066.6,18751.58,23261.25,2022-09-08 20:00,19139.43,4,0.2312,0.382,1.749,KAMA跟踪,0.0,2022
1928,B_新策略_回调突破线,2022-09-07 00:00,做空,19650.4,19660.0,是,0.049,277.81,1.414,18813.0,19660.0,19937.81,17300.8,2022-09-08 00:00,19104.85,6,1.9983,2.824,5.9,KAMA跟踪,1.9638,2022
1929,B_新策略_回调突破线,2022-09-05 04:00,做多,19947.6,19947.6,否,0.0,292.99,1.469,19992.7,19947.6,19654.61,24336.07,2022-09-05 16:00,19654.61,3,-1.0,-1.469,0.497,ATR止损,-1.0,2022
1930,B_新策略_回调突破线,2022-09-04 12:00,做空,19628.7,19628.7,是,0.0,301.74,1.537,19618.5,19628.7,19930.44,17273.26,2022-09-05 00:00,19930.44,3,-1.0,-1.537,0.299,ATR止损,-1.0,2022
1931,B_新策略_回调突破线,2022-09-02 20:00,做多,20290.0,20290.0,否,0.0,350.25,1.726,20344.8,20290.0,19939.75,24753.8,2022-09-03 00:00,19939.75,1,-1.0,-1.726,0.384,ATR止损,-1.0,2022
1932,B_新策略_回调突破线,2022-09-01 20:00,做空,19790.4,19850.0,是,0.301,363.04,1.834,19775.8,19850.0,20213.04,17468.0,2022-09-02 08:00,20213.04,3,-1.0,-1.829,1.486,ATR止损,-1.0,2022
1933,B_新策略_回调突破线,2022-08-30 20:00,做空,19795.1,19795.1,是,0.0,317.21,1.602,19743.8,19795.1,20112.31,17419.69,2022-08-31 08:00,20112.31,3,-1.0,-1.602,1.368,ATR止损,-1.0,2022
1934,B_新策略_回调突破线,2022-08-29 04:00,做空,19793.8,19845.0,是,0.259,322.88,1.631,19547.5,19845.0,20167.88,17463.6,2022-08-29 20:00,19845.0,4,0.0,0.0,1.54,保本平仓,-0.0564,2022
1935,B_新策略_回调突破线,2022-08-27 04:00,做空,20518.0,20518.0,否,0.0,369.08,1.799,20228.7,20518.0,20887.08,18055.84,2022-08-28 08:00,20098.6,7,1.1363,2.044,3.772,KAMA跟踪,1.1363,2022
1936,B_新策略_回调突破线,2022-08-26 16:00,做空,21311.0,21385.5,是,0.35,316.14,1.483,21179.7,21385.5,21701.64,18819.24,2022-08-26 20:00,21701.64,1,-1.0,-1.478,3.86,ATR止损,-1.0,2022
1937,B_新策略_回调突破线,2022-08-25 00:00,做多,21662.0,21662.0,是,0.0,351.81,1.624,21695.8,21662.0,21310.19,26427.64,2022-08-25 08:00,21310.19,2,-1.0,-1.624,0.406,ATR止损,-1.0,2022
1938,B_新策略_回调突破线,2022-08-21 16:00,做多,21350.0,21350.0,是,0.0,392.81,1.84,21514.3,21350.0,20957.19,26047.0,2022-08-22 12:00,21350.0,5,0.0,0.0,2.129,保本平仓,0.0,2022
1939,B_新策略_回调突破线,2022-08-17 20:00,做空,23650.0,23650.0,是,0.0,399.49,1.689,23385.7,23650.0,24049.49,20812.0,2022-08-20 04:00,20812.0,14,7.1041,12.0,12.22,固定止盈,7.1041,2022
1940,B_新策略_回调突破线,2022-08-15 12:00,做空,24138.0,24138.0,是,0.0,411.03,1.703,24010.8,24138.0,24549.03,21241.44,2022-08-16 04:00,24138.0,4,0.0,0.0,1.558,保本平仓,0.0,2022
1941,B_新策略_回调突破线,2022-08-15 00:00,做空,24309.7,24309.7,是,0.0,382.26,1.572,24273.8,24309.7,24691.96,21392.54,2022-08-15 08:00,24691.96,2,-1.0,-1.572,0.657,ATR止损,-1.0,2022
1942,B_新策略_回调突破线,2022-08-13 04:00,做多,24325.0,24325.0,是,0.0,410.18,1.686,24387.5,24325.0,23914.82,29676.5,2022-08-13 20:00,24325.0,4,0.0,0.0,2.277,保本平仓,0.0,2022
1943,B_新策略_回调突破线,2022-08-12 16:00,做空,23750.0,23750.0,否,0.0,409.11,1.723,23663.2,23750.0,24159.11,20900.0,2022-08-13 00:00,24159.11,2,-1.0,-1.723,0.453,ATR止损,-1.0,2022
1944,B_新策略_回调突破线,2022-08-11 08:00,做多,24235.2,24235.2,否,0.0,403.73,1.666,24313.7,24235.2,23831.47,29566.94,2022-08-12 00:00,24235.2,4,0.0,0.0,3.04,保本平仓,0.0,2022
1945,B_新策略_回调突破线,2022-08-09 16:00,做空,23617.6,23757.4,是,0.592,334.21,1.415,23257.8,23757.4,24091.61,20906.51,2022-08-10 20:00,23282.29,7,1.4216,2.0,4.838,KAMA跟踪,1.0033,2022
1946,B_新策略_回调突破线,2022-08-08 12:00,做多,23400.0,23400.0,否,0.0,332.99,1.423,23796.8,23400.0,23067.01,28548.0,2022-08-09 08:00,23681.77,5,0.8462,1.204,3.603,KAMA跟踪,0.8462,2022
1947,B_新策略_回调突破线,2022-08-05 00:00,做空,22707.0,22707.0,是,0.0,446.97,1.968,22439.1,22707.0,23153.97,19982.16,2022-08-05 08:00,23153.97,2,-1.0,-1.968,1.198,ATR止损,-1.0,2022
1948,B_新策略_回调突破线,2022-08-01 04:00,做空,23340.0,23505.0,是,0.707,505.96,2.168,23290.1,23505.0,24010.96,20684.4,2022-08-03 00:00,23282.33,11,0.4401,0.947,3.837,KAMA跟踪,0.0,2022
1949,B_新策略_回调突破线,2022-07-30 20:00,做多,24220.0,24220.0,是,0.0,509.82,2.105,24522.8,24220.0,23710.18,29548.4,2022-07-31 04:00,23710.18,2,-1.0,-2.105,1.507,ATR止损,-1.0,2022
1950,B_新策略_回调突破线,2022-07-27 12:00,做多,21294.0,21250.0,是,0.207,474.51,2.228,21335.0,21250.0,20775.49,25925.0,2022-07-29 16:00,23629.12,13,5.0138,11.196,15.294,KAMA跟踪,4.9211,2022
1951,B_新策略_回调突破线,2022-07-26 04:00,做空,21544.5,21544.5,否,0.0,496.59,2.305,21300.0,21544.5,22041.09,18959.16,2022-07-27 04:00,21124.67,6,0.8454,1.949,3.968,KAMA跟踪,0.8454,2022
1952,B_新策略_回调突破线,2022-07-24 20:00,做多,22828.8,22828.8,否,0.0,533.11,2.335,22837.0,22828.8,22295.69,27851.14,2022-07-25 08:00,22295.69,3,-1.0,-2.335,0.746,ATR止损,-1.0,2022
1953,B_新策略_回调突破线,2022-07-23 16:00,做空,22500.0,22500.0,是,0.0,577.6,2.567,22226.3,22500.0,23077.6,19800.0,2022-07-24 08:00,22500.0,4,0.0,0.0,2.518,保本平仓,0.0,2022
1954,B_新策略_回调突破线,2022-07-22 16:00,做多,23342.2,23342.2,否,0.0,617.43,2.645,23600.8,23342.2,22724.77,28477.48,2022-07-23 00:00,22724.77,2,-1.0,-2.645,1.747,ATR止损,-1.0,2022
1955,B_新策略_回调突破线,2022-07-21 16:00,做空,22636.0,23298.5,是,2.927,656.64,2.901,22605.4,23298.5,23955.14,20502.68,2022-07-22 08:00,23144.5,4,0.2345,0.661,4.113,KAMA跟踪,-1.0,2022
1956,B_新策略_回调突破线,2022-07-15 00:00,做多,20463.3,20436.6,是,0.13,498.79,2.437,20602.9,20436.6,19937.81,24932.65,2022-07-21 08:00,22724.57,38,4.587,11.195,18.792,KAMA跟踪,4.5335,2022
1957,B_新策略_回调突破线,2022-07-14 04:00,做多,20150.0,20150.0,否,0.0,481.34,2.389,20220.1,20150.0,19668.66,24583.0,2022-07-14 16:00,19668.66,3,-1.0,-2.389,1.422,ATR止损,-1.0,2022
1958,B_新策略_回调突破线,2022-07-13 00:00,做空,19552.4,19552.4,否,0.0,419.61,2.146,19383.6,19552.4,19972.01,17206.11,2022-07-13 16:00,19699.8,4,-0.3513,-0.754,1.658,保本平仓,-0.3513,2022
1959,B_新策略_回调突破线,2022-07-12 04:00,做空,20260.0,20260.0,否,0.0,431.04,2.128,19954.3,20260.0,20691.04,17828.8,2022-07-12 20:00,19985.17,4,0.6376,1.357,3.493,KAMA跟踪,0.6376,2022
1960,B_新策略_回调突破线,2022-07-10 08:00,做空,21309.6,21309.6,是,0.0,469.1,2.201,21288.6,21309.6,21778.7,18752.45,2022-07-11 20:00,20734.22,9,1.2266,2.7,4.925,KAMA跟踪,1.2266,2022
1961,B_新策略_回调突破线,2022-07-07 20:00,做多,20667.6,20667.6,是,0.0,432.33,2.092,20881.9,20667.6,20235.27,25214.47,2022-07-08 20:00,21335.18,6,1.5441,3.23,9.253,KAMA跟踪,1.5441,2022
1962,B_新策略_回调突破线,2022-07-05 04:00,做多,20123.0,19645.4,是,2.373,440.25,2.188,20226.6,19645.4,19205.15,23967.39,2022-07-05 20:00,19514.3,4,-0.2978,-0.667,4.218,KAMA跟踪,-1.0,2022
1963,B_新策略_回调突破线,2022-07-04 00:00,做多,19400.0,19400.0,是,0.0,434.65,2.24,19483.3,19400.0,18965.35,23668.0,2022-07-04 16:00,19115.1,4,-0.6555,-1.469,2.258,保本平仓,-0.6555,2022
1964,B_新策略_回调突破线,2022-06-30 12:00,做空,19817.2,19817.2,是,0.0,436.34,2.202,19423.5,19817.2,20253.54,17439.14,2022-07-01 04:00,19427.88,4,0.8922,1.965,6.329,KAMA跟踪,0.8922,2022
1965,B_新策略_回调突破线,2022-06-29 00:00,做空,20500.0,20500.0,是,0.0,484.92,2.365,20246.6,20500.0,20984.92,18040.0,2022-06-30 04:00,20427.12,7,0.1503,0.355,3.331,KAMA跟踪,0.1503,2022
1966,B_新策略_回调突破线,2022-06-27 20:00,做空,20908.8,20908.8,是,0.0,511.46,2.446,20744.0,20908.8,21420.26,18399.74,2022-06-28 12:00,20892.92,4,0.031,0.076,1.955,KAMA跟踪,0.031,2022
1967,B_新策略_回调突破线,2022-06-26 16:00,做多,21600.0,21549.8,是,0.232,566.36,2.622,21699.5,21549.8,20983.44,26290.76,2022-06-27 04:00,20983.44,3,-1.0,-2.628,1.569,ATR止损,-1.0,2022
1968,B_新策略_回调突破线,2022-06-24 00:00,做多,20855.0,20855.0,否,0.0,748.61,3.59,20900.5,20855.0,20106.39,25443.1,2022-06-24 16:00,20855.0,4,0.0,0.0,2.514,保本平仓,0.0,2022
1969,B_新策略_回调突破线,2022-06-20 00:00,做多,20100.0,19500.0,是,2.985,964.42,4.798,20111.2,19500.0,18535.58,23790.0,2022-06-22 12:00,20160.96,15,0.6853,3.39,11.487,KAMA跟踪,,2022
1970,B_新策略_回调突破线,2022-06-19 00:00,做空,18690.0,18690.0,否,0.0,876.13,4.688,18059.4,18690.0,19566.13,16447.2,2022-06-19 16:00,18690.0,4,0.0,0.0,5.868,保本平仓,,2022
1971,B_新策略_回调突破线,2022-06-17 04:00,做空,20739.0,21428.8,是,3.326,1006.9,4.855,20387.4,21428.8,22435.7,18857.34,2022-06-18 16:00,18857.34,9,2.5538,12.0,12.781,固定止盈,-0.2234,2022
1972,B_新策略_回调突破线,2022-06-16 04:00,做多,22440.0,22350.0,是,0.401,1050.44,4.681,22567.5,22350.0,21299.56,27267.0,2022-06-16 16:00,21299.56,3,-1.0,-4.7,2.908,ATR止损,-1.0,2022
1973,B_新策略_回调突破线,2022-06-13 20:00,做空,23464.3,23464.3,否,0.0,808.7,3.447,23253.1,23464.3,24273.0,20648.58,2022-06-15 12:00,20648.58,10,3.4818,12.0,12.134,固定止盈,3.4818,2022
1974,B_新策略_回调突破线,2022-06-13 04:00,做空,26850.0,26850.0,否,0.0,639.61,2.382,26564.7,26850.0,27489.61,23628.0,2022-06-13 16:00,23628.0,3,5.0374,12.0,12.61,固定止盈,5.0374,2022
1975,B_新策略_回调突破线,2022-06-10 20:00,做空,29470.5,29914.5,是,1.507,564.15,1.914,29438.2,29914.5,30478.65,26324.76,2022-06-12 20:00,28307.42,12,2.8487,5.372,10.244,KAMA跟踪,2.0616,2022
1976,B_新策略_回调突破线,2022-06-06 00:00,做多,29975.0,29968.7,是,0.021,435.66,1.453,30036.3,29968.7,29533.04,36561.81,2022-06-07 08:00,31126.65,8,2.6579,3.864,6.044,KAMA跟踪,2.6435,2022
1977,B_新策略_回调突破线,2022-06-03 20:00,做空,29579.9,29579.9,是,0.0,558.41,1.888,29486.7,29579.9,30138.31,26030.31,2022-06-04 12:00,29579.9,4,0.0,0.0,0.67,保本平仓,0.0,2022
1978,B_新策略_回调突破线,2022-06-01 20:00,做空,31222.0,31222.0,是,0.0,528.53,1.693,30733.7,31222.0,31750.53,27475.36,2022-06-03 04:00,30489.55,8,1.3858,2.346,6.156,KAMA跟踪,1.3858,2022
1979,B_新策略_回调突破线,2022-05-30 08:00,做多,29595.2,29595.2,否,0.0,469.24,1.586,30345.6,29595.2,29125.96,36106.14,2022-05-31 20:00,31469.95,9,3.9953,6.335,9.165,KAMA跟踪,3.9953,2022
1980,B_新策略_回调突破线,2022-05-26 16:00,做空,29330.0,29330.0,是,0.0,576.46,1.965,28992.8,29330.0,29906.46,25810.4,2022-05-27 08:00,29330.0,4,0.0,0.0,4.698,保本平仓,0.0,2022
1981,B_新策略_回调突破线,2022-05-25 08:00,做多,29887.3,29887.3,否,0.0,610.48,2.043,30188.9,29887.3,29276.82,36462.51,2022-05-26 00:00,29616.0,4,-0.4444,-0.908,1.077,保本平仓,-0.4444,2022
1982,B_新策略_回调突破线,2022-05-24 00:00,做空,29730.6,29730.6,是,0.0,603.74,2.031,29062.8,29730.6,30334.34,26162.93,2022-05-25 04:00,29730.6,7,0.0,0.0,3.676,保本平仓,0.0,2022
1983,B_新策略_回调突破线,2022-05-22 16:00,做多,29650.0,29650.0,是,0.0,622.8,2.101,29891.1,29650.0,29027.2,36173.0,2022-05-23 20:00,30014.26,7,0.5849,1.229,3.4,KAMA跟踪,0.5849,2022
1984,B_新策略_回调突破线,2022-05-20 20:00,做空,29345.0,29345.0,是,0.0,788.34,2.686,29142.0,29345.0,30133.34,25823.6,2022-05-21 12:00,29345.0,4,0.0,0.0,2.191,保本平仓,0.0,2022
1985,B_新策略_回调突破线,2022-05-19 20:00,做多,29890.0,29890.0,是,0.0,845.15,2.828,30386.4,29890.0,29044.85,36465.8,2022-05-20 12:00,29890.0,4,0.0,0.0,2.992,保本平仓,0.0,2022
1986,B_新策略_回调突破线,2022-05-18 20:00,做空,29420.0,29420.0,是,0.0,890.45,3.027,28971.9,29420.0,30310.45,25889.6,2022-05-19 12:00,29420.0,4,0.0,0.0,2.687,保本平仓,0.0,2022
1987,B_新策略_回调突破线,2022-05-16 04:00,做多,30555.0,30352.2,是,0.664,1074.34,3.516,31324.4,30352.2,29277.86,37029.68,2022-05-16 20:00,29939.6,4,-0.384,-1.359,3.213,保本平仓,-1.0,2022
1988,B_新策略_回调突破线,2022-05-14 16:00,做空,29180.1,29180.1,是,0.0,1234.08,4.229,29065.0,29180.1,30414.18,25678.49,2022-05-15 08:00,30079.5,4,-0.7288,-3.082,1.98,保本平仓,-0.7288,2022
1989,B_新策略_回调突破线,2022-05-13 08:00,做多,30257.0,30257.0,是,0.0,1404.47,4.642,30564.3,30257.0,28852.53,36913.54,2022-05-14 00:00,30257.0,4,0.0,0.0,2.696,保本平仓,0.0,2022
1990,B_新策略_回调突破线,2022-05-10 04:00,做空,30300.0,30300.0,否,0.0,844.29,2.786,30056.6,30300.0,31144.29,26664.0,2022-05-10 08:00,31144.29,1,-1.0,-2.786,1.976,ATR止损,-1.0,2022
1991,B_新策略_回调突破线,2022-05-08 04:00,做空,35702.9,35702.9,是,0.0,650.59,1.822,35466.7,35702.9,36353.49,31418.55,2022-05-10 00:00,31418.55,11,6.5853,12.0,15.133,固定止盈,6.5853,2022
1992,B_新策略_回调突破线,2022-05-04 16:00,做多,38770.0,38659.7,是,0.284,627.12,1.618,38987.5,38659.7,38032.58,47164.83,2022-05-05 20:00,38906.83,7,0.3941,0.639,3.652,KAMA跟踪,0.2182,2022
1993,B_新策略_回调突破线,2022-05-04 00:00,做空,38032.2,38032.2,是,0.0,615.76,1.619,37707.3,38032.2,38647.96,33468.34,2022-05-04 12:00,38647.96,3,-1.0,-1.619,1.36,ATR止损,-1.0,2022
1994,B_新策略_回调突破线,2022-05-02 12:00,做多,38809.0,38680.6,是,0.331,652.77,1.682,38869.6,38680.6,38027.83,47190.33,2022-05-03 04:00,38552.0,4,-0.197,-0.332,1.4,保本平仓,-1.0,2022
1995,B_新策略_回调突破线,2022-04-29 16:00,做空,38861.8,38861.8,是,0.0,723.99,1.863,38737.7,38861.8,39585.79,34198.38,2022-05-01 20:00,38631.78,13,0.3177,0.592,3.89,KAMA跟踪,0.3177,2022
1996,B_新策略_回调突破线,2022-04-27 00:00,做空,38530.2,38900.0,是,0.96,720.99,1.871,38250.8,38900.0,39620.99,34232.0,2022-04-27 16:00,39070.0,4,-0.2358,-0.437,3.157,保本平仓,-0.7487,2022
1997,B_新策略_回调突破线,2022-04-26 04:00,做多,40390.0,39750.0,是,1.585,683.11,1.691,40411.0,39750.0,39066.89,48495.0,2022-04-26 20:00,39750.0,4,0.0,0.0,2.642,保本平仓,0.0,2022
1998,B_新策略_回调突破线,2022-04-22 04:00,做空,41118.2,41118.2,是,0.0,670.96,1.632,40449.8,41118.2,41789.16,36184.02,2022-04-26 00:00,39533.55,23,2.3618,3.854,7.314,KAMA跟踪,2.3618,2022
1999,B_新策略_回调突破线,2022-04-21 16:00,做多,42166.8,42166.8,是,0.0,626.38,1.485,42418.0,42166.8,41540.42,51443.5,2022-04-22 00:00,41540.42,2,-1.0,-1.485,1.895,ATR止损,-1.0,2022
2000,B_新策略_回调突破线,2022-04-20 16:00,做多,41788.0,41788.0,是,0.0,604.89,1.448,42070.8,41788.0,41183.11,50981.36,2022-04-20 20:00,41183.11,1,-1.0,-1.448,0.89,ATR止损,-1.0,2022
2001,B_新策略_回调突破线,2022-04-19 20:00,做多,41310.0,41310.0,是,0.0,635.0,1.537,41433.3,41310.0,40675.0,50398.2,2022-04-20 12:00,41310.0,4,0.0,0.0,0.799,保本平仓,0.0,2022
2002,B_新策略_回调突破线,2022-04-18 04:00,做空,39768.0,40094.3,是,0.821,541.71,1.362,39649.1,40094.3,40636.01,35282.98,2022-04-19 00:00,39955.61,5,0.256,0.346,4.062,KAMA跟踪,0.0,2022
2003,B_新策略_回调突破线,2022-04-15 00:00,做空,39908.0,40800.0,是,2.235,738.2,1.85,39752.6,40800.0,41538.2,35904.0,2022-04-15 20:00,40559.26,5,0.3261,0.59,2.858,KAMA跟踪,-0.4302,2022
2004,B_新策略_回调突破线,2022-04-11 04:00,做空,42365.0,42365.0,是,0.0,600.02,1.416,42140.4,42365.0,42965.02,37281.2,2022-04-13 20:00,40444.48,16,3.2007,4.533,7.62,KAMA跟踪,,2022
2005,B_新策略_回调突破线,2022-04-09 00:00,做空,42728.0,43173.0,是,1.041,736.82,1.724,42722.1,43173.0,43909.82,37992.24,2022-04-11 00:00,43004.14,12,0.2292,0.391,2.546,KAMA跟踪,0.0,2022
2006,B_新策略_回调突破线,2022-04-06 08:00,做空,45300.0,46404.8,是,2.439,721.13,1.592,45200.0,46404.8,47125.93,40836.22,2022-04-07 20:00,43852.46,9,3.5393,5.5,8.016,KAMA跟踪,2.0073,2022
2007,B_新策略_回调突破线,2022-04-04 20:00,做空,45735.0,46169.6,是,0.95,691.27,1.511,45627.0,46169.6,46860.87,40629.25,2022-04-05 04:00,46860.87,2,-1.0,-1.497,2.33,ATR止损,-1.0,2022
2008,B_新策略_回调突破线,2022-03-31 20:00,做空,46819.9,46819.9,是,0.0,629.62,1.345,46450.0,46819.9,47449.52,41201.51,2022-04-01 20:00,45319.29,6,2.3833,3.205,5.582,KAMA跟踪,2.3833,2022
2009,B_新策略_回调突破线,2022-03-24 20:00,做多,43500.0,43500.0,否,0.0,708.85,1.63,43967.0,43500.0,42791.15,53070.0,2022-03-29 04:00,47155.8,26,5.1573,8.404,10.805,KAMA跟踪,5.1573,2022
2010,B_新策略_回调突破线,2022-03-22 08:00,做多,41544.4,41544.4,是,0.0,650.72,1.566,42230.0,41544.4,40893.68,50684.17,2022-03-23 12:00,41786.76,7,0.3724,0.583,4.75,KAMA跟踪,0.3724,2022
2011,B_新策略_回调突破线,2022-03-21 08:00,做空,40900.0,40900.0,否,0.0,672.2,1.644,40811.3,40900.0,41572.2,35992.0,2022-03-22 00:00,41198.3,4,-0.4438,-0.729,0.545,保本平仓,-0.4438,2022
2012,B_新策略_回调突破线,2022-03-19 00:00,做多,41086.0,41071.5,是,0.035,832.41,2.026,42020.3,41071.5,40239.09,50107.23,2022-03-20 20:00,41460.09,11,0.4668,0.946,3.348,KAMA跟踪,0.4494,2022
2013,B_新策略_回调突破线,2022-03-15 04:00,做多,39287.4,39287.4,是,0.0,812.97,2.069,39653.8,39287.4,38474.43,47930.63,2022-03-15 12:00,38474.43,2,-1.0,-2.069,1.305,ATR止损,-1.0,2022
2014,B_新策略_回调突破线,2022-03-14 04:00,做空,38333.0,38333.0,否,0.0,819.15,2.137,37743.7,38333.0,39152.15,33733.04,2022-03-14 12:00,39152.15,2,-1.0,-2.137,2.115,ATR止损,-1.0,2022
2015,B_新策略_回调突破线,2022-03-10 12:00,做空,40500.0,41194.9,是,1.716,1029.01,2.541,39219.9,41194.9,42223.91,36251.51,2022-03-11 16:00,40051.26,7,1.1114,2.776,7.27,KAMA跟踪,0.4361,2022
2016,B_新策略_回调突破线,2022-03-09 08:00,做多,39340.5,39340.5,否,0.0,970.82,2.468,41198.5,39340.5,38369.68,47995.41,2022-03-10 08:00,41330.06,6,2.0494,5.057,8.406,KAMA跟踪,2.0494,2022
