止盈配置,信号时间,年份,月份,方向,突破基准价,回调高点价,回调高点时间,是否有回调高点,回调偏移(%),信号K收盘价,ATR,ATR%,初始止损价,止盈目标价,日线EMA70,偏离度_突破K(%),偏离度_前一K(%),出场时间,出场价,出场原因,涨跌幅_回调高点(%),涨跌幅_突破线(%),R值,MFE_回调高点(%),MFE_突破线(%),MFE的R值,MFE是否≥10%(回调高点),MFE是否≥10%(突破线),MFE是否≥8%(回调高点),持仓K线数,持仓小时
15%,2024-07-06 20:00,2024,7,做多,57000.0,56975.0,2024-07-06 08:00,是,0.04,57285.4,1101.86,1.93,55898.14,65521.25,64091.71,-10.62,-11.51,2024-07-07 12:00,57402.85,KAMA跟踪止盈,0.75,0.71,0.37,2.63,2.58,1.34,否,否,否,4,16
15%,2024-07-08 04:00,2024,7,做空,56555.1,56555.1,2024-07-08 04:00,否,0.0,55830.9,998.61,1.77,57553.71,48071.83,63859.01,-12.57,-10.53,2024-07-08 16:00,57553.71,ATR止损,-1.77,-1.77,-1.0,4.09,4.09,2.32,否,否,否,3,12
15%,2024-07-10 12:00,2024,7,做多,58290.6,58290.6,2024-07-10 00:00,是,0.0,58948.1,1104.7,1.9,57185.9,67034.19,63335.14,-6.93,-8.17,2024-07-11 04:00,58290.6,保本平仓,0.0,0.0,0.0,1.24,1.24,0.65,否,否,否,4,16
15%,2024-07-12 08:00,2024,7,做空,57030.0,57030.0,2024-07-11 08:00,是,0.0,56887.6,1077.54,1.89,58107.54,48475.5,63016.4,-9.73,-9.26,2024-07-12 20:00,58107.54,ATR止损,-1.89,-1.89,-1.0,0.6,0.6,0.32,否,否,否,3,12
15%,2024-07-13 16:00,2024,7,做多,58500.0,58500.0,2024-07-13 00:00,是,0.0,58513.9,962.79,1.65,57537.21,67275.0,62908.16,-6.99,-7.58,2024-07-16 12:00,63573.93,KAMA跟踪止盈,8.67,8.67,5.27,11.09,11.09,6.74,是,是,是,17,68
15%,2024-07-17 00:00,2024,7,做多,64988.8,64988.8,2024-07-16 12:00,是,0.0,65125.2,1099.14,1.69,63889.66,74737.12,62958.9,3.44,2.98,2024-07-17 16:00,64988.8,保本平仓,0.0,0.0,0.0,1.71,1.71,1.01,否,否,否,4,16
15%,2024-07-18 20:00,2024,7,做空,63823.0,63871.2,2024-07-18 08:00,是,0.08,63500.1,1019.69,1.6,64842.69,54290.52,63017.12,0.77,2.72,2024-07-19 12:00,63823.0,保本平仓,0.08,0.0,0.0,1.04,0.97,0.6,否,否,否,4,16
15%,2024-07-19 20:00,2024,7,做多,65098.9,65098.9,2024-07-18 20:00,是,0.0,65791.5,1007.27,1.55,64091.63,74863.74,63118.83,4.23,1.55,2024-07-22 00:00,66314.86,KAMA跟踪止盈,1.87,1.87,1.21,4.03,4.03,2.6,否,否,否,13,52
15%,2024-07-22 04:00,2024,7,做多,67719.8,67400.0,2024-07-21 08:00,是,0.47,68138.0,931.1,1.37,66788.7,77510.0,63369.09,7.53,6.35,2024-07-22 20:00,67719.8,保本平仓,0.47,0.0,0.0,1.57,1.09,0.79,否,否,否,4,16
15%,2024-07-24 00:00,2024,7,做空,65921.7,66784.1,2024-07-23 00:00,是,1.31,65516.1,973.97,1.48,66895.67,56766.48,63553.9,3.09,4.72,2024-07-24 16:00,65921.7,保本平仓,1.29,0.0,0.0,2.0,0.71,0.48,否,否,否,4,16
15%,2024-07-25 04:00,2024,7,做空,65450.8,65577.5,2024-07-24 12:00,是,0.19,65350.8,933.9,1.43,66384.7,55740.88,63604.52,2.75,3.19,2024-07-26 04:00,65317.52,KAMA跟踪止盈,0.4,0.2,0.14,3.23,3.05,2.14,否,否,否,6,24
15%,2024-07-26 08:00,2024,7,做多,66144.0,65606.3,2024-07-25 08:00,是,0.81,67014.0,1004.21,1.52,65139.79,75447.24,63784.39,5.06,3.31,2024-07-28 00:00,68036.5,KAMA跟踪止盈,3.7,2.86,1.88,5.75,4.89,3.22,否,否,否,10,40
15%,2024-07-29 08:00,2024,7,做多,68300.0,68246.6,2024-07-28 08:00,是,0.08,69323.1,951.79,1.39,67348.21,78483.59,64098.03,8.15,6.55,2024-07-30 00:00,68300.0,保本平仓,0.08,0.0,0.0,2.69,2.61,1.87,否,否,否,4,16
15%,2024-08-01 00:00,2024,7,做空,65254.5,65459.4,2024-07-31 12:00,是,0.31,65229.8,979.39,1.5,66233.89,55640.49,64168.65,1.65,3.41,2024-08-02 04:00,64847.69,KAMA跟踪止盈,0.93,0.62,0.42,4.87,4.57,3.05,否,否,否,7,28
15%,2024-08-03 04:00,2024,8,做空,62350.0,63630.6,2024-08-02 08:00,是,2.05,61483.7,1234.49,1.98,63584.49,54086.01,64124.78,-4.12,-2.35,2024-08-05 08:00,54086.01,固定止盈,15.0,13.25,6.69,17.93,16.24,8.2,是,是,是,13,52
15%,2024-08-06 20:00,2024,8,做多,56254.8,56254.8,2024-08-06 08:00,是,0.0,56370.0,1940.07,3.45,54314.73,64693.02,63370.53,-11.05,-12.91,2024-08-07 20:00,56254.8,保本平仓,0.0,0.0,0.0,2.57,2.57,0.74,否,否,否,6,24
15%,2024-08-08 00:00,2024,8,做空,55516.3,55516.3,2024-08-07 08:00,是,0.0,54739.9,1755.3,3.16,57271.6,47188.86,63137.64,-13.3,-11.2,2024-08-08 08:00,57271.6,ATR止损,-3.16,-3.16,-1.0,1.79,1.79,0.57,否,否,否,2,8
15%,2024-08-08 20:00,2024,8,做多,57688.8,57688.8,2024-08-08 08:00,是,0.0,59391.3,1676.4,2.91,56012.4,66342.12,63096.01,-5.87,-9.2,2024-08-12 00:00,59878.92,KAMA跟踪止盈,3.8,3.8,1.31,8.75,8.75,3.01,否,否,是,19,76
15%,2024-08-12 04:00,2024,8,做空,59512.2,60721.0,2024-08-11 04:00,是,2.03,58693.1,1233.97,2.07,60746.17,51612.85,62850.74,-6.62,-5.18,2024-08-12 20:00,59397.92,KAMA跟踪止盈,2.18,0.19,0.09,5.12,3.19,1.54,否,否,否,4,16
15%,2024-08-14 00:00,2024,8,做多,60390.8,59895.0,2024-08-13 08:00,是,0.82,60792.1,1288.76,2.13,59102.04,68879.25,62689.38,-3.03,-5.19,2024-08-14 20:00,60390.8,保本平仓,0.83,0.0,0.0,3.25,2.4,1.12,否,否,否,5,20
15%,2024-08-16 00:00,2024,8,做空,57679.6,57679.6,2024-08-15 12:00,是,0.0,57002.4,1227.94,2.13,58907.54,49027.66,62432.88,-8.7,-4.47,2024-08-16 16:00,57679.6,保本平仓,0.0,0.0,0.0,2.97,2.97,1.39,否,否,否,4,16
15%,2024-08-19 04:00,2024,8,做空,59122.1,59214.0,2024-08-18 12:00,是,0.16,58390.0,983.18,1.66,60105.28,50331.9,62142.66,-6.04,-3.98,2024-08-20 00:00,59083.8,KAMA跟踪止盈,0.22,0.06,0.04,2.47,2.32,1.4,否,否,否,5,20
15%,2024-08-20 08:00,2024,8,做多,59585.4,58736.6,2024-08-19 08:00,是,1.42,60588.6,938.87,1.58,58646.53,67547.09,61978.53,-2.24,-4.3,2024-08-21 00:00,59585.4,保本平仓,1.45,0.0,0.0,4.51,3.02,1.92,否,否,否,4,16
15%,2024-08-22 00:00,2024,8,做多,60192.3,60192.3,2024-08-22 00:00,否,0.0,61538.1,985.48,1.64,59206.82,69221.15,61954.34,-0.67,-3.98,2024-08-22 20:00,60192.3,保本平仓,0.0,0.0,0.0,2.66,2.66,1.63,否,否,否,5,20
15%,2024-08-23 20:00,2024,8,做多,61370.0,61364.0,2024-08-22 20:00,是,0.01,61499.0,945.79,1.54,60424.21,70568.6,61968.6,-0.76,-2.03,2024-08-26 12:00,63557.91,KAMA跟踪止盈,3.58,3.57,2.31,6.21,6.2,4.02,否,否,否,16,64
15%,2024-08-27 04:00,2024,8,做空,63032.0,63032.0,2024-08-27 04:00,否,0.0,62807.6,825.26,1.31,63857.26,53577.2,62110.2,1.12,1.92,2024-08-29 16:00,59810.57,KAMA跟踪止盈,5.11,5.11,3.9,8.27,8.27,6.32,否,否,是,15,60
15%,2024-08-29 20:00,2024,8,做多,60450.0,59794.7,2024-08-29 00:00,是,1.08,60750.9,1036.95,1.72,59413.05,68763.9,61874.31,-1.82,-2.96,2024-08-30 00:00,59413.05,ATR止损,-0.64,-1.72,-1.0,1.9,0.79,0.46,否,否,否,1,4
15%,2024-08-30 20:00,2024,8,做空,58650.0,58650.0,2024-08-30 20:00,否,0.0,58073.1,1023.53,1.75,59673.53,49852.5,61796.05,-6.02,-3.93,2024-08-31 12:00,58650.0,保本平仓,0.0,0.0,0.0,1.92,1.92,1.1,否,否,否,4,16
15%,2024-09-01 08:00,2024,9,做空,58700.0,58700.0,2024-09-01 08:00,否,0.0,58501.6,893.49,1.52,59593.49,49895.0,61590.37,-5.02,-4.49,2024-09-02 00:00,58700.0,保本平仓,0.0,0.0,0.0,2.69,2.69,1.76,否,否,否,4,16
15%,2024-09-03 04:00,2024,9,做多,58783.0,58626.3,2024-09-02 04:00,是,0.27,59112.1,874.07,1.49,57908.93,67420.24,61520.56,-3.91,-5.04,2024-09-03 20:00,58783.0,保本平仓,0.27,0.0,0.0,1.98,1.71,1.15,否,否,否,4,16
15%,2024-09-04 04:00,2024,9,做空,57530.1,58354.8,2024-09-03 04:00,是,1.43,57451.9,875.64,1.52,58405.74,49601.58,61405.95,-6.44,-5.51,2024-09-04 20:00,57530.1,保本平仓,1.41,0.0,0.0,4.8,3.43,2.26,否,否,否,4,16
15%,2024-09-05 20:00,2024,9,做空,56154.0,56154.0,2024-09-04 20:00,是,0.0,55947.0,944.82,1.68,57098.82,47730.9,61163.02,-8.53,-7.35,2024-09-06 12:00,56154.0,保本平仓,0.0,0.0,0.0,1.61,1.61,0.96,否,否,否,4,16
15%,2024-09-06 20:00,2024,9,做空,55250.0,55250.0,2024-09-06 20:00,否,0.0,54022.1,959.68,1.74,56209.68,46962.5,60959.21,-11.38,-8.18,2024-09-09 04:00,54792.49,KAMA跟踪止盈,0.83,0.83,0.48,4.96,4.96,2.85,否,否,否,14,56
15%,2024-09-10 00:00,2024,9,做多,55774.9,55774.9,2024-09-10 00:00,否,0.0,57060.1,863.72,1.55,54911.18,64141.13,60498.88,-5.68,-8.49,2024-09-11 08:00,56643.82,KAMA跟踪止盈,1.56,1.56,1.01,4.26,4.26,2.75,否,否,否,8,32
15%,2024-09-12 08:00,2024,9,做多,57954.4,57729.0,2024-09-11 08:00,是,0.39,58197.9,924.25,1.59,57030.15,66388.35,60266.94,-3.43,-5.01,2024-09-13 00:00,57954.4,保本平仓,0.39,0.0,0.0,1.52,1.13,0.71,否,否,否,4,16
15%,2024-09-13 20:00,2024,9,做多,58606.6,58366.8,2024-09-13 04:00,是,0.41,59623.5,840.34,1.43,57766.26,67121.82,60272.27,-1.08,-4.01,2024-09-16 04:00,59240.58,KAMA跟踪止盈,1.5,1.08,0.75,3.82,3.4,2.37,否,否,否,14,56
15%,2024-09-16 08:00,2024,9,做空,58654.0,58654.0,2024-09-16 08:00,否,0.0,58546.5,724.27,1.23,59378.27,49855.9,60173.25,-2.7,-1.88,2024-09-17 12:00,58577.03,KAMA跟踪止盈,0.13,0.13,0.11,2.06,2.06,1.67,否,否,否,7,28
15%,2024-09-17 20:00,2024,9,做多,59274.4,58766.0,2024-09-16 20:00,是,0.86,61103.0,759.75,1.28,58514.65,67580.9,60176.28,1.54,-1.86,2024-09-18 20:00,59274.4,保本平仓,0.87,0.0,0.0,4.21,3.32,2.59,否,否,否,6,24
15%,2024-09-19 04:00,2024,9,做多,61320.7,60664.9,2024-09-18 12:00,是,1.07,61735.3,934.49,1.52,60386.21,69764.63,60220.2,2.52,-0.32,2024-09-20 20:00,62657.08,KAMA跟踪止盈,3.28,2.18,1.43,5.71,4.58,3.0,否,否,否,10,40
15%,2024-09-22 16:00,2024,9,做空,62801.2,62995.2,2024-09-21 20:00,是,0.31,62751.4,744.63,1.19,63545.83,53545.92,60547.72,3.64,3.9,2024-09-23 04:00,63545.83,ATR止损,-0.87,-1.19,-1.0,1.04,0.74,0.62,否,否,否,3,12
15%,2024-09-23 08:00,2024,9,做多,64000.0,63182.4,2024-09-22 12:00,是,1.28,64320.1,768.21,1.2,63231.79,72659.76,60625.3,6.09,4.97,2024-09-23 20:00,63231.79,ATR止损,0.08,-1.2,-1.0,1.97,0.67,0.56,否,否,否,3,12
15%,2024-09-25 00:00,2024,9,做多,63925.5,63790.0,2024-09-24 00:00,是,0.21,64270.0,787.76,1.23,63137.74,73358.5,60727.21,5.83,3.95,2024-09-25 16:00,63925.5,保本平仓,0.21,0.0,0.0,1.58,1.37,1.11,否,否,否,4,16
15%,2024-09-26 16:00,2024,9,做多,63971.0,63642.4,2024-09-26 00:00,是,0.51,64373.0,771.6,1.21,63199.4,73188.76,60916.96,5.67,4.77,2024-09-30 08:00,65278.51,KAMA跟踪止盈,2.57,2.04,1.69,4.41,3.88,3.21,否,否,否,22,88
15%,2024-09-30 16:00,2024,9,做空,64150.0,65480.0,2024-09-29 20:00,是,2.07,63794.4,639.91,1.0,64789.91,55658.0,61367.13,3.96,5.17,2024-10-01 12:00,64009.55,KAMA跟踪止盈,2.25,0.22,0.22,4.05,2.07,2.07,否,否,否,5,20
15%,2024-10-01 20:00,2024,10,做空,62825.0,63000.0,2024-10-01 08:00,是,0.28,62613.8,666.98,1.06,63491.98,53550.0,61350.5,2.06,3.83,2024-10-03 00:00,62321.45,KAMA跟踪止盈,1.08,0.8,0.75,4.87,4.6,4.33,否,否,否,7,28
15%,2024-10-04 20:00,2024,10,做多,61616.0,61616.0,2024-10-04 20:00,否,0.0,61843.1,874.21,1.42,60741.79,70858.4,61333.9,0.83,0.15,2024-10-05 12:00,61791.1,KAMA跟踪止盈,0.28,0.28,0.2,1.37,1.37,0.96,否,否,否,4,16
15%,2024-10-06 20:00,2024,10,做多,62344.0,62159.4,2024-10-06 00:00,是,0.3,62690.4,673.8,1.08,61670.2,71483.31,61393.76,2.11,1.1,2024-10-08 00:00,62731.0,KAMA跟踪止盈,0.92,0.62,0.57,3.68,3.38,3.12,否,否,否,7,28
15%,2024-10-08 04:00,2024,10,做空,62265.0,62621.9,2024-10-07 16:00,是,0.57,62190.7,769.86,1.24,63034.86,53228.62,61416.21,1.26,3.15,2024-10-08 20:00,62265.0,保本平仓,0.57,0.0,0.0,1.25,0.69,0.56,否,否,否,4,16
15%,2024-10-10 00:00,2024,10,做空,61600.1,61962.8,2024-10-09 08:00,是,0.59,61013.7,729.53,1.18,62329.63,52668.38,61412.99,-0.65,1.42,2024-10-11 16:00,61030.16,KAMA跟踪止盈,1.51,0.93,0.78,4.94,4.38,3.7,否,否,否,10,40
15%,2024-10-11 20:00,2024,10,做多,61294.7,61020.0,2024-10-11 00:00,是,0.45,62218.0,776.08,1.27,60518.62,70173.0,61413.21,1.31,-0.44,2024-10-13 16:00,62552.51,KAMA跟踪止盈,2.51,2.05,1.62,4.0,3.54,2.79,否,否,否,11,44
15%,2024-10-13 20:00,2024,10,做空,62486.1,62781.0,2024-10-12 20:00,是,0.47,62195.3,701.22,1.12,63187.32,53363.85,61501.65,1.13,1.67,2024-10-14 08:00,63187.32,ATR止损,-0.65,-1.12,-1.0,1.02,0.55,0.49,否,否,否,3,12
15%,2024-10-14 12:00,2024,10,做多,64377.6,62938.1,2024-10-13 16:00,是,2.24,64599.6,761.44,1.18,63616.16,72378.81,61630.19,4.82,4.3,2024-10-15 20:00,65028.78,KAMA跟踪止盈,3.32,1.01,0.86,7.97,5.55,4.7,否,否,否,8,32
15%,2024-10-17 16:00,2024,10,做空,66888.0,67076.0,2024-10-16 20:00,是,0.28,66853.6,888.66,1.33,67776.66,57014.6,62100.0,7.65,8.34,2024-10-18 08:00,66888.0,保本平仓,0.28,0.0,0.0,0.71,0.43,0.32,否,否,否,4,16
15%,2024-10-18 20:00,2024,10,做多,68371.0,67673.9,2024-10-17 20:00,是,1.02,68710.0,864.24,1.26,67506.76,77824.98,62277.69,10.33,8.69,2024-10-19 12:00,68371.0,保本平仓,1.03,0.0,0.0,1.96,0.92,0.73,否,否,否,4,16
15%,2024-10-20 20:00,2024,10,做多,68498.0,68498.0,2024-10-20 20:00,否,0.0,68605.0,645.1,0.94,67852.9,78772.7,62634.04,9.53,9.2,2024-10-21 12:00,68498.0,保本平仓,0.0,0.0,0.0,1.56,1.56,1.66,否,否,否,4,16
15%,2024-10-21 20:00,2024,10,做空,68136.0,68431.9,2024-10-21 04:00,是,0.43,67354.3,655.5,0.96,68791.5,58167.11,62767.42,7.31,8.74,2024-10-23 04:00,67620.09,KAMA跟踪止盈,1.19,0.76,0.79,2.77,2.35,2.44,否,否,否,8,32
15%,2024-10-23 16:00,2024,10,做空,66613.0,66613.0,2024-10-22 20:00,是,0.0,66406.1,713.45,1.07,67326.45,56621.05,63003.7,5.4,6.09,2024-10-24 08:00,66613.0,保本平仓,0.0,0.0,0.0,2.09,2.09,1.95,否,否,否,4,16
15%,2024-10-24 20:00,2024,10,做多,67615.3,67615.3,2024-10-24 08:00,是,0.0,67672.7,748.98,1.11,66866.32,77757.6,63149.34,7.16,6.54,2024-10-25 12:00,67615.3,保本平仓,0.0,0.0,0.0,1.81,1.81,1.64,否,否,否,4,16
15%,2024-10-26 00:00,2024,10,做空,67222.4,67222.4,2024-10-25 12:00,是,0.0,66825.8,791.37,1.18,68013.77,57139.04,63248.31,5.66,6.98,2024-10-26 16:00,67222.4,保本平仓,0.0,0.0,0.0,2.48,2.48,2.1,否,否,否,4,16
15%,2024-10-27 20:00,2024,10,做多,67450.0,67297.2,2024-10-27 08:00,是,0.23,67759.9,703.59,1.04,66746.41,77391.78,63486.62,6.73,5.69,2024-10-30 16:00,72069.02,KAMA跟踪止盈,7.09,6.85,6.56,9.45,9.21,8.83,否,否,是,17,68
15%,2024-10-31 20:00,2024,10,做空,71444.2,72030.5,2024-10-31 08:00,是,0.82,70638.7,805.21,1.13,72249.41,61225.92,64334.79,9.8,12.25,2024-11-01 20:00,70583.13,KAMA跟踪止盈,2.01,1.21,1.07,4.39,3.6,3.2,否,否,否,6,24
15%,2024-11-03 08:00,2024,11,做空,69022.8,69022.8,2024-11-02 20:00,是,0.0,68367.5,857.5,1.24,69880.3,58669.38,64734.56,5.61,7.35,2024-11-04 04:00,69022.8,保本平仓,0.0,0.0,0.0,2.28,2.28,1.84,否,否,否,5,20
15%,2024-11-05 20:00,2024,11,做多,69243.8,68808.6,2024-11-05 00:00,是,0.63,69615.3,899.85,1.3,68343.95,79129.89,64949.52,7.18,5.91,2024-11-10 12:00,79129.89,固定止盈,15.0,14.28,10.99,16.09,15.36,11.82,是,是,是,28,112
15%,2024-11-10 16:00,2024,11,做多,79882.8,76735.0,2024-11-09 16:00,是,3.94,79926.7,1097.13,1.37,78785.67,88245.25,66562.02,20.08,18.47,2024-11-11 04:00,78785.67,ATR止损,2.67,-1.37,-1.0,6.47,2.27,1.66,否,否,否,3,12
15%,2024-11-11 16:00,2024,11,做多,81944.6,81944.6,2024-11-11 16:00,否,0.0,82168.7,1263.96,1.54,80680.64,94236.29,67186.44,22.3,20.78,2024-11-12 16:00,86956.44,KAMA跟踪止盈,6.12,6.12,3.97,9.92,9.92,6.43,否,否,是,6,24
15%,2024-11-13 20:00,2024,11,做多,89920.0,88619.0,2024-11-13 08:00,是,1.45,92608.1,1880.8,2.09,88039.2,101911.85,68409.73,35.37,28.21,2024-11-14 04:00,88039.2,ATR止损,-0.65,-2.09,-1.0,5.42,3.89,1.86,否,否,否,2,8
15%,2024-11-15 04:00,2024,11,做空,87555.0,88005.1,2024-11-14 04:00,是,0.51,87382.7,2165.54,2.47,89720.54,74804.34,68944.18,26.74,29.82,2024-11-15 16:00,89720.54,ATR止损,-1.95,-2.47,-1.0,1.02,0.51,0.21,否,否,否,3,12
15%,2024-11-16 04:00,2024,11,做多,90898.0,89502.6,2024-11-15 04:00,是,1.54,91074.6,2180.92,2.4,88717.08,102927.99,69567.58,30.92,29.97,2024-11-16 20:00,90898.0,保本平仓,1.56,0.0,0.0,2.62,1.05,0.44,否,否,否,4,16
15%,2024-11-18 12:00,2024,11,做多,91539.6,91250.0,2024-11-17 20:00,是,0.32,91795.9,1644.74,1.8,89894.86,104937.5,71274.74,28.79,27.29,2024-11-18 20:00,89894.86,ATR止损,-1.49,-1.8,-1.0,1.59,1.27,0.71,否,否,否,2,8
15%,2024-11-20 00:00,2024,11,做多,92885.0,92675.9,2024-11-19 00:00,是,0.23,93271.4,1708.53,1.84,91176.47,106577.28,71868.02,29.78,28.64,2024-11-20 16:00,92885.0,保本平仓,0.23,0.0,0.0,1.12,0.89,0.48,否,否,否,4,16
15%,2024-11-20 20:00,2024,11,做多,93985.9,93633.1,2024-11-20 04:00,是,0.38,94737.6,1636.28,1.74,92349.62,107678.06,72499.56,30.67,28.95,2024-11-24 00:00,97715.27,KAMA跟踪止盈,4.36,3.97,2.28,6.44,6.04,3.47,否,否,否,19,76
15%,2024-11-24 20:00,2024,11,做空,97173.5,97173.5,2024-11-24 04:00,是,0.0,95986.4,1305.92,1.34,98479.42,82597.47,75279.08,27.51,29.3,2024-11-25 12:00,97173.5,保本平仓,0.0,0.0,0.0,1.39,1.39,1.03,否,否,否,4,16
15%,2024-11-26 04:00,2024,11,做空,94467.4,96929.9,2024-11-25 08:00,是,2.61,93064.0,1461.2,1.55,95928.6,82390.41,75780.06,22.81,25.0,2024-11-27 00:00,94467.4,保本平仓,2.54,0.0,0.0,5.55,3.09,1.99,否,否,否,5,20
15%,2024-11-27 20:00,2024,11,做多,94745.2,94745.2,2024-11-27 00:00,是,0.0,95610.5,1592.48,1.68,93152.72,108956.98,76791.58,24.51,21.66,2024-11-28 16:00,94745.2,保本平仓,0.0,0.0,0.0,2.64,2.64,1.57,否,否,否,5,20
15%,2024-11-29 08:00,2024,11,做多,96627.6,96284.0,2024-11-28 20:00,是,0.36,96646.4,1517.32,1.57,95110.28,110726.6,77892.85,24.08,23.76,2024-11-30 08:00,96627.6,保本平仓,0.36,0.0,0.0,2.52,2.16,1.37,否,否,否,6,24
15%,2024-12-01 16:00,2024,12,做多,97128.4,97109.1,2024-12-01 04:00,是,0.02,97163.7,1226.36,1.26,95902.04,111675.46,78947.25,23.07,22.27,2024-12-02 08:00,97128.4,保本平仓,0.02,0.0,0.0,1.19,1.17,0.93,否,否,否,4,16
15%,2024-12-02 12:00,2024,12,做空,96249.1,96705.3,2024-12-01 20:00,是,0.47,96053.6,1185.27,1.23,97434.37,82199.5,79424.52,20.94,21.56,2024-12-03 00:00,97434.37,ATR止损,-0.75,-1.23,-1.0,2.38,1.92,1.56,否,否,否,3,12
15%,2024-12-05 00:00,2024,12,做多,97041.1,97041.1,2024-12-05 00:00,否,0.0,97283.4,1294.4,1.33,95746.7,111597.26,80418.03,20.97,19.14,2024-12-06 00:00,100004.52,KAMA跟踪止盈,3.05,3.05,2.29,7.82,7.82,5.86,否,否,否,6,24
15%,2024-12-06 04:00,2024,12,做空,97189.3,97970.5,2024-12-05 08:00,是,0.8,97001.5,1786.95,1.84,98976.25,83274.92,80885.17,19.92,22.53,2024-12-06 20:00,97189.3,保本平仓,0.8,0.0,0.0,1.57,0.78,0.43,否,否,否,4,16
15%,2024-12-09 04:00,2024,12,做多,100597.5,100415.0,2024-12-08 08:00,是,0.18,101200.0,1601.42,1.59,98996.08,115477.25,82481.22,22.69,21.46,2024-12-09 08:00,98996.08,ATR止损,-1.41,-1.59,-1.0,0.88,0.7,0.44,否,否,否,1,4
15%,2024-12-09 16:00,2024,12,做空,98374.3,99409.3,2024-12-08 20:00,是,1.05,98157.4,1652.01,1.68,100026.31,84497.9,82900.04,18.4,20.19,2024-12-09 20:00,100026.31,ATR止损,-0.62,-1.68,-1.0,1.87,0.83,0.5,否,否,否,1,4
15%,2024-12-10 00:00,2024,12,做空,97555.0,97555.0,2024-12-10 00:00,否,0.0,97126.8,1715.42,1.76,99270.42,82921.75,82900.04,17.16,18.04,2024-12-10 16:00,97555.0,保本平仓,0.0,0.0,0.0,3.6,3.6,2.05,否,否,否,4,16
15%,2024-12-11 20:00,2024,12,做多,98499.9,98320.6,2024-12-10 20:00,是,0.18,100352.7,1755.82,1.78,96744.08,113068.69,83788.25,19.77,17.31,2024-12-13 00:00,100205.6,KAMA跟踪止盈,1.92,1.73,0.97,4.29,4.1,2.3,否,否,否,7,28
15%,2024-12-14 08:00,2024,12,做多,101869.5,101869.5,2024-12-14 08:00,否,0.0,102040.7,1580.08,1.55,100289.42,117149.92,85196.02,19.77,19.65,2024-12-15 00:00,101869.5,保本平仓,0.0,0.0,0.0,0.24,0.24,0.15,否,否,否,4,16
15%,2024-12-16 04:00,2024,12,做多,103498.9,103498.9,2024-12-16 04:00,否,0.0,104460.4,1324.76,1.28,102174.14,119023.73,85738.68,21.84,20.4,2024-12-16 20:00,103566.17,KAMA跟踪止盈,0.06,0.06,0.05,3.06,3.06,2.39,否,否,否,4,16
15%,2024-12-18 08:00,2024,12,做空,105252.0,105623.0,2024-12-17 08:00,是,0.35,104716.8,1510.31,1.43,106762.31,89779.55,87241.87,20.03,22.11,2024-12-19 20:00,102730.41,KAMA跟踪止盈,2.74,2.4,1.67,6.51,6.18,4.31,否,否,否,9,36
15%,2024-12-20 00:00,2024,12,做空,98744.0,98744.0,2024-12-19 08:00,是,0.0,97172.1,1720.47,1.74,100464.47,83932.4,87528.98,11.02,14.97,2024-12-21 12:00,98425.91,KAMA跟踪止盈,0.32,0.32,0.18,6.55,6.55,3.76,否,否,否,9,36
15%,2024-12-22 12:00,2024,12,做空,96375.0,96375.0,2024-12-21 20:00,是,0.0,96192.1,1949.53,2.02,98324.53,81918.75,88282.51,8.96,9.84,2024-12-23 12:00,96375.0,保本平仓,0.0,0.0,0.0,2.82,2.82,1.4,否,否,否,6,24
15%,2024-12-23 20:00,2024,12,做空,93655.3,93655.3,2024-12-23 08:00,是,0.0,93217.6,1873.08,2.0,95528.38,79607.0,88467.82,5.37,8.4,2024-12-24 12:00,93655.3,保本平仓,0.0,0.0,0.0,1.27,1.27,0.64,否,否,否,4,16
15%,2024-12-24 20:00,2024,12,做多,96377.2,94861.1,2024-12-24 08:00,是,1.57,98243.5,1842.47,1.91,94534.73,109090.26,88754.0,10.69,6.33,2024-12-26 12:00,97939.48,KAMA跟踪止盈,3.25,1.62,0.85,5.36,3.71,1.94,否,否,否,10,40
15%,2024-12-26 16:00,2024,12,做空,97570.0,98100.0,2024-12-26 00:00,是,0.54,95662.7,1722.09,1.76,99292.09,83385.0,89241.98,7.19,9.44,2024-12-27 16:00,97062.49,KAMA跟踪止盈,1.06,0.52,0.29,3.55,3.02,1.71,否,否,否,6,24
15%,2024-12-27 20:00,2024,12,做空,94620.0,95200.1,2024-12-26 20:00,是,0.61,94539.9,1685.1,1.78,96305.1,80920.09,89383.3,5.77,8.41,2024-12-28 12:00,94620.0,保本平仓,0.61,0.0,0.0,1.85,1.25,0.7,否,否,否,4,16
15%,2024-12-30 00:00,2024,12,做空,93925.4,94761.0,2024-12-29 08:00,是,0.89,93559.6,1288.67,1.37,95214.07,80546.85,89665.75,4.34,5.36,2024-12-30 16:00,93925.4,保本平仓,0.88,0.0,0.0,1.9,1.03,0.75,否,否,否,4,16
15%,2024-12-30 20:00,2024,12,做空,92961.8,92961.8,2024-12-30 04:00,是,0.0,92081.5,1199.56,1.29,94161.36,79017.53,89752.9,2.59,4.62,2024-12-31 00:00,94161.36,ATR止损,-1.29,-1.29,-1.0,1.29,1.29,1.0,否,否,否,1,4
