信号时间,方向,突破线,ATR,ATR%,MFE%,基准R,基准出场价,基准出场原因,基准持仓K,trailingR,trailing出场价,trailing出场原因,trailing持仓K,R差异,持仓K差异
2026-05-12 20:00:00+00:00,做空,80394.0,761.9,0.95,28.2,-1.0,81155.9,stop,3,-1.0,81155.9,trailing_stop,3,0.0,0
2026-05-13 20:00:00+00:00,做空,79801.0,755.0,0.95,27.6,0.0,79801.0,stop,4,0.94,79091.3,trailing_stop,4,0.94,0
2026-05-15 20:00:00+00:00,做空,79196.4,842.5,1.06,27.1,1.15,78229.8,stop,10,0.92,78421.7,trailing_stop,5,-0.23,-5
2026-05-18 04:00:00+00:00,做空,77675.4,720.8,0.93,25.6,0.0,77675.4,stop,4,1.08,76894.9,trailing_stop,4,1.08,0
2026-05-23 00:00:00+00:00,做空,76528.0,720.0,0.94,24.5,1.0,75808.1,stop,6,2.73,74563.6,trailing_stop,4,1.73,-2
2026-05-27 00:00:00+00:00,做空,76234.7,796.6,1.04,24.2,3.01,73833.6,stop,13,0.7,75676.1,trailing_stop,4,-2.31,-9
2026-06-01 12:00:00+00:00,做空,73171.0,673.0,0.92,21.1,8.66,67343.9,stop,12,3.24,70987.4,trailing_stop,4,-5.41,-8
2026-06-04 04:00:00+00:00,做空,65199.0,1069.3,1.64,11.4,3.09,61889.8,stop,20,3.1,61879.4,trailing_stop,4,0.01,-16
2026-06-07 16:00:00+00:00,做多,62380.0,1317.4,2.11,27.5,0.0,62380.0,stop,5,0.92,63591.3,trailing_stop,4,0.92,-1
2026-06-09 20:00:00+00:00,做空,62381.2,1203.3,1.93,7.4,0.2,62137.3,stop,6,0.85,61356.6,trailing_stop,4,0.65,-2
2026-06-11 16:00:00+00:00,做多,62993.4,1153.4,1.83,26.3,0.0,62993.4,stop,5,0.3,63338.6,trailing_stop,4,0.3,-1
2026-06-14 04:00:00+00:00,做多,64323.0,873.9,1.36,23.7,0.0,64323.0,stop,4,0.0,64323.0,trailing_stop,4,0.0,0
2026-06-15 00:00:00+00:00,做空,63830.0,781.0,1.22,9.5,-1.0,64611.0,stop,1,-1.0,64611.0,trailing_stop,1,0.0,0
2026-06-15 08:00:00+00:00,做多,65775.0,830.9,1.26,21.0,0.0,65775.0,stop,6,1.28,66840.0,trailing_stop,4,1.28,-2
2026-06-17 16:00:00+00:00,做空,65200.0,804.5,1.23,11.4,-1.0,66004.5,stop,2,-1.0,66004.5,trailing_stop,2,0.0,0
2026-06-18 20:00:00+00:00,做空,63660.1,876.5,1.38,9.3,0.0,63660.1,stop,9,1.12,62675.5,trailing_stop,4,1.12,-5
2026-06-20 20:00:00+00:00,做多,63894.0,802.1,1.26,24.5,0.11,63979.1,stop,5,0.34,64167.0,trailing_stop,5,0.23,0
2026-06-22 04:00:00+00:00,做空,63820.0,706.3,1.11,9.5,-1.0,64526.3,stop,1,-1.0,64526.3,trailing_stop,1,0.0,0
2026-06-22 20:00:00+00:00,做多,64788.0,749.9,1.16,22.8,-1.0,64038.1,stop,2,-1.0,64038.1,trailing_stop,2,0.0,0
2026-06-23 12:00:00+00:00,做空,63758.3,746.7,1.17,9.4,0.76,63194.0,stop,7,2.03,62243.3,trailing_stop,4,1.27,-3
2026-06-24 20:00:00+00:00,做空,61916.9,775.5,1.25,6.7,0.42,61592.4,stop,4,3.18,59447.8,trailing_stop,4,2.77,0
2026-06-27 20:00:00+00:00,做多,60580.0,1021.1,1.69,31.3,0.23,60816.0,stop,4,0.23,60816.0,trailing_stop,4,0.0,0
2026-07-01 20:00:00+00:00,做多,59444.5,862.1,1.45,33.8,3.65,62594.6,stop,21,1.68,60891.0,trailing_stop,4,-1.98,-17
2026-07-06 04:00:00+00:00,做多,63430.0,698.8,1.1,25.4,-1.0,62731.2,stop,3,-1.0,62731.2,trailing_stop,3,0.0,0
2026-07-07 04:00:00+00:00,做多,63990.7,794.4,1.24,24.3,-1.0,63196.3,stop,1,-1.0,63196.3,trailing_stop,1,0.0,0
2026-07-09 12:00:00+00:00,做多,62921.8,830.8,1.32,26.4,0.0,62921.8,stop,5,0.18,63069.5,trailing_stop,4,0.18,-1
2026-07-10 16:00:00+00:00,做多,64185.0,814.2,1.27,23.9,0.0,64185.0,stop,4,0.11,64272.9,trailing_stop,4,0.11,0
2026-07-15 04:00:00+00:00,做多,64950.0,709.0,1.09,22.5,0.0,64950.0,stop,4,0.0,64950.0,trailing_stop,4,0.0,0
2026-07-19 00:00:00+00:00,做多,64356.7,620.3,0.96,23.6,0.03,64376.3,stop,5,0.45,64638.6,trailing_stop,4,0.42,-1
2026-07-20 20:00:00+00:00,做多,65084.6,615.1,0.95,22.2,0.86,65611.4,stop,12,0.64,65480.4,trailing_stop,4,-0.21,-8
2026-07-27 04:00:00+00:00,做多,64909.0,462.9,0.71,22.6,0.06,64938.5,stop,4,1.26,65491.0,trailing_stop,4,1.19,0
2026-07-30 16:00:00+00:00,做多,64715.9,649.6,1.0,22.9,0.0,64715.9,stop,4,0.18,64832.2,trailing_stop,4,0.18,0
2026-08-06 00:00:00+00:00,做多,64728.5,593.5,0.92,22.9,0.0,64728.5,stop,4,0.0,64728.5,trailing_stop,4,0.0,0
2026-08-07 16:00:00+00:00,做多,64971.0,539.9,0.83,22.4,0.0,64971.0,stop,4,0.22,65088.1,trailing_stop,4,0.22,0
2026-08-17 20:00:00+00:00,做多,63753.0,356.6,0.56,24.8,1.58,64315.4,stop,9,1.88,64422.5,trailing_stop,4,0.3,-5
2026-08-19 20:00:00+00:00,做多,65057.9,396.3,0.61,22.3,29.55,76768.3,tp,10,12.09,69850.0,trailing_stop,4,-17.46,-6
