信号时间,方向,突破线,ATR,ATR%,初始止损,止盈价,加仓,加仓价,加仓K,出场时间,出场价,出场原因,持仓K线,持仓小时,主仓R,加仓R,总R,累计R
2021-04-13 16:00:00+00:00,做多,61550.0,1003.3,1.63,60546.7,72629.0,是,63420.3,1,2021-04-14 08:00:00+00:00,63348.3,trailing_stop,4,16,1.79,-0.07,1.72,441.0
2021-04-14 12:00:00+00:00,做多,64000.0,1060.9,1.66,62939.1,75520.0,否,,,2021-04-14 20:00:00+00:00,62939.1,trailing_stop,2,8,-1.0,,-1.0,440.0
2021-04-15 00:00:00+00:00,做空,62400.0,1171.2,1.88,63571.2,54912.0,否,,,2021-04-15 16:00:00+00:00,62400.0,trailing_stop,4,16,0.0,,0.0,440.0
2021-04-16 12:00:00+00:00,做空,62157.9,1143.2,1.84,63301.1,54698.9,否,,,2021-04-17 04:00:00+00:00,60671.6,trailing_stop,4,16,1.3,,1.3,441.3
2021-04-18 08:00:00+00:00,做空,59620.0,1176.0,1.97,60796.0,52465.6,是,56216.8,1,2021-04-19 00:00:00+00:00,53688.0,trailing_stop,4,16,5.04,2.15,7.19,448.5
2021-04-19 12:00:00+00:00,做多,57260.0,1736.9,3.03,55523.1,67566.8,否,,,2021-04-19 20:00:00+00:00,55523.1,trailing_stop,2,8,-1.0,,-1.0,447.5
2021-04-22 04:00:00+00:00,做空,54257.9,1669.5,3.08,55927.3,47746.9,否,,,2021-04-22 20:00:00+00:00,53339.7,trailing_stop,4,16,0.55,,0.55,448.1
2021-04-23 04:00:00+00:00,做空,52228.0,1744.8,3.34,53972.8,45960.6,是,50319.3,1,2021-04-23 20:00:00+00:00,48418.6,trailing_stop,4,16,2.18,1.09,3.27,451.3
2021-04-26 04:00:00+00:00,做空,49113.2,1575.8,3.21,50688.9,43219.6,否,,,2021-04-26 08:00:00+00:00,50688.9,trailing_stop,1,4,-1.0,,-1.0,450.3
2021-04-26 12:00:00+00:00,做多,52500.0,1736.9,3.31,50763.1,61950.0,是,54026.2,3,2021-04-27 04:00:00+00:00,53496.5,trailing_stop,4,16,0.57,-0.3,0.27,450.6
2021-04-27 12:00:00+00:00,做多,54364.9,1597.2,2.94,52767.7,64150.6,否,,,2021-04-28 12:00:00+00:00,54934.4,trailing_stop,6,24,0.36,,0.36,451.0
2021-04-30 00:00:00+00:00,做空,53333.9,1383.7,2.59,54717.6,46933.8,否,,,2021-04-30 16:00:00+00:00,53041.8,trailing_stop,4,16,0.21,,0.21,451.2
2021-04-30 20:00:00+00:00,做多,54850.0,1297.5,2.37,53552.5,64723.0,是,57060.2,1,2021-05-01 12:00:00+00:00,57839.4,trailing_stop,4,16,2.3,0.6,2.9,454.1
2021-05-02 08:00:00+00:00,做空,57051.2,1240.0,2.17,58291.2,50205.1,否,,,2021-05-03 00:00:00+00:00,56720.0,trailing_stop,4,16,0.27,,0.27,454.3
2021-05-03 08:00:00+00:00,做多,57960.0,1175.9,2.03,56784.1,68392.8,否,,,2021-05-04 00:00:00+00:00,58468.7,trailing_stop,4,16,0.43,,0.43,454.8
2021-05-04 08:00:00+00:00,做空,56500.7,1187.1,2.1,57687.8,49720.6,是,53881.8,3,2021-05-05 00:00:00+00:00,54152.1,trailing_stop,4,16,1.98,-0.23,1.75,456.5
2021-05-05 20:00:00+00:00,做多,56399.0,1410.8,2.5,54988.2,66550.8,否,,,2021-05-06 12:00:00+00:00,57234.6,trailing_stop,4,16,0.59,,0.59,457.1
2021-05-06 16:00:00+00:00,做多,57940.0,1386.9,2.39,56553.1,68369.2,否,,,2021-05-07 00:00:00+00:00,56553.1,trailing_stop,2,8,-1.0,,-1.0,456.1
2021-05-09 20:00:00+00:00,做空,57529.9,1354.2,2.35,58884.2,50626.3,否,,,2021-05-10 08:00:00+00:00,58884.2,trailing_stop,3,12,-1.0,,-1.0,455.1
2021-05-11 00:00:00+00:00,做空,56700.0,1356.3,2.39,58056.3,49896.0,是,55197.6,2,2021-05-11 16:00:00+00:00,53928.2,trailing_stop,4,16,2.04,0.94,2.98,458.1
2021-05-12 08:00:00+00:00,做多,56908.7,1438.3,2.53,55470.3,67152.2,否,,,2021-05-12 20:00:00+00:00,55470.3,trailing_stop,3,12,-1.0,,-1.0,457.1
2021-05-13 00:00:00+00:00,做空,55300.0,1417.6,2.56,56717.6,48664.0,是,49595.8,1,2021-05-13 04:00:00+00:00,48664.0,take_profit,1,4,4.68,0.66,5.34,462.4
2021-05-14 20:00:00+00:00,做多,51000.0,1811.6,3.55,49188.4,60180.0,否,,,2021-05-15 04:00:00+00:00,49188.4,trailing_stop,2,8,-1.0,,-1.0,461.4
2021-05-15 12:00:00+00:00,做空,48870.4,1724.9,3.53,50595.3,43006.0,是,46793.4,4,2021-05-16 04:00:00+00:00,47750.4,trailing_stop,4,16,0.65,-0.55,0.09,461.5
2021-05-17 00:00:00+00:00,做空,46481.1,1683.7,3.62,48164.8,40903.4,是,42990.8,2,2021-05-17 16:00:00+00:00,43041.8,trailing_stop,4,16,2.04,-0.03,2.01,463.5
2021-05-19 08:00:00+00:00,做空,42268.0,1925.9,4.56,44193.9,37195.8,是,40372.6,1,2021-05-19 16:00:00+00:00,37195.8,take_profit,2,8,2.63,1.65,4.28,467.8
2021-05-20 20:00:00+00:00,做多,40800.0,2717.9,6.66,38082.1,48144.0,否,,,2021-05-21 12:00:00+00:00,41112.2,trailing_stop,4,16,0.11,,0.11,467.9
2021-05-21 20:00:00+00:00,做空,38091.7,2587.6,6.79,40679.2,33520.7,是,36043.1,1,2021-05-22 04:00:00+00:00,33520.7,take_profit,2,8,1.77,0.97,2.74,470.7
2021-05-23 16:00:00+00:00,做空,35501.0,2420.7,6.82,37921.7,31240.9,是,33306.9,1,2021-05-24 00:00:00+00:00,31240.9,take_profit,2,8,1.76,0.85,2.61,473.3
2021-05-24 16:00:00+00:00,做多,36881.4,2386.0,6.47,34495.4,43520.0,是,39563.6,2,2021-05-25 08:00:00+00:00,38724.1,trailing_stop,4,16,0.77,-0.35,0.42,473.7
2021-05-26 12:00:00+00:00,做多,39724.2,2176.8,5.48,37547.4,46874.6,否,,,2021-05-27 04:00:00+00:00,39811.6,trailing_stop,4,16,0.04,,0.04,473.7
2021-05-27 08:00:00+00:00,做空,37804.8,2029.2,5.37,39833.9,33268.2,否,,,2021-05-27 16:00:00+00:00,39833.9,trailing_stop,2,8,-1.0,,-1.0,472.7
2021-05-28 12:00:00+00:00,做空,37201.0,1836.2,4.94,39037.2,32736.9,是,35374.3,1,2021-05-29 04:00:00+00:00,36040.1,trailing_stop,4,16,0.63,-0.36,0.27,473.0
2021-05-29 20:00:00+00:00,做空,34553.6,1788.7,5.18,36342.3,30407.2,否,,,2021-05-30 12:00:00+00:00,34250.4,trailing_stop,4,16,0.17,,0.17,473.2
2021-05-31 16:00:00+00:00,做多,36501.0,1613.9,4.42,34887.1,43071.2,否,,,2021-06-01 08:00:00+00:00,36693.0,trailing_stop,4,16,0.12,,0.12,473.3
2021-06-02 20:00:00+00:00,做多,37550.0,1345.2,3.58,36204.8,44309.0,是,38631.5,4,2021-06-03 20:00:00+00:00,38797.4,trailing_stop,6,24,0.93,0.12,1.05,474.3
2021-06-04 12:00:00+00:00,做空,37350.0,1196.9,3.2,38546.9,32868.0,否,,,2021-06-05 04:00:00+00:00,36150.9,trailing_stop,4,16,1.0,,1.0,475.3
2021-06-08 04:00:00+00:00,做空,35201.9,1031.1,2.93,36232.9,30977.6,是,32797.9,1,2021-06-08 20:00:00+00:00,32515.5,trailing_stop,4,16,2.61,0.27,2.88,478.2
2021-06-09 12:00:00+00:00,做多,33866.1,1190.7,3.52,32675.4,39962.0,是,34933.0,1,2021-06-10 04:00:00+00:00,36473.3,trailing_stop,4,16,2.19,1.29,3.48,481.7
2021-06-10 16:00:00+00:00,做多,37661.7,1248.5,3.32,36413.2,44440.8,否,,,2021-06-11 00:00:00+00:00,36413.2,trailing_stop,2,8,-1.0,,-1.0,480.7
2021-06-12 08:00:00+00:00,做空,35900.0,1201.8,3.35,37101.8,31592.0,否,,,2021-06-13 00:00:00+00:00,35186.8,trailing_stop,4,16,0.59,,0.59,481.3
2021-06-14 00:00:00+00:00,做多,36150.0,1097.4,3.04,35052.6,42657.0,是,38993.7,1,2021-06-14 16:00:00+00:00,39273.9,trailing_stop,4,16,2.85,0.26,3.1,484.4
2021-06-14 20:00:00+00:00,做多,39822.6,1136.9,2.85,38685.7,46990.7,否,,,2021-06-15 12:00:00+00:00,40291.5,trailing_stop,4,16,0.41,,0.41,484.8
2021-06-16 16:00:00+00:00,做空,39500.0,1073.5,2.72,40573.5,34760.0,是,38345.0,3,2021-06-17 08:00:00+00:00,38641.7,trailing_stop,4,16,0.8,-0.28,0.52,485.3
2021-06-18 00:00:00+00:00,做空,38105.0,1019.5,2.68,39124.5,33532.4,否,,,2021-06-18 16:00:00+00:00,37710.4,trailing_stop,4,16,0.39,,0.39,485.7
2021-06-18 20:00:00+00:00,做空,37052.3,1019.1,2.75,38071.5,32606.1,是,35305.2,1,2021-06-19 12:00:00+00:00,35213.7,trailing_stop,4,16,1.8,0.09,1.89,487.6
2021-06-20 16:00:00+00:00,做空,35108.0,982.8,2.8,36090.8,30895.0,否,,,2021-06-21 04:00:00+00:00,36090.8,trailing_stop,3,12,-1.0,,-1.0,486.6
2021-06-21 12:00:00+00:00,做空,33312.0,1058.6,3.18,34370.6,29314.6,是,32513.2,1,2021-06-22 04:00:00+00:00,32195.3,trailing_stop,4,16,1.05,0.3,1.36,488.0
2021-06-23 08:00:00+00:00,做多,33274.0,1308.2,3.93,31965.8,39263.3,否,,,2021-06-24 00:00:00+00:00,34213.7,trailing_stop,4,16,0.72,,0.72,488.7
2021-06-25 00:00:00+00:00,做多,34588.0,1270.1,3.67,33317.9,40813.8,否,,,2021-06-25 16:00:00+00:00,34865.0,trailing_stop,4,16,0.22,,0.22,488.9
2021-06-25 20:00:00+00:00,做空,33248.6,1244.1,3.74,34492.7,29258.8,是,32192.4,1,2021-06-26 12:00:00+00:00,31872.1,trailing_stop,4,16,1.11,0.26,1.36,490.3
2021-06-27 08:00:00+00:00,做多,32720.5,1307.4,4.0,31413.1,38610.2,否,,,2021-06-28 00:00:00+00:00,32908.3,trailing_stop,4,16,0.14,,0.14,490.4
2021-06-28 04:00:00+00:00,做多,33562.0,1223.4,3.65,32338.6,39603.2,是,34390.7,1,2021-06-28 20:00:00+00:00,34667.7,trailing_stop,4,16,0.9,0.23,1.13,491.5
2021-06-29 16:00:00+00:00,做多,35450.0,1176.4,3.32,34273.6,41831.0,是,36375.6,2,2021-06-30 08:00:00+00:00,36034.8,trailing_stop,4,16,0.5,-0.29,0.21,491.7
2021-06-30 20:00:00+00:00,做空,34401.0,1086.4,3.16,35487.4,30272.9,是,33337.6,4,2021-07-01 12:00:00+00:00,34401.0,trailing_stop,4,16,0.0,-0.98,-0.98,490.8
2021-07-03 12:00:00+00:00,做多,33892.7,950.0,2.8,32942.7,39993.4,是,34718.0,3,2021-07-04 04:00:00+00:00,34473.1,trailing_stop,4,16,0.61,-0.26,0.35,491.1
2021-07-04 12:00:00+00:00,做多,34948.2,851.0,2.44,34097.2,41238.8,否,,,2021-07-05 04:00:00+00:00,35258.3,trailing_stop,4,16,0.36,,0.36,491.5
2021-07-05 16:00:00+00:00,做空,34000.0,780.8,2.3,34780.8,29920.0,否,,,2021-07-06 08:00:00+00:00,33422.4,trailing_stop,4,16,0.74,,0.74,492.2
2021-07-06 12:00:00+00:00,做多,34538.0,783.6,2.27,33754.4,40754.8,否,,,2021-07-06 16:00:00+00:00,33754.4,trailing_stop,1,4,-1.0,,-1.0,491.2
2021-07-08 08:00:00+00:00,做空,33756.5,757.6,2.24,34514.1,29705.7,是,32476.4,1,2021-07-09 00:00:00+00:00,32444.8,trailing_stop,4,16,1.73,0.04,1.77,493.0
2021-07-09 20:00:00+00:00,做多,33300.0,734.6,2.21,32565.4,39294.0,否,,,2021-07-10 12:00:00+00:00,33881.3,trailing_stop,4,16,0.79,,0.79,493.8
2021-07-12 04:00:00+00:00,做多,34105.0,624.5,1.83,33480.5,40243.9,否,,,2021-07-12 20:00:00+00:00,34350.5,trailing_stop,4,16,0.39,,0.39,494.2
2021-07-13 00:00:00+00:00,做空,33301.0,627.5,1.88,33928.5,29304.9,否,,,2021-07-13 16:00:00+00:00,32963.7,trailing_stop,4,16,0.54,,0.54,494.7
2021-07-14 08:00:00+00:00,做空,32187.0,621.0,1.93,32808.0,28324.6,否,,,2021-07-14 20:00:00+00:00,32808.0,trailing_stop,3,12,-1.0,,-1.0,493.7
2021-07-15 20:00:00+00:00,做空,31763.1,635.4,2.0,32398.5,27951.6,否,,,2021-07-16 12:00:00+00:00,31457.7,trailing_stop,4,16,0.48,,0.48,494.2
2021-07-16 16:00:00+00:00,做空,31140.0,612.3,1.97,31752.3,27403.2,否,,,2021-07-16 20:00:00+00:00,31752.3,trailing_stop,1,4,-1.0,,-1.0,493.2
2021-07-18 08:00:00+00:00,做多,31945.0,591.6,1.85,31353.4,37695.1,否,,,2021-07-18 20:00:00+00:00,31353.4,trailing_stop,3,12,-1.0,,-1.0,492.2
2021-07-19 20:00:00+00:00,做空,31075.1,567.4,1.83,31642.5,27346.1,是,29582.9,3,2021-07-20 12:00:00+00:00,29736.2,trailing_stop,4,16,2.36,-0.27,2.09,494.3
2021-07-21 12:00:00+00:00,做多,29978.0,584.2,1.95,29393.8,35374.0,是,31500.0,1,2021-07-22 04:00:00+00:00,32591.8,trailing_stop,4,16,4.47,1.87,6.34,500.6
2021-07-24 04:00:00+00:00,做多,32930.0,586.1,1.78,32343.9,38857.4,是,33793.8,2,2021-07-24 20:00:00+00:00,33806.9,trailing_stop,4,16,1.5,0.02,1.52,502.1
2021-07-25 12:00:00+00:00,做多,34471.0,600.8,1.74,33870.2,40675.8,否,,,2021-07-25 20:00:00+00:00,33870.2,trailing_stop,2,8,-1.0,,-1.0,501.1
2021-07-26 04:00:00+00:00,做多,34780.0,596.1,1.71,34183.9,41040.4,是,38276.5,1,2021-07-26 08:00:00+00:00,41040.4,take_profit,1,4,10.5,4.64,15.14,516.3
2021-07-28 08:00:00+00:00,做多,39546.3,1295.9,3.28,38250.4,46664.7,是,40730.0,2,2021-07-29 00:00:00+00:00,40246.0,trailing_stop,4,16,0.54,-0.37,0.17,516.4
2021-07-30 16:00:00+00:00,做空,39365.3,1141.5,2.9,40506.8,34641.5,否,,,2021-07-31 04:00:00+00:00,40506.8,trailing_stop,3,12,-1.0,,-1.0,515.4
2021-08-02 04:00:00+00:00,做空,40567.7,1032.9,2.55,41600.6,35699.6,是,39535.5,3,2021-08-02 20:00:00+00:00,39745.6,trailing_stop,4,16,0.8,-0.2,0.59,516.0
2021-08-03 08:00:00+00:00,做空,38658.0,1040.5,2.69,39698.5,34019.0,否,,,2021-08-04 00:00:00+00:00,38178.9,trailing_stop,4,16,0.46,,0.46,516.5
2021-08-04 20:00:00+00:00,做多,38700.0,952.4,2.46,37747.6,45666.0,是,39745.2,1,2021-08-05 12:00:00+00:00,39499.1,trailing_stop,4,16,0.84,-0.26,0.58,517.1
2021-08-06 00:00:00+00:00,做多,39975.3,979.0,2.45,38996.3,47170.9,否,,,2021-08-06 16:00:00+00:00,40838.2,trailing_stop,4,16,0.88,,0.88,517.9
2021-08-06 20:00:00+00:00,做多,41350.0,1046.6,2.53,40303.4,48793.0,是,42912.1,1,2021-08-07 12:00:00+00:00,43256.7,trailing_stop,4,16,1.82,0.33,2.15,520.1
2021-08-08 04:00:00+00:00,做多,44588.0,1122.1,2.52,43465.9,52613.8,否,,,2021-08-08 20:00:00+00:00,44788.9,trailing_stop,4,16,0.18,,0.18,520.3
2021-08-09 16:00:00+00:00,做多,45197.9,1105.5,2.45,44092.4,53333.5,是,46259.7,3,2021-08-10 08:00:00+00:00,45930.3,trailing_stop,4,16,0.66,-0.3,0.36,520.6
2021-08-11 12:00:00+00:00,做多,46201.0,1096.0,2.37,45105.0,54517.2,否,,,2021-08-12 04:00:00+00:00,46206.3,trailing_stop,4,16,0.0,,0.0,520.6
2021-08-12 12:00:00+00:00,做空,45363.4,1033.3,2.28,46396.7,39919.8,是,44203.4,2,2021-08-13 04:00:00+00:00,44316.6,trailing_stop,4,16,1.01,-0.11,0.9,521.5
2021-08-13 12:00:00+00:00,做多,46023.0,1017.5,2.21,45005.5,54307.1,是,47792.5,4,2021-08-14 08:00:00+00:00,47471.9,trailing_stop,5,20,1.42,-0.32,1.11,522.6
2021-08-15 12:00:00+00:00,做空,46000.0,961.8,2.09,46961.8,40480.0,否,,,2021-08-16 04:00:00+00:00,45960.9,trailing_stop,4,16,0.04,,0.04,522.7
2021-08-16 08:00:00+00:00,做多,47388.8,958.4,2.02,46430.4,55918.7,否,,,2021-08-16 20:00:00+00:00,46430.4,trailing_stop,3,12,-1.0,,-1.0,521.7
2021-08-18 04:00:00+00:00,做空,45240.0,1005.6,2.22,46245.6,39811.2,否,,,2021-08-18 20:00:00+00:00,44730.1,trailing_stop,4,16,0.51,,0.51,522.2
2021-08-19 08:00:00+00:00,做空,44227.3,996.6,2.25,45223.9,38920.0,否,,,2021-08-19 20:00:00+00:00,45223.9,trailing_stop,3,12,-1.0,,-1.0,521.2
2021-08-20 00:00:00+00:00,做多,46050.0,1017.2,2.21,45032.8,54339.0,否,,,2021-08-20 16:00:00+00:00,46991.3,trailing_stop,4,16,0.93,,0.93,522.1
2021-08-20 20:00:00+00:00,做多,47499.9,968.1,2.04,46531.8,56049.9,是,48692.3,1,2021-08-21 12:00:00+00:00,49016.0,trailing_stop,4,16,1.57,0.33,1.9,524.0
2021-08-23 08:00:00+00:00,做多,49556.2,918.1,1.85,48638.1,58476.3,否,,,2021-08-24 00:00:00+00:00,50140.9,trailing_stop,4,16,0.64,,0.64,524.7
2021-08-24 20:00:00+00:00,做空,48801.0,876.8,1.8,49677.8,42944.9,否,,,2021-08-25 12:00:00+00:00,48038.4,trailing_stop,4,16,0.87,,0.87,525.5
2021-08-25 16:00:00+00:00,做空,47600.0,863.1,1.81,48463.1,41888.0,否,,,2021-08-25 20:00:00+00:00,48463.1,trailing_stop,1,4,-1.0,,-1.0,524.5
2021-08-26 12:00:00+00:00,做空,47130.6,915.0,1.94,48045.6,41474.9,否,,,2021-08-27 04:00:00+00:00,46737.5,trailing_stop,4,16,0.43,,0.43,525.0
2021-08-27 20:00:00+00:00,做多,47795.1,921.3,1.93,46873.8,56398.3,是,49084.0,2,2021-08-28 12:00:00+00:00,48872.3,trailing_stop,4,16,1.17,-0.23,0.94,525.9
2021-08-29 08:00:00+00:00,做空,48395.7,823.1,1.7,49218.7,42588.2,否,,,2021-08-30 00:00:00+00:00,48152.8,trailing_stop,4,16,0.29,,0.29,526.2
2021-08-31 04:00:00+00:00,做空,47400.0,805.2,1.7,48205.2,41712.0,否,,,2021-08-31 20:00:00+00:00,47133.6,trailing_stop,4,16,0.33,,0.33,526.5
2021-09-02 00:00:00+00:00,做多,47888.0,805.9,1.68,47082.1,56507.8,是,49616.9,2,2021-09-02 16:00:00+00:00,50017.1,trailing_stop,4,16,2.64,0.5,3.14,529.7
2021-09-06 00:00:00+00:00,做多,50517.3,772.0,1.53,49745.4,59610.5,是,51799.6,1,2021-09-06 16:00:00+00:00,51649.7,trailing_stop,4,16,1.47,-0.19,1.27,530.9
2021-09-07 04:00:00+00:00,做多,52244.0,765.6,1.47,51478.4,61647.9,否,,,2021-09-07 16:00:00+00:00,51478.4,trailing_stop,3,12,-1.0,,-1.0,529.9
2021-09-07 20:00:00+00:00,做空,50500.0,825.1,1.63,51325.1,44440.0,是,46713.1,1,2021-09-08 12:00:00+00:00,46356.5,trailing_stop,4,16,5.02,0.43,5.45,535.4
2021-09-09 20:00:00+00:00,做多,46834.3,1183.8,2.53,45650.5,55264.5,否,,,2021-09-10 12:00:00+00:00,46834.3,trailing_stop,4,16,0.0,,0.0,535.4
2021-09-10 20:00:00+00:00,做空,45622.0,1113.8,2.44,46735.8,40147.4,否,,,2021-09-11 12:00:00+00:00,44676.9,trailing_stop,4,16,0.85,,0.85,536.2
2021-09-12 16:00:00+00:00,做多,45999.0,966.4,2.1,45032.6,54278.8,否,,,2021-09-13 04:00:00+00:00,45032.6,trailing_stop,3,12,-1.0,,-1.0,535.2
2021-09-13 08:00:00+00:00,做空,44746.5,949.2,2.12,45695.8,39376.9,否,,,2021-09-13 20:00:00+00:00,45695.8,trailing_stop,3,12,-1.0,,-1.0,534.2
2021-09-15 04:00:00+00:00,做多,46950.0,995.6,2.12,45954.4,55401.0,是,48255.9,4,2021-09-16 04:00:00+00:00,47902.2,trailing_stop,6,24,0.96,-0.36,0.6,534.8
2021-09-18 12:00:00+00:00,做多,48150.0,848.4,1.76,47301.6,56817.0,否,,,2021-09-19 04:00:00+00:00,48425.8,trailing_stop,4,16,0.33,,0.33,535.2
2021-09-19 16:00:00+00:00,做空,47590.3,767.9,1.61,48358.2,41879.5,是,45552.9,4,2021-09-20 08:00:00+00:00,47223.9,trailing_stop,4,16,0.48,-2.18,-1.7,533.5
2021-09-20 12:00:00+00:00,做空,45111.0,846.0,1.88,45957.0,39697.7,是,43731.4,1,2021-09-21 04:00:00+00:00,42890.8,trailing_stop,4,16,2.62,0.99,3.62,537.1
2021-09-23 00:00:00+00:00,做多,43290.0,1224.5,2.83,42065.5,51082.2,否,,,2021-09-23 16:00:00+00:00,43801.2,trailing_stop,4,16,0.42,,0.42,537.5
2021-09-24 00:00:00+00:00,做多,44413.4,1141.1,2.57,43272.3,52407.9,否,,,2021-09-24 16:00:00+00:00,44563.8,trailing_stop,4,16,0.13,,0.13,537.6
2021-09-26 12:00:00+00:00,做空,41630.3,1104.8,2.65,42735.1,36634.6,否,,,2021-09-26 16:00:00+00:00,42735.1,trailing_stop,1,4,-1.0,,-1.0,536.6
2021-09-27 08:00:00+00:00,做多,43940.0,1139.4,2.59,42800.6,51849.2,否,,,2021-09-28 00:00:00+00:00,43940.0,trailing_stop,4,16,0.0,,0.0,536.6
2021-09-28 04:00:00+00:00,做空,42650.0,1078.6,2.53,43728.6,37532.0,是,41446.3,4,2021-09-28 20:00:00+00:00,42044.3,trailing_stop,4,16,0.56,-0.55,0.01,536.6
2021-09-29 04:00:00+00:00,做空,41100.5,1047.6,2.55,42148.1,36168.5,否,,,2021-09-29 08:00:00+00:00,42148.1,trailing_stop,1,4,-1.0,,-1.0,535.6
2021-09-30 08:00:00+00:00,做多,42576.8,984.5,2.31,41592.3,50240.6,否,,,2021-10-01 00:00:00+00:00,43330.6,trailing_stop,4,16,0.77,,0.77,536.4
2021-10-01 12:00:00+00:00,做多,44100.0,1004.7,2.28,43095.3,52038.0,是,47482.3,1,2021-10-02 04:00:00+00:00,47731.9,trailing_stop,4,16,3.61,0.25,3.86,540.3
2021-10-04 00:00:00+00:00,做多,48270.2,889.4,1.84,47380.8,56958.8,否,,,2021-10-04 08:00:00+00:00,47380.8,trailing_stop,2,8,-1.0,,-1.0,539.3
2021-10-05 00:00:00+00:00,做多,49304.1,941.8,1.91,48362.3,58178.9,否,,,2021-10-05 16:00:00+00:00,49417.1,trailing_stop,4,16,0.12,,0.12,539.4
2021-10-06 00:00:00+00:00,做多,50364.4,953.1,1.89,49411.3,59430.0,否,,,2021-10-06 16:00:00+00:00,51411.5,trailing_stop,4,16,1.1,,1.1,540.5
2021-10-06 20:00:00+00:00,做多,51888.0,963.7,1.86,50924.3,61227.8,是,55078.6,1,2021-10-07 12:00:00+00:00,55335.1,trailing_stop,4,16,3.58,0.27,3.84,544.3
2021-10-08 16:00:00+00:00,做多,55046.9,1113.9,2.02,53932.9,64955.3,否,,,2021-10-09 04:00:00+00:00,53932.9,trailing_stop,3,12,-1.0,,-1.0,543.3
2021-10-10 12:00:00+00:00,做多,55589.0,1041.8,1.87,54547.2,65595.0,否,,,2021-10-11 04:00:00+00:00,55589.0,trailing_stop,4,16,0.0,,0.0,543.3
2021-10-11 20:00:00+00:00,做多,57164.9,1154.4,2.02,56010.5,67454.6,否,,,2021-10-12 12:00:00+00:00,57302.8,trailing_stop,4,16,0.12,,0.12,543.5
2021-10-13 00:00:00+00:00,做空,56060.0,1132.0,2.02,57192.0,49332.8,是,54640.2,3,2021-10-13 16:00:00+00:00,54316.0,trailing_stop,4,16,1.54,0.29,1.83,545.3
2021-10-14 00:00:00+00:00,做多,56624.1,1257.2,2.22,55366.9,66816.4,是,58117.8,2,2021-10-14 16:00:00+00:00,57958.1,trailing_stop,4,16,1.06,-0.13,0.93,546.2
2021-10-15 08:00:00+00:00,做多,58586.7,1192.5,2.04,57394.2,69132.3,是,60090.7,3,2021-10-16 04:00:00+00:00,61349.7,trailing_stop,5,20,2.32,1.06,3.37,549.6
2021-10-18 04:00:00+00:00,做多,61547.6,1164.7,1.89,60382.8,72626.1,否,,,2021-10-18 20:00:00+00:00,62217.6,trailing_stop,4,16,0.58,,0.58,550.2
2021-10-20 00:00:00+00:00,做多,63349.7,1307.5,2.06,62042.2,74752.6,否,,,2021-10-20 16:00:00+00:00,63846.3,trailing_stop,4,16,0.38,,0.38,550.5
2021-10-20 20:00:00+00:00,做多,64500.0,1216.8,1.89,63283.2,76110.0,是,66450.9,1,2021-10-21 12:00:00+00:00,66415.8,trailing_stop,4,16,1.57,-0.03,1.55,552.1
2021-10-21 20:00:00+00:00,做空,63828.0,1368.4,2.14,65196.4,56168.6,是,62260.3,2,2021-10-22 12:00:00+00:00,62705.0,trailing_stop,4,16,0.82,-0.32,0.5,552.6
2021-10-22 20:00:00+00:00,做空,62000.0,1392.0,2.25,63392.0,54560.0,否,,,2021-10-23 12:00:00+00:00,60707.9,trailing_stop,4,16,0.93,,0.93,553.5
2021-10-24 20:00:00+00:00,做空,60213.5,1280.9,2.13,61494.4,52987.9,否,,,2021-10-25 08:00:00+00:00,61494.4,trailing_stop,3,12,-1.0,,-1.0,552.5
2021-10-25 12:00:00+00:00,做多,62288.6,1275.6,2.05,61013.0,73500.6,否,,,2021-10-26 04:00:00+00:00,63158.2,trailing_stop,4,16,0.68,,0.68,553.2
2021-10-27 04:00:00+00:00,做空,61851.4,1124.3,1.82,62975.6,54429.2,是,59999.0,2,2021-10-27 20:00:00+00:00,58427.1,trailing_stop,4,16,3.05,1.4,4.44,557.6
2021-10-28 16:00:00+00:00,做多,60018.9,1184.8,1.97,58834.0,70822.3,否,,,2021-10-29 00:00:00+00:00,58834.0,trailing_stop,2,8,-1.0,,-1.0,556.6
2021-10-31 16:00:00+00:00,做空,60631.2,1211.9,2.0,61843.1,53355.5,否,,,2021-11-01 08:00:00+00:00,60613.9,trailing_stop,4,16,0.01,,0.01,556.7
2021-11-01 12:00:00+00:00,做多,61801.2,1214.3,1.96,60587.0,72925.5,否,,,2021-11-02 00:00:00+00:00,60587.0,trailing_stop,3,12,-1.0,,-1.0,555.7
2021-11-02 16:00:00+00:00,做多,62543.6,1215.8,1.94,61327.8,73801.4,是,64042.7,1,2021-11-03 08:00:00+00:00,63741.7,trailing_stop,4,16,0.99,-0.25,0.74,556.4
2021-11-03 20:00:00+00:00,做空,62651.3,1172.2,1.87,63823.6,55133.2,否,,,2021-11-04 12:00:00+00:00,60886.1,trailing_stop,4,16,1.51,,1.51,557.9
2021-11-06 16:00:00+00:00,做空,60517.4,1091.7,1.8,61609.1,53255.3,否,,,2021-11-07 08:00:00+00:00,60517.4,trailing_stop,4,16,0.0,,0.0,557.9
2021-11-08 04:00:00+00:00,做多,62560.9,961.0,1.54,61599.9,73821.9,是,65275.0,1,2021-11-08 20:00:00+00:00,66018.5,trailing_stop,4,16,3.6,0.77,4.37,562.3
