序号,信号时间,方向,6K极值,回调高点,是否有回调高点,回调高点偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
1317,2025-12-23 12:00,做空,87738.3,88665.3,是,1.057,1146.82,1.307,87531.3,86976.6,88342.0,未成交,确认,88665.3,89009.35,78025.46,2025-12-25 04:00,87828.99,10,-0.109,KAMA跟踪止损,是,86868.1,否,2.61,0.36,2.61,-0.109,2025
1318,2025-12-25 20:00,做多,88033.3,87933.5,是,0.113,964.23,1.095,88338.9,87360.7,88594.0,成交,弱突破,87933.5,87644.23,107278.87,2025-12-25 20:00,88338.9,0,0.42,弱突破平仓,否,,是,0.0,0.0,,,2025
1319,2025-12-26 04:00,做空,87219.0,87219.0,是,0.0,953.99,1.094,87182.8,86902.1,88139.2,成交,弱突破,87219.0,87505.2,76752.72,2025-12-26 04:00,87182.8,0,0.038,弱突破平仓,否,,是,0.0,0.0,,,2025
1320,2025-12-26 08:00,做多,88594.0,88594.0,是,0.0,968.14,1.093,88796.2,86824.8,89432.0,成交,弱突破,88594.0,88303.56,108084.68,2025-12-26 08:00,88796.2,0,0.209,弱突破平仓,否,,是,0.0,0.0,,,2025
1321,2025-12-28 04:00,做多,87750.0,87634.9,是,0.131,877.17,1.0,87829.4,87455.5,87956.9,成交,弱突破,87634.9,87371.75,106914.58,2025-12-28 04:00,87829.4,0,0.222,弱突破平仓,否,,是,0.0,0.0,,,2025
1322,2025-12-29 08:00,做多,88078.3,88078.3,是,0.0,730.13,0.829,90091.6,87778.5,90156.5,成交,确认,88078.3,87859.26,107455.53,2025-12-29 16:00,87859.26,2,-2.661,前3K止损,是,89583.0,是,2.61,-0.63,,,2025
1323,2025-12-30 20:00,做多,88190.6,87968.1,是,0.252,846.62,0.96,88966.8,87788.2,89126.0,成交,确认,87968.1,87714.11,107321.08,2025-12-31 12:00,88411.6,4,0.524,KAMA跟踪止损,否,,否,1.58,-0.15,,,2025
1324,2026-01-01 00:00,做空,87729.2,88134.9,是,0.462,871.23,0.993,87515.0,87350.5,88024.3,未成交,确认,88134.9,88396.27,77558.71,2026-01-02 00:00,88134.9,6,0.0,KAMA跟踪止损,否,,否,1.07,-0.39,1.07,0.0,2025
1325,2026-01-02 04:00,做多,88475.8,88065.0,是,0.464,756.76,0.855,88800.0,88193.2,88881.4,未成交,确认,88065.0,87837.97,107439.3,2026-01-02 20:00,88737.12,4,-0.065,KAMA跟踪止损,是,89458.3,否,2.34,0.29,2.34,-0.065,2026
1326,2026-01-04 04:00,做多,90456.0,90456.0,是,0.0,800.25,0.885,90595.8,89972.9,90716.9,成交,弱突破,90456.0,90215.92,110356.32,2026-01-04 04:00,90595.8,0,0.175,弱突破平仓,否,,是,0.0,0.0,,,2026
1327,2026-01-04 08:00,做多,90716.9,90456.0,是,0.288,797.44,0.879,91192.7,90595.7,91597.6,未成交,确认,90456.0,90216.77,110356.32,2026-01-07 00:00,93197.91,16,3.893,KAMA跟踪止损,是,92835.2,否,4.76,0.37,4.76,3.893,2026
1328,2026-01-08 12:00,做空,90555.1,,否,,1016.58,1.123,90509.9,89588.1,91157.6,成交,弱突破,90555.1,90860.07,79688.49,2026-01-08 12:00,90509.9,0,0.044,弱突破平仓,否,,是,0.0,0.0,,,2026
1329,2026-01-11 20:00,做多,90818.0,90708.0,是,0.121,786.51,0.866,90834.1,90650.0,91143.1,成交,弱突破,90708.0,90472.05,110663.76,2026-01-11 20:00,90834.1,0,0.16,弱突破平仓,否,,是,0.0,0.0,,,2026
1330,2026-01-12 08:00,做多,91252.5,,否,,768.37,0.842,91766.2,90642.0,92488.0,成交,确认,91252.5,91021.99,111328.05,2026-01-12 16:00,91021.99,2,-0.3,前3K止损,否,,是,1.09,-1.02,,,2026
1331,2026-01-13 20:00,做多,92676.6,92299.0,是,0.407,897.07,0.968,93407.9,91700.6,93408.0,成交,确认,92299.0,92029.88,112604.78,2026-01-15 20:00,95879.35,12,5.886,KAMA跟踪止损,是,94179.5,否,6.1,0.77,,,2026
1332,2026-01-16 20:00,做空,95080.0,95089.0,是,0.009,1072.79,1.128,94537.5,94234.5,95763.0,成交,确认,95089.0,95410.84,83678.32,2026-01-17 04:00,95410.84,2,-0.3,前3K止损,否,,是,0.67,-0.48,,,2026
1333,2026-01-19 04:00,做空,94819.5,94819.5,是,0.0,770.59,0.813,93614.0,93550.3,95490.0,成交,确认,94819.5,95050.68,83441.16,2026-01-21 20:00,89741.66,16,10.372,KAMA跟踪止损,是,92656.6,否,7.42,1.27,,,2026
1334,2026-01-25 08:00,做空,89116.9,89383.5,是,0.299,890.82,1.0,88920.0,88800.0,89281.6,未成交,确认,89383.5,89650.75,78657.48,2026-01-26 08:00,87498.98,6,0.948,KAMA跟踪止损,是,86459.4,否,3.76,0.36,3.76,0.948,2026
1335,2026-01-28 04:00,做多,88983.3,88983.3,是,0.0,979.42,1.101,89197.8,88335.6,89499.0,成交,弱突破,88983.3,88689.47,108559.63,2026-01-28 04:00,89197.8,0,0.219,弱突破平仓,否,,是,0.0,0.0,,,2026
1336,2026-01-28 16:00,做多,89499.0,89499.0,是,0.0,946.02,1.057,90036.9,88831.9,90122.0,成交,确认,89499.0,89215.19,109188.78,2026-01-28 20:00,89215.19,1,-0.3,前3K止损,否,,是,1.06,-0.72,,,2026
1337,2026-01-29 08:00,做空,88786.0,88831.9,是,0.052,1027.14,1.157,88003.2,87650.1,89316.8,成交,确认,88831.9,89140.04,78172.07,2026-01-31 00:00,83974.14,10,5.629,KAMA跟踪止损,是,84898.0,否,8.82,0.42,,,2026
1338,2026-01-31 20:00,做空,81832.0,81832.0,是,0.0,1285.88,1.571,81268.6,80754.3,83115.3,成交,弱突破,81832.0,82217.76,72012.16,2026-01-31 20:00,81268.6,0,0.438,弱突破平仓,否,,是,0.0,0.0,,,2026
1339,2026-02-01 00:00,做空,80754.3,81832.0,是,1.335,1339.64,1.659,77707.9,75500.0,82200.0,成交,确认,81832.0,82233.89,72012.16,2026-02-02 20:00,77985.09,11,3.41,KAMA跟踪止损,是,78706.8,否,8.89,2.98,,,2026
1340,2026-02-04 00:00,做空,77000.5,77566.5,是,0.735,1582.76,2.056,74893.8,72889.2,78101.5,成交,确认,77566.5,78041.33,68258.52,2026-02-05 20:00,68258.52,11,9.576,止盈,是,74107.0,否,14.05,0.79,,,2026
1341,2026-02-06 00:00,做空,66666.0,,否,,1918.14,2.877,65237.4,65160.0,68667.4,成交,确认,66666.0,67241.44,58666.08,2026-02-06 16:00,65340.71,4,-0.598,KAMA跟踪止损,是,62868.1,否,10.3,-0.18,,,2026
1342,2026-02-07 00:00,做多,69157.9,68667.4,是,0.709,2344.64,3.39,70675.5,68348.0,71451.6,成交,确认,68667.4,67964.01,83774.23,2026-02-07 12:00,67964.01,3,-0.3,前3K止损,否,,是,4.44,-2.06,,,2026
1343,2026-02-08 16:00,做多,70000.0,69887.7,是,0.16,2088.04,2.983,70954.0,69467.9,71199.9,成交,确认,69887.7,69261.29,85262.99,2026-02-09 16:00,69887.7,6,0.0,KAMA跟踪止损,否,,否,3.45,-2.17,,,2026
