序号,信号时间,方向,6K极值,回调高点,是否有回调高点,回调高点偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
705,2023-01-04 08:00,做多,16774.0,16764.9,是,0.054,89.7,0.535,16855.9,16645.7,16870.0,成交,确认,16764.9,16737.99,20453.18,2023-01-05 20:00,16766.84,9,0.022,KAMA跟踪止损,否,,否,1.31,-0.15,,,2023
706,2023-01-06 16:00,做空,16740.4,16794.0,是,0.32,90.12,0.538,16731.4,16685.2,16805.3,成交,确认,16794.0,16821.04,14778.72,2023-01-06 20:00,16821.04,1,-0.3,前3K止损,否,,是,0.77,-0.29,,,2023
707,2023-01-07 00:00,做多,16867.8,16865.0,是,0.017,95.95,0.569,16932.6,16801.6,16960.0,成交,确认,16865.0,16836.22,20575.3,2023-01-10 04:00,17124.63,19,2.705,KAMA跟踪止损,是,17124.7,否,3.1,0.09,,,2023
708,2023-01-11 00:00,做多,17387.8,17302.3,是,0.492,100.23,0.576,17424.1,17273.3,17448.0,成交,确认,17302.3,17272.23,21108.81,2023-01-14 08:00,21108.81,20,73.581,止盈,是,17540.6,否,24.52,0.02,,,2023
709,2023-01-16 08:00,做多,21073.8,21012.0,是,0.293,338.38,1.606,21084.3,20780.2,21449.3,成交,弱突破,21012.0,20910.49,25634.64,2023-01-16 08:00,21084.3,0,0.214,弱突破平仓,否,,是,0.0,0.0,,,2023
710,2023-01-21 00:00,做多,21250.0,21223.2,是,0.126,319.6,1.504,21494.2,21136.1,21535.0,成交,确认,21223.2,21127.32,25892.3,2023-01-22 04:00,22729.49,7,4.927,KAMA跟踪止损,是,22661.1,否,10.21,1.28,,,2023
711,2023-01-25 04:00,做空,22677.9,22756.1,是,0.345,358.71,1.582,22627.4,22450.0,23073.6,成交,弱突破,22756.1,22863.71,20025.37,2023-01-25 04:00,22627.4,0,0.359,弱突破平仓,否,,是,0.0,0.0,,,2023
712,2023-01-27 08:00,做空,22843.8,22843.8,是,0.0,357.94,1.567,22762.2,22516.6,23068.7,成交,弱突破,22843.8,22951.18,20102.54,2023-01-27 08:00,22762.2,0,0.228,弱突破平仓,否,,是,0.0,0.0,,,2023
713,2023-01-28 00:00,做多,23161.0,23161.0,是,0.0,355.23,1.534,23246.7,22919.0,23280.2,成交,弱突破,23161.0,23054.43,28256.42,2023-01-28 00:00,23246.7,0,0.241,弱突破平仓,否,,是,0.0,0.0,,,2023
714,2023-01-29 08:00,做多,23185.0,23124.3,是,0.262,304.24,1.312,23190.0,22961.5,23520.0,成交,弱突破,23124.3,23033.03,28211.65,2023-01-29 08:00,23190.0,0,0.216,弱突破平仓,否,,是,0.0,0.0,,,2023
715,2023-01-30 00:00,做多,23680.0,,否,,318.63,1.346,23896.6,23473.7,23962.7,成交,确认,23680.0,23584.41,28889.6,2023-01-30 08:00,23584.41,2,-0.3,前3K止损,否,,是,0.97,-0.47,,,2023
716,2023-01-30 16:00,做空,23151.0,23473.7,是,1.394,314.07,1.357,23075.2,23001.0,23678.6,成交,确认,23473.7,23567.92,20656.86,2023-02-01 04:00,23232.55,9,-0.661,KAMA跟踪止损,是,22783.7,否,4.22,0.61,,,2023
717,2023-02-02 00:00,做多,23330.0,23160.4,是,0.727,304.7,1.306,23379.9,22747.0,23495.0,成交,确认,23160.4,23068.99,28255.69,2023-02-02 20:00,23551.36,5,0.697,KAMA跟踪止损,是,23730.0,否,4.84,0.69,,,2023
718,2023-02-05 20:00,做空,23211.0,23211.0,是,0.0,262.58,1.131,23094.2,23000.0,23373.6,成交,弱突破,23211.0,23289.77,20425.68,2023-02-05 20:00,23094.2,0,0.445,弱突破平仓,否,,是,0.0,0.0,,,2023
719,2023-02-06 00:00,做空,23000.0,23211.0,是,0.917,268.13,1.166,22889.5,22741.0,23155.5,未成交,确认,23211.0,23291.44,20425.68,2023-02-07 00:00,23057.83,6,0.571,KAMA跟踪止损,否,,否,2.63,0.22,2.63,0.571,2023
720,2023-02-09 08:00,做空,22662.9,,否,,263.88,1.164,22511.6,22407.5,23007.8,成交,确认,22662.9,22742.07,19943.35,2023-02-09 16:00,22742.07,2,-0.3,前3K止损,否,,是,1.42,-0.45,,,2023
721,2023-02-10 00:00,做空,22341.1,22341.1,是,0.0,278.4,1.246,22027.3,21862.1,22614.7,成交,确认,22341.1,22424.62,19660.17,2023-02-12 04:00,21806.49,13,1.873,KAMA跟踪止损,是,21793.4,否,4.19,1.19,,,2023
722,2023-02-13 16:00,做空,21606.0,,否,,237.24,1.098,21595.9,21410.0,21865.1,成交,弱突破,21606.0,21677.17,19013.28,2023-02-13 16:00,21595.9,0,0.043,弱突破平仓,否,,是,0.0,0.0,,,2023
723,2023-02-14 20:00,做多,21880.0,21840.0,是,0.183,235.79,1.078,22033.3,21485.2,22320.0,成交,确认,21840.0,21769.26,26644.8,2023-02-17 04:00,24634.22,14,22.188,KAMA跟踪止损,是,22196.7,否,15.8,0.32,,,2023
724,2023-02-19 20:00,做多,24887.5,24887.5,是,0.0,379.44,1.525,24929.7,24655.7,25073.5,成交,弱突破,24887.5,24773.67,30362.75,2023-02-19 20:00,24929.7,0,0.111,弱突破平仓,否,,是,0.0,0.0,,,2023
725,2023-02-20 00:00,做空,24516.7,24553.6,是,0.151,381.35,1.555,24512.5,24259.2,25200.0,成交,弱突破,24553.6,24668.01,21607.17,2023-02-20 00:00,24512.5,0,0.108,弱突破平仓,否,,是,0.0,0.0,,,2023
726,2023-02-22 20:00,做空,23851.5,23851.5,是,0.0,420.68,1.764,23707.8,23621.0,24231.7,成交,弱突破,23851.5,23977.7,20989.32,2023-02-22 20:00,23707.8,0,0.342,弱突破平仓,否,,是,0.0,0.0,,,2023
727,2023-02-24 20:00,做空,23590.0,23750.0,是,0.678,411.1,1.743,23337.2,23310.5,24029.3,成交,确认,23750.0,23873.33,20900.0,2023-02-26 04:00,23149.0,8,1.257,KAMA跟踪止损,是,23064.9,否,4.42,1.73,,,2023
728,2023-02-26 16:00,做多,23243.2,23147.6,是,0.411,358.92,1.544,23244.2,23102.8,23286.5,成交,弱突破,23147.6,23039.92,28240.07,2023-02-26 16:00,23244.2,0,0.269,弱突破平仓,否,,是,0.0,0.0,,,2023
729,2023-02-27 00:00,做多,23332.4,,否,,343.5,1.472,23491.0,23130.0,23533.0,成交,弱突破,23332.4,23229.35,28465.53,2023-02-27 00:00,23491.0,0,0.462,弱突破平仓,否,,是,0.0,0.0,,,2023
730,2023-02-27 04:00,做多,23533.0,,否,,346.47,1.472,23545.3,23310.0,23675.0,成交,弱突破,23533.0,23429.06,28710.26,2023-02-27 04:00,23545.3,0,0.036,弱突破平仓,否,,是,0.0,0.0,,,2023
731,2023-03-01 12:00,做多,23592.8,23592.8,是,0.0,338.1,1.433,23709.6,23414.8,23852.6,成交,弱突破,23592.8,23491.37,28783.22,2023-03-01 12:00,23709.6,0,0.345,弱突破平仓,否,,是,0.0,0.0,,,2023
732,2023-03-03 08:00,做空,23183.0,23183.0,是,0.0,318.3,1.373,22306.3,21883.2,23468.5,成交,确认,23183.0,23278.49,20401.04,2023-03-05 08:00,22370.49,12,2.481,KAMA跟踪止损,是,22347.8,否,4.58,2.3,,,2023
733,2023-03-09 04:00,做空,21800.0,21800.0,是,0.0,254.84,1.169,21695.4,21540.5,22127.4,成交,弱突破,21800.0,21876.45,19184.0,2023-03-09 04:00,21695.4,0,0.41,弱突破平仓,否,,是,0.0,0.0,,,2023
734,2023-03-10 00:00,做空,21511.1,21540.5,是,0.137,256.01,1.19,20845.6,20750.0,21666.4,成交,确认,21540.5,21617.3,18955.64,2023-03-10 20:00,20190.0,5,5.893,KAMA跟踪止损,是,20348.3,否,9.37,3.17,,,2023
735,2023-03-11 08:00,做多,20351.8,20351.8,是,0.0,359.41,1.766,20381.2,20124.8,20674.5,成交,弱突破,20351.8,20243.98,24829.2,2023-03-11 08:00,20381.2,0,0.082,弱突破平仓,否,,是,0.0,0.0,,,2023
736,2023-03-13 00:00,做多,20531.0,20490.0,是,0.2,335.47,1.634,20770.5,20332.5,21350.0,成交,确认,20490.0,20389.36,24997.8,2023-03-14 20:00,24997.8,11,22.415,止盈,是,21986.2,否,29.28,1.27,,,2023
737,2023-03-17 08:00,做多,25167.9,,否,,649.42,2.58,25769.9,24875.3,25896.5,成交,确认,25167.9,24973.07,30704.84,2023-03-19 00:00,27000.18,10,2.954,KAMA跟踪止损,是,26914.1,否,10.31,1.87,,,2023
738,2023-03-20 00:00,做多,27799.9,27453.3,是,1.247,649.02,2.335,28245.3,27456.0,28383.6,未成交,确认,27453.3,27258.6,33493.03,2023-03-20 08:00,27258.6,2,-0.3,前3K止损,否,,是,3.44,-1.21,3.44,-0.3,2023
739,2023-03-22 20:00,做多,28460.0,28286.3,是,0.61,591.14,2.077,28586.2,28090.4,28758.1,成交,确认,28286.3,28108.96,34509.29,2023-03-23 00:00,28108.96,1,-0.3,前3K止损,否,,是,2.1,-5.89,,,2023
740,2023-03-26 16:00,做多,27788.0,27721.0,是,0.241,547.09,1.969,27852.1,27460.9,27991.5,成交,弱突破,27721.0,27556.87,33819.62,2023-03-26 16:00,27852.1,0,0.24,弱突破平仓,否,,是,0.0,0.0,,,2023
741,2023-03-27 20:00,做空,27590.6,27590.6,是,0.0,492.39,1.785,26887.3,26480.0,27917.4,成交,确认,27590.6,27738.32,24279.73,2023-03-29 00:00,27319.06,7,0.551,KAMA跟踪止损,否,,否,3.55,0.33,,,2023
742,2023-03-29 12:00,做多,27500.0,27500.0,是,0.0,497.29,1.808,28077.7,27333.7,28210.7,成交,确认,27500.0,27350.81,33550.0,2023-03-30 20:00,28370.09,8,1.795,KAMA跟踪止损,是,28347.5,否,6.13,1.91,,,2023
743,2023-03-31 00:00,做空,28066.0,28066.0,是,0.0,505.51,1.801,27971.3,27654.1,28285.1,成交,弱突破,28066.0,28217.65,24698.08,2023-03-31 00:00,27971.3,0,0.187,弱突破平仓,否,,是,0.0,0.0,,,2023
744,2023-04-02 20:00,做空,28180.0,28259.2,是,0.281,390.69,1.386,28110.2,28022.0,28352.5,成交,弱突破,28259.2,28376.41,24868.1,2023-04-02 20:00,28110.2,0,0.381,弱突破平仓,否,,是,0.0,0.0,,,2023
745,2023-04-03 00:00,做空,28022.0,28259.2,是,0.846,387.68,1.383,27933.7,27820.0,28218.2,未成交,确认,28259.2,28375.5,24868.1,2023-04-03 16:00,28143.96,4,0.297,KAMA跟踪止损,否,,否,2.5,-0.99,2.5,0.297,2023
746,2023-04-05 08:00,做多,28450.0,28392.5,是,0.202,415.81,1.462,28536.1,28085.8,28800.0,成交,弱突破,28392.5,28267.76,34638.85,2023-04-05 08:00,28536.1,0,0.345,弱突破平仓,否,,是,0.0,0.0,,,2023
747,2023-04-08 12:00,做多,28069.9,27981.1,是,0.316,329.17,1.173,28073.8,27954.0,28153.6,成交,弱突破,27981.1,27882.35,34136.94,2023-04-08 12:00,28073.8,0,0.282,弱突破平仓,否,,是,0.0,0.0,,,2023
748,2023-04-10 00:00,做多,28078.1,28055.0,是,0.082,268.59,0.957,28132.4,27860.3,28290.6,成交,弱突破,28055.0,27974.42,34227.1,2023-04-10 00:00,28132.4,0,0.288,弱突破平仓,否,,是,0.0,0.0,,,2023
749,2023-04-10 04:00,做多,28290.6,28055.0,是,0.833,276.68,0.978,28309.4,28077.1,28539.1,未成交,确认,28055.0,27972.0,34227.1,2023-04-12 04:00,30005.59,12,10.089,KAMA跟踪止损,是,29164.9,否,8.94,0.35,8.94,10.089,2023
750,2023-04-14 08:00,做多,30648.9,30648.9,是,0.0,357.3,1.166,30684.6,30293.0,30950.0,成交,弱突破,30648.9,30541.71,37391.66,2023-04-14 08:00,30684.6,0,0.1,弱突破平仓,否,,是,0.0,0.0,,,2023
751,2023-04-17 08:00,做空,30102.0,30142.5,是,0.135,292.76,0.973,29966.5,29714.1,30307.4,成交,确认,30142.5,30230.33,26525.4,2023-04-18 12:00,29677.49,7,1.181,KAMA跟踪止损,是,29558.1,否,3.53,0.49,,,2023
752,2023-04-18 16:00,做多,29913.6,29565.0,是,1.165,315.81,1.056,30369.7,29678.2,30378.0,未成交,确认,29565.0,29470.26,36069.3,2023-04-19 16:00,29798.7,6,-0.436,KAMA跟踪止损,是,30170.2,否,3.09,-2.59,3.09,-0.436,2023
753,2023-04-20 04:00,做空,28800.0,28800.0,是,0.0,384.97,1.337,28795.1,28557.3,29309.7,成交,弱突破,28800.0,28915.49,25344.0,2023-04-20 04:00,28795.1,0,0.013,弱突破平仓,否,,是,0.0,0.0,,,2023
754,2023-04-20 20:00,做空,28520.2,28520.2,是,0.0,398.37,1.397,28492.3,28300.0,28940.0,成交,弱突破,28520.2,28639.71,25097.78,2023-04-20 20:00,28492.3,0,0.07,弱突破平仓,否,,是,0.0,0.0,,,2023
755,2023-04-21 00:00,做空,28300.0,28520.2,是,0.778,410.46,1.45,28091.2,27983.0,28650.0,成交,确认,28520.2,28643.34,25097.78,2023-04-21 20:00,28295.99,5,0.546,KAMA跟踪止损,否,,否,2.53,0.53,,,2023
756,2023-04-22 00:00,做空,27800.0,27800.0,是,0.0,411.44,1.48,27273.6,27188.0,28086.4,成交,确认,27800.0,27923.43,24464.0,2023-04-22 20:00,27516.3,5,0.69,KAMA跟踪止损,否,,否,2.52,0.88,,,2023
757,2023-04-23 04:00,做多,27780.0,27400.0,是,1.368,387.3,1.394,27807.2,27554.6,27888.0,未成交,确认,27400.0,27283.81,33428.0,2023-04-23 20:00,27544.89,4,0.374,KAMA跟踪止损,否,,否,1.49,-0.44,1.49,0.374,2023
758,2023-04-26 00:00,做多,27583.6,27583.6,是,0.0,370.94,1.345,27596.1,27302.4,27787.5,成交,弱突破,27583.6,27472.32,33651.99,2023-04-26 00:00,27596.1,0,0.034,弱突破平仓,否,,是,0.0,0.0,,,2023
759,2023-04-26 04:00,做多,27787.5,27583.6,是,0.734,376.65,1.355,28286.7,27596.2,28379.9,未成交,确认,27583.6,27470.6,33651.99,2023-04-27 00:00,28595.84,5,3.483,KAMA跟踪止损,是,28296.2,否,8.94,0.22,8.94,3.483,2023
760,2023-04-30 20:00,做多,29385.0,29300.0,是,0.289,409.93,1.395,29644.2,29169.9,29950.0,成交,确认,29300.0,29177.02,35746.0,2023-05-01 04:00,29177.02,2,-0.3,前3K止损,否,,是,1.91,-0.53,,,2023
761,2023-05-01 08:00,做空,29067.4,29150.0,是,0.284,434.3,1.494,28545.6,28333.0,29325.5,成交,确认,29150.0,29280.29,25652.0,2023-05-02 20:00,28367.58,9,1.32,KAMA跟踪止损,是,28158.3,否,5.15,1.28,,,2023
762,2023-05-04 04:00,做多,28820.0,28820.0,是,0.0,435.07,1.51,29018.4,28267.3,29258.4,成交,弱突破,28820.0,28689.48,35160.4,2023-05-04 04:00,29018.4,0,0.456,弱突破平仓,否,,是,0.0,0.0,,,2023
763,2023-05-06 20:00,做空,28618.3,29304.0,是,2.396,408.78,1.428,28557.9,28333.0,29266.7,未成交,确认,29304.0,29426.63,25787.52,2023-05-07 12:00,28933.65,4,0.906,KAMA跟踪止损,否,,否,2.68,0.57,2.68,0.906,2023
764,2023-05-08 04:00,做空,28620.2,28691.2,是,0.248,391.2,1.367,28419.4,28370.0,28947.7,成交,确认,28691.2,28808.56,25248.26,2023-05-10 04:00,27757.0,12,2.901,KAMA跟踪止损,是,27957.8,否,5.02,0.23,,,2023
765,2023-05-10 20:00,做多,27848.7,27848.7,是,0.0,371.51,1.334,28141.2,27623.4,28297.0,成交,确认,27848.7,27737.25,33975.41,2023-05-11 00:00,27737.25,1,-0.3,前3K止损,否,,是,1.58,-4.24,,,2023
766,2023-05-12 08:00,做空,26688.8,,否,,440.38,1.65,26574.8,26515.0,27090.0,成交,弱突破,26688.8,26820.91,23486.14,2023-05-12 08:00,26574.8,0,0.259,弱突破平仓,否,,是,0.0,0.0,,,2023
767,2023-05-12 12:00,做空,26515.0,,否,,447.11,1.686,26294.1,26100.1,26699.2,成交,弱突破,26515.0,26649.13,23333.2,2023-05-12 12:00,26294.1,0,0.494,弱突破平仓,否,,是,0.0,0.0,,,2023
768,2023-05-14 20:00,做多,27051.5,26928.6,是,0.454,360.37,1.332,27071.4,26730.0,27200.0,成交,弱突破,26928.6,26820.49,32852.89,2023-05-14 20:00,27071.4,0,0.396,弱突破平仓,否,,是,0.0,0.0,,,2023
769,2023-05-15 08:00,做多,27200.0,27200.0,是,0.0,350.75,1.29,27216.3,26694.4,27279.0,成交,弱突破,27200.0,27094.78,33184.0,2023-05-15 08:00,27216.3,0,0.046,弱突破平仓,否,,是,0.0,0.0,,,2023
770,2023-05-15 12:00,做多,27279.0,27200.0,是,0.29,362.44,1.329,27398.6,27165.1,27550.0,成交,确认,27200.0,27091.27,33184.0,2023-05-16 04:00,27200.0,4,0.0,KAMA跟踪止损,否,,否,1.65,-0.37,,,2023
771,2023-05-17 12:00,做空,26862.0,26862.0,是,0.0,328.81,1.224,26831.9,26700.0,27092.4,成交,弱突破,26862.0,26960.64,23638.56,2023-05-17 12:00,26831.9,0,0.092,弱突破平仓,否,,是,0.0,0.0,,,2023
772,2023-05-17 16:00,做空,26700.0,26862.0,是,0.607,331.99,1.243,26626.5,26558.0,26907.5,成交,确认,26862.0,26961.6,23638.56,2023-05-18 00:00,26961.6,2,-0.3,前3K止损,否,,是,1.25,-2.16,,,2023
773,2023-05-19 00:00,做空,26730.0,26730.0,是,0.0,331.83,1.241,26719.3,26335.3,27100.0,成交,弱突破,26730.0,26829.55,23522.4,2023-05-19 00:00,26719.3,0,0.032,弱突破平仓,否,,是,0.0,0.0,,,2023
774,2023-05-21 00:00,做多,26969.8,26913.7,是,0.208,276.85,1.027,27054.3,26900.1,27144.4,成交,确认,26913.7,26830.65,32834.71,2023-05-21 16:00,27012.36,4,0.356,KAMA跟踪止损,否,,否,1.39,-0.61,,,2023
775,2023-05-22 04:00,做空,26750.0,26750.0,是,0.0,253.63,0.948,26732.8,26642.0,26915.0,成交,弱突破,26750.0,26826.09,23540.0,2023-05-22 04:00,26732.8,0,0.068,弱突破平仓,否,,是,0.0,0.0,,,2023
776,2023-05-22 08:00,做空,26642.0,26750.0,是,0.405,254.6,0.956,26637.7,26500.0,26772.4,成交,弱突破,26750.0,26826.38,23540.0,2023-05-22 08:00,26637.7,0,0.441,弱突破平仓,否,,是,0.0,0.0,,,2023
777,2023-05-23 08:00,做多,27097.8,27097.8,是,0.0,247.75,0.914,27354.6,26782.6,27430.0,成交,确认,27097.8,27023.48,33059.32,2023-05-24 00:00,27103.92,4,0.025,KAMA跟踪止损,否,,否,1.59,-0.07,,,2023
778,2023-05-24 08:00,做空,26782.6,26782.6,是,0.0,251.45,0.939,26770.0,26644.2,27212.9,成交,弱突破,26782.6,26858.04,23568.69,2023-05-24 08:00,26770.0,0,0.05,弱突破平仓,否,,是,0.0,0.0,,,2023
779,2023-05-24 20:00,做空,26566.5,,否,,262.02,0.986,26306.9,26060.0,26731.7,成交,确认,26566.5,26645.11,23378.52,2023-05-25 20:00,26406.18,6,-0.286,KAMA跟踪止损,是,26171.0,否,2.7,0.29,,,2023
780,2023-05-26 20:00,做多,26644.0,26545.8,是,0.369,271.56,1.019,26737.5,26342.9,26925.0,成交,确认,26545.8,26464.33,32385.88,2023-05-27 20:00,26586.75,6,0.151,KAMA跟踪止损,否,,否,1.07,-0.06,,,2023
781,2023-05-28 08:00,做多,26890.0,26776.4,是,0.422,246.74,0.918,27174.4,26746.0,27240.5,成交,确认,26776.4,26702.38,32667.21,2023-05-29 20:00,27724.61,9,5.892,KAMA跟踪止损,是,27218.9,否,6.22,1.14,,,2023
782,2023-05-30 16:00,做多,27966.7,27945.4,是,0.076,292.24,1.045,28005.9,27697.1,28038.6,成交,弱突破,27945.4,27857.73,34093.39,2023-05-30 16:00,28005.9,0,0.207,弱突破平仓,否,,是,0.0,0.0,,,2023
783,2023-05-31 12:00,做空,27530.0,27530.0,是,0.0,295.89,1.075,27150.4,26942.0,27668.7,成交,确认,27530.0,27618.77,24226.4,2023-06-02 12:00,27136.73,12,0.529,KAMA跟踪止损,是,26900.1,否,3.82,0.66,,,2023
784,2023-06-03 20:00,做多,27290.0,27230.4,是,0.218,284.0,1.041,27292.7,27110.0,27340.2,成交,弱突破,27230.4,27145.2,33221.09,2023-06-03 20:00,27292.7,0,0.219,弱突破平仓,否,,是,0.0,0.0,,,2023
785,2023-06-05 08:00,做空,26935.3,27110.0,是,0.649,254.61,0.945,26835.9,26755.0,27125.0,成交,确认,27110.0,27186.38,23856.8,2023-06-06 20:00,25848.69,9,5.516,KAMA跟踪止损,是,25991.9,否,6.6,0.92,,,2023
786,2023-06-07 00:00,做多,26139.0,25850.0,是,1.106,310.7,1.189,27073.2,26051.2,27238.9,未成交,确认,25850.0,25756.79,31537.0,2023-06-08 04:00,26161.77,7,-2.407,KAMA跟踪止损,是,27221.5,否,5.97,1.01,5.97,-2.407,2023
787,2023-06-10 12:00,做空,26250.0,26411.4,是,0.615,320.89,1.222,25637.2,25445.0,26340.1,未成交,确认,26411.4,26507.67,23242.03,2023-06-12 00:00,25847.98,9,1.353,KAMA跟踪止损,是,25718.7,否,4.21,1.01,4.21,1.353,2023
788,2023-06-13 16:00,做多,26155.5,25983.2,是,0.659,308.09,1.178,26178.1,26044.9,26284.7,未成交,确认,25983.2,25890.77,31699.5,2023-06-13 20:00,25890.77,1,-0.3,前3K止损,否,,是,1.72,-1.06,1.72,-0.3,2023
789,2023-06-15 04:00,做空,25750.0,25820.0,是,0.272,288.03,1.119,25115.9,24796.8,25872.9,成交,确认,25820.0,25906.41,22721.6,2023-06-16 00:00,25289.78,5,1.025,KAMA跟踪止损,是,25054.8,否,4.04,1.18,,,2023
790,2023-06-16 20:00,做多,25750.0,25750.0,是,0.0,307.84,1.195,25832.4,25142.1,25896.0,成交,弱突破,25750.0,25657.65,31415.0,2023-06-16 20:00,25832.4,0,0.268,弱突破平仓,否,,是,0.0,0.0,,,2023
791,2023-06-17 00:00,做多,25896.0,25750.0,是,0.564,330.14,1.275,26371.2,25756.0,26526.9,未成交,确认,25750.0,25650.96,31415.0,2023-06-19 04:00,26412.76,13,2.24,KAMA跟踪止损,是,26336.0,否,4.47,1.63,4.47,2.24,2023
792,2023-06-21 00:00,做多,27177.3,27177.3,是,0.0,304.05,1.119,27973.8,26983.3,28145.0,成交,确认,27177.3,27086.09,33156.31,2023-06-22 16:00,29984.99,10,14.807,KAMA跟踪止损,是,28290.6,否,13.41,2.5,,,2023
793,2023-06-23 20:00,做多,30353.9,30260.0,是,0.309,435.57,1.435,31232.9,29901.1,31500.0,成交,确认,30260.0,30129.33,36917.2,2023-06-25 00:00,30260.0,7,0.0,KAMA跟踪止损,否,,否,3.9,-0.13,,,2023
794,2023-06-27 16:00,做多,30667.3,30667.3,是,0.0,405.42,1.322,30720.1,30322.2,30800.0,成交,弱突破,30667.3,30545.67,37414.11,2023-06-27 16:00,30720.1,0,0.13,弱突破平仓,否,,是,0.0,0.0,,,2023
795,2023-06-28 12:00,做空,30222.5,30351.0,是,0.425,405.2,1.341,30176.0,30127.0,30479.5,成交,弱突破,30351.0,30472.56,26708.88,2023-06-28 12:00,30176.0,0,0.432,弱突破平仓,否,,是,0.0,0.0,,,2023
796,2023-06-29 16:00,做多,30485.0,30457.0,是,0.092,390.45,1.281,30660.6,30320.3,30744.4,成交,确认,30457.0,30339.86,37157.54,2023-06-30 04:00,30339.86,3,-0.3,前3K止损,否,,是,1.25,-0.77,,,2023
797,2023-06-30 20:00,做空,30222.0,30337.4,是,0.382,402.75,1.333,30052.0,29500.0,31127.3,成交,确认,30337.4,30458.23,26696.91,2023-07-01 00:00,30458.23,1,-0.3,前3K止损,否,,是,1.41,-1.29,,,2023
798,2023-07-03 20:00,做多,30800.0,30798.3,是,0.006,325.71,1.058,31068.0,30559.4,31179.0,成交,确认,30798.3,30700.59,37573.93,2023-07-04 12:00,30863.4,4,0.2,KAMA跟踪止损,否,,否,1.94,0.04,,,2023
799,2023-07-05 00:00,做空,30810.2,30810.2,是,0.0,337.23,1.095,30685.3,30600.0,31145.0,成交,弱突破,30810.2,30911.37,27112.98,2023-07-05 00:00,30685.3,0,0.37,弱突破平仓,否,,是,0.0,0.0,,,2023
800,2023-07-05 16:00,做空,30600.0,30655.7,是,0.182,318.87,1.042,30395.0,30326.0,30797.4,成交,确认,30655.7,30751.36,26977.02,2023-07-06 12:00,30655.7,5,0.0,KAMA跟踪止损,否,,否,1.57,-0.62,,,2023
801,2023-07-11 00:00,做多,30359.7,30235.0,是,0.411,267.52,0.881,30824.5,30223.5,30830.0,成交,确认,30235.0,30154.74,36886.7,2023-07-11 04:00,30154.74,1,-0.3,前3K止损,否,,是,2.66,-0.45,,,2023
802,2023-07-13 00:00,做空,30383.9,30485.0,是,0.333,307.61,1.012,30268.1,30186.0,30529.0,成交,确认,30485.0,30577.28,26826.8,2023-07-13 16:00,30480.84,4,0.014,KAMA跟踪止损,否,,否,0.87,-0.46,,,2023
803,2023-07-14 00:00,做多,31205.3,30529.0,是,2.167,314.34,1.007,31600.6,30700.0,31850.0,未成交,确认,30529.0,30434.7,37245.38,2023-07-15 00:00,30844.0,6,-0.899,KAMA跟踪止损,是,31441.7,否,3.82,-2.14,3.82,-0.899,2023
804,2023-07-16 08:00,做空,30220.2,30237.0,是,0.056,328.74,1.088,30174.1,30050.0,30325.0,成交,弱突破,30237.0,30335.62,26608.56,2023-07-16 08:00,30174.1,0,0.191,弱突破平仓,否,,是,0.0,0.0,,,2023
805,2023-07-16 20:00,做多,30348.4,30341.5,是,0.023,307.28,1.013,30366.0,30254.1,30441.6,成交,弱突破,30341.5,30249.32,37016.63,2023-07-16 20:00,30366.0,0,0.08,弱突破平仓,否,,是,0.0,0.0,,,2023
806,2023-07-18 00:00,做空,29910.0,30110.6,是,0.671,284.08,0.95,29870.0,29630.0,30224.4,成交,确认,30110.6,30195.82,26497.33,2023-07-18 04:00,30195.82,1,-0.3,前3K止损,否,,是,0.82,-0.57,,,2023
807,2023-07-20 12:00,做多,30178.5,30088.1,是,0.3,284.78,0.944,30195.5,29912.1,30240.2,成交,弱突破,30088.1,30002.67,36707.48,2023-07-20 12:00,30195.5,0,0.377,弱突破平仓,否,,是,0.0,0.0,,,2023
808,2023-07-20 16:00,做多,30240.2,30088.1,是,0.503,286.94,0.949,30274.0,30151.6,30420.0,未成交,确认,30088.1,30002.02,36707.48,2023-07-20 20:00,30002.02,1,-0.3,前3K止损,否,,是,0.71,-1.62,0.71,-0.3,2023
809,2023-07-23 04:00,做空,29783.6,29819.4,是,0.12,238.54,0.801,29783.5,29602.2,29831.3,成交,弱突破,29819.4,29890.96,26241.07,2023-07-23 04:00,29783.5,0,0.15,弱突破平仓,否,,是,0.0,0.0,,,2023
810,2023-07-24 00:00,做多,29974.6,29974.6,是,0.0,215.48,0.719,30083.1,29885.9,30368.2,成交,确认,29974.6,29909.95,36569.01,2023-07-24 04:00,29909.95,1,-0.3,前3K止损,否,,是,0.54,-0.22,,,2023
811,2023-07-24 08:00,做空,29718.9,29836.2,是,0.395,228.68,0.769,29705.6,29650.2,30091.7,成交,确认,29836.2,29904.81,26255.86,2023-07-26 08:00,29343.73,12,1.786,KAMA跟踪止损,是,29259.6,否,3.37,-0.09,,,2023
812,2023-07-28 00:00,做空,29172.0,29286.2,是,0.391,234.73,0.805,29152.6,29065.5,29324.5,成交,确认,29286.2,29356.62,25771.86,2023-07-28 20:00,29286.2,5,0.0,KAMA跟踪止损,否,,否,0.59,-0.85,,,2023
